## [BeGaze]
Participant	Sample Rate	BeGaze Version	Recorded On	Converted From	Calibration Area [px]	Stimulus Dimension [mm]	System ID	iViewX Version
43wb-aud	60	3.7.42	20.07.2017 12:03:08	C:\Users\ap2mitarbeiter\Desktop\PupilsMemory\eyeTracker\iViewXSDK_Matlab_PupilsMemory_Data_VP43wb-aud_2017_07_20-12_17_04.idf	1920x1200	518x324	EXP-4022-1	4.4.0.0
## [Data]
RecordingTime [ms],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Content
129543.8420,Information,Separator,Separator,1,1,-,-,-,-,-,-,startrecording.jpg
129549.9990,Eye,Saccade,Saccade,1,1,3.4801,3.6282,928.7471,729.3495,951.8186,687.8206,-
129551.8530,Information,User Event,User Event,2,2,-,-,-,-,-,-,begin:phase1_stimType:aud
129586.4950,Eye,Fixation,Fixation,1,1,3.4677,3.6224,897.7326,654.0699,891.1946,619.9865,-
129622.9910,Eye,Fixation,Fixation,1,1,3.4466,3.6114,898.3602,669.7508,912.9901,637.3225,-
129659.4870,Eye,Fixation,Fixation,1,1,3.4179,3.5956,887.7796,673.0295,910.0765,637.5550,-
129695.9830,Eye,Saccade,Saccade,2,2,3.3884,3.5677,885.0697,677.3717,912.4053,641.2914,-
129732.4790,Eye,Saccade,Saccade,2,2,3.3505,3.5327,815.5985,665.9622,826.2499,625.6290,-
129768.9750,Eye,Fixation,Fixation,2,2,3.3151,3.4912,759.0100,663.5991,760.9044,627.0935,-
129805.4710,Eye,Fixation,Fixation,2,2,3.2780,3.4604,749.8871,664.9388,761.8993,624.5910,-
129841.9670,Eye,Fixation,Fixation,2,2,3.2417,3.4205,751.9198,664.6373,760.1595,622.8552,-
129878.4630,Eye,Fixation,Fixation,2,2,3.2077,3.3795,755.0538,664.4679,761.0524,623.7834,-
129914.9590,Eye,Fixation,Fixation,2,2,3.1718,3.3385,753.0035,663.5032,759.1723,623.7897,-
129951.4550,Eye,Fixation,Fixation,2,2,3.1429,3.2995,726.1414,663.3367,721.0058,619.5793,-
129987.9510,Eye,Fixation,Fixation,2,2,3.1192,3.2608,713.0777,662.1669,718.1137,623.0274,-
130024.4470,Eye,Fixation,Fixation,2,2,3.1000,3.2334,714.5819,661.0133,707.7412,619.5554,-
130060.9430,Eye,Saccade,Saccade,3,3,3.0833,3.2027,708.9954,659.9090,708.0292,618.5348,-
130097.4390,Eye,Saccade,Saccade,3,3,3.0714,3.1782,790.7277,660.7325,773.7496,615.2306,-
130133.9340,Eye,Fixation,Fixation,3,3,3.0421,3.1680,925.3099,674.4622,937.5931,617.0713,-
130170.4300,Eye,Fixation,Fixation,3,3,3.0179,3.1467,926.2298,675.0632,942.9509,616.8633,-
130206.9260,Eye,Fixation,Fixation,3,3,3.0025,3.1383,924.6613,677.0954,941.4199,616.4449,-
130243.4220,Eye,Fixation,Fixation,3,3,3.0135,3.1251,923.7858,669.4919,943.1241,615.3480,-
130279.9180,Eye,Fixation,Fixation,3,3,3.0124,3.1166,925.8423,650.5172,945.3235,621.0032,-
130316.4140,Eye,Fixation,Fixation,3,3,3.0258,3.1011,927.3690,641.5072,946.7030,618.3136,-
130352.9100,Eye,Saccade,Saccade,4,4,3.0162,3.1134,933.4807,658.6648,952.3187,618.4968,-
130389.4060,Eye,Fixation,Fixation,4,4,2.9968,3.1178,1096.3847,654.9346,1128.7470,617.0150,-
130425.9020,Eye,Fixation,Fixation,4,4,2.9934,3.1221,1107.8129,648.4437,1125.6843,614.9340,-
130462.3980,Eye,Fixation,Fixation,4,4,2.9874,3.1183,1110.5747,648.2747,1127.3809,618.1357,-
130498.8940,Eye,Fixation,Fixation,4,4,2.9848,3.1271,1116.3517,640.5007,1128.2347,617.6481,-
130535.3900,Eye,Fixation,Fixation,4,4,2.9748,3.1270,1115.7657,645.1580,1128.8195,617.6879,-
130571.8860,Eye,Fixation,Fixation,4,4,2.9879,3.1207,1114.8727,636.9044,1128.3592,616.5894,-
130608.3820,Eye,Fixation,Fixation,4,4,2.9789,3.1221,1111.7438,640.0593,1127.4119,615.4081,-
130644.8780,Eye,Fixation,Fixation,4,4,2.9835,3.1219,1113.8163,640.2371,1127.6489,619.0980,-
130681.3740,Eye,Fixation,Fixation,4,4,2.9871,3.1260,1111.5436,639.6622,1128.3769,619.1594,-
130717.8700,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
130754.3650,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
130790.8610,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
130827.3570,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
130863.8530,Eye,Fixation,Fixation,5,5,3.0104,3.1449,1107.2134,640.2173,1126.7945,618.3603,-
130900.3490,Eye,Fixation,Fixation,5,5,3.0019,3.1641,1105.6758,634.3797,1124.8356,613.8655,-
130936.8450,Eye,Fixation,Fixation,5,5,3.0180,3.1805,1099.7879,632.7389,1122.0690,614.1743,-
130973.3410,Eye,Fixation,Fixation,5,5,3.0351,3.1981,1099.5988,634.5581,1122.9781,615.3413,-
131009.8370,Eye,Fixation,Fixation,5,5,3.0555,3.2008,1091.6092,630.2472,1121.1810,614.7510,-
131046.3330,Eye,Fixation,Fixation,5,5,3.0796,3.2216,1094.0532,628.2866,1119.3049,611.9297,-
131082.8290,Eye,Fixation,Fixation,5,5,3.0987,3.2341,1091.6955,627.0315,1116.2084,609.8107,-
131119.3250,Eye,Fixation,Fixation,5,5,3.1189,3.2556,1092.0996,627.1420,1115.3659,607.7483,-
131155.8210,Eye,Fixation,Fixation,5,5,3.1353,3.2708,1088.2415,622.5006,1115.7212,606.5182,-
131192.3170,Eye,Fixation,Fixation,5,5,3.1527,3.2901,1087.7815,621.1582,1112.8256,606.2610,-
131228.8130,Eye,Fixation,Fixation,5,5,3.1667,3.3069,1087.6622,620.3414,1111.8881,604.3588,-
131265.3090,Eye,Fixation,Fixation,5,5,3.1801,3.3092,1086.4517,617.9612,1110.9892,603.0932,-
131301.8050,Eye,Fixation,Fixation,5,5,3.1838,3.3166,1086.8600,618.3951,1111.0710,603.9568,-
131338.3010,Eye,Fixation,Fixation,5,5,3.1893,3.3173,1087.3290,618.4464,1110.1540,603.7010,-
131374.7960,Eye,Fixation,Fixation,5,5,3.1903,3.3194,1087.2323,617.4288,1110.5693,603.0432,-
131411.2920,Eye,Fixation,Fixation,5,5,3.1940,3.3189,1089.1267,617.4084,1110.6533,602.5137,-
131447.7880,Eye,Fixation,Fixation,5,5,3.1980,3.3220,1089.9986,617.8216,1111.1738,602.8580,-
131484.2840,Eye,Fixation,Fixation,5,5,3.1952,3.3179,1090.4456,617.9761,1111.6102,603.9934,-
131520.7800,Eye,Fixation,Fixation,5,5,3.1992,3.3109,1090.1996,617.5083,1111.7658,606.3599,-
131557.2760,Eye,Fixation,Fixation,5,5,3.1992,3.3175,1091.0986,617.9138,1111.9929,607.3876,-
131593.7720,Eye,Fixation,Fixation,5,5,3.1933,3.3235,1092.9615,618.6166,1112.8265,606.5355,-
131630.2680,Eye,Fixation,Fixation,5,5,3.1927,3.3283,1092.7340,619.6711,1112.4495,606.4275,-
131666.7640,Eye,Fixation,Fixation,5,5,3.1920,3.3354,1093.0152,619.7973,1113.1145,606.6390,-
131703.2600,Eye,Fixation,Fixation,5,5,3.2040,3.3461,1093.2553,620.5676,1113.0086,607.1223,-
131739.7560,Eye,Fixation,Fixation,5,5,3.2043,3.3493,1093.0776,620.6643,1113.0700,607.8120,-
131776.2520,Eye,Fixation,Fixation,5,5,3.2075,3.3619,1093.4375,620.9104,1113.1410,607.5376,-
131812.7480,Eye,Fixation,Fixation,5,5,3.2115,3.3697,1093.0108,620.5825,1113.0885,608.0663,-
131849.2440,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
131885.7400,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
131922.2360,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
131958.7320,Eye,Fixation,Fixation,6,6,3.2396,3.3708,798.9396,617.9488,831.1544,607.5869,-
131995.2270,Eye,Fixation,Fixation,6,6,3.2578,3.3715,822.5973,616.0643,826.7819,606.1619,-
132031.7230,Eye,Fixation,Fixation,6,6,3.2767,3.3832,814.7469,612.7893,825.1327,605.2578,-
132068.2190,Eye,Fixation,Fixation,6,6,3.2955,3.3815,816.6186,608.6140,825.3978,604.4084,-
132104.7150,Eye,Fixation,Fixation,6,6,3.3107,3.3923,817.5927,607.1183,826.0107,604.6625,-
132141.2110,Eye,Fixation,Fixation,6,6,3.3290,3.4098,817.6559,604.1172,824.4688,604.5507,-
132176.8720,Eye,Fixation,Fixation,6,6,3.3427,3.4221,820.1659,603.3018,823.6770,603.7004,-
132212.5320,Eye,Fixation,Fixation,6,6,3.3578,3.4274,819.4271,602.7099,824.9059,603.1789,-
132248.1930,Eye,Fixation,Fixation,6,6,3.3661,3.4335,821.2963,602.6200,824.8339,601.3462,-
132283.8530,Eye,Saccade,Saccade,5,5,3.3741,3.4435,819.7296,602.6697,824.3966,600.2835,-
132319.5140,Eye,Fixation,Fixation,7,7,3.3732,3.4518,949.1474,602.3083,955.0047,599.1919,-
132355.1740,Eye,Fixation,Fixation,7,7,3.3655,3.4527,950.9935,604.5093,960.0812,599.9534,-
132390.8350,Eye,Fixation,Fixation,7,7,3.3514,3.4481,955.5762,605.3291,962.1358,600.3111,-
132426.4960,Eye,Fixation,Fixation,7,7,3.3404,3.4468,953.3884,608.1925,963.7973,603.9545,-
132462.1560,Eye,Fixation,Fixation,7,7,3.3321,3.4397,952.0599,611.2692,965.5102,603.0022,-
132497.8170,Eye,Fixation,Fixation,7,7,3.3239,3.4404,951.2534,616.7269,967.4554,604.5119,-
132533.4770,Eye,Fixation,Fixation,7,7,3.3261,3.4391,950.8300,615.7910,967.4520,607.6188,-
132569.1380,Eye,Fixation,Fixation,7,7,3.3238,3.4377,949.1313,617.6348,967.0816,609.8713,-
132604.7980,Eye,Fixation,Fixation,7,7,3.3133,3.4358,949.2682,621.1837,969.0195,609.4615,-
132640.4590,Eye,Fixation,Fixation,7,7,3.3132,3.4361,951.3137,621.7762,967.2941,612.7993,-
132676.1190,Eye,Fixation,Fixation,7,7,3.3163,3.4401,951.8381,623.4039,968.9461,614.6545,-
132711.7800,Eye,Fixation,Fixation,7,7,3.3236,3.4418,952.3785,622.3348,969.7755,613.5294,-
132747.4400,Eye,Fixation,Fixation,7,7,3.3284,3.4474,951.9150,622.9672,967.9282,613.3002,-
132783.1010,Eye,Fixation,Fixation,7,7,3.3341,3.4468,948.8925,621.6465,967.3512,612.5962,-
132818.7610,Eye,Fixation,Fixation,7,7,3.3314,3.4468,947.6025,622.8252,967.0253,610.1152,-
132854.4220,Eye,Fixation,Fixation,7,7,3.3300,3.4536,948.1258,621.1852,967.7044,609.7601,-
132890.0820,Eye,Fixation,Fixation,7,7,3.3277,3.4492,946.5065,621.6378,967.1253,610.1263,-
132925.7430,Eye,Fixation,Fixation,7,7,3.3245,3.4411,944.3569,622.1944,966.4031,608.5190,-
132961.4040,Eye,Fixation,Fixation,7,7,3.3273,3.4324,944.4475,619.1921,966.6905,608.4370,-
132997.0640,Eye,Fixation,Fixation,7,7,3.3324,3.4269,944.1264,617.7695,965.5569,607.5031,-
133032.7250,Eye,Fixation,Fixation,7,7,3.3297,3.4262,944.9708,616.1113,962.7426,607.0365,-
133068.3850,Eye,Fixation,Fixation,7,7,3.3245,3.4248,943.7786,614.8978,963.5163,605.8005,-
133104.0460,Eye,Fixation,Fixation,7,7,3.3245,3.4286,942.2013,614.3887,961.6462,605.6371,-
133139.7060,Eye,Fixation,Fixation,7,7,3.3265,3.4259,943.6842,614.9253,961.0991,606.2070,-
133175.3670,Eye,Fixation,Fixation,7,7,3.3314,3.4343,945.4798,617.0009,961.7509,605.4616,-
133211.0270,Eye,Fixation,Fixation,7,7,3.3349,3.4373,955.7631,615.4816,962.1161,604.9842,-
133246.6880,Eye,Fixation,Fixation,7,7,3.3252,3.4433,957.4807,616.8115,964.4893,603.4079,-
133282.3480,Eye,Fixation,Fixation,7,7,3.3347,3.4431,967.9580,619.2094,965.8778,602.4830,-
133318.0090,Eye,Fixation,Fixation,7,7,3.3266,3.4505,956.1540,621.0608,964.2725,600.1092,-
133353.6690,Eye,Fixation,Fixation,7,7,3.3316,3.4588,960.5687,628.5767,966.6032,599.5397,-
133389.3300,Eye,Fixation,Fixation,7,7,3.3343,3.4624,961.3432,632.1926,964.1645,598.5694,-
133424.9910,Eye,Fixation,Fixation,7,7,3.3444,3.4609,961.5871,636.9090,968.7012,596.9579,-
133460.6510,Eye,Fixation,Fixation,7,7,3.3492,3.4693,959.0302,635.6336,969.7806,595.0234,-
133496.3120,Eye,Fixation,Fixation,7,7,3.3579,3.4746,958.4038,637.6700,970.2219,596.4966,-
133531.9720,Eye,Fixation,Fixation,7,7,3.3608,3.4829,954.5166,637.3804,969.7356,593.7474,-
133567.6330,Eye,Fixation,Fixation,7,7,3.3693,3.4875,954.4068,633.7753,971.8246,594.6670,-
133603.2930,Eye,Fixation,Fixation,7,7,3.3796,3.4914,954.1576,637.2453,970.7473,596.3612,-
133638.9540,Eye,Fixation,Fixation,7,7,3.3942,3.4944,952.5968,637.8503,968.5812,594.3391,-
133674.6140,Eye,Fixation,Fixation,7,7,3.4080,3.4974,951.2909,631.7849,968.7336,593.0628,-
133710.2750,Eye,Fixation,Fixation,7,7,3.4225,3.5091,955.0926,604.8187,974.6038,596.5877,-
133745.9350,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
133781.5960,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
133817.2560,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
133852.9170,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
133888.5780,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
133924.2380,Eye,Fixation,Fixation,8,8,3.4251,3.5159,944.3663,612.5901,974.7516,587.2918,-
133957.6190,Eye,Fixation,Fixation,8,8,3.4224,3.5064,948.8069,586.8483,972.8325,580.1104,-
133991.0000,Eye,Fixation,Fixation,8,8,3.4216,3.5022,945.7157,589.9382,969.1673,583.3305,-
134024.3810,Eye,Fixation,Fixation,8,8,3.4206,3.5048,945.5115,586.6765,966.5769,578.0833,-
134057.7620,Eye,Fixation,Fixation,8,8,3.4251,3.5151,949.5498,584.3683,965.8083,574.7629,-
134091.1430,Eye,Fixation,Fixation,8,8,3.4350,3.5124,946.0190,581.5330,966.4240,576.3691,-
134124.5240,Eye,Fixation,Fixation,8,8,3.4431,3.5160,947.1308,578.5161,964.6980,572.3953,-
134157.9050,Eye,Fixation,Fixation,8,8,3.4404,3.5234,946.2687,580.7581,962.0510,569.5925,-
134191.2860,Eye,Fixation,Fixation,8,8,3.4512,3.5215,948.0835,578.7856,961.7819,570.7119,-
134224.6670,Eye,Fixation,Fixation,8,8,3.4560,3.5203,948.0410,578.6084,959.9285,568.4035,-
134258.0480,Eye,Fixation,Fixation,8,8,3.4488,3.5190,943.5844,578.8039,959.8729,566.4684,-
134291.4290,Eye,Fixation,Fixation,8,8,3.4430,3.5175,944.2328,575.0853,958.3151,567.5934,-
134324.8100,Eye,Fixation,Fixation,8,8,3.4446,3.5176,942.9456,577.4680,958.3078,567.5554,-
134358.1920,Eye,Fixation,Fixation,8,8,3.4363,3.5141,941.0460,578.9295,957.2348,569.5640,-
134391.5730,Eye,Fixation,Fixation,8,8,3.4318,3.5111,940.7210,578.2887,958.5916,568.7672,-
134424.9540,Eye,Fixation,Fixation,8,8,3.4255,3.5065,938.9567,578.7156,958.2138,569.7535,-
134458.3350,Eye,Fixation,Fixation,8,8,3.4222,3.5065,939.7644,579.8274,958.1345,568.8196,-
134491.7160,Eye,Fixation,Fixation,8,8,3.4156,3.5131,939.6671,587.0399,958.4121,568.3413,-
134525.0970,Eye,Fixation,Fixation,8,8,3.4149,3.5109,938.7204,584.1362,958.6295,569.2277,-
134558.4780,Eye,Fixation,Fixation,8,8,3.4127,3.5085,938.2120,583.3859,959.5949,569.1628,-
134591.8590,Eye,Fixation,Fixation,8,8,3.4159,3.5103,938.0220,581.0808,960.7357,570.0801,-
134625.2400,Eye,Fixation,Fixation,8,8,3.4125,3.5175,938.1492,582.7624,961.9031,571.4973,-
134658.6210,Eye,Fixation,Fixation,8,8,3.4207,3.5188,938.1265,591.0338,961.3672,583.0794,-
134692.0020,Eye,Fixation,Fixation,8,8,3.4298,3.5214,938.5054,592.5039,960.0752,586.3692,-
134725.3830,Eye,Fixation,Fixation,8,8,3.4305,3.5258,939.1062,595.6281,957.9047,589.3974,-
134758.7640,Eye,Fixation,Fixation,8,8,3.4315,3.5267,939.2629,599.3109,956.9664,594.2531,-
134792.1450,Eye,Fixation,Fixation,8,8,3.4219,3.5246,938.1175,602.5485,956.2379,595.1491,-
134825.5260,Eye,Fixation,Fixation,8,8,3.4251,3.5207,937.9545,601.6066,957.0590,595.6720,-
134858.9070,Eye,Fixation,Fixation,8,8,3.4328,3.5185,940.3424,597.2984,958.8883,595.8467,-
134892.2880,Eye,Fixation,Fixation,8,8,3.4331,3.5209,938.5104,601.9891,957.7842,597.9406,-
134925.6690,Eye,Fixation,Fixation,8,8,3.4317,3.5126,939.4378,603.3931,957.1416,599.5666,-
134959.0500,Eye,Fixation,Fixation,8,8,3.4318,3.5121,939.2956,603.6551,957.2263,599.6678,-
134992.4310,Eye,Fixation,Fixation,8,8,3.4338,3.5123,939.9566,605.7795,956.7122,601.0349,-
135025.8120,Eye,Fixation,Fixation,8,8,3.4382,3.5105,940.1744,604.6178,956.3899,598.6237,-
135059.1930,Eye,Fixation,Fixation,8,8,3.4344,3.5127,938.7201,605.5529,957.2912,597.3789,-
135092.5740,Eye,Fixation,Fixation,8,8,3.4348,3.5139,939.1333,605.6061,959.8323,597.0781,-
135125.9550,Eye,Fixation,Fixation,8,8,3.4250,3.5147,938.1794,606.1168,960.4200,595.2617,-
135159.3360,Eye,Fixation,Fixation,8,8,3.4208,3.5150,939.0689,607.4139,960.2688,595.0728,-
135192.7170,Eye,Fixation,Fixation,8,8,3.4129,3.5168,941.0840,608.2164,960.7314,594.8882,-
135226.0980,Eye,Fixation,Fixation,8,8,3.4001,3.5085,939.9941,610.8663,959.6459,594.3582,-
135259.4800,Eye,Fixation,Fixation,8,8,3.3976,3.5035,941.0647,612.9840,959.9062,594.2493,-
135292.8610,Eye,Fixation,Fixation,8,8,3.3926,3.4967,940.4941,615.2162,959.6972,594.4342,-
135326.2420,Eye,Fixation,Fixation,8,8,3.3847,3.4955,940.9148,617.4014,959.3388,594.2174,-
135359.6230,Eye,Fixation,Fixation,8,8,3.3781,3.4934,939.9646,619.1545,960.1713,594.2709,-
135393.0040,Eye,Fixation,Fixation,8,8,3.3739,3.4940,940.1880,619.7678,960.8475,594.4379,-
135426.3850,Eye,Fixation,Fixation,8,8,3.3716,3.4953,940.0194,621.3743,961.5980,595.4517,-
135459.7660,Eye,Fixation,Fixation,8,8,3.3615,3.4931,940.1711,623.6685,962.2508,595.5503,-
135493.1470,Eye,Fixation,Fixation,8,8,3.3520,3.4881,941.2004,624.9819,963.4658,596.3527,-
135526.5280,Eye,Fixation,Fixation,8,8,3.3503,3.4903,943.1393,625.6123,960.8841,596.4528,-
135559.9090,Eye,Fixation,Fixation,8,8,3.3500,3.4890,942.7493,626.8653,962.7234,595.7934,-
135593.2900,Eye,Fixation,Fixation,8,8,3.3594,3.4862,943.5168,626.9271,967.7491,598.8532,-
135626.6770,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
135660.0640,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
135693.4510,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
135726.8390,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
135760.2260,Eye,Fixation,Blink,9,4,3.3486,0.0000,941.0932,629.3483,0.0000,0.0000,-
135793.6130,Eye,Fixation,Fixation,9,9,3.3526,3.5025,941.3292,614.8058,973.2041,589.3232,-
135827.0000,Eye,Fixation,Fixation,9,9,3.3537,3.5027,941.3488,613.0697,969.3034,591.8522,-
135860.3870,Eye,Fixation,Fixation,9,9,3.3560,3.4972,943.8014,608.9296,972.0839,587.7161,-
135893.7740,Eye,Fixation,Fixation,9,9,3.3580,3.5023,943.9978,600.5311,972.2351,587.5018,-
135927.1620,Eye,Fixation,Fixation,9,9,3.3662,3.5019,943.8005,603.8505,973.8125,585.0129,-
135960.5490,Eye,Fixation,Fixation,9,9,3.3732,3.5034,944.0894,600.4029,973.8932,582.5230,-
135993.9360,Eye,Fixation,Fixation,9,9,3.3772,3.5106,946.7878,596.2380,975.0251,582.5761,-
136027.3230,Eye,Fixation,Fixation,9,9,3.3862,3.5068,944.5967,593.5349,974.2978,580.4457,-
136060.7100,Eye,Fixation,Fixation,9,9,3.3905,3.5052,944.3967,590.7146,975.0935,579.7057,-
136094.0980,Eye,Fixation,Fixation,9,9,3.3913,3.5014,943.7337,590.3530,975.3737,580.4239,-
136127.4850,Eye,Fixation,Fixation,9,9,3.3954,3.4960,943.0433,589.8859,973.9054,578.5280,-
136160.8720,Eye,Fixation,Fixation,9,9,3.3911,3.4881,946.3051,590.4898,972.9290,580.5502,-
136194.2590,Eye,Fixation,Fixation,9,9,3.3940,3.4909,942.7441,588.1863,972.6702,580.2541,-
136227.6460,Eye,Fixation,Fixation,9,9,3.3889,3.4831,943.3825,588.1139,972.7288,580.6973,-
136261.0330,Eye,Fixation,Fixation,9,9,3.3878,3.4776,942.4902,587.9265,972.5678,581.3289,-
136294.4210,Eye,Fixation,Fixation,9,9,3.3864,3.4764,947.0695,586.1940,972.2210,580.7790,-
136327.8080,Eye,Fixation,Fixation,9,9,3.3829,3.4802,946.3659,585.9227,972.0630,581.0528,-
136361.1950,Eye,Fixation,Fixation,9,9,3.3824,3.4791,945.2143,585.0536,970.5824,581.9649,-
136394.5820,Eye,Fixation,Fixation,9,9,3.3699,3.4767,944.9430,586.2583,971.2099,582.2915,-
136427.9690,Eye,Fixation,Fixation,9,9,3.3682,3.4776,946.6276,586.6126,971.4622,583.1588,-
136461.3560,Eye,Fixation,Fixation,9,9,3.3660,3.4787,947.2965,587.8179,971.4201,583.3367,-
136494.7440,Eye,Fixation,Fixation,9,9,3.3696,3.4749,948.2637,588.0403,973.4612,583.5426,-
136528.1310,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
136561.5180,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
136594.9050,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
136628.2920,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
136661.6800,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
136695.0670,Eye,Fixation,Fixation,10,10,3.3676,3.4533,939.9415,593.4570,982.7796,587.1061,-
136728.4540,Eye,Fixation,Fixation,10,10,3.3740,3.4650,949.6499,591.1046,975.0472,586.5853,-
136761.8410,Eye,Fixation,Fixation,10,10,3.3707,3.4686,948.7265,594.0453,973.9541,589.6585,-
136795.2280,Eye,Fixation,Fixation,10,10,3.3733,3.4686,950.6194,594.8751,976.1850,593.6799,-
136828.6150,Eye,Fixation,Fixation,10,10,3.3797,3.4693,949.0560,595.3105,976.1969,595.0327,-
136862.0030,Eye,Fixation,Fixation,10,10,3.3850,3.4711,948.1270,595.1697,973.5723,593.2769,-
136895.3900,Eye,Fixation,Fixation,10,10,3.3878,3.4721,948.7946,597.3796,974.6877,595.4723,-
136928.7770,Eye,Fixation,Fixation,10,10,3.3924,3.4834,949.6958,596.3552,974.6650,596.0016,-
136962.1640,Eye,Fixation,Fixation,10,10,3.3916,3.4906,945.3463,595.5715,973.8264,596.2912,-
136995.5510,Eye,Fixation,Fixation,10,10,3.3947,3.4935,949.1196,595.1463,973.3871,596.3668,-
137028.9380,Eye,Fixation,Fixation,10,10,3.3942,3.4951,946.6466,593.1884,971.0190,596.2893,-
137062.3260,Eye,Fixation,Fixation,10,10,3.3873,3.4916,948.7871,592.6312,970.3327,596.1347,-
137095.7130,Eye,Fixation,Fixation,10,10,3.3877,3.4910,948.2834,592.4511,969.1596,597.2910,-
137129.1000,Eye,Fixation,Fixation,10,10,3.3896,3.4914,947.7473,591.2658,969.3374,596.3765,-
137162.4870,Eye,Saccade,Saccade,6,6,3.3872,3.4814,948.1322,590.7407,968.4468,595.5226,-
137195.8740,Eye,Fixation,Fixation,11,11,3.3860,3.4749,902.5138,629.3680,933.3061,654.9713,-
137229.2610,Eye,Fixation,Fixation,11,11,3.3812,3.4707,904.4635,653.2996,914.0268,672.8131,-
137262.6490,Eye,Fixation,Fixation,11,11,3.3793,3.4700,906.6563,656.5300,920.3172,675.2894,-
137296.0350,Eye,Fixation,Fixation,11,11,3.3781,3.4730,897.4717,660.6301,907.9400,676.7527,-
137329.4210,Eye,Saccade,Saccade,7,7,3.3797,3.4742,893.7538,664.8597,908.3026,676.1560,-
137362.8070,Eye,Fixation,Fixation,12,12,3.3790,3.4743,935.1228,611.1968,951.2269,602.5022,-
137396.1940,Eye,Fixation,Fixation,12,12,3.3851,3.4759,937.8970,613.0987,942.9729,612.5873,-
137429.5800,Eye,Fixation,Fixation,12,12,3.3961,3.4720,931.7199,611.1420,944.2279,605.9029,-
137462.9660,Eye,Fixation,Fixation,12,12,3.4008,3.4759,927.5957,617.0256,944.5819,611.9647,-
137496.3520,Eye,Fixation,Fixation,12,12,3.4032,3.4762,926.0371,621.1995,947.6423,611.9124,-
137529.7390,Eye,Fixation,Fixation,12,12,3.3942,3.4757,921.9647,625.0861,953.2159,612.5502,-
137563.1250,Eye,Fixation,Fixation,12,12,3.3942,3.4738,928.2518,621.6862,944.1971,612.1331,-
137596.5110,Eye,Fixation,Fixation,12,12,3.3922,3.4734,930.3824,620.4213,951.5961,610.0734,-
137629.8970,Eye,Fixation,Fixation,12,12,3.3814,3.4691,933.4625,615.5647,957.3248,608.4815,-
137663.2840,Eye,Fixation,Fixation,12,12,3.3743,3.4711,934.1687,615.5586,955.0600,605.7200,-
137696.6700,Eye,Fixation,Fixation,12,12,3.3677,3.4650,935.6964,616.6497,955.2368,605.0461,-
137730.0560,Eye,Fixation,Fixation,12,12,3.3624,3.4575,936.2599,614.1796,959.2283,601.6901,-
137763.4420,Eye,Fixation,Fixation,12,12,3.3566,3.4543,936.0226,614.7807,958.6077,600.8525,-
137796.8290,Eye,Fixation,Fixation,12,12,3.3537,3.4449,936.2836,612.8217,961.3700,597.8527,-
137830.2150,Eye,Fixation,Fixation,12,12,3.3473,3.4449,936.1341,611.3679,960.2855,597.0387,-
137863.6010,Eye,Fixation,Fixation,12,12,3.3403,3.4451,935.8377,610.6616,959.4330,596.6799,-
137896.9870,Eye,Fixation,Fixation,12,12,3.3356,3.4348,936.3026,609.5325,960.7345,594.8182,-
