## [BeGaze]
Participant	Sample Rate	BeGaze Version	Recorded On	Converted From	Calibration Area [px]	Stimulus Dimension [mm]	System ID	iViewX Version
42bw-aud	60	3.7.42	19.07.2017 12:38:58	C:\Users\ap2mitarbeiter\Desktop\PupilsMemory\eyeTracker\iViewXSDK_Matlab_PupilsMemory_Data_VP42bw-aud_2017_07_19-12_52_29.idf	1920x1200	518x324	EXP-4022-1	4.4.0.0
## [Data]
RecordingTime [ms],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Content
1932684.1900,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1932720.6860,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1932757.1820,Eye,Fixation,Fixation,4,4,3.2196,3.2893,1176.3310,677.0052,1200.5299,624.4941,-
1932793.6780,Eye,Fixation,Fixation,4,4,3.2194,3.2952,1174.8400,677.6367,1195.4376,649.2760,-
1932830.1740,Eye,Fixation,Fixation,4,4,3.2245,3.3072,1171.5389,672.8462,1196.6661,636.0341,-
1932866.6690,Eye,Fixation,Fixation,4,4,3.2367,3.3184,1174.6236,664.0142,1194.4179,631.3417,-
1932903.1650,Eye,Fixation,Fixation,4,4,3.2429,3.3386,1173.4980,662.9182,1187.5282,641.8862,-
1932939.6610,Eye,Fixation,Fixation,4,4,3.2642,3.3479,1175.7721,663.7262,1184.3771,640.3169,-
1932976.1570,Eye,Saccade,Saccade,4,4,3.2823,3.3633,1177.1730,658.8742,1194.7244,630.4686,-
1933012.6530,Eye,Fixation,Fixation,5,5,3.3045,3.3817,1039.4818,657.3475,1043.6332,622.3698,-
1933049.1490,Eye,Fixation,Fixation,5,5,3.3278,3.4053,1045.8281,653.3488,1045.0237,625.7913,-
1933085.6440,Eye,Fixation,Fixation,5,5,3.3440,3.4212,1042.8234,647.0443,1059.8801,629.4969,-
1933122.1400,Eye,Fixation,Fixation,5,5,3.3554,3.4459,1036.5649,649.5707,1069.3078,616.0098,-
1933158.6360,Eye,Fixation,Fixation,5,5,3.3649,3.4633,1029.2647,648.2236,1057.1323,604.7494,-
1933195.1320,Eye,Fixation,Fixation,5,5,3.3710,3.4807,1025.6091,649.7600,1048.7467,599.6385,-
1933231.6280,Eye,Fixation,Fixation,5,5,3.3814,3.4910,1024.4355,647.3469,1045.3391,604.2705,-
1933268.1240,Eye,Fixation,Fixation,5,5,3.3900,3.5006,1026.5078,645.6726,1042.5383,595.2491,-
1933304.6190,Eye,Fixation,Fixation,5,5,3.3923,3.5096,1025.5223,647.4054,1037.3465,601.2304,-
1933341.1150,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1933377.6110,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1933414.1070,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1933450.6030,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1933487.0990,Eye,Fixation,Blink,6,2,3.4025,0.0000,1024.4565,645.1299,0.0000,0.0000,-
1933523.5940,Eye,Fixation,Fixation,6,6,3.4196,3.5443,1028.9012,643.7606,1039.1747,575.7503,-
1933560.0900,Eye,Fixation,Fixation,6,6,3.4308,3.5554,1024.8682,643.2028,1040.4790,578.5544,-
1933596.5860,Eye,Fixation,Fixation,6,6,3.4398,3.5541,1025.8645,638.1912,1040.0671,578.4070,-
1933633.0820,Eye,Fixation,Fixation,6,6,3.4553,3.5571,1026.8729,643.5478,1036.0494,579.0597,-
1933669.5780,Eye,Fixation,Fixation,6,6,3.4649,3.5595,1026.6506,639.8352,1036.0340,583.2006,-
1933706.0740,Eye,Fixation,Fixation,6,6,3.4733,3.5568,1026.2306,631.5013,1036.8292,580.3943,-
1933742.5690,Eye,Fixation,Fixation,6,6,3.4855,3.5595,1026.7452,628.8805,1035.8481,583.7289,-
1933779.0650,Eye,Fixation,Fixation,6,6,3.4986,3.5615,1027.8858,622.7053,1038.0099,583.3126,-
1933815.5610,Eye,Fixation,Fixation,6,6,3.5063,3.5638,1028.9613,617.9499,1047.9801,591.6287,-
1933852.0570,Eye,Fixation,Fixation,6,6,3.5130,3.5653,1032.0644,616.9975,1044.3114,583.2502,-
1933888.5530,Eye,Fixation,Fixation,6,6,3.5106,3.5675,1025.4853,613.4171,998.3521,583.3591,-
1933925.0490,Eye,Fixation,Saccade,6,5,3.5081,3.5725,994.4645,612.0467,990.5346,585.9483,-
1933961.5440,Eye,Fixation,Fixation,6,7,3.4992,3.5703,1013.3178,614.4902,981.0569,587.3191,-
1933998.0400,Eye,Fixation,Fixation,6,7,3.4919,3.5656,995.6546,621.1589,991.1665,589.3513,-
1934034.5360,Eye,Saccade,Fixation,5,7,3.4784,3.5621,984.7747,616.7703,1001.4687,592.9568,-
1934071.0320,Eye,Fixation,Fixation,7,7,3.4685,3.5586,979.3757,616.3850,989.8444,590.0745,-
1934107.5280,Eye,Fixation,Fixation,7,7,3.4590,3.5663,982.7858,618.4621,983.7166,592.1885,-
1934144.0240,Eye,Fixation,Fixation,7,7,3.4565,3.5638,973.1182,617.4689,975.7672,592.4533,-
1934180.5190,Eye,Fixation,Fixation,7,7,3.4503,3.5597,966.9237,620.9889,974.7023,590.4556,-
1934217.0150,Eye,Fixation,Fixation,7,7,3.4521,3.5539,963.4071,621.0821,974.0537,590.6971,-
1934253.5110,Eye,Fixation,Fixation,7,7,3.4522,3.5445,959.0603,620.6311,973.7834,589.3883,-
1934290.0070,Eye,Fixation,Fixation,7,7,3.4513,3.5418,962.7865,622.0679,972.3627,591.6250,-
1934326.5030,Eye,Fixation,Fixation,7,7,3.4483,3.5333,962.2372,624.0944,972.1298,591.1378,-
1934362.9990,Eye,Fixation,Fixation,7,7,3.4433,3.5271,961.6876,624.1995,968.2133,591.9612,-
1934399.4940,Eye,Fixation,Fixation,7,7,3.4401,3.5168,961.0122,623.1375,969.4127,591.8223,-
1934435.2560,Eye,Fixation,Fixation,7,7,3.4294,3.5088,960.4451,624.7350,967.6449,591.3167,-
1934471.0170,Eye,Fixation,Fixation,7,7,3.4214,3.5040,958.7519,622.3846,965.7464,593.8656,-
1934506.7780,Eye,Fixation,Fixation,7,7,3.4147,3.4963,961.0631,622.1537,964.1772,597.0291,-
1934542.5390,Eye,Fixation,Fixation,7,7,3.4033,3.4802,971.2816,621.0648,965.9011,596.9717,-
1934578.3000,Eye,Fixation,Fixation,7,7,3.3914,3.4701,966.5723,629.2879,967.5672,599.0340,-
1934614.0620,Eye,Fixation,Fixation,7,7,3.3788,3.4555,976.6465,623.0293,969.7627,602.4210,-
1934649.8230,Eye,Fixation,Fixation,7,7,3.3632,3.4308,967.9836,637.4270,972.8261,606.6959,-
1934685.5840,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1934721.3450,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1934757.1070,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1934792.8680,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1934828.6290,Eye,Fixation,Fixation,8,8,3.3561,3.3882,966.6436,623.4500,978.5333,624.9956,-
1934864.3900,Eye,Fixation,Fixation,8,8,3.3410,3.3712,966.5293,635.4835,974.1413,609.2941,-
1934900.1510,Eye,Fixation,Fixation,8,8,3.3326,3.3628,967.4635,642.3619,973.2863,613.8650,-
1934935.9130,Eye,Fixation,Fixation,8,8,3.3320,3.3664,962.4496,640.1962,970.5756,615.3106,-
1934971.6740,Eye,Fixation,Fixation,8,8,3.3322,3.3659,962.7562,636.3515,972.3095,616.4529,-
1935007.4350,Eye,Fixation,Fixation,8,8,3.3395,3.3767,967.2632,645.0036,973.9413,613.7830,-
1935043.1960,Eye,Fixation,Fixation,8,8,3.3467,3.3863,975.0775,630.1217,973.1534,611.4501,-
1935078.9580,Eye,Fixation,Fixation,8,8,3.3542,3.4078,972.8690,636.2749,971.9102,607.1592,-
1935114.7190,Eye,Fixation,Fixation,8,8,3.3594,3.4203,973.6463,635.0277,970.2573,600.4950,-
1935150.4800,Eye,Fixation,Fixation,8,8,3.3750,3.4410,968.0864,630.5029,969.4099,595.4336,-
1935186.2410,Eye,Fixation,Fixation,8,8,3.3912,3.4510,969.1820,629.1904,967.6777,595.4215,-
1935222.0020,Eye,Fixation,Fixation,8,8,3.4100,3.4643,970.3222,625.6448,966.7144,591.5064,-
1935257.7640,Eye,Fixation,Fixation,8,8,3.4265,3.4792,970.7012,624.1064,965.6749,598.4441,-
1935293.5250,Eye,Fixation,Fixation,8,8,3.4415,3.4889,970.6743,621.5861,964.7059,598.4995,-
1935329.2860,Eye,Fixation,Fixation,8,8,3.4506,3.4985,974.7869,617.3626,965.0587,603.1166,-
1935365.0470,Eye,Fixation,Fixation,8,8,3.4531,3.4999,977.6817,613.5703,963.6896,594.4389,-
1935400.8080,Eye,Fixation,Fixation,8,8,3.4518,3.5090,977.4392,613.1582,965.3193,596.5640,-
1935436.5700,Eye,Fixation,Fixation,8,8,3.4549,3.5165,973.8179,614.8483,964.2415,596.4033,-
1935472.3310,Eye,Fixation,Fixation,8,8,3.4562,3.5158,973.4373,614.4507,965.8700,596.9904,-
1935508.0920,Eye,Fixation,Fixation,8,8,3.4592,3.5162,971.6444,611.7194,964.9900,598.0489,-
1935543.8530,Eye,Fixation,Fixation,8,8,3.4613,3.5202,971.2091,611.2778,966.8959,595.8371,-
1935579.6150,Eye,Fixation,Fixation,8,8,3.4646,3.5211,966.4742,610.0887,966.1792,595.9591,-
1935615.3760,Eye,Fixation,Fixation,8,8,3.4658,3.5211,957.6811,609.2581,966.0229,596.5039,-
1935651.1370,Eye,Fixation,Fixation,8,8,3.4606,3.5178,956.4029,608.0590,964.0602,595.5832,-
1935686.8980,Eye,Fixation,Fixation,8,8,3.4620,3.5108,955.7549,607.0788,967.8484,596.2393,-
1935722.6590,Eye,Fixation,Fixation,8,8,3.4616,3.4974,952.2341,607.5040,967.4137,595.5484,-
1935758.4210,Eye,Fixation,Fixation,8,8,3.4634,3.4865,951.3423,607.4323,970.0714,596.5059,-
1935794.1820,Eye,Fixation,Fixation,8,8,3.4657,3.4661,953.1043,606.4721,970.3230,600.4887,-
1935829.9430,Eye,Fixation,Fixation,8,8,3.4680,3.4498,952.9507,605.9319,971.1618,602.1193,-
1935865.7040,Eye,Fixation,Fixation,8,8,3.4662,3.4348,951.9912,604.7330,972.0703,601.8478,-
1935901.4650,Eye,Fixation,Fixation,8,8,3.4627,3.4237,951.0803,606.3897,973.5084,604.4000,-
1935937.2270,Eye,Fixation,Fixation,8,8,3.4598,3.4075,951.1865,607.3114,973.1912,611.8268,-
1935972.9880,Eye,Fixation,Fixation,8,8,3.4544,3.4024,950.6583,609.3158,971.9554,611.2546,-
1936008.7490,Eye,Fixation,Fixation,8,8,3.4550,3.3827,952.2305,610.6070,971.3973,615.3494,-
1936044.5100,Eye,Fixation,Fixation,8,8,3.4522,3.3776,953.6124,611.6308,970.6014,617.5067,-
1936080.2720,Eye,Fixation,Fixation,8,8,3.4456,3.3779,953.9811,610.8516,968.4999,619.5617,-
1936116.0330,Eye,Fixation,Fixation,8,8,3.4404,3.3712,956.4382,610.6814,970.2046,617.8467,-
1936151.7940,Eye,Fixation,Fixation,8,8,3.4385,3.3691,958.7996,610.6987,969.8627,620.0477,-
1936187.5550,Eye,Fixation,Fixation,8,8,3.4420,3.3679,961.2813,612.9735,969.6256,617.4083,-
1936220.9410,Eye,Fixation,Fixation,8,8,3.4388,3.3715,962.8443,614.0618,968.5202,616.8276,-
1936254.3260,Eye,Fixation,Fixation,8,8,3.4373,3.3767,961.4387,614.7566,966.0128,616.4873,-
1936287.7120,Eye,Fixation,Fixation,8,8,3.4381,3.3869,963.1694,613.5143,965.3290,615.6476,-
1936321.0980,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1936354.4830,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1936387.8690,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1936421.2550,Eye,Fixation,Blink,9,4,3.4342,0.0000,964.4533,615.8104,0.0000,0.0000,-
1936454.6400,Eye,Fixation,Fixation,9,9,3.4390,3.4100,967.1898,614.5550,963.0334,613.7000,-
1936488.0260,Eye,Fixation,Fixation,9,9,3.4467,3.4246,965.8855,613.3439,965.7366,613.1086,-
1936521.4120,Eye,Fixation,Fixation,9,9,3.4573,3.4421,967.0717,613.7439,968.1324,610.2547,-
1936554.7970,Eye,Fixation,Fixation,9,9,3.4641,3.4537,969.5410,613.2823,965.2898,608.6626,-
1936588.1830,Eye,Fixation,Fixation,9,9,3.4739,3.4731,970.8419,613.7910,972.8776,606.7087,-
1936621.5680,Eye,Fixation,Fixation,9,9,3.4857,3.4899,968.2327,614.2105,974.5114,602.8049,-
1936654.9540,Eye,Fixation,Fixation,9,9,3.4935,3.5145,968.5524,613.0170,972.3579,603.4962,-
1936688.3400,Eye,Fixation,Fixation,9,9,3.5032,3.5281,966.9626,612.2202,972.4415,603.5046,-
1936721.7250,Eye,Fixation,Fixation,9,9,3.5101,3.5425,967.2680,610.4710,973.8798,600.8184,-
1936755.1110,Eye,Fixation,Fixation,9,9,3.5149,3.5549,966.6975,610.0239,970.3352,600.1513,-
1936788.4970,Eye,Fixation,Fixation,9,9,3.5162,3.5652,966.0794,607.7903,972.6193,597.6466,-
1936821.8820,Eye,Fixation,Fixation,9,9,3.5204,3.5778,964.3968,604.6898,972.6548,594.0659,-
1936855.2680,Eye,Fixation,Fixation,9,9,3.5170,3.5822,964.1908,604.7553,970.3423,589.4986,-
1936888.6540,Eye,Fixation,Fixation,9,9,3.5134,3.5808,963.1844,601.7427,971.1754,591.7252,-
1936922.0390,Eye,Fixation,Fixation,9,9,3.5106,3.5826,962.8246,602.2547,990.1571,589.7212,-
1936955.4250,Eye,Fixation,Fixation,9,9,3.5006,3.5898,961.6005,602.6139,984.7875,594.0991,-
1936988.8100,Eye,Fixation,Fixation,9,9,3.4967,3.5941,962.4643,601.8490,992.6870,594.3113,-
1937022.1960,Eye,Fixation,Fixation,9,9,3.4879,3.5986,962.0641,602.2919,995.0311,590.1540,-
1937055.5820,Eye,Fixation,Fixation,9,9,3.4845,3.5993,962.3367,602.6307,996.3420,590.2783,-
1937088.9670,Eye,Fixation,Fixation,9,9,3.4833,3.6009,962.3749,604.3094,1001.1586,591.3774,-
1937122.3530,Eye,Fixation,Fixation,9,9,3.4711,3.6028,962.5736,605.2270,992.0654,593.0934,-
1937155.7390,Eye,Fixation,Fixation,9,9,3.4662,3.5995,962.5953,608.7652,990.1140,594.1295,-
1937189.1240,Eye,Fixation,Fixation,9,9,3.4627,3.5958,963.2335,610.3004,990.7235,595.4055,-
1937222.5100,Eye,Fixation,Fixation,9,9,3.4556,3.5975,966.2670,611.9141,995.4440,595.5249,-
1937255.8960,Eye,Fixation,Fixation,9,9,3.4457,3.6014,969.0358,612.4514,994.6553,595.4269,-
1937289.2810,Eye,Fixation,Fixation,9,9,3.4368,3.6089,970.0590,614.6158,1000.4174,599.9803,-
1937322.6670,Eye,Fixation,Fixation,9,9,3.4231,3.6081,974.9210,615.5612,999.4300,597.4878,-
1937356.0520,Eye,Fixation,Fixation,9,9,3.4114,3.6150,975.9508,616.2510,998.9606,597.0942,-
1937389.4380,Eye,Fixation,Fixation,9,9,3.4043,3.6251,973.5104,618.7055,995.1869,591.3975,-
1937422.8240,Eye,Fixation,Fixation,9,9,3.3972,3.6316,973.8637,618.7080,994.5459,586.2396,-
1937456.2090,Eye,Fixation,Fixation,9,9,3.3932,3.6333,973.8824,618.7441,995.8092,590.2987,-
1937489.5950,Eye,Fixation,Fixation,9,9,3.3831,3.6458,974.2815,620.0043,996.8784,588.3243,-
1937522.9810,Eye,Fixation,Fixation,9,9,3.3798,3.6514,975.6536,619.6452,998.3144,587.2038,-
1937556.3660,Eye,Fixation,Fixation,9,9,3.3691,3.6462,975.9210,619.6588,995.5305,583.3893,-
1937589.7520,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1937623.1380,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1937656.5230,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1937689.9090,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1937723.2950,Eye,Fixation,Blink,10,5,3.3630,0.0000,974.8761,620.5477,0.0000,0.0000,-
1937756.6800,Eye,Fixation,Fixation,10,10,3.3660,3.6486,974.6851,625.8277,996.1702,579.6817,-
1937790.0660,Eye,Fixation,Fixation,10,10,3.3545,3.6431,973.3008,627.0193,991.3630,582.7406,-
1937823.4510,Eye,Fixation,Fixation,10,10,3.3455,3.6293,979.4117,627.3010,990.9595,581.7898,-
1937856.8370,Eye,Fixation,Fixation,10,10,3.3403,3.6157,980.6316,624.6332,989.8482,577.3276,-
1937890.2220,Eye,Fixation,Fixation,10,10,3.3300,3.6114,973.5404,629.0295,987.7123,583.7041,-
1937923.6070,Eye,Fixation,Fixation,10,10,3.3284,3.6118,974.3922,627.4665,987.8009,578.4122,-
1937956.9920,Eye,Fixation,Fixation,10,10,3.3338,3.6131,976.5249,626.8255,988.7932,577.9361,-
1937990.3770,Eye,Fixation,Fixation,10,10,3.3361,3.6129,973.9231,626.2940,983.5733,578.9623,-
1938023.7610,Eye,Fixation,Fixation,10,10,3.3379,3.6102,976.2209,623.8636,981.1547,579.1106,-
1938057.1460,Eye,Fixation,Fixation,10,10,3.3393,3.6069,974.7246,624.7848,979.0910,577.4098,-
1938090.5310,Eye,Fixation,Fixation,10,10,3.3386,3.6003,975.2418,625.2607,978.0638,578.2834,-
1938123.9160,Eye,Fixation,Fixation,10,10,3.3362,3.5960,975.4102,622.4271,977.3844,579.7169,-
1938157.3010,Eye,Fixation,Fixation,10,10,3.3313,3.5936,972.3539,623.2896,976.1593,579.4180,-
1938190.6860,Eye,Fixation,Fixation,10,10,3.3301,3.5897,972.1419,623.0435,985.2413,592.1548,-
1938224.0710,Eye,Fixation,Fixation,10,10,3.3233,3.5916,970.9945,623.0976,977.3316,587.6108,-
1938257.4560,Eye,Fixation,Fixation,10,10,3.3169,3.5802,970.2628,621.4061,978.5313,587.4809,-
1938290.8400,Eye,Fixation,Fixation,10,10,3.3144,3.5744,968.8356,621.2598,979.0825,589.5157,-
1938324.2250,Eye,Fixation,Fixation,10,10,3.3010,3.5716,970.3655,622.0291,987.6793,607.9567,-
1938357.6100,Eye,Fixation,Fixation,10,10,3.2898,3.5523,971.1665,628.7862,979.1694,597.0877,-
1938390.9950,Eye,Fixation,Fixation,10,10,3.2825,3.5458,971.9896,627.4499,979.7728,596.7610,-
1938424.3800,Eye,Fixation,Fixation,10,10,3.2751,3.5406,972.9225,632.0403,984.8841,601.4989,-
1938457.7650,Eye,Fixation,Fixation,10,10,3.2676,3.5284,973.9193,644.3754,986.3106,608.3947,-
1938491.1500,Eye,Fixation,Fixation,10,10,3.2609,3.5116,975.7987,648.5281,985.3968,603.0367,-
1938524.5340,Eye,Fixation,Fixation,10,10,3.2515,3.5042,976.6339,650.6502,987.8718,609.2694,-
1938557.9190,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1938591.3040,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1938624.6890,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1938658.0740,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1938691.4590,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1938724.8440,Eye,Fixation,Fixation,11,11,3.2398,3.4929,972.5163,644.0470,981.0574,601.8622,-
1938758.2290,Eye,Fixation,Fixation,11,11,3.2258,3.4846,974.7282,651.8113,989.4396,611.3086,-
1938791.6130,Eye,Fixation,Fixation,11,11,3.2171,3.4658,969.1252,648.8901,983.1740,602.8696,-
1938824.9980,Eye,Fixation,Fixation,11,11,3.2137,3.4651,972.4278,647.8901,989.5315,611.4849,-
1938858.3830,Eye,Fixation,Fixation,11,11,3.2118,3.4681,975.1204,652.0803,983.6854,605.1496,-
1938891.7680,Eye,Fixation,Fixation,11,11,3.2114,3.4583,972.5217,652.3798,981.4905,605.5119,-
1938925.1530,Eye,Fixation,Fixation,11,11,3.2122,3.4617,972.6406,648.8678,980.1389,600.7389,-
1938958.5380,Eye,Fixation,Fixation,11,11,3.2132,3.4735,973.6440,646.5214,977.9520,598.6514,-
1938991.9230,Eye,Fixation,Fixation,11,11,3.2199,3.4897,973.1930,643.6389,976.2532,603.5969,-
1939025.3080,Eye,Fixation,Fixation,11,11,3.2330,3.5093,972.0542,638.7222,984.3367,609.0865,-
1939058.6920,Eye,Fixation,Fixation,11,11,3.2442,3.5224,975.1121,637.7723,991.2825,598.1370,-
1939092.0770,Eye,Fixation,Fixation,11,11,3.2498,3.5332,980.1499,639.5781,983.5549,598.4896,-
1939125.4620,Eye,Fixation,Fixation,11,11,3.2518,3.5405,973.5633,627.4415,981.5521,591.8710,-
1939158.8470,Eye,Fixation,Fixation,11,11,3.2511,3.5446,979.2328,633.6644,979.1423,588.7122,-
1939192.2320,Eye,Fixation,Fixation,11,11,3.2496,3.5522,979.7720,631.9564,978.4123,583.3985,-
1939225.6170,Eye,Fixation,Fixation,11,11,3.2492,3.5575,981.2819,632.3701,978.3250,581.0522,-
1939259.0020,Eye,Fixation,Fixation,11,11,3.2519,3.5628,982.2113,631.4947,978.4928,578.4713,-
1939292.3870,Eye,Fixation,Fixation,11,11,3.2496,3.5631,978.0487,630.6565,979.2725,576.8188,-
1939325.7710,Eye,Fixation,Fixation,11,11,3.2496,3.5666,979.5860,627.7852,978.5834,577.6347,-
1939359.1560,Eye,Fixation,Fixation,11,11,3.2529,3.5684,977.2219,628.5623,979.5815,577.2072,-
1939392.5410,Eye,Fixation,Fixation,11,11,3.2570,3.5601,975.1885,630.9351,977.0471,578.9257,-
1939425.9260,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1939459.3110,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1939492.6960,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1939526.0810,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
1939559.4640,Eye,Fixation,Blink,12,7,3.2530,0.0000,979.8770,630.0033,0.0000,0.0000,-
1939592.8470,Eye,Fixation,Fixation,12,12,3.2610,3.5754,972.7683,629.3411,974.4127,571.7241,-
1939626.2310,Eye,Fixation,Fixation,12,12,3.2625,3.5687,979.7314,630.6265,971.3893,575.6580,-
1939659.6140,Eye,Fixation,Fixation,12,12,3.2670,3.5635,974.1206,629.2177,971.0715,576.6160,-
1939692.9970,Eye,Fixation,Fixation,12,12,3.2705,3.5598,972.6010,629.9671,970.4351,578.9682,-
1939726.3810,Eye,Fixation,Fixation,12,12,3.2735,3.5593,977.8644,627.6065,969.4090,580.7012,-
1939759.7640,Eye,Fixation,Fixation,12,12,3.2833,3.5641,977.0048,629.0411,974.9294,585.5903,-
