## [BeGaze]
Participant	Sample Rate	BeGaze Version	Recorded On	Converted From	Calibration Area [px]	Stimulus Dimension [mm]	System ID	iViewX Version
21wb-aud	60	3.7.42	18.07.2017 13:21:27	C:\Users\ap2mitarbeiter\Desktop\PupilsMemory\eyeTracker\iViewXSDK_Matlab_PupilsMemory_Data_VP21wb-aud_2017_07_18-13_35_09.idf	1920x1200	518x324	EXP-4022-1	4.4.0.0
## [Data]
RecordingTime [ms],Category Group,Category Right,Category Left,Index Right,Index Left,Pupil Diameter Right [mm],Pupil Diameter Left [mm],Point of Regard Right X [px],Point of Regard Right Y [px],Point of Regard Left X [px],Point of Regard Left Y [px],Content
91652.4850,Eye,Fixation,Fixation,3,3,2.8823,3.1468,719.7491,614.1790,733.6434,626.7538,-
91686.2060,Eye,Fixation,Fixation,3,3,2.8486,3.1024,718.4489,592.9662,733.6595,623.9656,-
91719.9270,Eye,Fixation,Fixation,3,3,2.8066,3.0686,709.3083,609.2551,734.0285,626.4361,-
91753.6480,Eye,Fixation,Fixation,3,3,2.7801,3.0134,713.2484,603.0814,731.7768,624.3405,-
91787.3700,Eye,Fixation,Fixation,3,3,2.7755,2.9858,713.4257,609.1744,731.4086,638.9615,-
91821.0910,Eye,Saccade,Saccade,3,3,2.7596,2.9445,715.1522,610.3593,731.3749,619.9229,-
91854.8120,Eye,Fixation,Fixation,4,4,2.7376,2.9443,875.6642,615.9628,936.6446,635.5179,-
91888.5330,Eye,Fixation,Fixation,4,4,2.7252,2.9424,879.0891,618.9360,933.2662,639.5545,-
91922.2540,Eye,Fixation,Fixation,4,4,2.7093,2.9412,880.4541,617.0282,925.6157,629.2274,-
91955.9760,Eye,Fixation,Fixation,4,4,2.6932,2.9404,885.8010,618.9941,929.3060,644.6696,-
91989.6970,Eye,Saccade,Saccade,4,4,2.6841,2.9317,896.9035,619.0177,933.2899,635.6955,-
92023.4180,Eye,Saccade,Saccade,4,4,2.6870,2.9379,974.8298,608.8430,1000.2834,639.3293,-
92057.1390,Eye,Fixation,Fixation,5,5,2.6765,2.9408,1065.2555,606.4672,1082.8104,626.7337,-
92090.8610,Eye,Fixation,Fixation,5,5,2.6677,2.9509,1083.4696,624.0520,1093.5367,628.7305,-
92124.5820,Eye,Fixation,Fixation,5,5,2.6608,2.9595,1081.6926,626.7949,1095.2548,628.0301,-
92158.3030,Eye,Fixation,Fixation,5,5,2.6620,2.9747,1076.3195,625.9579,1096.0933,631.3387,-
92192.0240,Eye,Fixation,Fixation,5,5,2.6646,2.9818,1084.3962,627.4706,1096.1162,630.3442,-
92225.7450,Eye,Saccade,Saccade,5,5,2.6597,2.9908,1083.3226,628.0344,1096.1628,631.1216,-
92259.4670,Eye,Fixation,Fixation,6,6,2.6642,3.0098,1250.2007,622.1028,1259.4109,627.7783,-
92293.1880,Eye,Fixation,Fixation,6,6,2.6619,3.0268,1254.2619,606.5635,1248.1858,631.2729,-
92326.9090,Eye,Fixation,Fixation,6,6,2.6643,3.0448,1256.3117,627.0008,1232.5481,633.8106,-
92360.6300,Eye,Fixation,Fixation,6,6,2.6695,3.0550,1261.4121,633.1374,1253.2654,635.3858,-
92394.3520,Eye,Fixation,Fixation,6,6,2.6829,3.0652,1256.7124,621.6262,1239.1819,638.3610,-
92428.0730,Eye,Saccade,Saccade,6,6,2.6917,3.0770,1258.4344,617.6993,1239.2602,645.3661,-
92461.7940,Eye,Saccade,Fixation,6,7,2.6986,3.0778,1187.0435,618.8753,1124.5594,633.9540,-
92495.5150,Eye,Fixation,Fixation,7,7,2.7120,3.0943,1070.1044,624.6997,1073.8848,631.6343,-
92529.2360,Eye,Fixation,Fixation,7,7,2.7297,3.1018,1062.4481,625.1156,1075.3209,633.4936,-
92562.9580,Eye,Fixation,Fixation,7,7,2.7473,3.1124,1049.3896,620.4603,1073.3769,626.4835,-
92596.6790,Eye,Fixation,Fixation,7,7,2.7596,3.1164,1042.9419,622.1583,1066.9233,635.0279,-
92630.4000,Eye,Fixation,Fixation,7,7,2.7624,3.1252,1040.9796,620.3137,1068.4244,627.6152,-
92664.1210,Eye,Fixation,Fixation,7,7,2.7743,3.1376,1045.6289,613.4961,1067.1613,626.4923,-
92697.8430,Eye,Fixation,Saccade,7,7,2.7759,3.1442,1040.3193,615.8754,1063.0424,617.2031,-
92731.5640,Eye,Fixation,Saccade,7,7,2.7776,3.1579,1035.7420,615.5127,1054.9900,628.2858,-
92765.2850,Eye,Saccade,Saccade,7,7,2.7819,3.1633,1037.3408,618.4658,1064.0028,628.7671,-
92799.0060,Eye,Saccade,Fixation,7,8,2.7963,3.1734,822.5238,617.6215,821.4899,617.5518,-
92832.7270,Eye,Fixation,Fixation,8,8,2.8053,3.1617,776.9315,621.5947,815.5443,621.0395,-
92866.4490,Eye,Fixation,Fixation,8,8,2.8079,3.1560,728.8713,621.2948,790.8290,613.7728,-
92900.1700,Eye,Fixation,Fixation,8,8,2.8196,3.1521,737.0115,622.2112,788.8653,613.8827,-
92933.8910,Eye,Fixation,Fixation,8,8,2.8328,0.0000,730.1799,623.5665,0.0000,0.0000,-
92967.6120,Eye,Fixation,Fixation,8,8,2.8465,3.1425,734.4246,628.4374,770.7585,609.2061,-
93001.3340,Eye,Fixation,Saccade,8,8,2.8563,3.1489,736.9392,630.6492,767.7981,609.4947,-
93035.0550,Eye,Fixation,Saccade,8,8,2.8548,3.1466,734.4671,632.5524,757.6515,612.4507,-
93068.7760,Eye,Fixation,Saccade,8,8,2.8734,3.1460,783.7081,629.6609,753.8384,613.4986,-
93102.4970,Eye,Saccade,Saccade,8,8,2.8754,3.1520,749.6448,629.1892,774.5558,626.8896,-
93136.2180,Eye,Fixation,Fixation,9,9,2.8776,3.1250,849.9310,632.1077,924.4548,645.1467,-
93169.9400,Eye,Fixation,Fixation,9,9,2.8932,3.1353,874.4186,631.8568,919.8694,643.5890,-
93203.6610,Eye,Fixation,Fixation,9,9,2.8960,3.1449,866.9360,636.9716,904.2251,624.4315,-
93237.3820,Eye,Saccade,Saccade,9,9,2.9032,3.1534,876.5675,644.4488,918.0680,623.9549,-
93271.1030,Eye,Fixation,Saccade,10,9,2.9129,3.1714,1023.9131,631.2802,1004.1661,598.3785,-
93304.8250,Eye,Fixation,Fixation,10,10,2.9194,3.1889,1003.5736,630.1426,939.6394,625.3514,-
93338.2120,Eye,Fixation,Fixation,10,10,2.9253,3.1966,1004.2847,629.9798,972.7662,628.5312,-
93371.6000,Eye,Fixation,Fixation,10,10,2.9319,3.2073,1011.6944,628.9008,975.1257,628.7106,-
93404.9870,Eye,Fixation,Fixation,10,10,0.0000,3.2093,0.0000,0.0000,977.6668,632.3728,-
93438.3750,Eye,Fixation,Fixation,10,10,2.9406,3.2095,1000.5048,626.4232,974.3428,635.7115,-
93471.7620,Eye,Fixation,-,10,-,2.9403,3.2271,978.9759,622.8933,1042.8410,585.6151,-
93505.1500,Eye,Blink,-,1,-,0.0000,3.2271,0.0000,0.0000,1005.6499,960.4442,-
93538.5370,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
93571.9250,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
93605.3120,Eye,Blink,Blink,1,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
93638.7000,Eye,Fixation,Fixation,11,11,2.9343,3.2223,975.5137,633.9441,935.5462,629.3471,-
93672.0870,Eye,Fixation,Fixation,11,11,2.9337,3.2287,964.0027,623.6208,962.1052,629.9509,-
93705.4750,Eye,Fixation,Fixation,11,11,2.9385,3.2368,993.5632,612.1264,965.0420,623.2333,-
93738.8620,Eye,Fixation,Fixation,11,11,2.9374,3.2397,961.6740,613.1458,951.7839,628.3728,-
93772.2500,Eye,Fixation,Fixation,11,11,2.9365,3.2435,964.5797,615.9466,975.1320,619.5562,-
93805.6380,Eye,Fixation,Fixation,11,11,2.9381,3.2517,963.2305,618.9521,939.6509,622.7418,-
93839.0250,Eye,Fixation,Fixation,11,11,2.9308,3.2599,976.2450,633.6703,953.5696,619.3863,-
93872.4130,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
93905.8000,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
93939.1880,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
93972.5750,Eye,Blink,Blink,2,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94005.9630,Eye,Fixation,Blink,12,2,2.9098,0.0000,968.9984,595.3339,0.0000,0.0000,-
94039.3500,Eye,Fixation,Blink,12,2,2.9300,3.2746,970.9021,627.5361,947.1199,598.8718,-
94072.7380,Eye,Fixation,-,12,-,2.9377,3.2850,965.5966,633.5718,940.8795,607.4164,-
94106.1250,Eye,Fixation,-,12,-,2.9433,3.2800,973.6897,635.2453,935.6776,617.7420,-
94139.5130,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94172.9000,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94206.2880,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94239.6760,Eye,Blink,Blink,3,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94273.0630,Eye,Saccade,Blink,10,3,2.9395,0.0000,860.9596,589.6617,0.0000,0.0000,-
94306.4510,Eye,Fixation,Fixation,13,12,2.9389,3.2915,958.4575,634.2865,939.3664,616.0343,-
94339.8380,Eye,Fixation,Fixation,13,12,2.9446,3.2903,964.1391,584.1980,942.9723,613.6288,-
94373.2260,Eye,Fixation,Fixation,13,12,2.9489,3.2985,963.3608,609.5587,936.9356,619.6201,-
94406.6130,Eye,Fixation,Fixation,13,12,2.9492,3.2994,964.1157,630.8407,938.5681,612.8948,-
94440.0010,Eye,Fixation,Fixation,13,12,2.9607,3.3156,962.1785,618.2287,940.8645,616.2696,-
94473.3880,Eye,Fixation,Fixation,13,12,2.9611,3.3260,922.9693,620.1175,938.5540,600.6613,-
94506.7760,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94540.1630,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94573.5510,Eye,Blink,Blink,4,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
94606.9380,Eye,Blink,Fixation,4,13,0.0000,3.3177,0.0000,0.0000,945.1100,609.4055,-
94640.3260,Eye,Fixation,Fixation,14,13,2.9702,3.3238,962.7878,612.7459,938.2833,618.1292,-
94673.7130,Eye,Fixation,Fixation,14,13,2.9756,3.3343,962.4843,631.6598,940.9129,619.8531,-
94707.1010,Eye,Fixation,Fixation,14,13,2.9820,3.3478,948.6023,625.3444,941.7120,626.9590,-
94740.4890,Eye,Fixation,Fixation,14,13,3.0004,3.3634,961.2351,629.7130,939.8225,629.9687,-
94773.8760,Eye,Fixation,Fixation,14,13,3.0137,3.3737,953.5708,611.7438,937.2617,628.5065,-
94807.2640,Eye,Saccade,Fixation,11,13,3.0177,3.3890,967.6296,611.5115,937.4191,631.2566,-
94840.6510,Eye,Fixation,Fixation,15,13,3.0197,3.3985,945.7751,572.5400,946.2506,625.5010,-
94874.0390,Eye,Fixation,Fixation,15,13,3.0302,3.4037,959.0413,598.2520,952.2691,621.8588,-
94907.4260,Eye,Fixation,Fixation,15,13,3.0299,3.4108,954.1632,571.0017,953.1042,622.6096,-
94940.8140,Eye,Fixation,Fixation,15,13,3.0398,3.4051,963.1393,549.2655,948.5487,622.4164,-
94974.2010,Eye,Fixation,Fixation,15,13,3.0502,3.4096,956.8869,570.7096,950.8544,622.3959,-
95007.5890,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95040.9770,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95074.3650,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95107.7530,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95141.1410,Eye,Blink,Blink,5,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95174.5290,Eye,Fixation,Fixation,16,14,3.0323,3.4148,976.2159,591.2868,938.1071,621.1081,-
95207.9170,Eye,Fixation,Fixation,16,14,3.0254,3.4099,959.5598,609.2415,936.7032,625.2733,-
95241.3050,Eye,Fixation,Fixation,16,14,3.0274,3.4093,946.5038,611.6209,946.2876,624.5118,-
95274.6930,Eye,Fixation,Fixation,16,14,3.0191,3.4094,950.0125,603.6386,940.5674,614.0870,-
95308.0810,Eye,Fixation,Fixation,16,14,3.0205,3.4033,942.2677,604.2972,947.3025,607.8079,-
95341.4690,Eye,Fixation,Fixation,16,14,3.0165,3.4009,949.5405,603.5397,952.2032,614.0197,-
95374.8570,Eye,Fixation,Fixation,16,14,3.0176,3.4071,937.7688,591.7512,950.1744,600.3772,-
95408.2450,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95441.6330,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95475.0210,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95508.4090,Eye,Blink,Blink,6,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95541.7970,Eye,Fixation,Fixation,17,15,3.0203,3.4089,954.5316,578.6484,955.9301,598.4111,-
95575.1850,Eye,Fixation,Fixation,17,15,3.0230,3.4195,950.6253,593.3835,962.3376,590.1451,-
95608.5730,Eye,Fixation,Fixation,17,15,3.0289,3.4226,948.1735,589.1593,964.6256,575.2075,-
95641.9610,Eye,Fixation,Fixation,17,15,3.0295,3.4331,946.9110,570.0779,971.3461,579.3936,-
95675.3490,Eye,Fixation,Fixation,17,15,3.0271,3.4428,964.9834,553.0938,969.1764,567.9410,-
95708.7370,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95742.1240,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95775.5120,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95808.9000,Eye,Blink,Blink,7,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-
95842.2880,Eye,Fixation,Fixation,18,16,3.0238,3.4504,942.9678,574.5592,965.5754,564.0182,-
95875.6760,Eye,Fixation,Fixation,18,16,3.0360,3.4520,969.9917,598.5045,965.9618,603.7768,-
95909.0640,Eye,Fixation,Fixation,18,16,3.0397,3.4468,941.7255,603.5646,965.6298,571.9368,-
95942.4520,Eye,Fixation,Fixation,18,16,3.0381,3.4410,943.0857,584.9932,964.7306,576.6298,-
95975.8400,Eye,Fixation,Fixation,18,16,3.0346,3.4471,940.4232,589.3689,956.7674,568.9775,-
96009.2280,Eye,Fixation,Fixation,18,16,3.0373,3.4532,944.2534,588.6442,964.2573,583.5275,-
96042.6160,Eye,Fixation,Fixation,18,16,3.0417,3.4525,941.0434,584.3092,957.8417,567.8395,-
96076.0040,Eye,Fixation,Fixation,18,16,3.0412,3.4516,939.0140,593.7580,956.8399,572.5821,-
96109.3920,Eye,Fixation,Fixation,18,16,3.0534,3.4536,937.6536,593.3081,952.3787,566.3309,-
96142.7800,Eye,Fixation,Fixation,18,16,3.0548,3.4552,935.9766,592.2143,954.6036,566.6617,-
96176.1680,Eye,Fixation,Fixation,18,16,3.0562,3.4590,936.4402,593.3985,954.1659,563.8493,-
96209.5560,Eye,Fixation,Fixation,18,16,3.0568,3.4641,935.1828,593.6465,949.7304,577.6812,-
96242.9440,Eye,Fixation,Fixation,18,16,3.0513,3.4710,937.0779,590.1022,950.6115,569.3990,-
96276.3320,Eye,Fixation,Fixation,18,16,3.0536,3.4824,937.3535,586.1595,948.7803,568.9723,-
96309.7200,Eye,Fixation,Fixation,18,16,3.0579,3.4941,943.0324,586.5979,957.3149,563.7976,-
96343.1080,Eye,Fixation,Fixation,18,16,3.0650,3.4988,970.3195,580.3276,961.5271,561.4189,-
96376.4960,Eye,Fixation,Fixation,18,16,3.0718,3.5010,948.7752,567.9509,956.5132,562.3567,-
96409.8840,Eye,Fixation,Fixation,18,16,3.0713,3.5066,946.9979,566.9615,959.9226,553.0268,-
96443.2720,Eye,Fixation,Fixation,18,16,3.0833,3.5184,953.6972,562.7681,959.2795,550.9861,-
96476.6600,Eye,Fixation,Fixation,18,16,3.0933,3.5259,947.5214,563.0583,963.6467,559.8237,-
96510.0480,Eye,Fixation,Fixation,18,16,3.0849,3.5360,956.5252,559.8205,969.3225,564.8108,-
96543.4360,Eye,Fixation,Fixation,18,16,3.0778,3.5355,956.4249,563.0448,972.8029,570.6612,-
96576.8240,Eye,Saccade,Fixation,12,16,3.0729,3.5384,960.6596,555.8538,972.3917,579.5292,-
96610.2120,Eye,Fixation,Fixation,19,16,3.0732,3.5328,966.7290,550.1086,971.9038,573.6620,-
96643.6000,Eye,Fixation,Fixation,19,16,3.0698,3.5252,965.6591,554.0068,973.3407,570.0065,-
96676.9840,Eye,Fixation,Fixation,19,16,3.0611,3.5182,971.3728,554.7765,970.3738,563.3140,-
96710.3690,Eye,Fixation,Fixation,19,16,3.0595,3.5174,964.4633,552.5625,973.6606,566.8136,-
96743.7530,Eye,Fixation,Fixation,19,16,3.0578,3.5167,968.8774,565.0097,977.7556,583.4342,-
96777.1380,Eye,Fixation,Fixation,19,16,3.0495,3.5175,963.2593,582.4014,970.2798,576.9557,-
96810.5220,Eye,Fixation,Fixation,19,16,3.0449,3.5208,958.5738,577.1809,980.4247,588.6516,-
96843.9070,Eye,Fixation,Fixation,19,16,3.0475,3.5168,966.9974,571.0472,975.2784,592.7840,-
96877.2920,Eye,Fixation,Fixation,19,16,3.0530,3.5142,963.4484,573.1350,979.7371,594.2617,-
96910.6760,Eye,Fixation,Fixation,19,16,3.0523,3.5093,960.4589,584.7917,973.0417,583.5778,-
96944.0610,Eye,Fixation,Fixation,19,16,3.0513,3.5030,959.9625,571.0266,968.3226,548.8843,-
96977.4450,Eye,Fixation,Fixation,19,16,3.0516,3.5006,960.8610,571.9590,974.2492,600.0606,-
97010.8300,Eye,Fixation,Fixation,19,16,3.0517,3.5081,959.5826,570.2263,979.7254,602.2545,-
97044.2140,Eye,Fixation,Fixation,19,16,3.0594,3.5048,957.6028,565.1656,977.8451,606.7579,-
97077.5990,Eye,Fixation,Saccade,19,10,3.0684,3.5042,959.8437,566.0349,974.6411,603.7115,-
97110.9840,Eye,Fixation,Fixation,19,17,3.0740,3.5029,957.8822,564.4007,980.9555,612.9241,-
97144.3680,Eye,Fixation,Fixation,19,17,3.0806,3.5068,956.7349,555.6450,971.0540,624.2058,-
97177.7530,Eye,Fixation,Fixation,19,17,3.0850,3.5063,960.2782,553.5163,976.0863,646.6902,-
97211.1370,Eye,Fixation,Fixation,19,17,3.0883,3.5087,964.0091,551.7373,982.7474,624.0395,-
97244.5220,Eye,Fixation,Fixation,19,17,3.0978,3.5110,965.4303,550.0710,981.9813,636.4101,-
97277.9070,Eye,Fixation,Fixation,19,17,3.1010,3.5096,964.6948,546.6859,988.6032,635.2959,-
97311.2910,Eye,Fixation,Fixation,19,17,3.1111,3.5105,968.1368,541.6548,987.6925,628.3073,-
97344.6760,Eye,Fixation,Fixation,19,17,3.1148,3.5114,976.0103,542.0050,992.2498,629.3781,-
97378.0600,Eye,Fixation,Fixation,19,17,3.1217,3.5299,979.0384,534.9180,1000.7386,630.0973,-
97411.4450,Eye,Fixation,Fixation,19,17,3.1200,3.5354,973.7928,536.7371,995.0572,620.2251,-
97444.8290,Eye,Fixation,Fixation,19,17,3.1205,3.5481,962.1859,548.6121,994.5812,618.8503,-
97478.2140,Eye,Fixation,Fixation,19,17,3.1249,3.5557,967.1489,562.9882,998.2925,626.6376,-
97511.5990,Eye,Fixation,Fixation,19,17,3.1260,3.5584,952.6151,544.5068,963.2499,594.9018,-
97544.9830,Eye,Fixation,Fixation,19,17,3.1203,3.5585,978.5117,553.2389,975.9569,592.4260,-
97578.3680,Eye,Fixation,Fixation,19,17,3.1199,3.5634,967.3721,548.8348,966.4811,599.4696,-
97611.7520,Eye,Fixation,Fixation,19,17,3.1265,3.5705,970.6160,559.0640,965.4075,616.1674,-
97645.1370,Eye,Fixation,Fixation,19,17,3.1386,3.5757,967.1923,570.7168,966.4245,610.6388,-
97678.5210,Eye,Fixation,Fixation,19,17,3.1330,3.5771,958.7581,571.3048,963.9928,604.2097,-
97711.9060,Eye,Fixation,Fixation,19,17,3.1188,3.5849,962.5050,571.5818,963.8516,603.7813,-
97745.2910,Eye,Fixation,Fixation,19,17,3.1280,3.5876,965.6945,567.8222,967.3515,603.4317,-
97778.6750,Eye,Fixation,Fixation,19,17,3.1294,3.5882,969.0752,570.9746,989.9285,607.6109,-
97812.0600,Eye,Fixation,Fixation,19,17,3.1250,3.5879,967.8729,567.1817,976.1935,608.6266,-
97845.4440,Eye,Fixation,Fixation,19,17,3.1252,3.5917,977.6359,569.3003,960.9439,611.9724,-
97878.8290,Eye,Fixation,Fixation,19,17,3.1304,3.6020,986.0824,572.1973,972.6143,618.2057,-
97912.2130,Eye,Fixation,Fixation,19,17,3.1320,3.6034,976.9438,573.2744,974.1001,608.9463,-
97945.5980,Eye,Fixation,Fixation,19,17,3.1315,3.6029,980.8109,570.8610,970.3144,604.2809,-
97978.9830,Eye,Fixation,Fixation,19,17,3.1350,3.5985,983.7869,569.4077,976.8834,604.3651,-
98012.3670,Eye,Fixation,Fixation,19,17,3.1319,3.5954,979.0390,568.9693,979.4260,605.5176,-
98045.7520,Eye,Fixation,Fixation,19,17,3.1384,3.5989,984.7606,567.5837,976.8779,601.2160,-
98079.1360,Eye,Fixation,Fixation,19,17,3.1309,3.5912,982.8440,565.8291,985.1391,605.1948,-
98112.5210,Eye,Fixation,Fixation,19,17,3.1328,3.5881,980.7566,569.4121,982.4005,595.0899,-
98145.9060,Eye,Fixation,Fixation,19,17,3.1309,3.5956,976.9251,567.8125,997.6227,591.5450,-
98179.2900,Eye,Fixation,Saccade,19,11,3.1380,3.6042,982.9423,565.1063,995.8629,591.8393,-
98212.6750,Eye,Fixation,Fixation,19,18,3.1447,3.6093,993.3715,564.1533,994.5397,585.2755,-
98246.0590,Eye,Fixation,Fixation,19,18,3.1579,3.6195,984.0764,564.7281,1014.1094,571.4857,-
98279.4440,Eye,Fixation,Fixation,19,18,3.1625,3.6184,989.7895,560.5363,991.5666,584.1801,-
98312.8280,Eye,Fixation,Fixation,19,18,3.1634,3.6118,986.8811,559.5463,995.6903,581.4232,-
98346.2140,Eye,Fixation,Fixation,19,18,3.1671,3.6159,981.6153,557.7428,995.1888,585.4896,-
98379.6000,Eye,Fixation,Fixation,19,18,3.1664,3.6228,987.7429,557.9432,996.9316,586.9239,-
98412.9850,Eye,Fixation,Fixation,19,18,3.1643,3.6369,982.7657,553.3042,996.6185,585.3022,-
98446.3710,Eye,Fixation,Fixation,19,18,3.1733,3.6416,988.2211,553.7169,997.6913,575.4703,-
98479.7560,Eye,Fixation,Fixation,19,18,3.1774,3.6424,991.4496,555.1077,987.5656,584.4758,-
98513.1420,Eye,Fixation,Fixation,19,18,3.1871,3.6364,993.3560,549.5213,995.8154,592.9271,-
98546.5270,Eye,Fixation,Fixation,19,18,3.1856,3.6360,989.0745,551.2264,993.2633,593.9162,-
98579.9130,Eye,Fixation,Fixation,19,18,3.1940,3.6352,990.7905,564.9405,989.0100,594.4157,-
98613.2980,Eye,Fixation,Fixation,19,18,3.1979,3.6372,991.9897,553.6642,984.9148,599.4515,-
98646.6840,Eye,Fixation,Fixation,19,18,3.2047,3.6378,990.5584,560.8091,986.9816,600.9123,-
98680.0700,Eye,Fixation,Fixation,19,18,3.2080,3.6376,995.3413,566.8260,984.4385,600.5302,-
98713.4550,Eye,Fixation,Fixation,19,18,3.2165,3.6419,996.3827,552.8670,985.6785,593.6078,-
98746.8410,Eye,Fixation,Fixation,19,18,3.2148,3.6436,996.4367,558.6899,982.7566,588.2892,-
98780.2260,Eye,Fixation,Fixation,19,18,3.2102,3.6444,1004.4639,567.4468,981.7301,587.6973,-
98813.6120,Eye,Fixation,Fixation,19,18,3.2197,3.6360,996.7322,566.7449,984.1374,589.2111,-
98846.9970,Eye,Fixation,Fixation,19,18,3.2188,3.6376,999.6333,567.3742,983.3545,589.2420,-
98880.3830,Eye,Fixation,Fixation,19,18,3.2235,3.6337,997.1437,580.1120,984.5066,591.7903,-
98913.7690,Eye,Fixation,Fixation,19,18,3.2264,3.6315,997.6305,575.9282,980.6166,605.2203,-
98947.1540,Eye,Fixation,Saccade,19,12,3.2265,3.6249,992.8763,579.2106,984.3538,601.4313,-
98980.5400,Eye,-,Saccade,-,12,3.2195,3.5907,649.8899,974.8907,693.7597,899.4826,-
