memory_score,subj_idx,word,emotional,trialnr_enc,pupil_baseline_enc,pupil_dilation_enc,recalled_d1,recalled_d2,trialnr_recog,target_oldnew,recog_oldnew,rt_recog,confidence_recog,rt_confidence_recog,pupil_baseline_recog,pupil_dilation_recog
3,1,1,1,55,0.347225726226938,0.452714717046682,0,0,6,1,1,2138.29970148026,3,3203.68244892688,0.743654158476306,-0.0644594672251384
NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,125,0,0,4284.90926039831,NaN,NaN,-0.499978731547469,1.52394872155026
NaN,1,3,1,116,-0.3878219159685,1.06573865073582,0,0,29,1,0,3826.21090389284,NaN,NaN,-0.558892054420928,0.987001304212701
4,1,4,1,26,-1.42308988401135,1.65385983049249,0,0,4,1,1,3371.47067635578,4,1209.74683243821,0.801647190407674,0.0709707849579835
NaN,1,5,1,68,0.631623754859006,-0.492722472321529,0,0,144,1,0,1692.43134142653,NaN,NaN,0.449626841706776,-0.0947283251951859
NaN,1,6,1,NaN,NaN,NaN,NaN,NaN,240,0,1,3232.47680265104,2,543.165707635126,0.108427229044604,0.983161191278836
NaN,1,7,1,NaN,NaN,NaN,NaN,NaN,74,0,1,3692.08393453209,1,386.243328536693,0.486328199405137,0.487705765202202
NaN,1,8,1,102,-2.71403561909774,0.841392859448367,0,0,182,1,0,4532.52119887793,NaN,NaN,-1.03958524780623,1.57938676575441
2,1,9,1,108,0.116674347739241,0.610581201081877,0,0,55,1,1,2441.51214063595,2,443.265855772552,-0.699707059164714,1.70335990231059
NaN,1,10,1,NaN,NaN,NaN,NaN,NaN,165,0,1,3132.0200732539,1,386.76427848759,0.604421802838852,-0.882176581879866
4,1,11,1,15,-0.0278509798375205,-0.604137373815003,0,0,2,1,1,2169.84379841779,4,2490.03009576609,0.741822419246798,0.774985684398097
NaN,1,12,1,NaN,NaN,NaN,NaN,NaN,171,0,0,3412.32931992317,NaN,NaN,0.304376318692721,0.131168930041487
NaN,1,13,1,81,-0.287832639771355,1.18001128166333,0,0,162,1,0,2334.86335649559,NaN,NaN,-0.109450998538155,-0.165586060428465
NaN,1,14,1,NaN,NaN,NaN,NaN,NaN,210,0,0,1303.2345731126,NaN,NaN,-0.788403130881313,1.04485929907678
NaN,1,15,1,120,0.348913485085824,0.322884713476662,0,0,92,1,0,1802.13429088917,NaN,NaN,0.643980991426754,-0.167930917592364
4,1,16,1,101,-0.441549412799195,0.0444184284699276,0,0,226,1,1,1113.47085471061,4,653.804378161112,-0.291082698423927,0.977854254287612
2,1,17,1,18,0.368235917227913,-0.308235523313596,0,0,185,1,1,1148.45950865174,2,754.186365353689,-0.0481814593450248,0.659608006087606
NaN,1,18,1,NaN,NaN,NaN,NaN,NaN,24,0,0,3385.17031278207,NaN,NaN,-0.694351690808551,0.908483277905511
2,1,19,1,27,0.696454182716521,0.488092211861041,0,0,116,1,1,2383.23631816684,2,648.033510169626,0.344590799412252,0.30603891827684
1,1,20,1,35,-1.06378302189555,2.16003919727502,0,0,212,1,1,4263.04026904609,1,343.093339218285,-1.56019098366949,1.11417590241805
NaN,1,21,1,NaN,NaN,NaN,NaN,NaN,229,0,0,2437.36635420373,NaN,NaN,-0.365958739996849,0.934203838350099
NaN,1,22,1,NaN,NaN,NaN,NaN,NaN,123,0,1,2543.5528914968,1,804.778176046511,-1.59562812580133,2.30787520841894
4,1,23,1,29,0.329536986001658,-0.421545971406236,1,0,42,1,1,1056.41849474978,4,388.206514312515,0.640550381762905,0.507900998183502
NaN,1,24,1,NaN,NaN,NaN,NaN,NaN,117,0,0,1692.3418432516,NaN,NaN,-0.267104353672768,1.16251601559192
3,1,25,1,21,0.520114666728306,-0.0437387157647657,0,1,175,1,1,2297.29433223156,3,953.120278490132,-0.440058095445231,1.52978639421388
4,1,26,1,80,-2.2416403170859,2.32546486581584,1,1,81,1,1,1072.58237841916,4,438.23310713924,-1.00921186573687,1.92154956475755
4,1,27,1,8,-0.50931981827457,1.08526881665184,1,1,102,1,1,1087.46922898763,4,341.116359817534,-0.649363617732829,1.66256852561456
NaN,1,28,1,NaN,NaN,NaN,NaN,NaN,83,0,1,3373.24107215591,2,448.893334214063,-0.627491123850203,1.46151629662296
NaN,1,29,1,NaN,NaN,NaN,NaN,NaN,190,0,0,1508.49013691641,NaN,NaN,-1.13985074477581,1.71433858488736
4,1,30,1,43,-2.07284781465081,1.73148093906796,1,0,10,1,1,2819.09756327605,4,1213.8724096053,-0.350663750973703,0.937709754710579
NaN,1,31,1,NaN,NaN,NaN,NaN,NaN,151,0,1,1821.5945302818,3,641.564941351589,-2.3016165003247,1.66289452289014
NaN,1,32,1,NaN,NaN,NaN,NaN,NaN,35,0,1,2017.25775025307,2,698.110144986913,-0.452416938774539,1.37674967573989
NaN,1,33,1,84,-1.17602187746757,1.09981409389077,0,0,115,1,0,3618.33166419774,NaN,NaN,0.151830574470695,0.575026512196265
4,1,34,1,6,-1.24095484291674,0.105156556859382,1,1,96,1,1,2213.65844801812,4,399.035793496296,0.223228177002858,0.519478296455693
2,1,35,1,20,0.623213618290968,0.114041872452658,0,0,38,1,1,1785.45106117872,2,697.366572335341,0.643412910927153,0.17363859578007
2,1,36,1,117,0.358726934917813,-0.342087742933376,0,0,126,1,1,2139.59020742413,2,448.911939569825,-2.31542331974645,2.85130807030975
2,1,37,1,16,0.0999271293505826,-0.336105171766597,0,0,159,1,1,1938.38323311002,2,1257.51319536721,0.701097804799614,0.480387771040477
NaN,1,38,1,NaN,NaN,NaN,NaN,NaN,78,0,1,3508.4564548074,1,341.127266404783,-0.105087644637491,0.593022156938027
4,1,39,1,88,0.208942810524496,0.117074149574922,1,1,216,1,1,868.385715963086,4,288.879899864696,-2.23862009285972,1.5988671315905
NaN,1,40,1,NaN,NaN,NaN,NaN,NaN,204,0,1,2507.26763675402,1,289.308464602527,-0.20752346921115,0.694632551293358
4,1,41,1,109,1.29590493790436,-0.0909456925198346,1,1,158,1,1,1357.20550128281,4,388.061200070752,-2.22864686168467,2.16868925316749
2,1,42,1,98,-0.46926367961359,0.520173000308317,0,0,195,1,1,2900.14794465378,2,498.660414411916,-2.18301881708982,2.79627708731433
NaN,1,43,1,NaN,NaN,NaN,NaN,NaN,119,0,1,2729.54966699626,2,492.203714527022,-0.970971036109151,1.65101132137634
NaN,1,44,1,103,-0.235143742002821,0.538680200496696,0,0,129,1,0,4814.86163710451,NaN,NaN,0.471343690887947,-2.21429817516086
3,1,45,1,45,-0.20256994945309,-1.14483448919988,0,0,7,1,1,3114.29526442362,3,2026.80999633685,0.421467248904068,0.336830678176623
2,1,46,1,113,-2.17234165746858,1.09691898741312,0,0,61,1,1,1771.40786724249,2,484.305099599169,-0.258494400491955,0.621069186248727
3,1,47,1,112,0.446118707641053,-1.49450371270678,0,0,121,1,1,2917.17024092623,3,441.306840162724,-3.64143696260564,2.47300844542378
NaN,1,48,1,NaN,NaN,NaN,NaN,NaN,141,0,0,1089.33650094832,NaN,NaN,0.53198461164262,-0.819059255041728
1,1,49,1,38,-0.220449248457766,0.745396284329562,0,0,163,1,1,3994.10242312297,1,393.824690076599,-0.350321878901777,0.84508517493066
NaN,1,50,1,NaN,NaN,NaN,NaN,NaN,214,0,1,2078.52165695431,4,598.505091772495,0.380744901865208,0.00328780442113197
NaN,1,51,1,NaN,NaN,NaN,NaN,NaN,95,0,0,5621.8435854189,NaN,NaN,-1.24780095667221,1.37134245125764
NaN,1,52,1,NaN,NaN,NaN,NaN,NaN,103,0,0,2912.28729748264,NaN,NaN,-0.388952784219888,0.602350389934603
NaN,1,53,1,NaN,NaN,NaN,NaN,NaN,134,0,0,2866.99801307623,NaN,NaN,-3.78928910052161,2.94873853574199
2,1,54,1,99,0.568285027500741,0.393448526674566,0,0,77,1,1,3043.20131443592,2,602.918410384063,-1.47727183082969,0.998783624411202
4,1,55,1,30,-0.662238062412343,1.59397332210519,1,0,39,1,1,1787.0135902499,4,444.209275603498,0.246981300147534,0.9443527818998
NaN,1,56,1,NaN,NaN,NaN,NaN,NaN,109,0,0,1721.66612882211,NaN,NaN,0.606513818687961,-0.0790086236535097
1,1,57,1,25,-1.12638890671002,1.61885618182092,0,0,209,1,1,2553.50386959344,1,339.454388329614,-0.265813908159773,-0.157501772721356
NaN,1,58,1,NaN,NaN,NaN,NaN,NaN,20,0,1,2123.1379407468,4,548.86279576931,0.140530563182259,0.755825551040732
NaN,1,59,1,NaN,NaN,NaN,NaN,NaN,145,0,0,2023.44691795861,NaN,NaN,0.171303761104371,0.0792404319277591
NaN,1,60,1,70,-0.153955573012547,0.706454592117293,0,0,15,1,0,2114.71484726599,NaN,NaN,0.868685494981795,-0.346061722624134
NaN,1,61,1,NaN,NaN,NaN,NaN,NaN,169,0,0,1107.47608089105,NaN,NaN,-0.37952258024286,0.319699977960534
NaN,1,62,1,NaN,NaN,NaN,NaN,NaN,87,0,0,1692.61835732686,NaN,NaN,0.836077787853719,-0.462901351036931
NaN,1,63,1,119,-0.422651208205437,0.664836078542097,0,0,142,1,0,2147.27486076481,NaN,NaN,-0.171120906625362,0.645955902375236
NaN,1,64,1,NaN,NaN,NaN,NaN,NaN,91,0,0,2188.4943840696,NaN,NaN,0.465598491190652,0.510180099716781
NaN,1,65,1,59,-0.688163717468127,0.0664098100764653,0,0,122,1,0,3638.49345380186,NaN,NaN,1.25086076861557,-0.339904862157228
NaN,1,66,1,73,0.393773845241627,1.10718063134375,0,0,131,1,0,2019.68895695154,NaN,NaN,0.0989224829686447,0.267197423580153
NaN,1,67,1,NaN,NaN,NaN,NaN,NaN,48,0,1,1357.37776121141,2,604.354551350752,0.492303506329794,0.806853694088874
NaN,1,68,1,NaN,NaN,NaN,NaN,NaN,233,0,1,5091.22205748281,1,337.956978002694,-1.01522438719594,-0.432296755020272
2,1,69,1,111,0.741282774760798,0.556620654041021,0,0,153,1,1,2086.30639427565,2,1103.05378038356,0.721321300629247,-0.0194598720064709
NaN,1,70,1,62,-2.06254777730966,1.64320727508578,0,0,161,1,0,1573.41737393745,NaN,NaN,-0.128684822841747,0.917120691484637
NaN,1,71,1,NaN,NaN,NaN,NaN,NaN,59,0,1,3031.64482248258,1,696.239023642192,-1.39828341105078,1.8654137090107
NaN,1,72,1,NaN,NaN,NaN,NaN,NaN,170,0,0,1427.62484674631,NaN,NaN,-1.2095164111304,0.59474440049494
NaN,1,73,1,105,-0.291792393272167,0.236648527156725,0,0,178,1,0,1667.51075100865,NaN,NaN,-0.118820971535243,0.482961956532976
NaN,1,74,1,NaN,NaN,NaN,NaN,NaN,194,0,0,2640.3921623978,NaN,NaN,-1.37000278582639,2.26188156245545
4,1,75,1,31,0.380165442528859,0.130721615918652,1,0,207,1,1,1138.60123655013,4,339.32992491782,-0.20548869542169,1.59626690723017
NaN,1,76,1,NaN,NaN,NaN,NaN,NaN,3,0,1,2200.95900983551,3,1873.38157466729,1.85701225824955,-0.608231624905063
3,1,77,1,13,0.98322481748487,-0.845080339568818,0,0,73,1,1,2917.33768912491,3,437.949215078788,-0.971232712328148,1.64800105317639
NaN,1,78,1,90,0.360708568743314,0.180191690607405,0,0,196,1,0,4207.47152578679,NaN,NaN,-1.34188656437618,1.96282453709894
NaN,1,79,1,NaN,NaN,NaN,NaN,NaN,184,0,0,1492.14308673118,NaN,NaN,-0.893720354778847,0.857376179712547
NaN,1,80,1,NaN,NaN,NaN,NaN,NaN,52,0,0,2337.14187096757,NaN,NaN,-0.0155266858487878,0.396395793373684
NaN,1,81,1,NaN,NaN,NaN,NaN,NaN,235,0,0,1838.39965714833,NaN,NaN,-0.564487479346425,0.842278661797672
NaN,1,82,1,NaN,NaN,NaN,NaN,NaN,12,0,0,2399.07845750076,NaN,NaN,-0.435774727992706,1.55330666415825
NaN,1,83,1,NaN,NaN,NaN,NaN,NaN,202,0,0,3638.22367614875,NaN,NaN,-0.630259210810327,0.148873633589004
4,1,84,1,2,0.520088338898657,0.982350765634531,1,1,65,1,1,1128.42122011352,4,703.531360609759,0.781282643791219,0.390596763678118
NaN,1,85,1,50,0.0966423537116876,0.346403360334924,0,0,100,1,0,2766.23076671376,NaN,NaN,0.452531962708744,0.473840516843246
NaN,1,86,1,NaN,NaN,NaN,NaN,NaN,198,0,0,4626.98700383862,NaN,NaN,0.269638642879349,0.777014086360382
3,1,87,1,83,0.510391601621095,-0.156432895494194,1,0,130,1,1,2016.42467942656,3,337.979753523996,-0.763629066113749,1.46267262728001
3,1,88,1,11,0.601194659964718,0.576849419554669,0,0,88,1,1,1654.86712889196,3,913.113631887427,-0.00984761657184882,1.03872546649656
NaN,1,89,1,77,0.866330843435433,-0.0875379051967652,0,0,112,1,0,1122.47103499021,NaN,NaN,-0.569274613827788,1.39034423468537
NaN,1,90,1,NaN,NaN,NaN,NaN,NaN,239,0,1,4378.24815823024,1,341.316206996453,-2.71324948601425,2.59650897055857
NaN,1,91,1,NaN,NaN,NaN,NaN,NaN,107,0,1,3566.45832945742,2,898.211704564801,0.921984344504107,-0.0166888807912764
NaN,1,92,1,NaN,NaN,NaN,NaN,NaN,31,0,0,1600.17508280998,NaN,NaN,-0.496905883545499,1.78720042376559
NaN,1,93,1,NaN,NaN,NaN,NaN,NaN,76,0,0,1522.21607746515,NaN,NaN,0.638375516096143,-0.436444940158267
NaN,1,94,1,NaN,NaN,NaN,NaN,NaN,72,0,0,1217.50462407226,NaN,NaN,0.226142453272106,0.462458406225218
NaN,1,95,1,94,0.521737817479216,0.162335601273394,0,0,137,1,0,2979.66210108325,NaN,NaN,0.124336989085692,0.414097063002258
NaN,1,96,1,NaN,NaN,NaN,NaN,NaN,46,0,0,1412.49997594105,NaN,NaN,0.157514599675536,0.505148329916817
3,1,97,1,33,-0.083963099883095,1.05312610957291,0,0,167,1,1,1386.73187950644,3,341.303375717416,-0.139520397521069,1.18154309231548
NaN,1,99,1,NaN,NaN,NaN,NaN,NaN,157,0,0,1237.21667732707,NaN,NaN,-0.556810573393135,0.076036897999203
3,1,100,1,40,0.728789768834678,0.0217609624426591,0,0,93,1,1,1502.51011906812,3,443.167054919741,-1.54496645293766,2.12020289216272
2,1,101,1,75,-2.47003305694255,1.91300315212146,0,0,8,1,1,3970.09702372088,2,1418.82290973626,0.823624975173292,-0.129275694301001
3,1,102,1,115,0.440325479593796,-0.0669865602314972,0,0,155,1,1,992.364105522029,3,438.118267187292,-0.513843107368571,1.30207928090703
NaN,1,103,1,NaN,NaN,NaN,NaN,NaN,150,0,0,1296.94500064443,NaN,NaN,-1.07052205136144,1.04994836606201
NaN,1,104,1,NaN,NaN,NaN,NaN,NaN,189,0,0,1898.39807890075,NaN,NaN,-1.33736865017356,0.804476388215511
NaN,1,105,1,65,0.281355147017998,0.643544240856532,0,0,222,1,0,4743.10527230864,NaN,NaN,-1.39748313451983,1.23073583845893
2,1,106,1,34,0.0548151736234669,0.931559656280714,0,0,108,1,1,1447.31380369831,2,388.136904620751,0.325214531336348,-0.311064926831526
1,1,107,1,97,-0.147747075859923,0.182908231103258,0,0,213,1,1,3547.25664034731,1,437.299631550104,-0.601804169967834,0.714465273256947
NaN,1,108,1,93,-2.80081451399096,2.72635340508829,0,0,140,1,0,1368.39918880651,NaN,NaN,-0.034030345292624,0.254200696685371
2,1,109,1,49,-1.38750484112114,2.07122615255943,0,0,220,1,1,2168.32297100564,2,909.259436283264,-0.547226077147724,1.58418897221617
NaN,1,110,1,NaN,NaN,NaN,NaN,NaN,16,0,0,1340.07606382511,NaN,NaN,0.150114620854025,0.751789671302968
NaN,1,111,1,NaN,NaN,NaN,NaN,NaN,113,0,0,1999.89157568734,NaN,NaN,-0.810994267735464,1.54749457124522
NaN,1,112,1,NaN,NaN,NaN,NaN,NaN,136,0,0,1342.48032483674,NaN,NaN,0.490773175427338,0.55059429302349
NaN,1,113,1,NaN,NaN,NaN,NaN,NaN,69,0,0,1443.61614970512,NaN,NaN,-0.471573246104148,1.34359554406469
NaN,1,114,1,NaN,NaN,NaN,NaN,NaN,186,0,0,1518.66373771327,NaN,NaN,-0.516859663523144,0.585936325947846
NaN,1,115,1,NaN,NaN,NaN,NaN,NaN,154,0,0,1372.2703858557,NaN,NaN,-0.00950962453846173,0.338226406472899
NaN,1,116,1,NaN,NaN,NaN,NaN,NaN,191,0,0,4488.26002074838,NaN,NaN,-0.678352491795838,1.29067155535698
NaN,1,117,1,NaN,NaN,NaN,NaN,NaN,149,0,0,4127.15381047337,NaN,NaN,-0.318182764863718,0.682612688114921
NaN,1,118,1,NaN,NaN,NaN,NaN,NaN,26,0,0,1907.46401948854,NaN,NaN,0.447730535210737,0.321225901858487
NaN,1,119,1,NaN,NaN,NaN,NaN,NaN,146,0,0,2443.31493541677,NaN,NaN,-0.911985971485094,1.22450392930081
NaN,1,120,1,NaN,NaN,NaN,NaN,NaN,177,0,1,3078.1954216709,2,601.232380246984,0.663258783101,-0.81279160677354
1,1,121,0,89,-1.84946836810461,2.2918048190332,0,0,208,1,1,4468.23424270769,1,393.682904436901,-0.523999232077883,0.610900316478085
3,1,122,0,86,0.508542411326781,0.453281044723117,0,0,53,1,1,1617.62594382117,3,392.750391193658,-0.227357162540535,1.42752676589726
NaN,1,123,0,NaN,NaN,NaN,NaN,NaN,14,0,0,2734.99975299774,NaN,NaN,0.455670124097615,0.0782567389808403
NaN,1,124,0,NaN,NaN,NaN,NaN,NaN,62,0,0,1953.19726616799,NaN,NaN,0.0611965723029602,-0.109642599878674
NaN,1,125,0,NaN,NaN,NaN,NaN,NaN,238,0,0,4319.1119984649,NaN,NaN,-0.889619914146631,0.533906066805146
NaN,1,126,0,NaN,NaN,NaN,NaN,NaN,66,0,1,2041.89380704747,2,848.217510718769,0.368192853847638,0.485283846699036
NaN,1,127,0,NaN,NaN,NaN,NaN,NaN,27,0,1,2187.2205587897,2,953.967142942474,0.482785405599706,0.325460680290834
NaN,1,128,0,NaN,NaN,NaN,NaN,NaN,205,0,0,3288.15717804264,NaN,NaN,-1.20297272739788,0.73374595585432
NaN,1,129,0,NaN,NaN,NaN,NaN,NaN,9,0,0,1661.22823574369,NaN,NaN,1.0779482405047,-0.61574813664752
4,1,130,0,14,0.868089969089904,-1.12975743522775,0,0,230,1,1,1582.7242217988,4,388.321675046427,-0.718529144150329,0.741190008582791
NaN,1,131,0,NaN,NaN,NaN,NaN,NaN,187,0,1,3303.35294166707,1,859.270695731084,-3.12369646285501,1.27010243327295
NaN,1,132,0,NaN,NaN,NaN,NaN,NaN,232,0,1,2246.9193701636,1,386.941029363697,-0.10849525209639,-0.399551045069267
4,1,133,0,4,1.20123347842753,0.75790704663488,0,0,143,1,1,1072.4502162393,4,387.48154701625,0.0162369079203352,0.214955791578822
4,1,134,0,32,-2.16001091195228,2.29267784064115,1,1,114,1,1,1066.62674000199,4,333.416950505125,0.172343721989987,0.579469699175735
2,1,135,0,54,-0.662249516044247,0.381426456024112,1,0,101,1,1,1617.49731024338,2,443.151657384078,-0.463140308063838,1.197767728782
NaN,1,136,0,37,-0.401673639888806,1.21640180869058,0,0,188,1,0,2727.32055295091,NaN,NaN,0.329774917869818,-0.136902044788375
NaN,1,137,0,NaN,NaN,NaN,NaN,NaN,57,0,1,2088.32218829775,1,498.618391971377,-0.454692070589475,1.34549461456767
NaN,1,138,0,NaN,NaN,NaN,NaN,NaN,82,0,1,4232.21087438105,1,543.001146475035,-0.884436264166516,1.48945203188375
NaN,1,139,0,72,-1.71369622057707,1.19914217430123,0,0,63,1,0,1709.84242547092,NaN,NaN,-0.373663394867973,0.881519038457073
NaN,1,140,0,NaN,NaN,NaN,NaN,NaN,160,0,0,3292.50762338415,NaN,NaN,-0.423074197410803,0.912656368957712
NaN,1,141,0,NaN,NaN,NaN,NaN,NaN,68,0,1,4428.31452802375,1,549.259282307958,-2.32967612882803,1.83730498154979
NaN,1,142,0,51,-0.250216246470894,1.08443801100755,0,0,231,1,0,1717.68554511482,NaN,NaN,0.221882157424336,-0.501233582703441
NaN,1,143,0,NaN,NaN,NaN,NaN,NaN,54,0,0,2531.65957845385,NaN,NaN,-0.135785534326994,0.397891077095461
3,1,144,0,19,-1.07666445223402,1.77428947679492,0,0,104,1,1,1109.89894725799,3,858.688797201921,-0.457970685118252,1.07105354620012
NaN,1,145,0,NaN,NaN,NaN,NaN,NaN,135,0,0,4237.08932687714,NaN,NaN,-1.48313262479183,1.83040405179286
2,1,146,0,95,0.381944636361522,0.272092436543629,0,0,120,1,1,2142.48879348133,2,947.296160688438,-0.523528673786634,1.70793507865024
NaN,1,147,0,24,-1.33307066551922,0.885071332779377,0,0,211,1,0,2523.35709900171,NaN,NaN,-0.449947334562487,0.843592672711583
4,1,148,0,58,-0.74690947285396,1.23713694391096,0,0,97,1,1,1718.26776442549,4,393.849711071653,-1.9463435875444,1.41855818452267
NaN,1,149,0,NaN,NaN,NaN,NaN,NaN,173,0,0,3632.25360254228,NaN,NaN,-2.12863870191984,2.21930630362416
NaN,1,150,0,NaN,NaN,NaN,NaN,NaN,156,0,1,1187.56700333824,4,491.226291805106,0.209441572686392,0.0465851745123874
2,1,151,0,106,0.529325601548247,-0.18596910225782,1,0,215,1,1,3398.11803622433,2,909.281570240637,-0.51965663822649,-1.07684231585714
NaN,1,152,0,NaN,NaN,NaN,NaN,NaN,139,0,0,3013.4564836776,NaN,NaN,-0.778587699816774,1.04076602562746
NaN,1,153,0,NaN,NaN,NaN,NaN,NaN,237,0,0,1568.80549127436,NaN,NaN,-0.923378979068662,1.06994661020413
NaN,1,154,0,NaN,NaN,NaN,NaN,NaN,221,0,0,1438.46374938948,NaN,NaN,-0.10739675227349,0.43279072262913
3,1,155,0,63,0.225224355549488,0.161356782579595,0,0,180,1,1,1218.59688674658,3,344.383845162156,0.144309368715263,0.558529453102197
NaN,1,156,0,NaN,NaN,NaN,NaN,NaN,147,0,1,2308.6233897543,2,445.304104533989,-3.09189965192978,1.79224466455816
NaN,1,157,0,NaN,NaN,NaN,NaN,NaN,99,0,1,3928.17466707629,1,344.011738054633,-0.98943955653801,1.62802875597897
3,1,158,0,104,0.415394896950388,-0.0409182636133728,0,0,58,1,1,1883.41403138929,3,498.947193510503,-0.431832854751803,1.10451273265176
NaN,1,159,0,NaN,NaN,NaN,NaN,NaN,181,0,1,3358.2592701182,1,344.94777989994,0.492712395391151,0.156405814335351
NaN,1,160,0,NaN,NaN,NaN,NaN,NaN,32,0,0,1403.40869357715,NaN,NaN,0.882783269369169,-0.267112157003284
NaN,1,161,0,NaN,NaN,NaN,NaN,NaN,64,0,1,2413.55919807029,2,1265.39063868358,-2.40348698797742,2.89909632404129
2,1,162,0,82,0.446901859827921,0.578482929026287,0,0,33,1,1,2107.32916273992,2,642.635390850501,-1.74609877013497,1.45733114859192
4,1,163,0,1,0.396066274897521,0.742059033165273,0,0,13,1,1,990.791952991003,4,642.880147508549,0.0523329291736399,0.975824300475809
NaN,1,164,0,NaN,NaN,NaN,NaN,NaN,200,0,0,2112.62719807837,NaN,NaN,-0.76403520762881,1.0391579001101
NaN,1,165,0,NaN,NaN,NaN,NaN,NaN,225,0,0,6093.24972043851,NaN,NaN,-0.948041091877315,1.65799887587997
NaN,1,166,0,NaN,NaN,NaN,NaN,NaN,236,0,0,3033.50856584166,NaN,NaN,-1.0044596331229,0.0740341900805299
4,1,167,0,74,-0.346032339934531,-0.250838972790373,0,0,199,1,1,1599.19381070404,4,337.392722483401,-1.02464385365232,1.58687970204039
NaN,1,168,0,NaN,NaN,NaN,NaN,NaN,80,0,1,2672.45239755675,1,339.222783733476,-0.141052013242164,0.844744480381886
NaN,1,169,0,NaN,NaN,NaN,NaN,NaN,128,0,1,2955.10688135118,1,345.158212885053,-0.603546193837896,0.963337739849517
NaN,1,170,0,NaN,NaN,NaN,NaN,NaN,22,0,0,2449.80082646271,NaN,NaN,1.12940047985463,-0.289944550505366
NaN,1,171,0,NaN,NaN,NaN,NaN,NaN,18,0,1,2575.09602608843,3,1217.97456968716,0.292273434402696,0.871669622430381
2,1,172,0,36,-2.10488601960958,2.32945219332629,0,0,60,1,1,2348.1174267381,2,449.305539070792,0.111160673093161,0.935168687579271
NaN,1,173,0,NaN,NaN,NaN,NaN,NaN,223,0,0,2843.34996480993,NaN,NaN,-0.288654277524897,0.182771443703476
NaN,1,174,0,7,0.48039687520848,1.02570344556331,0,0,183,1,0,2101.39116733217,NaN,NaN,-0.397776228615184,0.0697555442618305
NaN,1,175,0,60,0.207028491383436,-0.159779484219069,0,0,94,1,0,1497.2508983501,NaN,NaN,-0.564393289540561,0.912176277351775
NaN,1,176,0,NaN,NaN,NaN,NaN,NaN,5,0,0,2042.85839848944,NaN,NaN,1.01850579670116,0.237815294509537
NaN,1,177,0,NaN,NaN,NaN,NaN,NaN,56,0,0,2092.28224195795,NaN,NaN,-0.14956117057714,0.952347972301753
NaN,1,178,0,NaN,NaN,NaN,NaN,NaN,218,0,1,3636.00001539771,1,341.47274860743,-0.8881178953901,1.68148687251581
NaN,1,179,0,NaN,NaN,NaN,NaN,NaN,111,0,0,3721.98562768381,NaN,NaN,0.667185778440274,0.622335807791882
4,1,180,0,10,0.266361233367303,-0.0346491201705097,0,0,217,1,1,833.378777448161,4,345.178422150184,-0.65032605520509,1.55377233011984
3,1,181,0,22,0.725302179604859,-0.0483007549049469,1,1,168,1,1,1587.40411024382,3,386.906384909253,0.163441514325051,0.63058781184575
NaN,1,182,0,NaN,NaN,NaN,NaN,NaN,219,0,0,2589.58703168219,NaN,NaN,-0.300907422044943,-0.62587378622029
2,1,183,0,52,-0.467053578317521,1.43395904342013,0,0,227,1,1,3285.46357167625,2,1416.21495216168,0.702126955282235,-0.933741707819059
NaN,1,184,0,NaN,NaN,NaN,NaN,NaN,138,0,0,2898.49752131795,NaN,NaN,-1.80977030159041,2.23178702090286
NaN,1,185,0,NaN,NaN,NaN,NaN,NaN,40,0,0,4399.98562896699,NaN,NaN,0.758160663090465,-0.158246182904526
1,1,186,0,100,0.766811530831592,-0.562095436852661,0,0,203,1,1,2065.64386398577,1,754.172892510269,-1.3394800073772,0.625933761775964
1,1,187,0,71,0.540271680667843,-0.263410195868179,0,0,174,1,1,4465.71321705187,1,541.221127215067,-1.65185260498902,2.12600737661621
NaN,1,188,0,NaN,NaN,NaN,NaN,NaN,132,0,0,2126.51802057007,NaN,NaN,-1.62462722120142,0.221033498588075
NaN,1,189,0,NaN,NaN,NaN,NaN,NaN,1,0,0,4579.79323676091,NaN,NaN,-0.674272810817525,2.14968125508279
NaN,1,190,0,76,0.540721701190701,0.598748532621493,0,0,11,1,0,3286.81310150614,NaN,NaN,1.23718408314821,-0.598792634963386
3,1,191,0,61,0.0997633371365004,0.578884061803314,0,0,71,1,1,1533.06332043985,3,604.30803796271,-0.391278924338491,1.09863068353162
NaN,1,192,0,NaN,NaN,NaN,NaN,NaN,34,0,0,1712.30635193251,NaN,NaN,1.02478240311096,-0.489522078410896
1,1,193,0,92,-1.82332649545388,-0.323191170389119,0,0,21,1,1,3540.16382977761,1,1883.71171707558,-1.04791533486012,1.45584120207216
NaN,1,194,0,78,0.726015231930036,-1.16468651305685,0,0,234,1,0,2896.85896691526,NaN,NaN,-0.337196530727268,0.218036315589604
NaN,1,195,0,NaN,NaN,NaN,NaN,NaN,206,0,1,1448.55266374134,3,393.749947872948,-1.13379652814321,1.73505062887607
NaN,1,196,0,NaN,NaN,NaN,NaN,NaN,193,0,0,1708.47878123368,NaN,NaN,0.512118493648212,-0.347193902472563
3,1,197,0,12,-0.405200851204342,0.914874220353584,0,0,192,1,1,1648.77066718145,3,704.291934706816,-1.75361373721299,1.31879821284271
3,1,198,0,79,0.381079104007051,-1.87446457317227,0,0,36,1,1,2016.84009210294,3,486.496361369973,0.155859855050524,0.80968878155444
