memory_score,subj_idx,word,emotional,trialnr_enc,pupil_baseline_enc,pupil_dilation_enc,recalled_d1,recalled_d2,trialnr_recog,target_oldnew,recog_oldnew,rt_recog,confidence_recog,rt_confidence_recog,pupil_baseline_recog,pupil_dilation_recog
NaN,28,160,0,NaN,NaN,NaN,NaN,NaN,116,0,1,2430.13472495841,2,665.734988519034,NaN,NaN
NaN,28,161,0,NaN,NaN,NaN,NaN,NaN,59,0,0,1510.26364363679,NaN,NaN,NaN,NaN
NaN,28,162,0,NaN,NaN,NaN,NaN,NaN,237,0,1,1814.511788034,2,184.571717831204,NaN,NaN
4,28,163,0,96,0.918531401921225,-0.72368561308051,0,1,34,1,1,1009.54603867285,4,915.100628297296,NaN,NaN
NaN,28,164,0,NaN,NaN,NaN,NaN,NaN,60,0,0,2764.39460381516,NaN,NaN,NaN,NaN
3,28,165,0,33,-1.14353272617486,-0.161811477450275,0,0,226,1,1,1369.48828382265,3,806.005656048001,NaN,NaN
NaN,28,166,0,99,-1.42400547315615,0.556408654934071,0,0,109,1,0,1650.3444952923,NaN,NaN,NaN,NaN
NaN,28,167,0,NaN,NaN,NaN,NaN,NaN,190,0,0,4219.47772986459,NaN,NaN,NaN,NaN
NaN,28,168,0,NaN,NaN,NaN,NaN,NaN,124,0,0,1959.98927281471,NaN,NaN,NaN,NaN
NaN,28,169,0,NaN,NaN,NaN,NaN,NaN,160,0,1,2144.88787462506,1,1069.79534304264,NaN,NaN
NaN,28,170,0,NaN,NaN,NaN,NaN,NaN,172,0,1,1130.11490019926,2,749.989574358551,NaN,NaN
NaN,28,171,0,NaN,NaN,NaN,NaN,NaN,135,0,0,2665.17424937047,NaN,NaN,NaN,NaN
NaN,28,172,0,NaN,NaN,NaN,NaN,NaN,206,0,0,910.035690982113,NaN,NaN,NaN,NaN
3,28,173,0,42,0.33847051511268,0.357492879852617,0,0,213,1,1,1616.32613468646,3,289.864928588941,NaN,NaN
NaN,28,174,0,NaN,NaN,NaN,NaN,NaN,176,0,1,1734.71552753472,2,185.34257376632,NaN,NaN
NaN,28,175,0,NaN,NaN,NaN,NaN,NaN,37,0,0,1309.51934902987,NaN,NaN,NaN,NaN
1,28,176,0,14,-0.346100528424408,-0.418702022539907,0,0,192,1,1,1079.93837001959,1,284.873772741776,NaN,NaN
3,28,177,0,40,-1.08516664821824,0.380214887898946,0,0,149,1,1,1359.94352830676,3,350.371505726798,NaN,NaN
NaN,28,178,0,NaN,NaN,NaN,NaN,NaN,180,0,0,1235.23520569324,NaN,NaN,NaN,NaN
NaN,28,179,0,NaN,NaN,NaN,NaN,NaN,110,0,1,2250.01780378807,2,445.540405342399,NaN,NaN
NaN,28,180,0,NaN,NaN,NaN,NaN,NaN,182,0,1,1025.15370604306,2,244.845722952959,NaN,NaN
NaN,28,181,0,59,-0.434637616645189,0.518528123544128,0,0,14,1,0,1010.4853088269,NaN,NaN,NaN,NaN
NaN,28,182,0,NaN,NaN,NaN,NaN,NaN,98,0,0,1334.70770028362,NaN,NaN,NaN,NaN
NaN,28,183,0,NaN,NaN,NaN,NaN,NaN,133,0,0,1275.40483349912,NaN,NaN,NaN,NaN
4,28,184,0,22,-0.498058540750976,0.424794476898873,0,0,113,1,1,2159.73533639408,4,90.2564474927203,NaN,NaN
NaN,28,185,0,NaN,NaN,NaN,NaN,NaN,106,0,1,3009.512997407,1,145.115708535741,NaN,NaN
NaN,28,186,0,91,-1.79924023801348,0.706150840996113,0,0,103,1,0,1489.95770076363,NaN,NaN,NaN,NaN
3,28,187,0,92,-0.952348604807095,1.40978648655551,0,0,72,1,1,1080.28867159373,3,235.195748648039,NaN,NaN
NaN,28,188,0,NaN,NaN,NaN,NaN,NaN,111,0,0,1055.13270185656,NaN,NaN,NaN,NaN
NaN,28,189,0,NaN,NaN,NaN,NaN,NaN,131,0,1,1589.83150237691,1,1834.71572000781,NaN,NaN
NaN,28,190,0,NaN,NaN,NaN,NaN,NaN,139,0,0,2360.09797492261,NaN,NaN,NaN,NaN
NaN,28,191,0,NaN,NaN,NaN,NaN,NaN,63,0,0,1414.76604538366,NaN,NaN,NaN,NaN
2,28,192,0,108,1.10352430599682,0.205078538439619,0,0,217,1,1,1480.1887137437,2,285.006735233765,NaN,NaN
2,28,193,0,95,0.347809424343658,-0.701061365357562,0,0,20,1,1,1916.12673197233,2,340.319582821394,NaN,NaN
2,28,194,0,23,-0.744655222895929,0.467144299032135,0,0,177,1,1,1189.39478025095,2,244.628548809487,NaN,NaN
4,28,195,0,45,0.620837576306487,-0.0569981671765988,0,0,26,1,1,1420.31312854488,4,1369.90178082851,NaN,NaN
NaN,28,196,0,NaN,NaN,NaN,NaN,NaN,146,0,0,3089.95628929188,NaN,NaN,NaN,NaN
NaN,28,197,0,NaN,NaN,NaN,NaN,NaN,148,0,0,2140.12191264737,NaN,NaN,NaN,NaN
NaN,28,198,0,NaN,NaN,NaN,NaN,NaN,225,0,0,1509.56624838,NaN,NaN,NaN,NaN
NaN,28,199,0,NaN,NaN,NaN,NaN,NaN,29,0,1,1224.5500453264,2,605.224241126052,NaN,NaN
NaN,28,200,0,64,3.03117352997571,0.376785260161034,0,0,126,1,0,2544.9868059477,NaN,NaN,NaN,NaN
2,28,201,0,56,0.838377785827175,0.281397270101677,0,0,50,1,1,2899.92774916391,2,439.975568711816,NaN,NaN
NaN,28,202,0,62,-1.04131957649181,0.367329003816942,0,0,209,1,0,849.513395185568,NaN,NaN,NaN,NaN
NaN,28,203,0,NaN,NaN,NaN,NaN,NaN,203,0,0,1179.7265209716,NaN,NaN,NaN,NaN
1,28,204,0,25,0.451484665244147,-0.0280981873611088,0,0,100,1,1,3964.56865476466,1,130.170396692847,NaN,NaN
NaN,28,205,0,NaN,NaN,NaN,NaN,NaN,118,0,1,3869.99160174491,1,185.332308519719,NaN,NaN
NaN,28,206,0,NaN,NaN,NaN,NaN,NaN,210,0,0,1114.74750377965,NaN,NaN,NaN,NaN
4,28,207,0,38,-0.497746879519817,-0.0877979557751728,1,1,55,1,1,995.086273458583,4,334.769933346251,NaN,NaN
NaN,28,208,0,112,-0.145920260244507,-0.295099037595833,0,0,10,1,0,1915.05924651756,NaN,NaN,NaN,NaN
NaN,28,209,0,120,-1.68284890277519,-0.401142584074495,0,0,6,1,0,2459.65019885625,NaN,NaN,NaN,NaN
2,28,210,0,37,1.28645877044043,-0.874487879126188,0,0,61,1,1,1725.49676700874,2,554.905922213948,NaN,NaN
NaN,28,211,0,NaN,NaN,NaN,NaN,NaN,83,0,0,1095.15928503242,NaN,NaN,NaN,NaN
NaN,28,212,0,72,0.516931342835477,-0.894699690070003,0,0,66,1,0,3604.76519208532,NaN,NaN,NaN,NaN
2,28,213,0,21,0.136635263208315,-0.220457013186285,0,0,19,1,1,1595.07479836975,2,1429.68818668851,NaN,NaN
NaN,28,214,0,NaN,NaN,NaN,NaN,NaN,167,0,1,1695.19592829056,2,454.773564677453,NaN,NaN
4,28,215,0,87,1.35900147462287,-0.567182471422725,0,0,137,1,1,1089.77087325911,4,399.619993366287,NaN,NaN
2,28,216,0,15,0.401491972497862,0.200461366525482,0,0,4,1,1,1100.1849669301,2,701.262368820608,NaN,NaN
3,28,217,0,54,0.504214083280701,-0.446296633869886,0,0,42,1,1,979.464372212533,3,694.592524205291,NaN,NaN
NaN,28,219,0,NaN,NaN,NaN,NaN,NaN,45,0,0,2214.87825737131,NaN,NaN,NaN,NaN
NaN,28,220,0,NaN,NaN,NaN,NaN,NaN,70,0,0,1195.28093737063,NaN,NaN,NaN,NaN
NaN,28,221,0,NaN,NaN,NaN,NaN,NaN,25,0,0,2250.31742070132,NaN,NaN,NaN,NaN
4,28,222,0,98,-0.544028608407598,-0.482439847666459,1,1,15,1,1,894.728923682123,4,335.419008626559,NaN,NaN
NaN,28,223,0,116,0.0277620623909524,-0.430962647076304,0,0,202,1,0,1084.8815633708,NaN,NaN,NaN,NaN
NaN,28,224,0,NaN,NaN,NaN,NaN,NaN,79,0,1,2619.41883300824,2,1114.55518623916,NaN,NaN
NaN,28,225,0,NaN,NaN,NaN,NaN,NaN,169,0,0,4360.20336738693,NaN,NaN,NaN,NaN
4,28,226,0,29,-0.00965173417252522,-0.396440446991217,1,1,158,1,1,1054.68457781353,4,295.138378745833,NaN,NaN
3,28,227,0,119,-1.41184647654124,0.280005134766364,1,0,95,1,1,1139.93136398858,3,449.969566489017,NaN,NaN
1,28,228,0,57,-1.83608979016728,0.392062036269819,0,0,77,1,1,1199.51823909832,1,755.113857634569,NaN,NaN
2,28,229,0,19,0.405060956703991,-0.756390022977769,0,0,161,1,1,2924.35924003803,2,449.512304501695,NaN,NaN
NaN,28,230,0,NaN,NaN,NaN,NaN,NaN,164,0,0,1104.85405063446,NaN,NaN,NaN,NaN
NaN,28,231,0,NaN,NaN,NaN,NaN,NaN,128,0,0,1644.68096573,NaN,NaN,NaN,NaN
2,28,232,0,105,1.24301588202505,-0.0373940966772404,0,0,198,1,1,1405.18536150012,2,294.578922752407,NaN,NaN
NaN,28,233,0,102,0.225931728203934,-0.454742132220176,0,0,48,1,0,1884.78703140026,NaN,NaN,NaN,NaN
2,28,234,0,100,0.39345340627292,-0.0924902144762246,0,0,181,1,1,2255.00960121462,2,959.353789832676,NaN,NaN
NaN,28,235,0,82,-0.108224081738943,-1.00039807690149,0,0,18,1,0,874.681243551095,NaN,NaN,NaN,NaN
NaN,28,236,0,83,-1.45339894775578,0.226037713671832,0,0,170,1,0,1040.05724158742,NaN,NaN,NaN,NaN
NaN,28,237,0,76,-0.439522097426089,-0.160003586305369,0,0,141,1,0,1469.70212176348,NaN,NaN,NaN,NaN
2,28,238,0,115,-0.746483630325821,0.0072759171016894,0,0,152,1,1,1844.66013282508,2,505.382839199228,NaN,NaN
3,28,239,0,80,-1.03138862591042,0.776151762874433,1,0,65,1,1,1089.62844294911,3,295.516662690716,NaN,NaN
1,28,240,0,75,1.15591981613451,-1.23124997252063,0,0,224,1,1,2324.42833798632,1,395.104246797928,NaN,NaN
NaN,29,1,1,NaN,NaN,NaN,NaN,NaN,151,0,0,2993.46326184423,NaN,NaN,1.04363188186098,-1.18911965315286
3,29,2,1,100,0.468023871456263,0.0513051982167764,0,0,189,1,1,1589.17449180444,3,278.913124931023,-0.612504983052037,2.46383721249709
3,29,3,1,25,-0.839022818150768,0.118093045871589,0,0,44,1,1,2188.85850383037,3,1713.64518827806,-1.36375085755522,1.51743873406776
NaN,29,4,1,NaN,NaN,NaN,NaN,NaN,69,0,1,2369.10997451639,1,339.967805513993,-1.06994662787848,0.353063718181041
NaN,29,5,1,NaN,NaN,NaN,NaN,NaN,154,0,0,2064.93559819637,NaN,NaN,-0.147757085575894,-0.581754188655785
NaN,29,6,1,NaN,NaN,NaN,NaN,NaN,90,0,0,2297.86732381558,NaN,NaN,-0.06608632766629,-0.827033681006709
NaN,29,7,1,NaN,NaN,NaN,NaN,NaN,158,0,1,1224.73489913091,2,229.765528161352,1.516623558083,-0.324605640340114
NaN,29,8,1,NaN,NaN,NaN,NaN,NaN,121,0,0,1068.05122933952,NaN,NaN,1.30652089834495,0.13085467933987
NaN,29,9,1,NaN,NaN,NaN,NaN,NaN,13,0,1,2223.47772305807,3,483.391417712255,-1.06342738737351,1.33260389974354
NaN,29,10,1,NaN,NaN,NaN,NaN,NaN,217,0,0,940.908554315001,NaN,NaN,-0.220121219133044,0.654898080987308
1,29,11,1,99,0.822068138492459,-0.673791946367263,0,0,91,1,1,1871.59224766015,1,226.966956062142,-1.35935852528851,0.49728147701746
NaN,29,12,1,NaN,NaN,NaN,NaN,NaN,28,0,0,2972.57309521308,NaN,NaN,-1.0167175330144,0.0233386721325007
4,29,13,1,8,0.447888713316044,0.460754930305123,1,1,78,1,1,1032.80623256524,4,577.906742492814,-0.114205370756285,0.205436862052544
4,29,14,1,11,-0.573209305316283,0.678097644690659,0,0,14,1,1,1335.34476777743,4,499.531004996697,-1.39738989235973,1.33776089221129
2,29,15,1,105,0.0595596294424407,1.28394608050842,0,0,98,1,1,1867.33797743341,2,427.912067607167,-0.590322701497873,0.37578648146207
4,29,16,1,102,-0.54342023808385,0.216297955565702,0,0,11,1,1,2419.97764735174,4,548.757516110072,-1.23677981449916,1.08356280687289
2,29,17,1,116,0.884411180983761,1.57645853741378,0,0,81,1,1,1476.83421026932,2,432.517649866668,-1.27856561269864,0.6512132987518
NaN,29,18,1,NaN,NaN,NaN,NaN,NaN,191,0,1,1778.37195217398,1,133.927586145091,-1.11836126907971,1.78082727419044
NaN,29,19,1,NaN,NaN,NaN,NaN,NaN,87,0,0,184.351285598268,NaN,NaN,0.106130214210226,0.292887213150527
NaN,29,20,1,NaN,NaN,NaN,NaN,NaN,227,0,0,1191.81221978988,NaN,NaN,0.117340310114099,1.38342372780064
NaN,29,21,1,42,-0.729579465248059,0.21923333769851,0,0,55,1,0,1224.96747189246,NaN,NaN,0.871108928486005,-1.46157835375709
2,29,22,1,3,0.193352115287113,1.02969129151062,0,0,219,1,1,1356.85707906578,2,283.199521124516,-0.870888201547144,1.96436096127644
NaN,29,23,1,NaN,NaN,NaN,NaN,NaN,194,0,1,1855.25989823304,2,484.263004185777,2.13990047365446,-0.120101898056285
NaN,29,24,1,NaN,NaN,NaN,NaN,NaN,101,0,0,2857.99973310282,NaN,NaN,-0.00765879836321269,0.825521964530761
NaN,29,25,1,NaN,NaN,NaN,NaN,NaN,65,0,1,2365.0572666952,1,239.102442366857,-1.6209261656518,0.53357568297465
4,29,26,1,96,0.967251456898294,-0.431543888541116,1,1,153,1,1,978.439061445215,4,234.325237448729,-1.21359909100995,2.52123262976237
NaN,29,27,1,NaN,NaN,NaN,NaN,NaN,88,0,0,1806.66851869432,NaN,NaN,-0.570888442658761,-0.724891920124519
NaN,29,28,1,NaN,NaN,NaN,NaN,NaN,37,0,1,2918.07600413699,1,222.447921680669,-0.469756156285948,0.348961169563125
4,29,29,1,29,-1.30791749456797,0.559469004523786,1,1,64,1,1,964.199192635647,4,388.812897298408,-1.4216625466726,1.03682340622573
4,29,30,1,88,-0.0949745222311502,-0.214987738783902,1,1,58,1,1,1095.85310696195,4,1108.33173646074,-0.311313874452962,0.671930195104686
NaN,29,31,1,NaN,NaN,NaN,NaN,NaN,234,0,0,1505.21636644999,NaN,NaN,1.84019265053111,0.423763958236867
3,29,32,1,7,-0.221260265489915,0.105057473147644,1,1,166,1,1,2437.16365166824,3,428.158434339366,1.12811376735304,0.85321064670452
NaN,29,33,1,58,-1.05766692695678,1.33621765081062,0,0,7,1,0,1574.83273027731,NaN,NaN,-1.33403071602572,0.683529195950225
2,29,34,1,47,-1.74371538906628,1.16616331817507,0,0,197,1,1,1695.23408689042,2,589.914233581339,1.12039559782729,-0.53687380573382
3,29,35,1,68,0.150525451709341,0.206134996743759,0,0,17,1,1,3231.97962085192,3,267.630940068784,-0.813694121417318,0.504522364014673
NaN,29,36,1,NaN,NaN,NaN,NaN,NaN,220,0,0,1191.55013434693,NaN,NaN,0.557050482460352,0.236127287746411
NaN,29,37,1,NaN,NaN,NaN,NaN,NaN,232,0,0,955.153234974887,NaN,NaN,0.77839734211167,-0.083318851107226
NaN,29,38,1,NaN,NaN,NaN,NaN,NaN,183,0,0,2264.3280860641,NaN,NaN,0.72397497567993,-0.552032824426236
NaN,29,39,1,NaN,NaN,NaN,NaN,NaN,26,0,1,3685.12150242645,1,748.073976744081,-1.19765770385509,0.471515873401434
4,29,40,1,34,-1.32937612766696,0.777870885242208,1,0,143,1,1,928.835942853311,4,234.803032714808,0.788646194403851,0.57655186704371
NaN,29,41,1,NaN,NaN,NaN,NaN,NaN,60,0,0,2342.97007927364,NaN,NaN,0.513624244870273,-0.790932488140858
NaN,29,42,1,NaN,NaN,NaN,NaN,NaN,131,0,1,2737.75889000535,1,271.746675973873,0.0717879090352947,-0.244324271278479
3,29,43,1,19,1.39364977139307,-0.857561466340017,0,0,163,1,1,1149.22585972499,3,799.822538963326,0.371733311836499,0.064251389724006
NaN,29,44,1,9,-0.564077366495786,0.240736752198637,0,0,237,1,0,1464.20528764611,NaN,NaN,-0.568943587775907,0.957083145600461
2,29,45,1,98,1.98632164804814,-1.75076014343924,0,0,120,1,1,2066.68069588341,2,1141.75935359526,0.686402920284804,-0.149905284420721
4,29,46,1,21,-1.41942339817075,0.941219454021451,1,0,133,1,1,1018.84930054939,4,448.490426342914,-0.898935606357288,1.14381342542867
NaN,29,47,1,NaN,NaN,NaN,NaN,NaN,230,0,1,1849.65951347704,2,854.703936478472,0.935921791295837,0.793187877193228
NaN,29,48,1,NaN,NaN,NaN,NaN,NaN,119,0,0,3627.91245255517,NaN,NaN,-0.682251484639787,1.15042561659698
NaN,29,49,1,NaN,NaN,NaN,NaN,NaN,117,0,1,1453.87071649088,1,172.177946071315,0.617068883432743,-0.581056698894474
1,29,50,1,117,2.85049978098481,-0.0645545433327253,1,0,160,1,1,1842.61143603567,1,332.416087747561,1.67900709750319,-0.0446292030085575
NaN,29,51,1,NaN,NaN,NaN,NaN,NaN,36,0,1,1462.9436205131,2,847.476216628252,-1.32954877394087,1.41053012156973
NaN,29,52,1,32,-0.209979031427267,-0.793958007238707,0,0,224,1,0,977.166522185144,NaN,NaN,1.16538068046927,0.935170646582382
NaN,29,53,1,83,1.14451141799475,-0.100284754470481,0,0,215,1,0,1151.67208587945,NaN,NaN,0.430255556071973,-1.2592461339362
NaN,29,54,1,NaN,NaN,NaN,NaN,NaN,107,0,0,1359.39484888218,NaN,NaN,1.39781487216702,-0.83731857925026
NaN,29,55,1,67,0.216052777583075,0.622194897590695,0,0,115,1,0,2543.66144591609,NaN,NaN,0.00496883203040895,0.201888784154458
NaN,29,56,1,NaN,NaN,NaN,NaN,NaN,150,0,1,1751.46312326274,2,344.647811057257,0.529105070456092,0.609280470403463
2,29,57,1,52,-0.920818255339647,0.519505129795725,0,0,157,1,1,2738.42140516285,2,434.214426768904,1.77000803132338,-1.00751478953511
NaN,29,58,1,NaN,NaN,NaN,NaN,NaN,195,0,0,1223.354860482,NaN,NaN,1.30760735671165,-0.73934994797381
NaN,29,59,1,NaN,NaN,NaN,NaN,NaN,94,0,0,1311.8922633148,NaN,NaN,-0.810710902153825,0.658022409078457
3,29,60,1,61,-0.786053931161648,-0.261748520341901,0,0,48,1,1,3356.63445079467,3,1356.3903295925,-0.941577919070728,0.286838309700977
NaN,29,61,1,NaN,NaN,NaN,NaN,NaN,97,0,0,1651.79430687544,NaN,NaN,0.442066318781558,-0.619046277947962
4,29,62,1,43,-0.986730798630427,0.410733606168024,0,0,82,1,1,1262.14414763535,4,391.778280206154,-1.47690449574045,1.6261710671751
4,29,63,1,2,0.570403732421325,1.36613890109605,1,1,137,1,1,907.906639840121,4,435.603641628177,1.63871584372863,-0.781307493999704
NaN,29,64,1,NaN,NaN,NaN,NaN,NaN,198,0,1,1563.75669488762,2,235.061129745418,-0.113678782383815,0.440373722050644
4,29,65,1,1,0.27445111609083,1.11456136397291,1,1,95,1,1,1012.66386219413,4,952.560930855498,0.432236905030414,0.383353891781542
NaN,29,66,1,NaN,NaN,NaN,NaN,NaN,42,0,1,2508.76847429709,1,179.397004591237,-0.649833653043538,1.08703541494572
2,29,67,1,15,-0.650285687036049,0.799656323953342,0,0,229,1,1,1299.19009429227,2,1059.58514151985,0.233979607070588,-0.45576671785048
2,29,68,1,120,0.57299458218648,-0.366388542850516,0,0,181,1,1,3333.03912115639,2,497.523821866707,-0.0510380230959284,-0.403940892495891
NaN,29,69,1,NaN,NaN,NaN,NaN,NaN,38,0,1,2678.0715002451,3,282.920433810659,-0.922934240750864,0.410859117652966
NaN,29,70,1,112,0.198006984107561,-0.372725801539276,0,0,141,1,0,1612.33026550235,NaN,NaN,0.167541559123628,0.00912220021220708
NaN,29,71,1,44,-1.92020355741623,0.863872237629114,0,0,182,1,0,1290.3120773592,NaN,NaN,-1.53335936846117,2.0643994220439
NaN,29,72,1,118,0.72294493416474,-0.906924504015963,0,0,41,1,0,4358.35677239049,NaN,NaN,-0.865788505478733,0.339007330832981
2,29,73,1,119,0.362871077495996,-0.573083928302548,0,0,71,1,1,1354.15057370085,2,399.284445790272,0.179746376308355,-0.300963662411672
3,29,74,1,39,0.0380795578364525,-0.438825325816233,0,0,216,1,1,981.796449752665,3,427.325124000845,-0.840448664136465,1.42503000569918
NaN,29,75,1,NaN,NaN,NaN,NaN,NaN,16,0,1,1619.61970985192,3,598.965323882453,-0.336857869821345,0.161493290682794
NaN,29,76,1,NaN,NaN,NaN,NaN,NaN,173,0,1,2693.71089211995,1,179.939781298117,-0.857541624521045,-0.279038819743153
NaN,29,77,1,NaN,NaN,NaN,NaN,NaN,40,0,0,971.353772362249,NaN,NaN,-0.882635220688309,0.191018503008813
NaN,29,78,1,66,1.53475286589733,-1.18624486240785,0,0,132,1,0,1596.45097173711,NaN,NaN,-0.583004831443995,0.246320525038002
NaN,29,79,1,NaN,NaN,NaN,NaN,NaN,170,0,1,1956.59646925674,1,230.723407149299,1.68407902839168,-0.667928157425801
4,29,80,1,54,-1.51096166206663,0.37134847555919,0,0,79,1,1,1576.42918367924,4,793.866385734646,0.166700225392212,0.677584400939679
1,29,81,1,87,1.78183408812317,0.132690203429695,0,0,109,1,1,1858.36447135102,1,689.555141237406,0.450401188104205,-0.0849232056210603
2,29,82,1,46,-0.925084339138841,-0.194439228074615,0,0,124,1,1,1582.03980105873,2,221.891416429116,-0.260799912902528,0.284374712755849
NaN,29,83,1,55,-1.03918637258319,0.376185461946136,0,0,92,1,0,1762.61667132871,NaN,NaN,1.76223960067211,-0.730639210409008
NaN,29,84,1,78,0.375630287138467,-0.625911451759218,0,0,32,1,0,3856.22608510425,NaN,NaN,-1.5467053106051,0.691221681074589
NaN,29,85,1,NaN,NaN,NaN,NaN,NaN,185,0,1,1159.54138576171,3,744.261708194017,-0.343393577040834,-0.0653529403582865
NaN,29,86,1,NaN,NaN,NaN,NaN,NaN,204,0,0,1111.83189063377,NaN,NaN,-0.574487168905344,0.883617748075601
NaN,29,87,1,NaN,NaN,NaN,NaN,NaN,187,0,0,1073.76566417656,NaN,NaN,-1.73340684310858,-0.0651659106119531
NaN,29,88,1,NaN,NaN,NaN,NaN,NaN,123,0,1,2016.57489933609,2,376.681260473788,-0.0970128383019675,-0.212172809257738
NaN,29,89,1,22,-0.735426662243406,0.966056449725552,0,0,186,1,0,1248.78613057945,NaN,NaN,-0.398654346318021,-1.07732622248594
NaN,29,90,1,NaN,NaN,NaN,NaN,NaN,21,0,1,3250.08019750396,2,393.896135891737,-0.929338161409546,0.251359322420173
3,29,91,1,59,-0.562680658398265,0.522531284227698,0,0,193,1,1,1018.53011448361,3,343.311079060641,1.9147632736588,0.0139262090183045
NaN,29,92,1,NaN,NaN,NaN,NaN,NaN,169,0,1,857.006246422998,3,382.17671423763,1.38918253211591,-0.487840969996016
3,29,93,1,37,-0.834240729046395,-0.315536016922858,0,0,149,1,1,1165.20717902404,3,444.723709975051,0.653885987747421,0.239582111862753
NaN,29,94,1,NaN,NaN,NaN,NaN,NaN,113,0,0,1026.4141707064,NaN,NaN,1.67557606258233,-0.564817897372264
3,29,95,1,33,-1.13620318438997,0.323716664404439,0,0,73,1,1,2123.59493972997,3,638.614565293892,0.519344860080834,0.0441128296173726
NaN,29,96,1,5,2.1751992611713,-0.235558834245568,0,0,177,1,0,1458.95491745432,NaN,NaN,-1.11501447589755,0.470798337696852
NaN,29,97,1,NaN,NaN,NaN,NaN,NaN,223,0,0,1672.83299928408,NaN,NaN,-0.678687929182275,2.25841246451769
2,29,99,1,72,-0.566058760233574,-0.230900793748051,0,0,3,1,1,4454.99415785991,2,1711.13789351313,-0.391533964892328,1.16599384326402
NaN,29,100,1,NaN,NaN,NaN,NaN,NaN,106,0,0,1781.99655856474,NaN,NaN,0.304284112002768,0.484868455579234
4,29,101,1,92,-1.09772592549013,0.781587837615413,0,0,84,1,1,863.72166461797,4,393.591064586644,-0.215182488976349,1.1091652634892
NaN,29,102,1,81,-0.27340685356246,-0.949245738665355,0,0,179,1,0,3904.7484621326,NaN,NaN,-1.71138703977264,2.06841024177777
NaN,29,103,1,NaN,NaN,NaN,NaN,NaN,190,0,0,1720.18834223422,NaN,NaN,1.26402609179038,0.0935210487565885
3,29,104,1,111,0.309831179567547,0.0590550551203471,0,0,212,1,1,1094.35877925284,3,336.708899741552,1.75172626823459,-1.10892398253152
NaN,29,105,1,48,1.64032253289653,-1.07082287796233,0,0,165,1,0,972.337635341319,NaN,NaN,0.928118290044063,-0.164078313334217
NaN,29,106,1,NaN,NaN,NaN,NaN,NaN,102,0,0,1588.14732217343,NaN,NaN,0.781532515958615,-0.340062100664039
NaN,29,107,1,NaN,NaN,NaN,NaN,NaN,24,0,0,1186.96091237814,NaN,NaN,-0.970923433255344,0.176736215661069
4,29,108,1,77,0.0653447445009885,0.359606329946089,0,0,147,1,1,929.204530581501,4,238.645316594102,-0.702377977874277,1.31446989027197
NaN,29,109,1,NaN,NaN,NaN,NaN,NaN,200,0,0,1307.99370225054,NaN,NaN,0.864278093601975,-0.352139754030746
NaN,29,110,1,NaN,NaN,NaN,NaN,NaN,19,0,1,3267.88404339129,2,321.978863787422,-0.884087517558096,0.203720683479345
3,29,111,1,109,-0.989863422887208,0.569920694793757,0,0,167,1,1,1970.42758004386,3,637.975956146647,1.27635459920466,-0.680505977684915
NaN,29,112,1,74,0.734807587185522,-0.0601723881310583,0,0,125,1,0,2457.64609418916,NaN,NaN,1.50241208565415,-0.895085085116324
NaN,29,113,1,95,3.09409649453378,-0.981917403993426,0,0,178,1,0,2214.19321405688,NaN,NaN,-1.26460062704689,-0.400027904935981
1,29,114,1,94,1.17299301964517,1.91182097842285,0,0,208,1,1,2423.7456468793,1,333.533399373437,1.4901729383415,-0.74969197498792
3,29,115,1,64,-1.1118161719608,0.324002572949712,0,0,175,1,1,1441.99346614914,3,434.11792205552,-1.48566705427908,0.463895242882152
NaN,29,116,1,NaN,NaN,NaN,NaN,NaN,52,0,1,1883.43966453056,2,2748.50587861317,-1.53808615617644,1.06748742712731
NaN,29,117,1,NaN,NaN,NaN,NaN,NaN,74,0,0,2277.54014366258,NaN,NaN,-0.628492728339381,-0.367048641137228
NaN,29,118,1,NaN,NaN,NaN,NaN,NaN,49,0,0,1272.96599882459,NaN,NaN,-0.894982254835034,-0.0239671520905845
NaN,29,119,1,NaN,NaN,NaN,NaN,NaN,213,0,0,957.446575031554,NaN,NaN,0.756086053912672,-0.207137386874669
NaN,29,120,1,NaN,NaN,NaN,NaN,NaN,127,0,0,832.691967161281,NaN,NaN,1.53880454091513,-0.711379514745335
NaN,29,121,0,91,-0.158774031343773,-0.573493243042012,0,0,35,1,0,2354.24937702578,NaN,NaN,-1.24453139779615,0.374228915534864
4,29,122,0,13,0.242692437564991,-0.176143120430655,0,0,103,1,1,1048.10695395759,4,322.691017622901,1.17399751026451,-0.252835490371433
NaN,29,123,0,NaN,NaN,NaN,NaN,NaN,110,0,0,999.951560707586,NaN,NaN,-0.257658159367008,0.0226269073630791
NaN,29,124,0,101,-0.590264700199029,0.765710150488181,0,0,207,1,0,1238.96260446077,NaN,NaN,1.81266701424893,-0.470360913984195
NaN,29,125,0,26,-0.49540653020805,0.136941593157886,0,0,39,1,0,2642.33324693384,NaN,NaN,-0.948656173441136,-0.284647522493944
NaN,29,126,0,40,0.533095429219642,-0.788977341576448,0,0,43,1,0,2309.96720242877,NaN,NaN,-1.08910122968651,1.03171830172848
NaN,29,127,0,NaN,NaN,NaN,NaN,NaN,201,0,0,1246.54124204744,NaN,NaN,1.10385677452635,-0.373720145021129
NaN,29,128,0,NaN,NaN,NaN,NaN,NaN,205,0,0,856.773032081492,NaN,NaN,0.782088107298867,-0.604391145911869
