memory_score,subj_idx,image,emotional,trialnr_enc,emotion_score,rt_emotion,pupil_baseline_enc,pupil_dilation_enc,recalled_d1,recalled_d2,target_oldnew,recog_oldnew,rt_recog,confidence_recog,rt_confidence_recog,pupil_baseline_recog,pupil_dilation_recog
NaN,1,26,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1702.27389521006,NaN,NaN,-0.196812580490285,0.481291928103232
NaN,1,27,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1229.56249827621,NaN,NaN,0.492679308116205,-0.619717725229275
NaN,1,28,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1151.62562688784,NaN,NaN,-0.0158845345398587,-0.576469191636179
NaN,1,29,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,2581.74711985885,NaN,NaN,0.476864810603919,0.500187022541032
NaN,1,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,3052.34039331754,NaN,NaN,0.318509176879989,-1.34555047067495
4,1,31,1,86,3,1054.52866280211,1.45922320788238,-1.65219018453823,1,1,1,1,857.622838650968,4,748.082846439502,-0.712916759935002,2.19536042609855
2,1,32,0,52,0,1127.15195970395,0.337818315515675,-0.428036582450815,0,0,1,1,2128.12417599071,2,337.867159046255,0.383984937468642,0.375223370680275
4,1,33,1,42,2,2330.08343991469,-2.8134320609272,3.16662431467228,0,0,1,1,852.706854661847,4,381.418767414289,-0.601230207527665,1.52129492617943
3,1,34,0,131,0,797.202608768202,0.0140823912166082,-0.369035429030946,0,0,1,1,1987.50169212417,3,337.270825327323,0.223679581460107,0.331780869005593
4,1,35,1,10,3,2152.12458855058,0.738975603656703,-0.686164105138987,1,1,1,1,1122.00365563149,4,327.775678438229,0.997679567434664,0.00462884855135948
1,1,36,0,4,0,1476.13661076321,-0.447480575705205,0.0867510472102176,0,0,1,1,5187.90382442694,1,1102.5325096507,-1.7233264676468,1.82607407820403
NaN,1,37,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,2279.76038868474,NaN,NaN,0.330424359143011,-0.727086545338918
4,1,38,0,108,0,856.777251579842,0.983353710664299,-1.28484639030549,0,0,1,1,891.644976458338,4,333.242124321259,0.0491950799595526,0.694135328200967
4,1,39,1,59,3,1960.11622755759,-1.59427114910014,1.64061900403868,0,0,1,1,1887.15948189929,4,387.863919148003,0.61915698893438,-0.143278848391616
NaN,1,40,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1047.25824425714,NaN,NaN,-1.0150507952404,0.082630309469318
