Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1833,67255; ; ;0;-,8476147689443;-,847090612464434;0;0
2; ; ; ; ; ; ;0;0;0;0;0;0;1423,123561; ; ;0;1,00599483420921;,979950149306578;-,0733540438370899;-,11038539014815
3; ; ; ; ; ; ;1;0;0;0;0;0;1714,313027; ; ;0;1,16308534444026;1,19402147644123;-,567362880531793;-,536553288347339
4;0;1136,673766;-1,70919316304918;-1,88717710995565;,445071060342498;,544181743289945;0;0;0;1;0;3;1096,628059; ; ; ;-,8476147689443;-,847090612464434;0;0
5;1;2248,003182;,127038010776397;,0661049070653055;-,175830985580506;-,274394360557999;1;0;0;1;1;1;1393,255861;3;746,3970585;3;-,8476147689443;-,847090612464434;0;0
6; ; ; ; ; ; ;0;0;0;0;0;0;1127,237102; ; ;0;-,8476147689443;-,847090612464434;0;0
7; ; ; ; ; ; ;1;0;0;0;1;2;5116,403737;2;1347,888076; ;1,10509476789615;1,07002569452686;,023737731086811;,0200404893991517
8;1;1559,77302;-,838330979886779;-,995068529795208;,65502980818211;1,06427347836376;0;0;0;1;0;3;3441,322241; ; ; ;,755489674798224;,719270456577232;-,154527437223068;-,14641392862016
9;2;2458,525851;-,392424585932072;-,39813621193875;,124937294307076;,276720040848132;1;0;0;1;1;1;2752,185375;3;172,9026976;3;1,0505976278871;1,01380659303292;-,0643869067341506;-,0279353806585514
10;0;1328,984173;,388082767469759;,611278251368045;-,546657850715019;-,69313030639573;0;0;0;1;0;3;2566,624023; ; ; ;-,8476147689443;-,847090612464434;0;0
11;2;2232,765456;2,1483868004331;1,52359516640605;,190894483606265;,733836043306151;1;0;0;1;1;1;6178,520034;3;181,4780288;3;-,8476147689443;-,847090612464434;0;0
12;0;1084,114632;,0324832907070354;,269020102907637;-,847185233147728;-,648111332785969;0;0;0;1;0;3;1507,999194; ; ; ;1,09989020720748;1,06342350874536;-,140909809256984;-,151024833653936
13; ; ; ; ; ; ;0;0;0;0;0;0;2246,928285; ; ;0;-,8476147689443;-,847090612464434;0;0
14;1;1500,004491;,648031407378153;,681472193789637;-,394700403487704;-,539655900813869;1;0;0;1;1;1;1382,696519;3;167,7636581;3;,579893172075635;,652283670561214;,332423507753351;,2016616226993
15;0;1152,145015;-1,03421998174993;-1,1661574558094;-,537565406501433;-,537994483743488;0;0;0;1;0;3;1502,587805; ; ; ;1,22333577090021;1,20456443072335;-,0417627445683897;-,0367096930033359
16;1;2763,601778;,00678320245501939;,0237493780903384;,0832823207156763;,128869661282824;1;0;0;1;1;1;2844,903218;3;229,2710968;3;1,21977588222882;1,25111853736046;-,142132014571077;-,113579028693851
17; ; ; ; ; ; ;0;0;0;0;1;2;5659,910744;3;739,9193665; ;-,8476147689443;-,847090612464434;0;0
