Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ;-,174881249682608;,266615478393183;,697430997883317;,421007087336677;1;0;0;1;1;1;1835,212007;4;439,8064959;4;-,12707379433993;,231105446832332;,236051216414135;,0766978602568381
2;0;1391,98145;-1,22205873735104;-,650380818742595;-,0269799395638612;-,603574942267317;0;0;0;1;1;1;1155,131168;4;478,614356;4;,919804597639239;,374314329761102;-,712800796449251;,298759792416968
3;3;2625,794028;,466757485176295;,638606382406323;,273512985950611;,318228940533537;1;0;0;1;1;1;1294,669923;4;949,5937769;4;-,501878170951201;-,164846044108677;,0192239593691376;,0475971750801125
4; ; ; ; ; ; ;0;0;0;0;0;0;3544,883694; ; ;0;,755347051530747;,769423182483658;-,827740739386429;-,304799990778941
5;3;2300,399249;-,750638174180033;-,902715855979385;,542236966652261;,0965530477755936;1;0;0;1;1;1;2345,483921;4;408,1818554;4;,488446359751614;,1300101642589;-,22835946770019;,272550504261244
6;0;1265,710931;-,121363852119952;-,0796025283631068;-,297063913306454;-,435592384793909;0;1;0;1;1;1;1061,4908;4;1078,907445;4;-1,45040823736219;-1,06881130438995;,382773898067506;,171766875896279
7; ; ; ; ; ; ;1;0;0;0;0;0;1589,831417; ; ;0;,0681822798290079;-,0991935053383682;-,447365457397334;-,144421165722991
8;0;2215,965949;-,816388031788508;-,665377484035764;,565570611808161;,842618183056854;0;0;0;1;1;1;1494,653437;3;1166,584356;3;-,382702267520739;-,540010111485938;,648154981458457;,696202098049731
9; ; ; ; ; ; ;1;0;0;0;0;0;2536,677324; ; ;0;,805218501185251;1,09222551260188;,890930889089751;-,262137132094693
10;1;2934,949907;,550964454032216;1,07043424983331;-,0264974323303834;-,273427973191324;0;1;1;1;1;1;980,280904;4;322,4171773;4;-,87383608753543;-1,13944772823626;,0904511150011584;,53942587709448
11;3;1469,155516;2,42523719200666;1,2401036161013;-,430998611402132;-,258207816164206;1;1;0;1;1;1;1113,350079;4;1018,36871;4;,214234200293895;,170849595624072;-,154429516380289;,299431561351882
12; ; ; ; ; ; ;0;0;0;0;1;2;4140,808991;2;974,4226478; ;,644102102057078;,326186911171886;-,635340028276198;-,40262495909656
13;0;1668,76922;,359939532408416;,527639005659459;-1,32943498256051;-1,33132517882367;0;0;0;1;1;1;1100,262737;3;1000,970988;3;-,224040359703913;-,483424736721297;-,770880056891056;-,617479247515099
14;3;1451,859788;,403061252247044;,55128844221392;-,586998419368197;-,72243456144708;1;1;1;1;1;1;652,7416795;4;535,1425991;4;-,375164929536601;-,519855899028053;-,0738106428515051;-,404424353796157
15;0;2515,796087;-,347574855016824;,225594680462386;,0275442575042015;-,708978619199928;0;0;0;1;1;1;1213,689675;4;715,1551207;4;-,505270814321725;-,413482947579508;-,608373765092602;-,508921616515019
16;0;2285,187027;,174235385628178;,135078104511518;,290450441325981;,119167041386914;1;0;0;1;1;1;1797,602419;4;517,798761;4;-,370648033290813;-,617650731203787;,317387293857222;,642478321618571
17; ; ; ; ; ; ;0;0;0;0;0;0;2440,489986; ; ;0;-,115252450867838;-,155949015790102;-,430879984283545;-,846707331201995
18; ; ;-,0976893290187967;-,310537207438212;-,362731080523049;-,449574877871062;1;0;0;1;1;1;1043,546222;4;309,9517447;4;2,2373234253418;2,22265508289073;-1,30772941491115;-1,06982235572818
19;0;897,4654062;-1,72553370312387;-1,20941044372769;,351822106589842;,440070876190233;0;0;0;1;1;1;2791,892022;3;2254,055674;3;1,42450236288778;,776325121915462;,0812796588922038;,329145034309495
20; ; ; ; ; ; ;1;0;0;0;0;0;3606,997246; ; ;0;,285528658138858;-,0703017190847913;-,113157963889991;,115895590813831
