Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;3;1618,130374;-,354509893462875;-,250881048266613;,557478146954229;,641394221574098;1;0;0;1;1;1;2516,780679;4;526,8308175;4;-,286308464804891;-,514385156270305;-,363206914391871;-,218560356855469
2;0;1247,517447;,514189727856608;,538496486370371;-1,01053849783016;-1,08208397376201;0;1;1;1;1;1;1182,469833;4;785,5924523;4;,37803134402177;,856290798659269;-,505275132686573;-,837871352486398
3;2;2394,900321;,69265949607259;,722519454176867;,0926214072240438;,251269081779032;1;0;0;1;1;1;2092,312948;2;1971,702058;2;-,461261134148286;-,755039483880992;-,362652682070823;,233346321899354
4; ; ; ; ; ; ;0;0;0;0;0;0;1213,475638; ; ;0;,571273679959666;,826888822192707;-,826360390678985;-1,27295262274301
5;3;1406,843842;-,564079232294613;-,580645157725956;,145959146301885;,10249609307101;1;1;1;1;1;1;2413,527928;4;1056,188538;4;-,904006282698722;-,515325325238603;,62638079092355;,298359006057793
6;0;1304,437718;-,661272445725321;-,781496744924539;-,131058444591242;-,196276485016304;0;0;0;1;0;3;2779,078709; ; ; ;-,528138500887784;-,0211797475653302;-1,19455539596028;-1,45038420326953
7;2;1432,523486;-,588123546418586;-,674825871112189;,163907718816958;,127261463001747;1;0;0;1;1;1;2741,719237;2;1512,645581;2;,635118164275665;,550034373267685;,246017569175243;-,163325429967432
8;0;706,9448336;-,395430381115177;-,508156739169561;,191338556056987;,145699913607111;0;0;0;1;0;3;2122,659519; ; ; ;1,17169202775906;,409482728540244;-1,39001466118236;-,820196175882207
9;1;2567,026438;-,348357709802044;-,303164553027546;2,47724165939264;2,26937557744876;1;0;0;1;1;1;5702,884108;1;1352,558934;1;1,38932058582297;1,20146660330426;-,730293455031084;-,133243639016087
10; ; ; ; ; ; ;0;0;0;0;0;0;2912,810149; ; ;0;-,571368621929343;-,597322523412968;-,823219740859724;-,837021584380419
11; ; ; ; ; ; ;1;0;0;0;0;0;2897,359055; ; ;0;-1,50506533878417;-1,28733422546057;-,215042140565663;-,434061548529486
12; ; ; ; ; ; ;0;0;0;0;0;0;1858,120045; ; ;0;-1,3851664133313;-1,32778318730474;,484214304486841;,452076632376009
13;0;671,2883611;-1,46370909807403;-1,41634081604568;,486135393309374;,451199732460748;0;0;0;1;0;3;3013,8962; ; ; ;-,654133981872146;-,634032505590871;,635889216346308;,801161370308486
14;3;2225,036771;-1,03802314238619;-1,02786796946789;,23858055352592;,340749797952112;1;1;1;1;1;1;1336,429006;4;376,7632099;4;-,187285623444747;-,370944299982569;,0726044340569782;,306936239876352
15; ; ; ; ; ; ;0;0;0;0;0;0;1694,591877; ; ;0;,557048383719486;,555642842767084;-,904691892053421;-,317473364390378
16; ; ; ; ; ; ;1;0;0;0;0;0;3403,45368; ; ;0;,0928079017186132;,692937232177778;,413251108464684;,322600109540254
17; ; ; ; ; ; ;0;0;0;0;0;0;1279,729441; ; ;0;-,239198717516013;-,437906026733001;-,777403202319953;-,683213557199853
18;2;1591,608643;-,00678126573694186;,128873652333497;1,0846773038939;1,16089931164377;1;1;1;1;1;1;1153,254169;4;738,1513543;4;-,167887492208146;-,211527803302604;-,376323745989962;-,468392180010642
19; ; ; ; ; ; ;0;0;0;0;0;0;1966,827225; ; ;0;-1,34470745389497;-1,43995257729277;,313880237818831;,277534263409768
20;2;1873,968604;-,129249664193427;-,232483825706975;,00711169854371232;-,10828070502563;1;0;0;1;1;1;3535,174376;3;1400,324645;3;-,0574105162130587;,701802956993918;,0254946867680989;-,212951887356073
21;0;1316,734755;,815590285185303;,959688544316492;-,347626597862814;-,38178438900524;0;1;1;1;1;1;1083,348972;4;394,2317345;4;-,882847186356962;-,899160154653506;-,381681325093398;-,442389275967966
22;3;2235,141815;-,886645559098632;-1,00292183041357;-,069931702346488;-,148953757831595;1;1;1;1;1;1;1809,800289;4;638,8896641;4;,0870593754728246;,342011140926236;-,191394894867743;-,349594598796045
23;0;1323,429107;,571083316206293;,680761786629424;-1,01155445476497;-1,10468011420976;0;0;0;1;1;1;1772,761612;3;1303,121176;3;-,472715268783229;-,559252912265507;-,341222365657066;-,308125915224717
24;0;1397,65563;,288985940639095;,429898513087022;-,98344631290174;-,931547563807633;0;0;0;1;1;1;1337,410639;3;1045,57792;3;,453037451469934;,244967623224467;-,0343624039048273;,0168254084982016
25; ; ; ; ; ; ;1;0;0;0;0;0;2221,4737; ; ;0;-,36741112778456;-,584066140959828;,0140405521331582;-,0384095183898476
26;0;1323,732579;-,0957230853445064;,163581324061246;,38911150603447;,136661457428014;0;0;0;1;0;3;2244,02014; ; ; ;,971983648075634;,991403927508484;-,847827655914155;-1,10592220383356
27; ; ; ; ; ; ;1;0;0;0;0;0;2978,35692; ; ;0;-,879891280644729;-,767616051849358;-,0471097472888793;-,489466429038685
28;0;1148,886119;,893480316854533;1,23843453287997;-1,4414735643479;-1,97671036636944;0;0;0;1;0;3;2881,360043; ; ; ;1,55910042016993;1,58148290029401;-1,85353762568348;-,88596822728427
29;0;1957,556889;,0116296974343676;,00341988056756985;,312576083611678;,370938241590319;1;0;0;1;1;1;1717,639718;4;632,9460908;4;1,24263376485289;1,04103038489713;,418445402389415;,704967620712684
30;0;1133,891517;-,186820557166326;,166112091791395;-,941792078574285;-1,45989144204845;0;0;0;1;1;1;1534,366293;4;548,3953029;4;-,218137889316282;-,0636681528638294;-,935174669710936;-1,16724147036033
31;3;1221,484928;1,74434424976279;1,97163409812872;-1,03458281195413;-1,05008783888803;1;0;0;1;1;1;1988,630382;4;1098,463873;4;-,52924696552987;-,746881710063681;-,101055026537313;-,0873561612937074
32;0;2562,803492;-,0562700910424908;-,127456964905815;-,147821734015705;-,0686922669611708;0;0;0;1;0;3;2814,830676; ; ; ;-,857906731909922;-,59732252341297;-,541669721768559;-,85282727115146
33; ; ; ; ; ; ;1;0;0;0;0;0;2437,059849; ; ;0;,261088324281145;,346599888698475;,849453404055875;,978932858077399
34; ; ; ; ; ; ;0;0;0;0;0;0;1635,198917; ; ;0;-,148304616864537;-,529341074935373;-,185667827550267;-,0581241384483449
35;1;1680,211292;-,337154425132868;-,0341504628549362;,400031655164424;,00334274707213967;1;1;1;1;1;1;1913,64582;4;1004,691628;4;-,851810176378413;-,713060939446084;-,00517283499641552;,120497117426552
36;0;854,6689315;1,61751895906661;1,67698042668996;-,769756704278795;-,904568694404451;0;0;0;1;0;3;2442,99552; ; ; ;,269586553203841;,272330156236697;-,665078785254714;-,739468205815062
37;3;1567,258694;,403111769650076;,633575306672174;-,251280015211122;-,471319622850529;1;1;1;1;1;1;1368,475908;4;1302,202161;4;-,862894822799325;-,661904899466688;,451505123488374;,420277874072114
38;0;2606,972801;,954776385255088;,898588580545769;-,403165576966101;-,115692239092501;0;0;0;1;1;1;2913,768364;2;848,8087648;2;-,0104855130311962;-,531737767838333;-,613165691183444;-,24148675351041
39; ; ; ; ; ; ;1;0;0;0;0;0;1487,133391; ; ;0;-,287601673553995;-,0951095727847164;-,467402590748451;-,500173507173924
40;0;1227,790476;,0377059254279754;-,0773839176735955;-,608558203954688;-,497115089850569;0;0;0;1;1;1;2587,142534;3;788,3801614;3;2,68954961099591;1,97679502319127;-,196013497543124;,826824367108772
41; ; ; ; ; ; ;1;0;0;0;0;0;1268,371232; ; ;0;,177583987910273;-,133179183932172;-,147980029719173;,00118967534835876
42;0;1353,069929;-,465870061929078;-,565279782221485;-,630909256520629;-,668122680759168;0;0;0;1;1;1;1277,560225;4;1151,507657;4;-,283352559092647;-,000105498537275119;-,430084281131377;-,924207792052931
43; ; ; ; ; ; ;1;0;0;0;0;0;2206,321587; ; ;0;,213054856457192;,140106238947771;-,702951327192829;-,944772180217411
44;0;1034,572083;,207370733542224;-,0999800581213498;-,949242429429604;-,856484107531648;0;0;0;1;1;1;1351,39217;4;532,7419138;4;,101654159927027;-,152213989505898;,110661720102104;,229267434990696
45;3;1691,483693;-,321942829496831;-,29087225262397;-,372856195077419;-,318153657504359;1;1;1;1;1;1;2176,737867;3;536,6747347;3;,653484807581432;,581815700430963;-,667665202752935;-,663159029898967
46;0;1299,81025;,325221737980859;,176596700959152;-1,22084158333704;-1,27369924475897;0;0;0;1;1;1;3359,9096;1;740,0408372;1;,29046263729656;,322126567246542;-,625728290460478;-,870842354998024
47; ; ; ; ; ; ;1;0;0;0;0;0;2506,380453; ; ;0;,100545695284935;-,212547525029767;-,854072006731262;-,59840670022404
48;1;2638,627895;,371786430826591;,349773521350736;-,911821348997229;-,939637904379374;1;0;0;1;1;1;1998,405328;4;442,1511875;4;,425141091310641;,32926461933669;-,404589594363286;,00815777381730531
49;0;902,0423417;-,163622873821364;-,0916646784365755;-,949073103273798;-1,39047609859294;0;0;0;1;1;1;2152,766456;3;426,3715994;3;-,785302297852944;-,978018634887509;-,202479541288663;-,169953621193985
