Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , ,1, , ,0,1,2,3478.445253,1,542.4170379, ,.670258835605578,.556470182097589,-1.38441318974003,-.612202511883388
2, , , , ,1, , ,0,1,2,3421.857492,2,724.729185, ,-1.31346657513644,-1.73585624540163,.370378954148772,.182231320861744
3, , , , ,1, , ,0,0,0,1230.087751, , ,0,1.1133020477067,.991062608454196,-1.16587494970796,-.631766348954403
4,-2.16342311044002,-.987407448855213,.830610626515699,-.683543944967602,1, , ,1,1,1,2179.389697,1,227.4663609,1,-.16725994829043,.294325856310784,.486942552506187,.232113429734788
5, , , , ,1, , ,0,1,2,1374.665422,3,227.1491513, ,-1.44611504333171,-1.69397197183838,.684284719107736,.506337951073603
6,-1.33296577438782,-1.57161847651774,.522777717747067,.609281719219839,1,1,1,1,1,1,1320.657355,4,559.3555191,4,-.0706371090301373,-.524907217525126,-.391607607123628,-.179665298582228
7, , , , ,1, , ,0,0,0,1658.34481, , ,0,.0651082712037246,.479242179989964,-.00864359801426833,.0893718275140503
8, , , , ,1, , ,0,0,0,2349.616766, , ,0,-.208378079120646,-.0334941643000938,-.736185640128412,-.909651253170311
9, , , , ,1, , ,0,0,0,1364.275764, , ,0,1.41762467699482,1.67029568325648,-.192444177202186,.367789931164662
10,-1.49046632146395,-1.23139042416389,-.0825082395330501,.0562114017159516,1, , ,1,1,1,3203.405257,3,684.4236759,3,1.24602287365988,.293050395358335,-.734958897832749,-.780413395265781
11, , , , ,1, , ,0,1,2,1084.438494,2,568.2694626, ,-.00117217717373601,-.228035935391608,-.137969546392423,.237046722121723
12, , , , ,1, , ,0,1,2,1151.073044,4,364.3341387, ,.421584146001652,.192789635638677,-.678827088834109,-.405601269202266
13,-.674962841369184,-.171282272125908,1.15047256032569,.925657055294779,1, , ,1,0,3,1294.472005, , , ,-1.05842143431294,-1.14501087025051,-.874918839165866,-.80378200603737
14, , , , ,1, , ,0,0,0,1112.495991, , ,0,-.884614760221535,-1.39680571169729,-.13815322377789,-.0254600126558564
15, , , , ,1, , ,0,0,0,1550.804651, , ,0,.0978310467891209,.300590689317276,-.743860015252096,-1.02899940710673
16,-.181758998794894,.236079982762715,-.0634148831621268,-.231074487790072,1, , ,1,1,1,1190.509354,4,779.4771942,4,-.172526201571017,.0564646902771399,-.684912097975367,-.0520136959783806
17, , , , ,1, , ,0,0,0,2640.376119, , ,0,.0271171087115457,.19614139810078,.0269720036258741,.308921381076811
18,-1.38255622617858,-1.40895047528912,-.197747329511082,.161022667823815,1, , ,1,1,1,1393.907763,3,511.8799176,3,-1.54621736308396,-1.65074819090621,-.327286384191146,-.550053275234642
19,-.645425808539566,-1.39824250805623,.18851634885284,-.570205374121936,1, , ,1,0,3,1962.37148, , , ,.0895266025734726,-.956499876358947,-.0542616392557064,.0281819853559715
20, , , , ,1, , ,0,1,2,1475.791468,3,588.3928696, ,-.882438016224313,-.848160832781972,.68963934161933,.516733986223653
21,-.529937562817366,-.213902170687883,.277491265480387,.247030915263697,1, , ,1,0,3,2181.859506, , , ,.393428443669437,.238352152177269,-.776034584487022,-.182063093876636
22, , , , ,1, , ,0,1,2,1816.022053,3,500.3696021, ,-.0271831213483797,-1.18971552930016,-.400167344351804,-.282428294516214
23,.280647916368915,-.0784244723507408,.233997581608055,.731984485225501,1, , ,1,0,3,1308.168148, , , ,.282660590401078,.813240076277651,-.117323095069684,-.117251805377709
24,-.977668803156875,-.581658293097331,-1.18309232837192,-.407664431965983,1, , ,1,1,1,2522.19741,2,406.146153,2,.315605634176161,.711565609072424,.475891407800232,.579345138124865
25, , , , ,1, , ,0,0,0,1463.608245, , ,0,-.980210490384915,-.996456508997121,.857869125009449,.890738294315487
26,-.370304075903412,-.409537506332743,.302547129023651,-.184183701850214,1, , ,1,0,3,1940.944274, , , ,-.29930840369317,-.668761196652465,.278724309866287,.267679654488588
27, , , , ,1, , ,0,0,0,1032.400398, , ,0,-.529851352360838,-.420406376753907,-.925518062674993,-.534095563832617
28,.261859655180514,.782242190539455,.0660609528797121,-.308170743525103,1, , ,1,1,1,1544.363916,4,3035.6097,4,1.38602177686264,1.09539031561991,1.38108695926867,.863669050357918
29,-.33341336150493,-.391480034449214,-.00455811213907298,.140334940310919,1,1,1,1,1,1,1435.905484,4,1725.242045,4,.857269687319486,.202422372887034,.148780908620624,-.107618287075493
30,.754975469517608,-.280724097919985,3.74974373631438,-.292317233504505,1, , ,1,0,3,2996.23433, , , ,-.0249032953760408,-1.19907021137456,-.00178408256429131,-.0413906475240882
31, , , , ,1, , ,0,1,2,1232.577317,2,263.5535272, ,-.76897036513539,-.440921537425709,-.543208612975659,-.817910228949321
32,.720811242170704,.400772533253273,-.559189339501187,-.580685948119677,1, , ,1,0,3,1991.310044, , , ,-.465354986547668,-.122972215139027,-.133118237023549,-.0576443783388365
