Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1362,86730339725; ; ;0;,837742588795221;,907092541656788;-1,04010658928112;-,950985599064716
2;0;929,001760866413;,997180621145796;1,01179554274278;-1,58367056097111;-1,91181797353267;0;0;0;1;0;3;1707,66207028919; ; ; ;,67819830097849;1,01480307091223;-,807804279321114;-1,40663877317198
3;2;2106,77408196079;-,0624910028602382;,0522827037617998;-,192534003438088;-,392460888308128;1;1;1;1;1;1;932,8834259004;4;326,3193282055;4;-,441937069953703;-,430742261428926;-,190839941975585;-,0890426247008899
4; ; ; ; ; ; ;0;0;0;0;0;0;1724,48804798387; ; ;0;-,978083287708668;-,96778680236132;,135878557365002;,120745703360109
5;3;1697,29938034925;-,605572988095517;-,488571844615489;,41390581849333;,0743253236224711;1;0;0;1;1;1;942,305755277629;4;388,272274620249;4;,736266472041286;,8704933742165;,0762095842619545;,0272719428524948
6;0;861,650006591844;,0065360189668341;,0184076027868213;-1,1460940267189;-1,20161887179388;0;0;0;1;1;1;2913,8065209845;2;743,92904045726;2;,695163921058589;,418034734900226;-1,69003942149038;-1,56376804185392
7; ; ; ; ; ; ;1;0;0;0;0;0;1798,01512936137; ; ;0;-,552353161093664;-,320252546930135;,773417251673332;,57028364055877
8; ; ; ; ; ; ;0;0;0;0;0;0;1293,72467025223; ; ;0;,379869982084034;,360458727116611;-,66097455852902;-,670205588644494
9; ; ; ; ; ; ;1;0;0;0;0;0;2288,13247782909; ; ;0;,745429318243324;,823193811435558;,485094644329136;,147920994551742
10; ; ; ; ; ; ;0;0;0;0;0;0;3308,82965257388; ; ;0;-,860675176380269;-,738709731627453;,59033461720293;,258551314708986
11;3;2209,33567251177;,0501112841256649;,122874544165318;,620322915856791;,490370796381849;1;1;1;1;1;1;1408,07992090868;3;539,549211485792;3;,185416786515824;,0408828886787578;,244162446966043;,232277780823751
12;0;783,402350662982;1,28823922133059;1,55486598510221;-,639309144500529;-,916897742945498;0;0;0;1;0;3;1217,52964506777; ; ; ;,605587842321266;,621504527285696;-,51469890511619;-,563870574106014
13; ; ; ; ; ; ;0;0;0;0;0;0;1394,00112017029; ; ;0;,417609237512279;,431447100776086;-1,12861261471942;-1,05382263767356
14; ; ; ; ; ; ;1;0;0;0;0;0;1092,88659522645; ; ;0;,273848878394922;,226939236931881;-,521476315547766;-,620687367645601
15;0;858,032491235463;,411714716948364;,677054263639045;-,536803925048074;-,925417878859425;0;0;0;1;1;1;1062,92427427888;4;387,778270355739;4;-,407543238654261;-,519908190340399;,698347188610533;,955618219870977
16; ; ; ; ; ; ;1;0;0;0;0;0;1952,67599543422; ; ;0;,418840172465893;,16495890862457;-,183188406669071;-,460890725490977
17; ; ; ; ; ; ;0;0;0;0;1;2;3562,76131702816;2;691,844631167442; ;-,131472551599139;-,254930971073511;-,70329547302715;-,7387353778117
18; ; ; ; ; ; ;1;0;0;0;0;0;1076,1026399714; ; ;0;1,03670308924019;,873442403486243;-,558859922949603;-,598620178497274
19; ; ; ; ; ; ;0;0;0;0;1;2;3319,79077315464;2;398,891441600426; ;-,388876476965329;-,398029367606814;,00976252546084933;-,0522375310312505
20; ; ; ; ; ; ;1;0;0;0;1;2;2979,05678546977;2;494,058796772151; ;-,535297121054757;-,531493271635788;,345485857879042;,319973544147485
