Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,.407977050606841,-.182047657296457,.17666533542928,.358951200570228,1, , ,1,0,3,3245.813835, , , ,1.54629775904491,1.62868124976458,-.0384431046050746,-.576442155133259
2,-.686215279678338,-1.08823976293532,1.59608743858243,1.2623330121121,1,1,1,1,1,1,857.9202877,4,277.7328111,4,-.127175493220786,-.364200324730015,.0600011063361694,.123916935837208
3,-1.17220832942276,-.818813461439694,.626497539697428,.99469507958729,1, , ,1,0,3,1843.884607, , , ,-1.17301756189047,-.952117342535402,.122850366454117,.0249554940227661
4,.569611673157428,.573155010949506,.197359795189808,.312709088610657,1, , ,1,0,3,938.5413285, , , ,2.33476863575001,2.29175266671402,-1.67395491601162,-.949169307141912
5, , , , ,1, , ,0,0,0,914.7741781, , ,0,.458215047394434,.453307238084859,-.034557599218928,-.0192759677968981
6, , , , ,1, , ,0,1,2,2567.211841,2,427.2187058, ,.0304223493710501,.336963003882161,-.270004978512762,-.513911070013736
7,-.701245992557042,-.445193377287449,.846512322414546,.572278070660011,1, ,1,1,1,1,979.6238033,4,389.7110809,4,.451379478318161,.378784969727208,.196522610942836,.245252268844459
8,-.860702250922312,-.995500057734624,1.0504072101603,1.49737579113319,1, , ,1,0,3,676.3209354, , , ,.526760615075949,.967390414953916,.0996437020630553,.101849478801428
9,-2.55285555007724,-2.38991689240527,.611466826818742,.514794782312447,1,1, ,1,1,1,871.8954569,4,223.3958809,4,-.934532151896078,-1.23110255502443,2.41523440694959,2.65853459427397
10, , , , ,1, , ,0,0,0,893.1854372, , ,0,2.34312322017656,1.90485645593342,-.588618448234564,-.381560898265382
11, , , , ,1, , ,0,0,0,1232.597103, , ,0,-1.66422915078816,-1.59235484436092,.434628267099672,.323905101729991
12,-.195429828726216,.341688969870056,-1.60240469471986,-.874256945445769,1, , ,1,1,1,1573.508231,2,584.2278788,2,-.607564097747708,-.778633632363327,.597732540336267,.678101009998023
13,.151801422413455,-.0997826846390839,.753278335282936,.886520046959929,1,1, ,1,1,1,1469.270985,4,243.9254099,4,-.433636840140331,-.692737664161989,-.286714147365868,-.202928629825372
14,-.131821594514935,-.505997922295079,.251818899822749,.30862138810594,1,1,1,1,1,1,868.2984476,4,290.2410718,4,-.2604690902081,.334209294196885,.836217950330666,.297400646009278
15,.597930407566565,.0918282765194009,.944974383590913,.964697319112586,1, , ,1,1,1,2846.780188,2,490.8165098,2,-.159834323251866,-.382615758250268,.00227852302542569,-.0555905142714124
16,.289038366088483,.170516511235154,-.470962336865727,-.462421119595809,1, ,1,1,1,1,1135.583079,4,429.0510847,4,-.0533133718132871,.0533309062992215,1.32097372398966,.915436363497329
17, , , , ,1, , ,0,0,0,1309.893912, , ,0,-1.26206983680081,-1.40802840230311,1.33844240051791,1.36170943936659
18,-.342251574816643,-.338146720320238,-.829085408931995,-.837212159621801,1, , ,1,0,3,750.1469167, , , ,-.281355551274486,-.152853106385453,-.855965149884357,-1.21817232202181
19,-.560523666185502,-1.0080186405303,.653073582758311,.995610554179483,1,1,1,1,1,1,943.3562198,4,330.6961284,4,-1.07504107179725,-.959001616748588,.532604757192905,.432848741153564
20, , , , ,1, , ,0,0,0,1528.673143, , ,0,.767524548095767,.267948154895046,.713557460795336,.736789447665351
21,-.471210734587464,-.797246583255971,.332636211098045,.42869759043192,1, , ,1,0,3,2849.041769, , , ,-.267684413121944,-.523571272765083,1.13736274352423,1.20732959013607
22,.365281112574611,.25329244645562,-.0701433267672368,-.183691041430601,1,1,1,1,1,1,1463.941821,4,438.5098922,4,-1.13428267045825,-1.21819454087473,.346335499864462,.39016624103185
23,-1.52902438297783,-1.30207759558819,.562671469067609,.845898523194323,1,1,1,1,1,1,1273.047323,4,1917.81035,4,-.492118931126224,-.0155118358325546,1.02647462295358,.632320586480386
24, , , , ,1, , ,0,0,0,1295.803057, , ,0,-.037553587554103,.00548520051763768,.490262204303762,.718029800434451
25,.112373030659201,.128617581061833,.926022615178644,.97874878959754,1,1, ,1,0,3,1376.484084, , , ,1.61133757517785,1.72466057840349,-.827863365904119,-.679305757985352
26,1.92760390628461,2.21079002565068,-.204766233419906,-.421544114548638,1, ,1,1,1,1,1012.896595,4,1777.923803,4,-.126415985545644,-.302930284232734,.358867376504304,.26349559550939
27,.759129357280088,.880754473929265,-.109789554940027,-.0265700532806427,1, , ,1,0,3,1823.797753, , , ,.557900429756736,.0096157650455442,.254435071172375,.464000081968189
28,.18142717533378,-.0484309470486101,-.11937435735542,.0728121652402235,1, , ,1,1,1,3223.114879,1,532.2838303,1,-.284393581975054,-.00897177533003261,.50355358861874,.491537178820894
29,.500775364901389,.768342710049629,-.139197471441813,-.130295453587779,1,1,1,1,1,1,1516.640418,4,321.3922318,4,-.938709444109357,-1.48100170896279,.761786198166813,.738510516218648
30, , , , ,1, , ,0,0,0,1218.495021, , ,0,.533596184152218,.448488246135634,-.172408242257094,-.0984451212484408
31,.169881845151595,.314607954026334,.106522008662046,-.044964705551855,1, , ,1,1,1,1651.3823,1,837.7057636,1,-.562753144914362,-.70290661601837,.108609597545209,.216489771181809
32, , , , ,1, , ,0,0,0,971.720132, , ,0,-.517182684405886,-.270574195430792,.838686350274875,.741092119048593
33, , , , ,1, , ,0,0,0,1117.802523, , ,0,-1.15137159314895,-1.04574347183462,.264308670949215,.225804194192233
34, , , , ,1, , ,0,0,0,4014.997697, , ,0,-.627311297301389,-.61513211980035,.749064444608194,.781537230051022
35, , , , ,1, , ,0,0,0,3958.751682, , ,0,-.0440094027928044,-.288129094674398,-.484565896740197,.0867418550860435
36,-.357064451276802,-.641913964076817,.760466937094481,.809875662496525,1, , ,1,1,1,1217.270312,2,426.4729846,2,.12839883946429,.633675222470122,.0575327063919593,.15334720809853
37,-.0930467120162764,-.530524125323349,.301485603248001,.197997993197091,1, , ,1,1,1,2942.430247,3,791.4164057,3,-.446168716780169,-.285375384989126,1.09293154452846,1.33709815905447
38, , , , ,1, , ,0,0,0,1528.489067, , ,0,1.17082312359585,1.05103434664402,-1.66142303937179,-1.61005963160697
39, , , , ,1, , ,0,0,0,3702.340595, , ,0,-.205784537597919,-.230301191283707,.230130825567838,.324249315440681
40,-.123979483447789,-.0172622307001596,-.222193146902425,-.113178207724278,1, ,1,1,1,1,1232.272911,4,732.5713765,4,-.912886183154554,-.822348773616999,.364183930230298,.230967399852112
41, , , , ,1, , ,0,0,0,1234.734337, , ,0,1.24829290646026,1.40609078918868,-.451527312871549,-.206872440106005
42,-1.07461761392051,-.614832948233086,-.0751535643934873,-.0153288768926773,1, , ,1,0,3,1040.741808, , , ,.12270253190073,-.138396130537781,-.275131655319968,-.290172158085445
43, , , , ,1, , ,0,0,0,1411.736081, , ,0,-.435915363165761,-.235120183232922,.396083252586235,.543513449130389
44, , , , ,1, , ,0,0,0,1557.881987, , ,0,.65815544287541,.149022317862397,-.0328487069498655,.224083125638941
45,-1.03802109560718,-1.55347117662813,1.12490726529816,1.32714009719727,1,1,1,1,1,1,906.732251,4,231.7864947,4,.345997788392299,.194114313958711,.258232609548067,.217543065136423
46, , , , ,1, , ,0,0,0,1324.659506, , ,0,-.58060157528019,-.0440815738172428,-.0328487069498737,-.117032661624025
47,1.76509793805989,2.39167077298432,-.376421331222922,-.0388331547947796,1, , ,1,1,1,2474.193915,2,436.2285245,2,-.0873013402758629,-.352152844856946,-.0668366754124419,-.00550741937054688
48,.187744431471201,.303111296356822,-.142682854138323,-.164785426596295,1, , ,1,1,1,2617.977669,1,1912.94638,1,-.486232746643876,-.671066847782418,-.483046881389917,-.639032753838235
