Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;2;2220,942289;,37165114786884;,633828098395723;-,0102662157906564;,381867614259534;1;0;0;1;1;1;1662,958419;4;233,5346096;4;,660396884921513;,16365409001553;,0775657793014917;,0892649441705994
2; ; ; ; ; ; ;0;0;0;0;0;0;1553,497071; ; ;0;-,195226030438198;,103946096797552;-1,71886975330952;-1,34519961867618
3;3;2052,670195;1,01512867366384;1,10907530356866;-,443813613462697;-,272809936228817;1;0;0;1;1;1;1038,883664;4;250,3149133;4;-1,16372264754827;-,684047872877981;2,01479949981063;1,39592176485256
4; ; ; ; ; ; ;0;0;0;0;1;2;1779,387772;4;198,2526082; ;,913573897946043;,460972189592291;-,374736078094669;-,189735905331116
5;3;1119,596847;,0898838739905619;-,147044188193962;-,450569492627302;-,229348246246565;1;0;0;1;0;3;1794,0974; ; ; ;-,12458330239574;-,0691027625530987;-,311441419691603;-,259220677656286
6;0;2048,603945;-1,03349185983458;-,909873771153143;,36314388455207;,444517220153992;0;0;0;1;0;3;1557,708985; ; ; ;-,561290052518911;-,913002834586607;-,63258175837233;-,395582916202046
7;3;1854,016053;,760313846169412;,387342794078543;-,677716967911454;-,551563151408007;1;0;0;1;1;1;1915,916093;4;308,440746;4;-,934865481830439;-,836328729482526;,917942729212554;,152461201166468
8;0;1494,449671;,130949883447938;-,179976666576558;-,389333280729954;-,454768074549451;0;1;0;1;1;1;795,0265742;4;269,0465792;4;,145680738853589;,590509854035664;,717952720090914;,39397665708857
9;0;2262,975593;-1,0041719326915;-1,0211389802725;-,162395577385247;-,322999370536682;1;0;0;1;1;1;1737,429636;4;188,0628027;4;,161533589056337;-1,01532193639614;-,36896847584192;,158340030265588
10; ; ; ; ; ; ;0;0;0;0;0;0;1269,789405; ; ;0;-2,07060062050665;-1,34861806056911;,719539750576188;,48910986286412
11;2;2128,257913;-,60406462759616;-,360935228665072;-,0564458461325926;-,428518138360098;1;1;1;1;1;1;934,6262691;4;344,0842176;4;-,288990852785351;-,329464961251474;,469206288010996;,378777773670851
12; ; ; ; ; ; ;0;0;0;0;0;0;1260,317729; ; ;0;,24625980285696;-,180918541136869;-,335366931912561;-,282681129452038
13; ; ; ; ; ; ;0;0;0;0;0;0;2195,377524; ; ;0;,738295645238528;2,01300255557742;-1,70550996419396;-1,75872625885914
14;2;2298,123087;,94662036786565;1,00095020002775;-,793779693556371;-,995861642702629;1;1;0;1;1;1;908,7383255;4;205,280912;4;-,676527263065302;,299953629789405;,46084035482244;,0389583881856769
15; ; ; ; ; ; ;0;0;0;0;0;0;1110,308524; ; ;0;-,571662623152253;-,324556894801499;-,32444717566814;,09535220932196
16;0;1413,185625;,129797857223105;,319692513375997;,09514246433949;-,197789143290012;1;0;0;1;1;1;921,5668321;4;173,993045;4;-,372665902807024;,00434175593389457;-,0583576799100155;,625922020457752
17; ; ; ; ; ; ;0;0;0;0;1;2;1034,044709;1;1197,932513; ;,745513366794094;,222291794214845;-,524084817570538;-,293229470036472
18;0;1701,687582;-,501509075101447;-,596599911890934;-,299164589315391;-,645682646729275;1;0;0;1;1;1;1786,336213;4;247,7541513;4;,0206580981801335;-,22732382692203;-1,37500178497735;-,410777205090865
19; ; ; ; ; ; ;0;0;0;0;0;0;945,3796091; ; ;0;,355089098097095;,563976197117558;-,273539428700948;-,261046496783199
20;3;1257,17418;-,556709280937868;-,401451406645813;-,133968613853259;-,132448338910811;1;0;0;1;1;1;2694,108369;3;761,8973577;3;1,3369928258183;1,42422372030049;-,958280425379332;-,569678750037354
21; ; ; ; ; ; ;0;0;0;0;0;0;1096,829884; ; ;0;-,554223873129818;-,376069776866953;-,721000570515258;-,791979859689191
22; ; ; ; ; ; ;1;0;0;0;1;2;2053,917877;4;246,2944785; ;-,158671965326841;-,698124729119132;-,574492951681247;-,356691565557495
23;2;1318,222764;,246587333740206;-,0413885316434407;-,212023644436678;-,0659290732650057;0;1;1;1;1;1;913,3970264;4;276,1480109;4;,152533255424388;,537699462401402;-,844961704646303;-1,2465663795761
24; ; ; ; ; ; ;0;0;0;0;0;0;1400,862956; ; ;0;,977269496263561;,239842750856287;-,820159989651372;-,774200380986375
25; ; ; ; ; ; ;1;0;0;0;0;0;1418,976883; ; ;0;-,00374314919701965;-,199860774432316;-,622270356747272;-,0434165497876385
26; ; ; ; ; ; ;0;0;0;0;0;0;1535,421311; ; ;0;-1,68283080127614;-,979656973814635;,171040800751908;-,173770883389652
27;3;879,3058272;1,84891596452409;1,255044209378;-1,17864013216762;-,790310555944985;1;0;0;1;1;1;1189,198531;4;298,8677171;4;-1,18317533283372;-1,24658262993115;-,245873843443754;-,381946810275278
28; ; ; ; ; ; ;0;0;0;0;0;0;996,9050008; ; ;0;,525273725888391;-,192276285727704;-,836101903324669;-,637883338800285
29;3;1623,828113;,894823511145181;1,23032793986423;,0741217111942172;-,157495770146129;1;0;0;1;1;1;1249,811357;4;192,4745362;4;,600645589950508;,824709962120234;,93688102447043;,946682690555964
