Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;3;2238,950785;-,751887961077773;-1,08667196556305;,591236860232482;,364353811120399;1;0;0;1;1;1;1794,77608;2;1234,063185;2;,816076459032589;,867278876228768;,408919165777758;-,0412086457119355
2; ; ; ; ; ; ;0;0;0;0;1;2;2254,816455;2;356,1137705; ;-,401921416540079;-,0181696574620563;,230507480184688;,28230509186517
3; ; ; ; ; ; ;1;0;0;0;0;0;1818,385189; ; ;0;,22779527808463;-,0524407422682604;-,584396914384399;-,221005385699782
4; ; ; ; ; ; ;0;0;0;0;1;2;3107,492137;3;1247,867052; ;1,96538499584057;2,34666359136121;-,225437069464535;-,383821710856648
5; ; ; ; ; ; ;1;0;0;0;0;0;1316,50022; ; ;0;-1,42489006773643;-,78451311469028;,441221313832114;,586445278886885
6;0;877,3690832;,568966823476901;,998198314253671;-,845415055929175;-1,20869103841359;0;0;0;1;0;3;1251,539167; ; ; ;,15257366608858;-,0183553321165143;,34402854208866;,438838014080294
7;0;1607,777264;1,57903011292208;1,88375177402842;-,563614492558038;-,564547137253936;1;0;0;1;1;1;975,2838193;4;194,1635373;4;,523208576052236;,139110117973763;-,586407217783826;-,372476346696142
8; ; ; ; ; ; ;0;0;0;0;1;2;1760,993523;2;604,5692628; ;,249781094454063;-,0955451885596524;-,378435682050844;-,301496719195863
9; ; ; ; ; ; ;1;0;0;0;1;2;2611,825931;2;864,9054847; ;-,593106570019787;,179226636856691;-,515717384373658;-1,06113702036224
10;0;867,3720725;-,489514610916716;-,0837422632834365;,312298968187228;,670856287834188;0;0;0;1;0;3;1162,388471; ; ; ;,200134339147245;,161513698729126;,491311333808342;,418699532790078
11;3;984,5907039;-,0334343117213611;-,253341173487365;-,246460869145822;-,200958427780043;1;1;0;1;1;1;1133,818527;2;408,6013724;2;-1,32630375904967;-1,11561763507433;1,29123363334445;1,48450931876739
12; ; ; ; ; ; ;0;0;0;0;1;2;1180,82987;3;614,4970265; ;-,32974129898298;-,629372063149568;,929101466475128;1,22307004063418
