Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;3;2209,082464;,379868855846014;,585835095279287;,114933621527244;,366281083006237;1;0;0;1;1;1;1537,603979;4;787,6226646;4;,0249088057282315;,0531376289467089;-,146943492367799;-,889758000856886
2; ; ; ; ; ; ;0;0;0;0;0;0;1693,200508; ; ;0;,696939364859875;,538486390132515;-1,37439349054104;-1,73799683760097
3; ; ; ; ; ; ;1;0;0;0;0;0;4346,424503; ; ;0;,462706045603865;,250640572917847;,201878788826403;,010921934312919
4;0;2209,429549;1,97160045847976;1,57888002350934;-,614816273594041;-,262671692992517;0;0;0;1;1;1;1113,692975;4;388,5934272;4;-,27335952166972;-,231527249539147;1,93133718474545;1,77588855784536
5; ; ; ; ; ; ;1;0;0;0;1;2;3636,655318;2;737,0748102; ;,119276186147921;,342596213423393;-,260858401588711;-,234645427496913
6; ; ; ; ; ; ;0;0;0;0;0;0;1006,77885; ; ;0;-1,04717204111117;-1,01278060276371;-,472510954815717;-,777571258987519
7; ; ; ; ; ; ;1;0;0;0;1;2;5371,201165;1;838,0678674; ;,251727545094125;,00366392926118709;,048194769285775;,131063211755032
8;0;1689,469595;,760242047383391;,725197021283659;-,860433051911461;-1,06382035661972;0;0;0;1;0;3;1882,369377; ; ; ;-,60465643221455;-,593166932870599;,118970304600534;-,328714990772681
9;3;2167,055346;1,0278497352349;,691333139666764;-,102211269665502;,0505306250429923;1;0;0;1;0;3;1140,290185; ; ; ;,690535864045684;,586401972924675;-,442178582537977;-,266465528143706
10; ; ; ; ; ; ;0;0;0;0;0;0;1068,936912; ; ;0;,157697191033075;-,391991949235853;-,54665675371691;-,342807809240992
11;3;1116,510211;,12343486425525;,181612545507462;,216192321898559;,0715050719812977;1;1;1;1;1;1;1322,253599;4;377,9747689;4;,407770749145261;,169959187186929;,0704385089561198;,0560189534114217
12;0;1706,458155;,653075079794702;,134185712050479;-1,06485559124247;-,850034784267455;0;0;0;1;1;1;1162,333757;4;692,1378238;4;,0677111532757297;,469079259176211;-,303323722777576;-,555609368112032
13; ; ; ; ; ; ;0;0;0;0;0;0;2119,269443; ; ;0;,00940559323071207;-,313424486275181;-,107511408406717;-,174750949006705
14; ; ; ; ; ; ;1;0;0;0;0;0;1296,440911; ; ;0;,211206003834176;-,378603771690982;,0142805122196567;,246272002733243
