Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1233,158649; ; ;0;,480593857457153;,261017498912601;-,218585144806753;-,0492833581885307
2; ; ; ; ; ; ;0;0;0;0;0;0;954,0668308; ; ;0;,197177951677743;-,0693241319992236;-,694668233275466;-,241743405645788
3;2;1324,413437;-,250039601560399;-,433729413727058;,875854534935357;1,21708028524548;1;0;0;1;1;1;1148,854618;4;391,0918809;4;-,923653954958671;-,997234706869324;,0570776244026054;,158185547953791
4;0;991,7612647;-,691627520661993;-,595622133667684;-,306663869999275;-,499014279867754;0;0;0;1;1;1;801,4515798;4;376,5844376;4;,340105151541457;,0912692230283675;,0439799911258317;,0262213215353424
5;2;1442,781256;-,764320931600038;-,795762255970198;,561941165010814;,455264105238739;1;1;1;1;1;1;1119,584042;4;496,5344862;4;-,751216405449217;-,895766767737352;,214315449144137;,499519538938246
6; ; ; ; ; ; ;0;0;0;0;0;0;750,4429128; ; ;0;-,894695185040335;-,848027885822759;-,0545477215561176;-,0381473168102894
7; ; ; ; ; ; ;1;0;0;0;0;0;2698,086662; ; ;0;1,13316783132704;,864357590771261;-,4545364873885;-,241304136640404
8;0;924,4494945;-,0333007724153236;-,1256433451494;1,05705803638239;,910244431925855;0;0;0;1;1;1;1504,21934;3;959,3710334;3;,392987076726977;,789206068467985;,613175938417622;,856808382245864
9;3;1437,316704;-1,49419516805239;-1,55738444213304;1,06459006048004;1,41361371168233;1;0;0;1;1;1;1307,713948;4;332,2496916;4;-,317498466162642;,269232541804135;,656854803394427;,517148081552422
10;0;832,8347062;-,922553224923593;-,672566745058352;,741274555727614;,254227018987263;0;1;1;1;1;1;788,2269086;4;481,6905643;4;-,517318625987612;-,403836305536011;,53753079687585;,60740157467457
11;3;1329,437455;-1,62680070187702;-1,72078142389814;1,33909511833104;1,39090554003058;1;1;1;1;1;1;726,4879319;4;487,8783203;4;-,189383224814488;-,158290312500989;1,27507936820384;1,19672832135252
12;0;1098,078011;-1,42187425527108;-1,45616940517624;,274132559694268;,269612585377964;0;0;0;1;1;1;2353,147832;1;444,579848;1;-1,01302280852319;-,985424303153174;-,147955115428164;-,101984821842927
13;0;948,2164591;,375148389872325;,361278637763969;-,617856039778034;-,555275522467318;0;0;0;1;0;3;1610,001312; ; ; ;,613744306247696;,343825205557912;-1,51574143107305;-1,17864942462012
14;1;1356,50094;,27700191514023;-,144720976472119;-,0465476158485828;,253215542738944;1;0;0;1;1;1;1088,047819;4;294,2403537;4;,204967405587927;,305458177015519;,307096042641777;,1863885207154
15; ; ; ; ; ; ;0;0;0;0;0;0;1007,97644; ; ;0;-1,27756858896389;-1,17673945735015;,0826942757065856;,141897691021458
16; ; ; ; ; ; ;1;0;0;0;0;0;1972,96107; ; ;0;-1,54932108862768;-1,71859051438587;1,18078198642421;1,38423008355756
17;0;1084,351921;-,213003437465316;-,191812908484989;-,423244363137717;-,59627407966727;0;0;0;1;1;1;1158,167093;4;278,0478541;4;-1,37577036890686;-1,52112559022917;,117016008775778;,133771419541814
18;0;1468,046911;-,774415016190354;-,711135311735409;,118180095765871;-,00790075990356642;1;0;0;1;1;1;915,2340501;4;340,1056832;4;-1,19827398562254;-1,11279432132872;,865091968456099;,764991406639748
