Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;1;2;3701,212878;3;683,8325818; ;,0756708296396171;-,186814407600852;,735374292075021;,49143249630991
2; ; ; ; ; ; ;0;0;0;0;1;2;1721,397358;4;178,4498506; ;,0373963234688591;,306117614576292;-,79968178155321;-1,17068580936143
3; ; ; ; ; ; ;1;0;0;0;1;2;1187,165818;4;209,6858886; ;-,40906995461161;-,0992204571731129;-,583440037059095;-,740590995565274
4;0;1116,648674;,0565233331906105;-,0925792393079892;-1,29568400029534;-1,30012483229098;0;0;0;1;1;1;1162,53852;4;281,9702033;4;,283255391632738;,0711220747145116;,0606634686201052;,474578435914999
5;3;2116,487666;-,34797873091572;-1,03671260258652;,790014300080262;1,11509393217127;1;1;1;1;1;1;961,0664113;4;288,1882882;4;,16382961328652;-,00463481448592725;-,078376448270171;-,379696696454097
6;0;1640,323719;-,804912658961283;,0157379283028461;-,943752163506964;-1,6305553020233;0;0;0;1;1;1;1175,086626;4;515,7386989;4;,0102346766682947;,349878523488082;-,165386940881219;-,805772513581443
7;2;2623,973728;-,035772024056179;,166395175202239;,10218244637854;-,0437399409886126;1;1;1;1;1;1;1267,496406;4;300,8268416;4;,137975511892818;,50704575779292;1,13504052963613;,717884484075209
8;0;1518,833698;,263273139201084;,291695910815736;,0290484529355575;-,506844188403331;0;0;0;1;1;1;1122,353661;4;347,3022713;4;1,777127242371;1,67050443508377;-,91536072050455;-1,9114335546242
9;2;2321,098776;1,27177761803885;1,11961001832121;,787331272670195;,582448194482549;1;1;0;1;1;1;1381,55931;4;629,50332;4;,390766294107068;,69516620227488;,367342227878256;-,0311557363349544
10; ; ; ; ; ; ;0;0;0;0;0;0;2055,207838; ; ;0;,263601902259131;,294864928327443;-,713625315177147;-,756545710350634
11; ; ; ; ; ; ;1;0;0;0;0;0;3379,168232; ; ;0;-,0620243612140911;,211582288163686;-,306971895810799;-,25174070776772
12; ; ; ; ; ; ;0;0;0;0;0;0;3751,880632; ; ;0;-,229501874755222;,488977927616483;-,659397510369216;-1,30527692572987
13;0;980,707078;-,675178877593588;-,359043077831745;-,429077495259166;-,702407654510996;0;1;1;1;1;1;800,1877776;4;229,8575395;4;,777922446573973;,719993689760321;-,594314174446292;-,952692756599268
14; ; ; ; ; ; ;1;0;0;0;0;0;5807,345615; ; ;0;1,00917734636635;1,86191246171684;,375616753082977;-,770789587729653
15; ; ; ; ; ; ;0;0;0;0;0;0;2847,520531; ; ;0;-,557795505326682;-,794235437816166;-,677666763303188;-,109081837057151
16;1;1690,407414;-,465024110329504;,0723216823485821;-,483267054233432;-,825889717342045;1;1;1;1;1;1;957,7490516;4;296,766981;4;-,0507815254140804;-,924428546079091;,134275765922905;,0721367656556827
17; ; ; ; ; ; ;0;0;0;0;1;2;947,0397178;4;190,5226279; ;,248384429028369;,168858979019418;-1,38925486720486;-1,06105534836302
18;1;1683,829186;1,20220615423976;1,01049374933007;-1,09595231657647;-1,00371682096725;1;1;1;1;1;1;972,0268804;4;169,8929678;4;,66014064780183;,7328009261065;-,161536963802513;-,0495116345395399
19; ; ; ; ; ; ;0;0;0;0;1;2;6354,810351;1;391,176542; ;-,516161777134173;-,445761786748544;-,759554985878362;-,589473536642931
20;3;1548,214096;-,0304352132309133;,455868439456566;-,455765041205778;-,919176700715938;1;0;0;1;1;1;1254,860097;4;269,5179968;4;,791741406854352;,52565227055811;-1,06700768999682;-,665974440447371
21; ; ; ; ; ; ;0;0;0;0;0;0;2408,133789; ; ;0;,355821608537361;,39347297254412;,305274512299352;,226350724686383
22;3;1884,908709;,874579132532276;1,25406476759274;-1,12630714677546;-1,24390825508461;1;1;1;1;1;1;1332,832002;4;203,5916074;4;-,95006955285551;-,789146621309274;-,143383651258473;,412790244740353
23; ; ; ; ; ; ;0;0;0;0;0;0;2889,923592; ; ;0;,530948757386548;,609528617540717;-1,85624245927947;-1,76453458147683
24;0;1847,908342;1,09948989583543;,946950846750865;-,82860764375982;-1,11231756711919;0;0;0;1;1;1;780,3407104;4;230,4512195;4;,861190780613341;1,08839709384924;-1,16358360438241;-,768144263188658
25;2;2784,017104;,690919861099229;,155052033557763;-,413909464426682;-,0454196930695632;1;0;0;1;1;1;1106,982127;4;208,1033833;4;-,824270089051526;-1,05328512041687;,485119345827204;,660276889495764
26; ; ; ; ; ; ;0;0;0;0;0;0;1933,365191; ; ;0;1,14957980833604;1,41716455672961;-,996491088549149;-,963563509956863
27;2;1432,70125;-,0516676629401662;,0648347171085322;-,937768492974244;-,823783777858268;1;1;1;1;1;1;2219,721679;3;415,0821869;3;,292677888726278;,654770556780213;-,587772138926989;-,241179523502974
28;0;976,0003255;,250463396492334;,00516602193925536;-1,1587540138016;-,941642215949895;0;0;0;1;1;1;1580,815141;4;265,8495799;4;,84536491738768;,124649090885586;-1,12270773072048;-,18863693242328
29; ; ; ; ; ; ;1;0;0;0;1;2;2538,602597;4;416,4029727; ;,267096019754362;,378956285957063;,24280658633719;,993228505805859
30;0;1591,113379;,382924289501172;,825736592657554;-1,44182977347139;-1,84407273206622;0;0;0;1;1;1;1370,953894;4;232,1491894;4;1,80690722464683;1,31254777410877;-1,02336954554636;-1,22429281874096
