Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;2;1676,415186;,605826407246793;-,202851094247865;-,568662889401779;,787510728400214;1;0;0;1;1;1;1725,377692;4;554,6201262;4; ; ; ; 
2; ; ; ; ; ; ;0;0;0;0;0;0;1584,726773; ; ;0; ; ; ; 
3; ; ; ; ; ; ;1;0;0;0;0;0;2319,712506; ; ;0; ; ; ; 
4;0;1367,100761;-,518806941265345;-,408453036305608;-,0138477698115833;,56003184219187;0;1;0;1;1;1;1104,566634;3;550,4931375;3; ; ; ; 
5; ; ; ; ; ; ;1;0;0;0;0;0;1574,925616; ; ;0; ; ; ; 
6;0;1727,587452;,593739515916221;,634156172156876;-2,37690649901118;-1,74600480025267;0;0;0;1;0;3;2189,470966; ; ; ; ; ; ; 
7;2;2158,765307;,702210995368557;-1,26645656817962;,219076564247621;1,03473273411015;1;0;0;1;1;1;1099,649856;4;389,9762133;4; ; ; ; 
8; ; ; ; ; ; ;0;0;0;0;0;0;1754,644981; ; ;0; ; ; ; 
9;2;1218,505537;-,636558978324384;1,133742414303;,996496905992411;-,35288531616484;1;0;0;1;0;3;605,1769408; ; ; ; ; ; ; 
10; ; ; ; ; ; ;0;0;0;0;0;0;4064,818905; ; ;0; ; ; ; 
11; ; ; ; ; ; ;1;0;0;0;0;0;2875,168616; ; ;0; ; ; ; 
12; ; ; ; ; ; ;0;0;0;0;0;0;2025,109671; ; ;0; ; ; ; 
13; ; ; ; ; ; ;0;0;0;0;0;0;1030,352053; ; ;0; ; ; ; 
14; ; ; ; ; ; ;1;0;0;0;1;2;1380,187567;3;649,7267237; ; ; ; ; 
