Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left,filter_$
164,.700262372624368,.558348444064157,1.67058407459217,.786194582425964,0,0,0,1,1,1,1676.351055,1,592.0427552,1,-.550791279264801,-.675406647955812,1.74160709897119,.783524446089754,0
165,-.630625008108054,-.395690193735609,.536078619890821,.620764931838118,0,1,0,1,1,1,912.6647066,4,282.7768395,4,1.63637601329195,3.45229389791293,-1.38658962213987,-3.67689476894069,0
166,-.179808111804656,.0143615844185688,-.246109224002361,-.172892844048366,0,0,0,1,1,1,1533.622688,2,594.3085088,2,-.492313863933161,-1.02312567701588,2.00059833094847,1.79361417570481,0
167,.482616715416676,.0308546517784429,-.44851681009778,-.301993750623949,0,0,0,1,0,3,1632.613316, , , ,-.352226857336604,.20313745410175,-.374541757516345,-.316773505005927,0
168, , , , ,0,0,0,0,0,0,1917.92762, , ,0,-.0950647947085424,-.322917739032304,1.05557363869884,.981969693850231,0
169,-.264911301412951,-.285357260362642,-.428103545022804,-.311093373994921,0,0,0,1,1,1,1025.275841,2,384.2716009,2,1.24229978650011,.965692674234522,-.89441968346894,-.68791832948299,0
170, , , , ,0,0,0,0,0,0,941.912273, , ,0,-.38276573103962,.107098659868041,-.414781035431579,.429971436918032,0
171,.0726263492631946,.0777745847849906,-.217358146431998,-.385312177114364,0,0,0,1,0,3,1052.5114, , , ,-.565427189557326,-.318121794251599,.032900996530881,.0173852998300697,0
172,.599921111903779,.613230547520296,.376639116171848,.290050494949552,0,0,0,1,1,1,1284.212384,4,854.2658114,4,-1.74803523152814,-.509959585479979,.692444121432179,.788033676780311,0
173, , , , ,0,0,0,0,1,2,826.7973573,4,643.2462864, ,-.301914578453567,.240006279603447,-.214465755164218,.403458854677175,0
174, , , , ,0,0,0,0,0,0,3223.474273, , ,0,.6768900683399,.223819965968557,.528234432884362,.483772540395235,0
175, , , , ,0,0,0,0,0,0,804.1259166, , ,0,-.608076629504748,-.0759265828257764,1.42083562796289,2.41385895744078,0
176, , , , ,0,0,0,0,1,2,803.0914722,2,382.8469325, ,-1.05680966552303,.190548099052385,-.210810088882991,.153769979531486,0
177, , , , ,0,0,0,0,0,0,1039.49687, , ,0,-.442657730280081,-.607976706935728,.0204451289084031,-.139981638286951,0
178,1.01077401038436,.602709107997618,-.199244967562665,-.449293903941471,0,0,0,1,0,3,1002.848633, , , ,-1.20395023334166,-1.47334499330497,.833796550972205,.862970313978892,0
179,1.17695523874109,1.85788840673031,.305911465348744,.379340549277165,0,1,0,1,0,3,913.0618471, , , ,.00272427831377346,-.387063500474297,.203803395177349,.168757306971209,0
180,.267067212352766,.335490335205228,-.700459828328082,-.0950599826642154,0,0,0,1,0,3,788.0331763, , , ,.195256035790733,-.000690199078401061,-.176690536925061,-.133686960762272,0
181, , , , ,0,0,0,0,0,0,1268.82271, , ,0,-.727799700214299,-.566491232901828,.647544084216363,.0146588897382365,0
182, , , , ,0,0,0,0,1,2,1328.448634,2,799.4966774, ,-.560857606705813,-.521050207785371,.319566160748947,.0749366371985901,0
183, , , , ,0,0,0,0,0,0,892.0156482, , ,0,.330515688195427,.146689729026521,.810034720144359,.377176532285159,0
184,-1.60126138688375,-1.37532152226619,1.5999974667911,1.4698735376414,0,1,0,1,1,1,946.022453,4,284.7779398,4,-.724144033933104,-1.21676194753701,.60866843582115,.342010812174332,0
185,-.10476779934599,.0220393916378214,.507456519117039,.348629320400151,0,0,0,1,0,3,4058.628582, , , ,-.34050216697743,.00710321119025483,1.19601215166859,.467005123021572,0
186,.072626349263194,-.341661179970496,.203845139973925,-.0196210628936445,0,0,0,1,1,1,970.3068536,3,1456.511676,3,.916945487472575,.820315598069273,-.194131111475001,-.0299746548794326,0
187, , , , ,0,0,0,0,0,0,892.3155887, , ,0,-.296431079031756,.171064573380757,1.6304271614188,.415148970080152,0
188, , , , ,0,0,0,0,0,0,1229.857392, , ,0,-.298258912172361,-.109198449741951,.163591066084063,.160664150153765,0
189, , , , ,0,0,0,0,1,2,1604.408323,2,2344.554957, ,-1.11601276186729,-1.13963034090176,1.2573477200102,.833798155150727,0
190,.559643295129711,.223084195490108,.00692656679243431,-.0739344398891001,0,0,0,1,0,3,868.9333827, , , ,-.0478457719096058,-.386678112054414,-.118199876425728,-.268358803042019,0
191,.397408976435398,.0527506205148331,.00527974333564213,.100380220310973,0,0,0,1,0,3,947.7638394, , , ,-.642500820319464,-.440418386159685,-.137392124402059,-.297948069501571,0
192, , , , ,0,0,0,0,1,2,1432.398064,2,1297.267334, ,-1.15459873854535,-1.19907690115814,.126729764415213,.167269739195087,0
193,.107055764653711,-.152275268562257,-.0362263577386659,-.127394727193533,0,0,0,1,0,3,981.6789289, , , ,.0807118256462119,-.130480454706347,.41887842805509,.362393577492352,0
194,-.850858262297082,-.666119625791522,-.763628620269041,-.673087766221147,0,0,0,1,1,1,915.2066622,4,1109.174169,4,-.0414483559174932,-.308230158141385,.716510591116784,.542241506768953,0
195, , , , ,0,0,0,0,1,2,1225.026906,4,280.0812245, ,.17149420496288,-.307930411592589,.806379053863155,.239497492486669,0
196, , , , ,0,0,0,0,1,2,1095.871136,4,749.4316368, ,-1.18774344616163,-.954783463890767,.907153587681779,2.00890137001964,0
197, , , , ,0,0,0,0,1,2,923.7438989,2,279.5810313, ,.778944085356964,.284968261922598,-.237618308278533,-.16605958803206,0
198,-.683526990837539,-.888207308689153,.367726282125034,.231187306268598,0,0,0,1,1,1,1309.672038,2,644.0864406,2,-.148985872356363,-.590291660556861,1.277960004139,.996957021289961,0
199, , , , ,0,0,0,0,0,0,921.446066, , ,0,-.405796428611231,-.202719372965777,-.188876091195745,-.0488586874534803,0
200,.110290260880376,.41247010689835,.512686107010236,.389577625569495,0,0,0,1,0,3,1361.535415, , , ,.819332784314697,.361103885316361,.0784204551815314,.191238298130786,0
201,-.375890460834578,-.171652591544179,.052039450402373,-.0326611481707924,0,1,1,1,1,1,901.5062787,4,586.4632204,4,-.0911044895705668,-.28395068768904,.468839200564935,.223610925400567,0
202, , , , ,0,0,0,0,1,2,1127.078211,2,793.03304, ,-.0161633308058015,.0166951007516699,.778656917897333,.216716754778307,0
203,.0996523621793407,.0137928579578832,.652649460847395,.0855933323331522,0,0,0,1,1,1,1252.362873,1,631.7064369,1,.510252613688163,.360272769885613,.917267597726469,.996725398956802,0
204, , , , ,0,0,0,0,0,0,1086.609662, , ,0,-.64859359745481,-.765943138150343,-.0840803244677865,.319829567563565,0
205, , , , ,0,0,0,0,1,2,1461.896811,1,333.0292225, ,.174540593530552,-.238615551503026,-.0243711085413867,.00652101675540087,0
206, , , , ,0,0,0,0,1,2,2402.452134,1,478.2434073, ,-.673573983709733,-.555521060896719,.576250263138746,.865718933275385,0
207,-1.66192616055722,-1.43446907417747,.960285990850348,.728254232907629,0,0,0,1,1,1,876.6201999,4,386.7038144,4,-1.83607586113389,-1.25453001268511,-.147140567818653,-.252686340633627,0
208,-.0193770989619908,-.400240005421097,-.0733945611218781,.366828567142091,0,0,0,1,1,1,1401.704555,2,483.3228274,2,-.913324763985593,-1.24763584206282,1.46927320618886,1.13663891302811,0
209, , , , ,0,0,0,0,1,2,2278.294092,2,1050.256983, ,.551988137065285,.097926415474935,-.193445674047261,-.309338438355753,0
210, , , , ,0,0,0,0,1,2,1744.564134,2,589.4860431, ,.644902988379326,.727394167943035,-.154451900381045,-.0827300474672328,0
211, , , , ,0,0,0,0,0,0,1068.957442, , ,0,-.234284752251217,-.327713683813015,-.293062580210191,-.196034242911501,0
212,.75115177992392,.889347244183053,-.339925256850874,-.500437902770159,0,1,0,1,0,3,709.3589454, , , ,.437443926920767,.199240748967423,-.726563673390107,.0401660375384373,0
213,-.586348348649685,-.469908996855056,1.1270422407585,.915365238473158,0,0,0,1,0,3,1112.899526, , , ,.345747631033791,.281489017568784,.0795107416162806,.0130711339152332,0
214,-.874721656680492,-.621474598627718,.035651336187255,-.191376454020633,0,1,0,1,1,1,1281.391981,4,237.2567078,4,.34391979789319,-.0924126430094659,1.84672074972364,1.70585760918856,0
215, , , , ,0,0,0,0,0,0,1041.482893, , ,0,.285951375434038,-.126669391443105,.0738531628477365,.335844597456281,0
216,-.231272540655617,-.128388757213467,-.0540520258322927,-.226353131352792,0,0,0,1,1,1,1428.332668,2,438.955373,2,1.27245903332006,.830207234179496,-1.01353347646496,-.997256767838753,0
217, , , , ,0,0,0,0,0,0,3091.792056, , ,0,.69730087174331,.288984865676442,-.547436025610912,-.192257436396682,0
219,.428564689584378,.416166828892805,-.129092338290966,.0901431440186389,0,0,0,1,0,3,1656.522904, , , ,.122447349023338,-.390695723359695,.962049509671269,1.17223822373493,0
220,-.333338866030427,-.138910196736149,.0543395366079967,-.0779155251139009,0,0,0,1,1,1,1056.393625,3,1559.120517,3,.226938476894536,.420153955428847,.640046238068193,.370786480858584,0
221, , , , ,0,0,0,0,1,2,748.9385796,1,394.6668335, ,-.854529464629515,-.396055896938129,-.250121194691682,-.0920221904798627,0
222,.519418094706742,.221662379338395,-.288085797255102,-.192513906942008,0,1,0,1,1,1,1128.107225,4,287.4212656,4,-.610412194073304,-1.09806231421445,1.08525772554096,1.3000177489068,0
223, , , , ,0,0,0,0,0,0,999.0206221, , ,0,-.432300009149991,-.662230832267502,.580096517781178,.520060262158175,0
224, , , , ,0,0,0,0,0,0,809.1499494, , ,0,.549246387354379,.11770968769536,-.43502428746376,-.179248436179011,0
225,-.0806004649996965,.297888452319085,.693862076896126,.252042840126928,0,0,0,1,1,1,1754.134564,2,1729.088614,2,-.72353475621957,-.814801825603806,.849942410380881,1.48884110786145,0
226,-1.43940651115188,-1.16860299491325,.796131028912862,.677651119012827,0,0,0,1,1,1,1355.156811,1,429.4923307,1,-.401837250721572,-.579641841999697,.64585494862849,.504314752271507,0
227,-.522233445667758,-.595313181436185,.727114751754656,.145593973935459,0,0,0,1,1,1,901.9765597,4,326.7304722,4,-1.68984920988557,.0451710228871323,.87096249149782,.44062742672767,0
228, , , , ,0,0,0,0,0,0,920.3585813, , ,0,-.663216262579636,-.978763187794303,.909651626307279,.806318216256749,0
229,-1.12916869317827,-1.19048542254344,-.16589371758103,.0324174082590725,0,0,0,1,1,1,1191.734474,2,640.3527429,2,-.409278015545717,-.325915204520255,.556705750823974,.257782031963128,0
230, , , , ,0,0,0,0,0,0,938.7643414, , ,0,-1.13601576828254,-1.45476070727973,-.15963076094607,-.180447422374189,0
231, , , , ,0,0,0,0,0,0,1259.714463, , ,0,-.647781227170097,-.298038775482381,.765049715628389,.849601617902665,0
232,.1197781164786,.256070330209862,-.190907155067257,-.355454037928378,0,0,0,1,1,1,1832.998908,4,272.8034171,4,-.91119229198825,-1.31747678793192,.0287352135062869,.412946134704792,0
233,.246282857788237,-.0271554472114684,.0537645150565838,.229196763656217,0,0,0,1,0,3,1847.652137, , , ,-.364670182947642,-.85586710278864,.669596207174617,.710998813740163,0
234,-.767702008141886,-.641859911431484,1.03362272315545,1.07688088420277,0,1,0,1,1,1,896.8698723,4,545.2700026,4,.0441551628341322,-.565112950458136,.452084063442728,.308139452160581,0
235, , , , ,0,0,0,0,0,0,1348.84555, , ,0,-.128575068952951,-.148392895018782,.318956883035405,.616163730770385,0
236, , , , ,0,0,0,0,0,0,1042.282627, , ,0,-.404577873184163,-.64454578588864,.043867995374499,-.0242794704523304,0
237,-1.31403812195575,-1.30735871021429,.659837230239991,.677921941136971,0,0,0,1,0,3,1071.827568, , , ,-.219662087126388,-.261469696529468,.776524445899952,.282361248964259,0
238, , , , ,0,0,0,0,1,2,1679.596508,4,645.0523452, ,.210219179637833,1.4440881661103,-.688752615285453,-.319829567563576,0
239, , , , ,0,0,0,0,1,2,974.1752839,2,845.2550858, ,-.39326271564709,-.631356937741688,.625989330820206,.644155333359032,0
240,-.440867896143614,-.464790458708887,-.426953501919994,-.176020839582138,0,0,0,1,1,1,1112.452984,2,881.4259845,2,-.136656015469305,-.378228865351938,.325450500771761,.269267057622192,0
