Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left,filter_$
22, , , , ,1, ,1,0,1,2,709.7999032,4,132.2177801, ,1.06674488658336,.998742689639294,.639174887786321,.801560786958585,1
23, , , , ,1, , ,0,0,0,1273.993317, , ,0,-.167379171828625,.132047619596631,-1.23399035457195,-1.46095719724228,0
24, , , , ,1, , ,0,1,2,662.0185949,4,633.02202, ,.219338839235419,.0769936095973479,-.264526721368023,-.284492805489894,0
25, , , , ,1, , ,0,1,2,550.141536,4,139.8720908, ,-.441719960227333,-.750174132761808,-.387172125385185,-.0998185195246725,0
26, , , , ,1, , ,0,1,2,1090.318087,4,149.2163474, ,-1.18139422395564,-1.05949413839965,-.288170416026652,-.559537994415542,0
27, , , , ,1, , ,0,1,2,639.8959854,4,147.4118994, ,.520499386912303,.482570193274545,.25507976378003,.191106160038854,0
28, , , , ,1, , ,0,1,2,820.7506831,4,136.4245238, ,.142027927782475,.649872616417332,.249902393678081,-.324068556979612,0
29,.404380991443638,.0724216800753964,-.224175508583717,-.0285537195242885,1,1,1,1,1,1,623.0715766,4,163.743982,4,.194223376475742,-.384958436249862,.771857733926039,.974253198002937,0
30,-.655223379465473,-.579331986485255,.10346789870848,.190249379712025,1, , ,1,0,3,1350.264441, , , ,-1.35803249908145,-1.50313343787891,-.446240153683316,-.373089089880513,0
31,.694741024452046,.620221848402433,.13165623706749,-.0287038250403742,1,1, ,1,1,1,695.1853498,4,134.7458035,4,2.70103342472886,2.61268637513996,-.368670215357456,-.608064587006848,0
32, , , , ,1, , ,0,1,2,947.3638535,4,97.01789407, ,-1.28718918263932,-1.41496599053494,.802558056991577,.87606979710406,0
33,-.603390919126786,-.551007752176073,.607866575276553,.591402349941717,1, , ,1,1,1,1882.320014,4,114.7371501,4,-.615864937453181,-.497065334119033,.636375398657717,.905719571177685,0
34,-.378286675229286,-.334169477501734,.996068128793583,.933161622693051,1, , ,1,1,1,1016.338285,4,333.277741,4,-.655803402918299,-.485404333389585,-.403888866878637,-.473169110927691,0
35, , , , ,1, , ,0,1,2,681.6516691,4,165.5914083, ,-.00558863459412211,.379402817315361,.316565213379509,-.020387336071214,0
36,-.803556325249018,-.892460353564106,.494035352077961,-.0778147624762497,1, , ,1,1,1,672.0963696,4,141.0158273,4,.417509393209233,.735214744145886,.768745867198346,-.131180285418471,0
37, , , , ,1, , ,0,0,0,1319.125365, , ,0,.655688673190323,1.26195348609334,-.822940491744937,-.820237844663111,0
38, , , , ,1, , ,0,1,2,1009.091948,4,738.2149878, ,.848501920848443,1.18047022964463,-.197158602400523,-.570321095239028,0
39,-.555693609026737,-.636207737512409,-.453916825884013,-.389810336407239,1, , ,1,1,1,697.1068656,4,630.976701,4,.444723163014541,.490430382044853,.155904148737422,-.0594277685846675,0
40, , , , ,1, , ,0,1,2,635.7472945,4,212.5651091, ,1.79856071566246,2.0273914841042,-.8990724938915,-.679337120494486,0
41,-.683355921070829,-.0321958855907551,1.54711785835692,1.78736396768552,1,1, ,1,1,1,748.9733596,4,149.0989589,4,-.477819655083165,-.478234564548073,-.16734591469027,-.0372875489908125,0
42,.368624186625579,.246330091835787,1.00254319348391,1.25033552224239,1, , ,1,1,1,621.6305199,4,105.8082436,4,-1.61600317236165,-1.15487259081276,.278051326424837,-.034405571140705,0
43, , , , ,1, , ,0,1,2,869.3021816,4,133.4862821, ,-.745335734429664,-.567528367751916,.436966376214707,.417240528411635,0
44,-1.56349715476572,-1.64861721983733,.582765666849814,.722570363690738,1,1, ,1,1,1,579.8453287,4,136.6330008,4,-.579693090397228,-.458602213480602,2.07682619265629,2.22262438168967,0
45, , , , ,1, , ,0,0,0,776.6016843, , ,0,-.446160911047106,-.359428431048677,.894321733150827,.76530353819676,0
46, , , , ,1, , ,0,1,2,733.1534887,4,131.6699669, ,.776657410536236,.759317575430024,.363230178835818,.234108241197839,0
47, , , , ,1, , ,0,0,0,1246.332919, , ,0,.546639342522988,.44587865301803,-.582811961129564,-.602843495674992,0
48, , , , ,1, , ,0,0,0,821.7067904, , ,0,.577363869446579,.840152113853126,1.08024872011682,.973491664527302,0
49,-.376519667977469,-.23595704322848,.49897253938059,.195648851350139,1, , ,1,1,1,698.0408423,4,231.3610683,4,-.0519590754534441,-.126843117171821,1.15158142854315,1.06290042829142,0
50,-.2315785210074,-.553366957740215,-.28927018044147,-.0423958397256933,1, , ,1,1,1,744.6835458,4,793.7054523,4,-1.55034748068227,-1.38146368326998,.926223380763474,.371846957675719,0
51,.0133441355031048,-.196581250961647,-.125387191159886,-.0173150017014548,1,1,1,1,1,1,834.2320842,4,163.5675785,4,-.837799975722251,-1.05470052420611,.2518942731364,.827617096500065,0
52, , , , ,1,1, ,0,1,2,827.7436407,4,143.5374359, ,-.261627555794822,-.19911045670917,-.602537722930909,-.685450397614343,1
53,.0763627719349559,.228033267890752,-.584461419936394,-.743386397040486,1, , ,1,1,1,752.6217058,4,130.1923466,4,-.286317155631482,.000621360788844905,-.440817758875699,-.552445796821121,0
54, , , , ,1, , ,0,1,2,1122.051912,4,144.1246994, ,-.53829345739127,-.521972529988772,-.418372651657442,-.691846451489333,0
55, , , , ,1, , ,0,1,2,798.2178552,4,73.81152533, ,.580286546481814,.753036337749632,-1.19310262603794,-1.12068859294355,0
56, , , , ,1, , ,0,1,2,684.986017,4,134.2291014, ,-.467080445861282,-.0510891070517458,1.53841161352532,.97783808349833,0
57,-1.21136781358922,-1.3063081559106,.376620772889226,.581465771681773,1,1, ,1,1,1,729.8781558,4,143.761308,4,1.30420769383488,1.79763377165927,-.51619125056592,-.724128945455334,0
58, , , , ,1, , ,0,1,2,660.2542386,4,319.0124666, ,-.290738916822341,-.115516805511197,.189901171183092,.130004214823563,0
59,.397216196038426,.260830936949217,.14006936102635,.0363839807798378,1, , ,1,1,1,826.619469,4,150.8030172,4,.0357774869634383,.409179194403267,-.386467701061728,-.756222094942786,0
60, , , , ,1, , ,0,0,0,730.3720858, , ,0,2.52944829281889,2.26375798016398,-1.75408153312892,-1.51668142520508,0
61, , , , ,1, , ,0,0,0,1107.706667, , ,0,-.231145029402159,.00340329143652495,.271996081262262,.125577791652367,0
62, , , , ,1, , ,0,0,0,1230.396301, , ,0,.776505993502049,.449582982827438,.0836568855280462,.219304657266245,0
63,-.926619532095463,-.743702640256823,.081628999804498,.0670178646630265,1, , ,1,1,1,1117.743708,4,133.6209902,4,-.260424050257732,.219634407493504,-.113294684053605,-.775492637948762,0
64,-.842069621760915,-1.0241384507591,.0371596474587494,.121594908628068,1, , ,1,1,1,577.8814761,4,111.2068338,4,-1.00921633455537,-.807616796740593,.596152766150526,.66892143387569,0
65, , , , ,1, , ,0,1,2,732.3362592,4,629.3011879, ,-.672392017952114,-.447162128645198,.920862827492775,.7375733054333,0
66,.0478505836522116,.0473118908824373,1.60807215639998,.815308389312958,1, , ,1,1,1,952.3130958,4,142.6233447,4,-.485959175554643,.000187463420583411,.238114095328652,-.00841942096456182,0
67,.929565128867761,.827196900454802,.766022405535481,1.45461308061784,1, , ,1,1,1,618.1951408,4,197.7276458,4,.518566687842196,.278820940096667,.41496882354703,.502437340106301,0
68, , , , ,1, , ,0,1,2,641.7818998,4,90.30621991, ,1.6719023156997,1.28348624314038,-.814638518909544,-.623323111075022,0
69,.673545191387886,1.20514937312118,.39600375749067,-.503531313859743,1,1,1,1,1,1,903.3643167,4,730.3817078,4,-1.26356112415832,-1.23210704730072,.972312797978134,.689814768101136,0
70, , , , ,1,1, ,0,1,2,849.1692958,4,102.9254888, ,.987700441582953,.333384669251418,-.514225481704055,-.51617401912595,1
71, , , , ,1, , ,0,1,2,1454.519263,2,576.0170509, ,-.583008672067246,-.7512090012744,.576636485097023,.786343773360763,0
72,-.999669038169447,-1.28818695570546,.525423112008626,.926343851322257,1, , ,1,1,1,674.9403156,4,213.8916639,4,-.569650940345307,-.544422446107524,-.432581847731521,-.0856311056856857,0
73, , , , ,1, , ,0,1,2,1058.34799,4,199.1199509, ,.449183605186954,.148655157813286,.627582718832986,.652661019951799,0
74,.247897510108189,.287541608480161,-.511930922718885,-.417847969880414,1,1, ,1,1,1,669.4249783,4,152.3287476,4,-.78717990705722,-.600873487991842,.820929951392612,.957272256387196,0
75, , , , ,1, , ,0,1,2,859.8397865,4,1123.992884, ,-.380323225274078,-.185988975711289,-.279207471394551,-.401803384454513,0
76, , , , ,1, , ,0,0,0,2342.22108, , ,0,-1.36150560681046,-1.53405748948351,.44923695209667,.447652951711286,0
77, , , , ,1, , ,0,1,2,1102.049565,4,166.9400937, ,.678519202294982,.864407437406201,-1.77195767160494,-1.89767547077659,0
78,-.5505641375269,-.482119704950994,.762382014025769,.46231617831928,1, , ,1,0,3,2122.565298, , , ,.76356630000119,.562814835761888,-.613302078891151,-.820566064963246,0
79,-.690826082894372,-.722348478488869,1.05652176534887,1.26784169606339,1, , ,1,0,3,1000.046615, , , ,-.471522238412883,-.401288161912902,.00601975038356056,-.299070360900467,0
80,-.624685139366028,-.169234039925144,.0598979801268866,.0743252025855228,1, , ,1,1,1,1165.380366,4,136.8142153,4,-.483280311404176,-.542516405911508,-.226214928964402,-.393249425680765,0
81,2.11346362650369,2.34733216761135,.120425956131105,-.010476026920573,1, , ,1,1,1,648.2228747,4,176.8478795,4,-.536761334487751,-.934178353039628,-.115428498044174,.0708975699258925,0
82,-1.19805110690213,-1.16316097653568,.856358517954022,.800435576703345,1,1,1,1,1,1,1718.370229,4,261.3958583,4,.0256577504224669,.103777105176536,1.49654738649478,1.24778570024161,0
83,1.2213362584745,.958062162119293,-.684702037715102,-.44514269118928,1,1, ,1,1,1,643.400643,4,124.2767336,4,.373041832938816,.534052922186473,-1.03439856159155,-1.23352976626413,0
84, , , , ,1, , ,0,0,0,1923.10612, , ,0,.983218627313348,.921598084406125,-.665755531541722,-.705055491256307,0
85, , , , ,1, , ,0,1,2,606.7783028,4,134.3647718, ,-.821687340545027,-.567928661272023,.0747451083136162,.0828870496006546,0
86,.00592151647557398,.329610331467969,-.373894376394788,-.479101877131727,1, ,1,1,1,1,684.3525679,4,127.5042772,4,.627700800568006,.435049079904645,.764428281580271,.240521045446046,0
87, , , , ,1, , ,0,0,0,1358.015293, , ,0,-.169573487791549,-.0147855429222977,.922928883661387,.946206046183085,0
88, , , , ,1, , ,0,0,0,1571.978051, , ,0,-1.08170518795141,-1.08180015358485,.0136565247913467,-.387702960004341,0
89, , , , ,1, , ,0,0,0,1217.714065, , ,0,.415196841347937,.463019766759719,-1.09682024533389,-.862521181589136,0
90,-1.24475512304125,-1.04247775739737,.739521258657898,.917400543504033,1, , ,1,1,1,650.409958,4,123.8937775,4,.168878975810941,.526159841774211,1.49352848650174,1.00752307148705,0
91,-.525195565701004,-.644708209741487,-.286910208872714,.324588230921454,1, , ,1,1,1,899.9451009,4,231.0836336,4,-1.09543371911873,-1.07673316360063,2.4459077289554,2.60631741281172,0
92, , , , ,1, , ,0,1,2,927.9835175,4,444.9543413, ,.964962867187283,1.04924488626663,-.495918632613786,-.680882372566422,0
93, , , , ,1, , ,0,1,2,2066.850962,4,158.947409, ,-.0443112841941661,.0594146512514987,-.933904292887393,-1.07651112524449,0
94, , , , ,1, , ,0,0,0,1621.019201, , ,0,-.0674213603300993,-.196361720464201,1.16338446842694,1.32681046284594,0
95,.516798573882838,.572210111318106,-.0870627451988186,-.264300883612818,1, , ,1,1,1,615.1507362,4,161.7804501,4,.682551176662884,.201597301060806,.953827122990957,1.36504851937878,0
96,.0916367205498987,-.404496271937598,.229918447231275,.670513787876877,1, , ,1,1,1,826.1095024,4,121.9975996,4,-.200177989017308,-.232019001312604,-1.09861265188508,-.936272465760708,0
97,-1.08473250974843,-1.19623536901142,.0323830821718161,.188288488732758,1, , ,1,0,3,1309.530936, , , ,.953021313859327,.626486026456394,.54913747979869,.299469895956408,0
99,-.340126317946124,-.424978594434449,.991100566926835,.632565414102634,1,1, ,1,1,1,868.9332293,4,573.8181004,4,.517580813319728,.454967405525772,.259430929490279,.282587932744133,1
100, , , , ,1, , ,0,1,2,782.7350756,4,162.4026735, ,.267427452933072,.323507479444992,-.849785729338563,-1.13436181877626,0
101,1.53963824920633,1.33285706927539,-.21993406831354,-.670730005763325,1,1,1,1,1,1,679.7163617,4,131.7020403,4,-.826923165892897,-.573611298416398,1.12430093570002,1.01231135057795,1
102, , , , ,1, , ,0,0,0,994.318631, , ,0,-.754095752731796,-.906710222652353,.391088601417299,.157211544590794,0
103,-1.54149843673101,-1.70232461303365,.336984328615107,.607523282532229,1, , ,1,1,1,1680.78665,4,163.4485862,4,.48197318962965,.779695927210147,.602963088728169,.465199152828481,0
104,-.0080174370304892,.175308784037237,.792453228693963,.627982632906074,1, , ,1,1,1,991.1112937,4,149.4492001,4,-.961405556424583,-1.41005969254866,3.64485395198818,3.66412844234354,0
105, , , , ,1, , ,0,0,0,1442.155619, , ,0,-1.67553376668089,-2.13153520180008,1.96670815704537,2.33598646190489,0
106,-.573105827908195,-.311068018295484,.619488244740671,.243741777581532,1, , ,1,1,1,797.5247496,4,506.8193888,4,-.930012581942497,-1.04869044601134,-.470417256088725,-.321086996762274,0
107, , , , ,1, , ,0,1,2,774.2622524,4,133.5093749, ,-.33814855453554,.0183836983988457,-.0719794251394867,-.102756781779331,0
108,-.566771410656073,-.408227196463204,.306820735652994,.309987715974206,1,1,1,1,1,1,668.3158811,4,107.2553942,4,-.889923956122506,-1.0282881930957,-.0929939273494008,-.00213612941357422,1
109, , , , ,1, , ,0,1,2,950.9775605,4,132.1485017, ,-1.32239364308796,-1.29228473432976,1.95951594800543,2.01840474508029,0
110,.639183635569486,.673661929621942,-.316080489341101,-.170469788576324,1, , ,1,1,1,977.2033167,4,133.4785845,4,.613839029305885,.906656142391757,-.661932148842416,-.378272460158761,0
111,-1.77918897555634,-1.86107519984892,.685937886284794,1.19498938418654,1, , ,1,1,1,676.1045791,4,119.2011222,4,.292529552303249,-.00412804182469049,1.88282465639428,2.50889922385507,0
112, , , , ,1, , ,0,0,0,1103.355593, , ,0,.840633911499697,.653805299496529,-.0467642003779922,-.420558320517634,0
113, , , , ,1, , ,0,0,0,1043.292748, , ,0,-.145163133262439,.0426006266159092,-.6105082427983,-1.13491794645908,0
114, , , , ,1, , ,0,0,0,907.9383005, , ,0,-1.45153513879091,-1.35539557232918,.344060330928961,.170386928232704,0
115, , , , ,1, , ,0,1,2,744.1299594,4,687.7764005, ,-.717665878613568,-1.06863862396737,.0464750444518196,.077809442773778,0
116, , , , ,1, , ,0,1,2,816.4271923,4,157.2872912, ,-.88924449440857,-.485705535555257,-.249752959974513,-.404553795736804,0
117, , , , ,1, , ,0,1,2,726.2227534,4,163.6920231, ,.594751181861535,1.04462348464285,.00259850506502413,.54091858409936,0
118, , , , ,1, , ,0,1,2,998.6947221,4,157.1468098, ,.470367627923921,1.22273081216756,.397874929705513,.528793445755672,0
119, , , , ,1, , ,0,1,2,1045.401893,4,159.2242022, ,-.463150702454287,-.341689785811489,.0115400092092209,-.216934997194797,0
120, , , , ,1, , ,0,0,0,1164.043547, , ,0,-.357798402647657,.246985635091776,.810419666923792,.284052219915571,0
121,.125432550111575,.0555739879994918,-.955810605952959,-.476233508622036,0, , ,1,1,1,1404.825419,4,152.0253335,4,-.155683334384356,.0523968539779041,-.372435636929179,-.422559837840989,0
122, , , , ,0, , ,0,1,2,1231.996442,4,193.5677292, ,-.9568510570715,-1.28865769373672,-.251014852591788,-.144339253291862,0
123,-1.10335442866177,-.895309211503574,.0731183440807122,-.0609050771368875,0,1, ,1,1,1,1807.330221,4,156.4803251,4,-.454818491154524,.0484145288835359,1.23836614874992,.903672997805025,1
124, , , , ,0, , ,0,0,0,1250.332789, , ,0,.165836698400271,-.0795252169135114,-.311490421029725,.158908140353549,0
125,.163634837499554,.115823730257451,.627834316549094,1.0351904189083,0,1, ,1,1,1,1221.969343,4,114.8850083,4,-.648543728944032,-.898150584390881,.613067669729146,.90953338816547,1
126,.214216410557725,1.51259095968102,.364331341071756,-.656031909784063,0, , ,1,1,1,971.068001,4,102.0809968,4,1.15097755350744,1.10437444141666,-1.05362708872846,-.897435781344304,0
127, , , , ,0, , ,0,1,2,757.9272833,4,59.00036212, ,-.0502245160453203,-.44273169168551,-.0280412173769083,.222858842821177,0
128,.893083626568808,1.16198695679761,-.573204342347093,-.273432774537968,0, , ,1,1,1,958.8727422,4,91.49101033,4,-1.4484462723279,-1.02280442545658,.226848568901959,-.0518354004062118,0
129, , , , ,0, , ,0,1,2,758.134798,4,133.5039224, ,1.38671390565009,1.2994770630704,-1.24871270635712,-1.11823795796872,0
130, , , , ,0, , ,0,0,0,933.4282934, , ,0,-1.29585484528531,-1.50382710806499,.443562877898932,.485768215617014,0
131,-1.50823333664566,-1.41260208579089,.280246953948168,-.0756201380125534,0,1, ,1,1,1,723.0898263,4,129.8963094,4,.721836366857361,.939050931409374,.478170555767605,.250475768205527,1
132,1.01104753838455,1.11157227270945,.345430108231835,.450423227020676,0, , ,1,0,3,1108.373472, , , ,-.468549636158607,-.624866418036153,.598999358519759,.49793164448328,0
133, , , , ,0, , ,0,1,2,1207.528627,4,690.9603243, ,-.808156363986255,-.763109380064736,.876902619055249,1.09012129368755,0
134, , , , ,0, , ,0,0,0,1082.18428, , ,0,1.05330217940298,1.21116300442365,-.364046661339274,.0331273653880992,0
135,-.800972836507339,-.526794505153614,.446592263873261,.0468801240112777,0, , ,1,1,1,855.9236275,4,133.5202798,4,-1.42294850549365,-1.72432513113566,2.62186904167414,2.67293243097418,0
136, , , , ,0, , ,0,1,2,2013.851316,4,171.5923365, ,-.868223583517374,-.766946129188233,.316099472637495,.341635739305502,0
137, , , , ,0, , ,0,1,2,1148.446586,4,163.7176818, ,-.431074038442769,-.479950076008663,-.00720989970708313,.439556419955292,0
138,-.225496674859097,.068707433940466,1.56838797703985,1.31103731182499,0, , ,1,1,1,618.7795177,4,183.0280979,4,1.36304861723562,1.18749648269037,-1.47529113454577,-1.28414251265934,0
139,-.0788862474956829,-.367749686351892,-.515178359813218,-.0983483788915958,0, , ,1,1,1,570.3872116,4,140.8471213,4,-.357395239406223,-.592841227205755,.00130694648750146,.504113750409448,0
140, , , , ,0, , ,0,1,2,1304.109574,4,138.3585483, ,1.33676953720989,1.35042735852819,-1.38896302182534,-1.3835515146011,0
141, , , , ,0, , ,0,1,2,1713.202567,4,827.4103984, ,-.144687133913773,.00345043612332578,-.0120312938817987,-.0366522530175142,0
142, , , , ,0, , ,0,1,2,1137.308281,4,112.2431245, ,1.65130046889025,1.28717067807469,.286395770335868,.513802467369791,0
143,1.34596141886816,1.29495668013458,-.0861554447781097,-.324345759807825,0,1, ,1,1,1,973.7817292,4,82.05630675,4,-.0419441107091516,-.140813219144059,-.984660049191507,-1.0150625667483,1
144,.471975621991741,-.0202403116554613,-.383589144881773,-.417693616095005,0,1,1,1,1,1,624.1245454,4,167.8923522,4,1.45064143886447,1.27199122338191,-.0325693663532267,.22975938748225,0
145, , , , ,0, , ,0,1,2,793.6041004,4,110.0653425, ,-.555647258357829,-.59569214072735,-.0100500149836874,.0127494704363363,0
146, , , , ,0, , ,0,1,2,531.5399415,4,187.7156214, ,-.44287874863738,-.22954370763075,.396485760003314,-.637626355487151,0
147,-1.13574345368309,-.75841581301279,.54532082264377,.434232600600092,0,1, ,1,1,1,1331.283419,4,1050.559612,4,-.736263022706384,-.693136066434282,.911255615151753,.53567053989424,1
148,.30074033740173,-.311781098168546,.0173798633675042,-.0242113589027594,0, , ,1,1,1,1566.402095,4,533.50636,4,-.0161832106142684,-.443036700754187,.868985795836515,1.0394027244156,0
149, , , , ,0, , ,0,1,2,837.8829963,4,217.9338711, ,.0478115164736777,.192304193999813,.792683561882658,.7447179386171,0
150,.813007361275762,.519564613805341,-1.45328851868389,-.8793115048122,0, , ,1,1,1,712.5351205,4,146.507751,4,-1.00810686624592,-.981122492190251,.479911981243163,.460339543252152,0
151,-.119207490889297,.257732446699217,.213534836551057,.467926096632201,0,1, ,1,1,1,673.744941,3,99.83329481,3,-.837565702162518,-.79271025104781,.570349770393864,.299506943888221,0
152, , , , ,0, , ,0,1,2,773.344954,4,139.7049885, ,-.666632497234563,-.392198284505821,1.88948636273483,1.41445179799301,0
153,-.52435498265483,-.844947394766983,1.44062001433795,2.02872419695314,0,1,1,1,1,1,692.7577161,4,134.3718279,4,.67481655619695,.441685257192058,-1.15969550047111,-.93476522069432,1
154, , , , ,0, , ,0,1,2,854.1570261,4,138.3130041, ,-.956535824744227,-1.34331703047826,.810721269959369,1.04533292757,0
155, , , , ,0, , ,0,1,2,909.4162415,4,200.1177536, ,1.51472586300032,1.93222679222315,-.599190102843192,-1.1442001430314,0
156, , , , ,0, , ,0,0,0,974.8401505, , ,0,-.760870342483217,-.755148689055124,.293496684600518,.183389177028503,0
157, , , , ,0, , ,0,1,2,1166.511914,4,174.7345649, ,1.3144945186819,1.05901429410709,-.32179351928629,.127042337281652,0
158,1.64073107160357,1.53671829725717,.50250754435914,-.200472997181579,0,1, ,1,1,1,914.6393904,4,194.8692667,4,-.36655341885971,-.543321172666156,.352335272075651,.0576012622451557,1
159,-.357146308760475,-.468562061450935,-.0967254883301559,.251897825308815,0,1,1,1,1,1,659.857491,4,143.8713197,4,.996586959595494,.913010015781463,-.073796312813871,.0943559182662508,0
160,.120698740325224,.570641083848075,.177657523951436,-.164656310547725,0, , ,1,1,1,708.284757,4,179.2581936,4,.36412436812954,.243556681418062,.248763004432568,.13180503222055,0
161, , , , ,0, , ,0,1,2,606.3651977,4,156.0136575, ,-.665451846513308,-.783929148811794,.224821350312448,.399747929879218,0
162,-.777066403753826,-1.08682843038496,.272988423598544,.425087178150429,0, , ,1,1,1,1181.553043,4,115.0129811,4,-.822619631551756,-.844456501662021,.745805490970825,.498847128517668,0
163, , , , ,0, , ,0,1,2,752.3750616,4,167.9568196, ,2.28505769651573,2.34193836756646,-1.24132080727999,-1.46551062071126,0
164, , , , ,0, , ,0,0,0,1079.537585, , ,0,-.159187332463221,-.0762944361376584,-.324684216637682,-.252462538788825,0
165, , , , ,0, , ,0,0,0,1989.793078, , ,0,.475423104809808,-.0554910123145236,-1.32685178713138,-.719346356129246,0
166, , , , ,0, , ,0,0,0,1089.482255, , ,0,1.36309304296729,1.33371018267638,.0579986394986338,.459792577596902,0
167, , , , ,0, , ,0,1,2,1126.061938,4,159.5747642, ,.818543892060544,.431690477798443,.00205359283302142,.322160841746274,0
168,.855001516804083,.67701523020771,-.661451365388261,-.664098271825633,0, , ,1,1,1,821.595175,4,156.4065563,4,-1.03156778672937,-1.07573392978613,1.18760965510597,.746596873663729,0
169,.803164681867847,1.10896068847885,-.330827536531423,-.380631399832918,0, , ,1,1,1,657.5421141,4,131.1769992,4,.13565151984097,.819986361290474,-.301222099316798,-.528373163664036,0
170, , , , ,0, , ,0,1,2,634.5079794,4,193.4673395, ,-.455938901977731,-.743028027629367,-.870080132701148,-.515796770265871,0
171,2.05046366685315,1.28876684237479,1.02058846090205,.538483985476096,0, , ,1,0,3,1299.915338, , , ,.138717133462228,.0946941350457897,.709425736153385,.698183117677462,0
172, , , , ,0, , ,0,1,2,890.079846,4,589.0824603, ,.170258994492048,-.0436923425458922,1.58128166025419,1.41240564763486,0
