Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;1;2746,019753;,767717603167156;,481423641115942;,516506285569119;,565275520464786;1;0;0;1;1;1;2016,214706;4;1525,125462;4;-1,03720308354987;-1,15445037506559;-,00293810406324746;-,11626979937196
2;0;1023,981991;-,795094909492596;-,924801915992607;-,421571949875213;-,459837654805168;0;1;0;1;1;1;3430,540424;4;793,1216941;4;-,723121087312115;-1,07825342402981;,361041487699664;,137044147221271
3; ; ; ; ; ; ;1;0;0;0;0;0;1946,891538; ; ;0;,541402894608916;1,36652247847213;,123205579226781;,146005237990232
4;0;993,0506841;-1,4660767373732;-1,40083734907446;,786276403366381;,654596386894097;0;0;0;1;1;1;1134,857583;4;2010,977141;4;-,428068147777309;-1,09711788640569;,285843633612805;,382321027192261
5; ; ; ; ; ; ;1;0;0;0;0;0;4726,096577; ; ;0;,362452697651758;-,207685523608157;-,292212395152213;-,503081121937927
6; ; ; ; ; ; ;0;0;0;0;0;0;2052,441786; ; ;0;-,98067388922802;-,329669667336797;,0577754987464716;-,0524199991218613
7;2;1848,960213;,0766246967009918;-,0592178804412769;,0593072202588003;,350740362960897;1;1;1;1;1;1;1200,184742;4;2680,71803;4;,89434725674603;,0772356501390092;,453531754190914;,512943412717756
8;0;1299,307444;-,131261903334894;-,282177525306743;,64304738112362;,818874793004044;0;0;0;1;1;1;2609,951245;2;3971,836525;2;1,63660147495828;,839700623539985;-,48723829592504;-,421182161263374
9; ; ; ; ; ; ;1;0;0;0;1;2;7918,530749;2;1004,621822; ;-,999140838204555;-,803905531216408;-,21743268677561;,215406106267366
10; ; ; ; ; ; ;0;0;0;0;0;0;2814,666272; ; ;0;,44726272175367;,258854340050852;-,477421168597689;-,180846333718332
11;3;1739,045632;-1,55181119937085;-1,48393145973909;1,43339162265197;1,23926474512346;1;1;1;1;1;1;2390,224002;4;957,6158778;4;-,76885870526103;-,479994608607364;-,153832104454624;-,0712635219235635
12; ; ; ; ; ; ;0;0;0;0;0;0;6678,370588; ; ;0;-,499267612632943;-,454988634561599;,103898231485193;,150227932149576
13;0;917,6003363;-,810756820682965;-,516287724709139;,0230104534872849;-,223343796615335;0;0;0;1;1;1;1504,701203;4;871,0854007;4;-,749752912540355;-,377607550606114;-,0636436725463245;,0598183432955406
14; ; ; ; ; ; ;1;0;0;0;0;0;5114,900952; ; ;0;,283744334719866;-,529842573658621;,0646635401323167;-,226668665634099
15; ; ; ; ; ; ;0;0;0;0;0;0;6757,448519; ; ;0;-,431234000405981;-1,19978723604131;-,427150550764153;-,312464252036362
16; ; ;1,15690338468086;,958520693042926;1,07380364698963;,641042897754564;1;1;1;1;1;1;4255,778945;3;1462,171726;3;-,46358511844242;,076519398917058;,550732923513862;,190269469278738
17;0;921,3244222;,449380141076611;,413933876068873;-,614562234254462;-,569578922622489;0;0;0;1;1;1;2250,867886;3;1121,925319;3;1,0159199820572;1,43149509795129;-,605408073988671;-,478852987636661
