Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;2;1990,056119; ; ; ; ;1;1;1;1;1;1;3556,979275;3;3042,653416;3;1,12743554002501;,871347938870143;2,33891273033939;2,19617010017002
2; ; ; ; ; ; ;0;0;0;0;1;2;5676,392286;1;432,4726964; ;-,750692032148124;-,802281925324723;-,130850269339781;-,0658892647746012
3; ; ; ; ; ; ;1;0;0;0;1;2;3041,7985;1;432,5718218; ;-,599367194928554;-,651138633448434;-,171237399446686;-,0417591746718604
4;0;860,1469736; ; ; ; ;0;0;0;1;1;1;1779,238531;2;1309,811004;2;-,488469761660187;-,39438976871327;,734259117293635;,633994644955201
5; ; ; ; ; ; ;1;0;0;0;0;0;5286,468578; ; ;0;-1,03785040962704;-1,04876570437854;,352987250728201;,4827668876568
6;0;1959,835036; ; ; ; ;0;0;0;1;1;1;2334,746966;3;1724,579616;3;-,603355801506394;-,69693225778985;,410318808765563;,556646319588382
7; ; ; ; ; ; ;1;0;0;0;0;0;2672,752236; ; ;0;,135076474611816;,0494873337982553;,315142159613756;,471047586200756
8; ; ; ; ; ; ;0;0;0;0;1;2;3274,200301;1;480,3864926; ;-1,19086031341427;-1,08300113558723;,887297951621145;,973781990620238
9;3;1195,255244; ; ; ; ;1;0;1;1;1;1;4466,64528;4;1207,573947;4;-,641254236386062;-,638378382707012;1,03714755193446;,672576361616025
10; ; ; ; ; ; ;0;0;0;0;0;0;2331,825815; ; ;0;-,337018669755948;-,487285286830575;-,397910078075097;-,170122353396175
11;2;1429,678753; ; ; ; ;1;1;0;1;1;1;1578,540163;4;899,2187061;4;-1,02461253914329;-1,1001776470237;,996570064080657;,658426065025444
12;0;1559,919276; ; ; ; ;0;0;0;1;0;3;3757,332469; ; ; ;1,83794542085482;1,64573378456634;-,824300570319418;-,676782054883814
