Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ;1,25773679552254;1,16816244188816;-,0224448045083372;,193485833349048;1;0;0;1;1;1;1057,086004;4;176,8230599;4;,0251021323806611;,0996006015374907;-,601901230246041;-,516212270048913
2;0;1973,916586;1,07893971408081;,880532326367226;-,00882666079587069;,248345090864008;0;0;0;1;1;1;3653,093978;1;1728,448915;1;-,429360452997421;-,107696765880347;-,313760734951775;-,705761962024565
3;3;2049,117145;,938461768783266;,87713454950988;,441672226446116;,442397762825319;1;0;0;1;1;1;1644,658831;4;1204,579327;4;,0183861991336273;,275691844059349;1,19774653708761;,79063217113505
4;0;1755,09774;-1,68542044574894;-1,75873117219178;,439995679931713;,294708577475627;0;0;0;1;1;1;2216,309618;2;681,4690467;2;-1,78513357598776;-2,02768631262346;,639520066994935;,508458358163443
5; ; ; ; ; ; ;1;0;0;0;0;0;3950,96612; ; ;0;-,810191010829335;-,805593545531895;,0114524898830146;-,163170589577245
6; ; ;-1,31638831870154;-1,44232039674712;-,468454012458032;-,611314913553646;0;0;0;1;0;3;1137,288384; ; ; ;-,226039211272818;-,471776804154624;,684700683106191;,771757658056917
7;1;2716,586089;,790300948185496;,541750591024922;,340527861739865;-,583812755168277;1;0;0;1;1;1;3337,976861;1;2018,341347;1;,0741130338904219;,12758371563139;-,201781638732793;-,172344007488694
8;1;2954,204384;,387912767462809;,725089464407542;,0413315478692712;-,0788577048172948;0;0;0;1;1;1;2397,40496;2;1758,004487;2;1,21791491331786;1,32945243355522;,455326652491251;,196664088887554
9;3;1413,39417;,561667968137932;,71274319548699;,795986288766074;,414401577333402;1;1;1;1;0;3;1779,441853; ; ; ;,840861520164621;,771266560678776;-,806823749841143;-,884585218548851
10; ; ; ; ; ; ;0;0;0;0;0;0;1069,104684; ; ;0;-,00230420351292661;,0760615283929044;,099945275406797;,288912231443238
11;3;1270,043561;1,49989764611493;1,36986475857098;-,0359957472421673;,00629199378045064;1;1;1;1;1;1;2142,105351;4;386,5125554;4;1,55320555983275;1,23215479580555;-,227017406050308;,0963499726182373
12; ; ; ; ; ; ;0;0;0;0;0;0;1352,281804; ; ;0;-,211434228711851;,0422035457162446;,389911264602121;,210932623966683
