Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,-.792731199322853,-.754628103874855,.672446397842116,.478367219276539,1,1, ,1,1,1,1153.559274,3,804.0372584,3,-.444181464576878,.181968929321336,.975165651622863,.387486673635638
2,-1.20427153534516,-1.17873986687127,.56922807500825,.711105191030275,1, , ,1,1,1,1620.239286,1,344.4792923,1,-.0744401642941541,-.0332302811606058,.417643007201946,.444809082380088
3, , , , ,1, , ,0,1,2,1298.281656,2,391.7692614, ,-.0310292423986117,.187412956967458,-.121084870268027,-.110481737524212
4,-.613792913466533,-.232811680354143,.471780368296907,.119840288830335,1, , ,1,1,1,1951.655293,1,324.597745,1,-1.21055471953874,-1.20205260908278,.507238326558588,.787580274233555
5,-.110883557283245,.0077208424877868,.394398403126512,.0972637415269901,1, , ,1,1,1,1062.032237,2,746.7407549,2,-.872293186322046,-.347382700033798,.395179298238201,.239377097969124
6, , , , ,1, , ,0,1,2,1862.652825,2,541.8085735, ,-.792134141226211,-.768814487227601,.668960643156601,.476352419035543
7, , , , ,1, , ,0,0,0,3511.051809, , ,0,-1.73652959916833,-1.91238052983328,-.258802277660764,-.26947936848294
8,-.727160354560606,-1.68023498978678,-.391053684263255,-.123192017951551,1, , ,1,1,1,1517.474545,1,326.4528385,1,-.821074755823242,-.322083983325356,-.326663029129668,-.30918874660761
9, , , , ,1, , ,0,0,0,2891.43324, , ,0,-.347718202544314,-.878815869371277,1.01330596790167,1.17206712851773
10, , , , ,1, , ,0,1,2,2971.678627,3,1249.21833, ,.0491395865425814,.564011575310857,.503300573394301,.288533465244393
11, , , , ,1, , ,0,1,2,2648.185052,1,2216.872081, ,.742882710015028,1.37901453762714,-.272274632731813,-.780257256457222
12,.854996076285708,.737979853689695,-.774994330492085,-1.06393754052808,1, , ,1,1,1,2296.63565,3,646.0344849,3,.394930033365697,.716604467862413,.0956370884671943,-.124572162020053
13,.869385891440734,.603514505914429,-.0948607504720824,.0232865016210528,1, , ,1,1,1,2591.117557,2,740.3032627,2,.235424002339549,-.582436599578059,-.0485670084042109,.209114708995099
14, , , , ,1, , ,0,1,2,1087.216022,3,3712.373246, ,-.790969863627473,-1.01123383594015,1.09924437857333,1.10866021828644
15, , , , ,1, , ,0,0,0,2620.293744, , ,0,-.46650156468392,-.559635362760016,.0186609419395987,.447786917651021
16,-.899827198384792,-.880006036383368,.429785601620004,.659547561157473,1, , ,1,1,1,1402.583209,4,786.9256805,4,-.941161673863782,-.807563154591167,1.50457930830299,2.14686831409367
17, , , , ,1, , ,0,1,2,1507.151718,3,1101.623712, ,-1.72588477540851,-1.03461113112644,1.01042201017811,.932850149008788
18,-.300006842177863,-.0468036491127437,-1.16674970634523,-1.3139834512274,1, , ,1,1,1,3252.915685,2,1707.745938,2,-.510046311590814,.185811772365657,.0209569967771659,-.173728529295317
19, , , , ,1, , ,0,0,0,2832.756897, , ,0,.358338451691295,-.637517349879989,-.356506552884906,.348097532431357
20,.125226879137986,.428581762029384,-.58029132135367,-.262967079281722,1, , ,1,1,1,3857.943396,2,2687.196198,2,-.752881353611842,-.261879442297674,1.50657521275795,1.17382843157972
21,.210391091279977,.59286519114869,.146541178823622,-.0234284924845979,1, , ,1,1,1,1647.909467,2,322.1697313,2,1.05189827781584,.0645007985753953,-.51409475054872,-.0578615831511772
22,.477924185284634,.577956150476669,.202338421261474,-.0258423371648251,1, , ,1,1,1,994.7535786,2,388.4420903,2,.132634922908722,.353295681713958,.323669172447228,.210235538216356
23,-.677959742270063,-1.27559258221432,.520970042551326,.35909489390038,1, , ,1,1,1,2597.716082,1,268.272896,1,.465104219543757,.761990773211622,-.412305474833734,-1.01170121253561
24,-.350077525523414,-.372104717489877,.173852460648476,-.625469753907133,1, , ,1,1,1,1996.559271,4,853.1640364,4,-.759201717719242,-.808844102272606,.292233677281482,.513179664876952
25,-.697782446820353,.253223045553726,.948699956292032,.29406307839765,1,1,1,1,1,1,1023.454118,4,639.3557632,4,-.811095233548407,-.928612710487254,.654989311971835,.523107009408109
26,.528582208024262,-.272001158692025,-.666189707738267,-.317065598291645,1, , ,1,0,3,6475.10059, , , ,.176877471660502,-.00697085369108385,.759607970486379,-.251065745562262
27,-.8707538983777,-.774648815634429,.478241101631813,.363922583260844,1, , ,1,0,3,1341.410031, , , ,-.553789884228843,-.806122088449542,1.074129247515,1.05662171872793
28,.925329968727102,.899991428992317,.520823207702815,.732246883291531,1, , ,1,1,1,1337.247453,3,1351.470778,3,-.40829465142471,-.353787438440998,.461093396134734,.375958144502681
