Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;2373,82714; ; ;0;,695634591357024;,413896838447326;-,479958447743482;-,360373883614887
2;0;1299,13017;-,982567422863562;-,802345827748803;-,37250266209595;-,353321171282023;0;0;0;1;1;1;4363,350818;2;747,3594085;2;-1,61502163339684;-1,82892409905881;-,0699939402959151;,12600807429635
3; ; ; ; ; ; ;1;0;0;0;0;0;2305,267325; ; ;0;,883569391295316;,471912736235421;,0436785355075803;,152253361390953
4; ; ; ; ; ; ;0;0;0;0;0;0;2665,2122; ; ;0;-,227557654809104;-,352434848473094;,644500777464927;,626663784837992
5; ; ; ; ; ; ;1;0;0;0;1;2;2432,851377;3;1192,166347; ;-1,37592918290588;-1,76123888497273;,352752335191697;,430668278289368
6;0;1641,547165;,346051880236932;,188206480726434;-,671934439516383;-,298748465871691;0;0;0;1;0;3;5498,653319; ; ; ;1,30759995926543;1,43393296728231;-,67446760205646;-1,0439791977634
7; ; ; ; ; ; ;1;0;0;0;0;0;2222,835051; ; ;0;-1,222884328742;-1,39856278319163;,609367594477909;,805929839378977
8;0;1681,62618;-1,2217951453013;-1,05328134930328;1,03014062417583;,751652459110947;0;0;0;1;1;1;2192,815018;2;1667,613963;2;1,39022277563922;,750327653133802;-,229674305619343;,0616994468540036
9;3;2236,622792;-,00151137121976736;-,130821268424628;,752947811656655;,766490959071464;1;0;0;1;0;3;2446,922876; ; ; ;-,739348209082998;-,533696158758087;-,0402411644514795;-,35822514665979
10; ; ; ; ; ; ;0;0;0;0;0;0;1334,946591; ; ;0;-,495546686156206;-,465550501038747;-,276336932483307;,118756087072832
11; ; ; ; ; ; ;1;0;0;0;0;0;2149,462964; ; ;0;-1,31043026629868;-1,50922273638001;,630159511410409;,661350538541986
12; ; ; ; ; ; ;0;0;0;0;0;0;2146,538953; ; ;0;,547726907123121;,567224568315851;-,137633344373935;-,0593972286878105
13;0;716,2403702;-,838014151005413;-,645717217054482;,56058076526083;,389428187852616;0;0;0;1;0;3;1626,831797; ; ; ;-1,28688490411963;-1,22727775162679;-,114087982194887;-,141970120248635
14; ; ; ; ; ; ;1;0;0;0;0;0;1568,035931; ; ;0;,777401212742471;1,21506876028281;-,124362322054826;-,195688544126471
15; ; ; ; ; ; ;0;0;0;0;0;0;1355,732568; ; ;0;,0629064949816281;-,026287274928951;-1,00881174499908;-1,10997611852764
16;2;2022,367736;-,85659957167289;-,93160564962706;,773915978563551;,789573070121154;1;0;0;1;1;1;3721,92625;4;1197,768052;4;-,894319501970609;-1,03373794445543;,305661610833575;,77845670259572
17; ; ; ; ; ; ;0;0;0;0;0;0;2082,741313; ; ;0;-,918078912896746;-1,17110362837167;,719631887690841;,588907406912426
18; ; ; ; ; ; ;1;0;0;0;0;0;2092,90237; ; ;0;1,83201938961718;1,40845508624311;,142342416809762;-,237281952329046
19; ; ; ; ; ; ;0;0;0;0;0;0;1776,674577; ; ;0;-,0860714329876816;,225728873663747;-,0993186186462038;,102678930212248
