Wortnummer,Emotionalität_des_Wortes,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
101,1, , , , ,0,0,1,1,1,2792.458181,3,1713.277099,3,-.116251620632213,.356679688289734,-.0699491959279118,.121948544093916
102,1, , , , ,0,0,1,0,3,1659.728578, , , ,-.398278358892862,.106426290570016,.690822434341805,.109305052487336
103,1, , , , ,0,0,0,0,0,1749.521523, , ,0,.251520486018514,-.498416857018929,-.360835440755966,-.321248242527001
104,1, , , , ,0,0,0,0,0,1908.837979, , ,0,.940947854951143,.945546793230906,-.728586556708925,-.113061980374891
105,1, , , , ,0,0,1,1,1,1860.451643,2,950.5441343,2,-1.47983925563134,-.200355786448089,.345673966682615,.0865448172848134
106,1, , , , ,0,0,0,1,2,3097.593761,1,1821.431791, ,1.9823503954446,.837333924685047,-.852928640960628,.224615239055431
107,1, , , , ,0,0,1,1,1,1399.76518,2,1005.097384,2,-.361403217900035,-.29289331678497,.212844437291272,-.0417904066028029
108,1, , , , ,0,0,0,1,2,1943.409795,2,385.087517, ,-.69807515783343,-.351840630344658,.0919783240356323,.43906049517176
109,1, , , , ,0,0,0,0,0,6519.463498, , ,0,-.0152227394900331,-.0459573538810851,.329654868871558,.287718368807117
110,1, , , , ,0,0,1,0,3,1865.5378, , , ,-.118740453338392,.114254427257137,-.254447887713074,.117287441019142
111,1, , , , ,0,0,0,1,2,1484.17036,2,1469.730706, ,.0992664012707761,.149032729871752,-.28797110127683,-.0207321411921805
112,1, , , , ,0,0,0,0,0,1229.764683, , ,0,-.123437248583053,.0256872931846284,-.478770578786024,.0783073643731293
113,1, , , , ,0,0,0,1,2,1799.126804,2,798.7334189, ,.671199211725121,1.05458984867119,-.242898727016692,-.0730596241814336
114,1, , , , ,0,0,1,1,1,2428.440454,2,2987.624487,2,-1.10620117749792,-.803915235164798,1.36100167275473,1.37945566504217
115,1, , , , ,0,0,1,1,1,3524.168948,3,1050.039698,3,1.86916129357219,1.1765152440316,-1.2844354278948,-.694989196610965
116,1, , , , ,1,0,1,1,1,1475.881027,3,999.5335685,3,-.236268270536195,-.117254771583345,-.231136582957988,-.075943228578801
117,1, , , , ,0,0,1,0,3,1246.906202, , , ,-.660527189005503,.107065385257285,-.142147580760558,-.0699230778034446
118,1, , , , ,1,1,1,1,1,1331.843896,4,941.9020077,4,-.807368712597351,-.493895024852869,.4286275722698,.0488646157344479
119,1, , , , ,0,0,1,1,1,4053.562785,1,1110.648208,1,-.692874923494356,-.584213620257958,.589673720513772,.277426371867311
120,1, , , , ,0,0,1,0,3,1356.702708, , , ,.919374201050543,.824417788012427,-1.08654289535119,-1.12760004947115
121,0, , , , ,0,0,0,1,2,2539.666408,3,943.9329416, ,.232946813638595,-.0279937930708928,.521521539444151,.552405608508259
122,0, , , , ,0,0,1,1,1,1964.158234,2,545.1673492,2,-.211546574723967,-.200106210429725,.155954637840779,.396700792328954
123,0, , , , ,0,0,0,1,2,1110.541705,3,1002.298154, ,-.0729802820056055,-.134115884740688,.371221728051171,.61033381999296
124,0, , , , ,0,0,0,0,0,2438.689233, , ,0,.868873643306965,.229036286814135,-.886593606154751,-.162337789931261
125,0, , , , ,0,0,0,0,0,3357.51105, , ,0,.00653063530168274,.248529444837371,-.108226720839442,-.285452108826379
126,0, , , , ,0,0,1,0,3,1472.140257, , , ,-.709146090782851,-.506530388504829,.458730315053604,.564793129308648
127,0, , , , ,0,0,0,1,2,1942.066253,1,1201.823382, ,-1.0887521675707,-.317920823015435,-.200128463920671,-.129275640190147
128,0, , , , ,0,0,0,1,2,1747.479938,2,473.4156382, ,-.936720257822373,-.262960081943532,.359935316866505,.197488867837195
129,0, , , , ,0,0,1,1,1,1349.413031,4,549.6369437,4,-.393416376798756,.0893337033586038,.0366217144273036,.254712354445966
130,0, , , , ,0,0,1,0,3,1871.619406, , , ,-.14369614196915,-.228443776375973,1.29647187666613,1.11618714613136
131,0, , , , ,0,0,1,1,1,1996.760322,3,1001.608772,3,-.491696249381428,.558485585750142,-.691113546619405,-.626690003890926
132,0, , , , ,0,0,1,1,1,1309.425029,1,899.0381053,1,-.135480394118554,.32529781486948,-.0541563378885789,-.418418238843636
133,0, , , , ,0,0,1,1,1,1497.768731,1,833.8828863,1,-.334198204363882,.322496728468926,-.259501581095089,-.548152417195301
134,0, , , , ,0,0,0,1,2,4299.245563,2,1961.379213, ,-.387445535937663,-1.6163114848842,1.07579713033015,1.9290129323546
135,0, , , , ,0,0,1,1,1,981.5746715,2,321.9090012,2,.960214194942678,.771968582669236,-1.11795562432318,-.616257989093747
136,0, , , , ,0,0,0,1,2,2091.583862,2,488.2492297, ,-1.04408514450629,-.505699046165878,.410330436857235,.419873232367363
137,0, , , , ,0,0,1,0,3,3649.856205, , , ,.03582637861067,.0717012828343222,-.0272282552470836,.273999082675308
138,0, , , , ,0,0,0,1,2,2844.67349,1,1208.575732, ,.98878458592889,1.50156201044921,-.773940701542027,-.762624297587697
139,0, , , , ,0,0,1,1,1,2391.449932,2,2173.451256,2,-.662543702874279,-.0943969013180817,-.0960997475736656,-.230512916794951
140,0, , , , ,0,0,0,1,2,2396.446267,2,492.9228479, ,-.6999805842025,-1.12759482184292,-.436022769546327,-.263479193526235
141,0, , , , ,0,0,0,1,2,2832.557819,2,526.5585277, ,.799187374551266,-.895503856681856,-.646158956623136,-.513633223016419
142,0, , , , ,0,0,0,0,0,2249.665655, , ,0,-.572178355063805,-.0768569644996791,-.188585212133848,-.0540664270060975
143,0, , , , ,0,0,1,1,1,2214.426977,2,799.3074101,2,.635611788393179,.958230287900114,-.067441505517711,-.321619898012499
144,0, , , , ,0,0,0,0,0,1997.523807, , ,0,.400314313328599,-.490407604401813,.0665654418894238,-.910849921327779
145,0, , , , ,0,0,1,1,1,2082.573457,2,321.8823431,2,.933855362670016,.857727809491227,-.189792993247672,-.355423114236103
146,0, , , , ,0,0,0,1,2,1616.758173,2,477.2130235, ,-.881690977028302,-.506968590842628,.851340311481316,.404934925077744
147,0, , , , ,0,0,0,0,0,1630.325427, , ,0,.99133645876272,1.5115118709558,.732857870148697,.921231085995878
148,0, , , , ,0,0,1,1,1,2064.695839,4,1397.084963,4,.345172763252912,.990212523545281,-.490775119445741,-.905111502359237
149,0, , , , ,0,0,0,1,2,1339.713565,4,1714.745684, ,.45228163977602,.618162624986646,.608000252388437,.74234294147963
150,0, , , , ,0,0,1,1,1,1073.645817,3,2019.478809,3,.220318292129466,.37809729694902,.462928004404196,.398840097875257
151,0, , , , ,0,0,0,0,0,1985.249023, , ,0,-.274978112795989,.514281699946246,.17578198738392,-.724815718226342
152,0, , , , ,0,0,0,1,2,2121.248779,2,638.2255713, ,.100208150145353,.55694431903488,-.243213343623424,-.19512550233922
153,0, , , , ,0,0,1,1,1,1748.335811,2,1517.970606,2,.567845949395239,.605156590045401,-.457060719830481,-.285353202774657
154,0, , , , ,0,0,0,1,2,3279.351102,2,1978.289238, ,-.0831195768812521,-.238494988337784,.402883635103896,.073085621683347
155,0, , , , ,0,0,0,0,0,4383.809794, , ,0,-.43404656416167,.0637929871829684,-.314894062863375,-.193199280021559
156,0, , , , ,0,0,0,0,0,2275.167654, , ,0,-1.41689124817384,-.8243128751657,1.03816929773352,1.01008799828865
157,0, , , , ,0,0,0,0,0,4539.092832, , ,0,.437534897010707,.118071988600458,.545890439257426,.954506879662915
158,0, , , , ,0,0,0,1,2,3221.807117,1,842.9514786, ,1.78017016116145,.309040543104523,1.20474846447539,2.72671093789873
159,0, , , , ,0,0,1,0,3,1442.699015, , , ,-.0465646987865128,-1.97168980206429,-.0259436583089942,1.0381596881955
160,0, , , , ,0,0,0,1,2,2246.385877,2,387.8705348, ,1.29497994606706,-.197451865484412,-.246964056793167,-.483078070156996
161,0, , , , ,0,0,0,1,2,1477.169396,3,947.9373878, ,.692288503867885,.468237279887262,-.15366256273228,-.0532608377481029
162,0, , , , ,0,0,0,0,0,1122.498264, , ,0,.0859170525245201,-.120954773268311,.183063867313029,.579557090085501
163,0, , , , ,0,0,1,1,1,1307.62638,3,1512.491158,3,.589757893057694,.783431570802131,-.615897461135855,-.575401265533659
164,0, , , , ,0,0,1,1,1,5714.376773,2,749.0758785,2,-.248336898244169,-2.10586056244033,.93435095952937,-1.14844457962936
165,0, , , , ,0,0,1,1,1,1963.08414,2,592.18647,2,-.0901149379442978,.428236945721732,.0284517934530654,-.0361752350507374
166,0, , , , ,0,0,1,1,1,2571.550564,3,1094.337861,3,-.15125639478602,-.148751322873148,1.11172540924514,.977983932784576
167,0, , , , ,0,0,1,1,1,1663.159127,3,952.3976794,3,-.120189554318599,-.18003839206976,.679165179993227,.327075091516862
168,0, , , , ,0,0,0,0,0,2836.242435, , ,0,-.677655936034636,.0436073712532249,.580029198331852,-.696878059555509
169,0, , , , ,0,0,1,1,1,2241.59902,2,483.1714136,2,-.602149339530953,-1.02697839294959,1.02296038503865,1.10080394534812
170,0, , , , ,0,0,1,1,1,1042.404208,3,848.0437304,3,-.103986694024604,.16698227177585,-.890496306153751,-.470776629974053
171,0, , , , ,1,1,1,1,1,1523.842061,4,2124.544275,4,-1.21459314009788,-.596283901508068,1.26092477204954,.539063716786637
172,0, , , , ,0,0,0,0,0,3621.580638, , ,0,-.214654267224607,.279802186521817,-.0892674724144438,-.546862941100419
173,0, , , , ,0,0,1,0,3,1474.828256, , , ,2.64840610668832,2.75855531150368,-.790353563086725,-2.10719348969112
174,0, , , , ,0,0,1,0,3,1461.968347, , , ,.877844887747338,1.08418702247123,-.569452880505233,-.530740099225178
175,0, , , , ,0,0,0,1,2,2653.554851,1,394.9006908, ,.85792534960266,1.09686438653184,-.641191270702479,-.437873710117804
176,0, , , , ,0,0,1,1,1,2455.470064,2,910.1076738,2,.51709957755851,1.29670689487555,-.162350835474559,-.232610626338193
177,0, , , , ,0,0,1,0,3,1783.936984, , , ,-.278709210406136,-.533371364924288,1.3471624421348,1.3261642510171
178,0, , , , ,0,0,0,0,0,1489.367831, , ,0,.609179690922957,.295695326024601,-.0653042836259173,-.26409952280799
179,0, , , , ,0,0,0,0,0,1282.890437, , ,0,-.689855864637098,-.262300034256075,-.371349754424946,-.63854717565229
180,0, , , , ,0,0,1,0,3,1600.235782, , , ,.382939755661819,.649459221916392,.316679735332053,.0711262766225081
181,0, , , , ,0,0,0,1,2,2301.606045,1,427.3799155, ,-.0618837437814287,.391332047450638,.182738937016343,-.0856536806914643
182,0, , , , ,1,0,1,1,1,1926.457478,2,846.8115684,2,.366745798124893,-.698252721556599,-.0372860071708176,.172792396464421
183,0, , , , ,0,0,0,1,2,1776.878277,2,952.2597388, ,.405096196870907,.860441370968673,-.617529501956003,-.80394097193342
184,0, , , , ,0,0,1,1,1,2134.294105,3,1109.203355,3,.26939308034811,-.166270090297136,-1.77702525787905,-.597854358820727
185,0, , , , ,0,0,0,1,2,1672.742467,2,736.3904808, ,.154481615752298,-.250278211649262,-.222067063330692,.474851305107209
186,0, , , , ,0,0,1,1,1,2363.673517,2,744.5543157,2,-1.63884985018685,-1.74157782452106,1.61351192417217,1.00461251172702
187,0, , , , ,0,0,1,0,3,4429.195919, , , ,-.451809677396409,.765764876466827,.0800986711693692,-.340778765175375
188,0, , , , ,0,0,0,0,0,1565.16135, , ,0,.480212855102947,-1.64348755790259,-.578750825445164,.185177152451116
189,0, , , , ,0,0,1,0,3,1706.668142, , , ,-.0283092587616966,-.721362301522706,-.162931939154311,.448191267411165
190,0, , , , ,0,0,0,0,0,1831.606991, , ,0,.643697570929116,.589460742696023,-.922541110545889,-.550820916336098
191,0, , , , ,0,0,0,0,0,1137.535708, , ,0,-.550099517533589,.140233442057616,-.333346208670033,-.257744000173671
192,0, , , , ,0,0,1,0,3,2339.919513, , , ,-1.49086212944969,-1.21319188575245,-.319513254429161,-.0783063244730522
193,0, , , , ,0,0,1,1,1,1504.661065,2,1145.045769,2,.0636014352576972,.0656299217839462,-.378598956182218,-.141664765280824
194,0, , , , ,0,0,0,1,2,1452.781341,2,787.3508518, ,.0447077322957924,-.162986880911371,.212453004860275,.938912972911234
195,0, , , , ,0,0,0,0,0,2793.672058, , ,0,-.124229042463936,.410329866404091,-.772586379471146,-.570253760154896
196,0, , , , ,0,0,1,0,3,1697.715159, , , ,-.615911376490609,-.118654014908526,.378135152235001,.014997958853581
197,0, , , , ,0,0,0,0,0,1661.801215, , ,0,.232071113241976,.0465641538041244,.405671852561056,.137832111336416
198,0, , , , ,0,0,0,0,0,2324.784869, , ,0,-.25828368577048,.0675707130720526,.186873204071004,-.0277751533215315
199,0, , , , ,0,0,0,0,0,1017.771151, , ,0,-.209569453585583,.320472967375569,.20240221231891,-.12860675335204
200,0, , , , ,0,0,0,1,2,2452.550216,2,792.1470125, ,-.339709845716338,-.192496492979843,.0757165776028141,.202178857403462
201,0, , , , ,0,0,0,0,0,4240.037404, , ,0,-.335103449308295,-.1070443971376,-.763471689512998,-.251754031302361
202,0, , , , ,0,0,1,1,1,2339.498313,3,1813.631831,3,.0165792218501459,.161527610726336,.14294742088348,.0471517655065616
203,0, , , , ,1,1,1,1,1,1044.049229,4,589.4157897,4,-.644739579068669,.327848263262212,-.131276065482234,-.646377716683543
204,0, , , , ,0,0,1,0,3,1073.370256, , , ,-.339358258117956,-.116654229289155,.454059203869159,.0306807909456509
205,0, , , , ,0,0,0,0,0,1798.049043, , ,0,-3.37829916357814,-1.12655963373193,-.182512679497601,.00746361333125645
206,0, , , , ,0,0,0,0,0,1018.009582, , ,0,-.0293295913853206,-.803869775644092,-1.79119020842413,-1.33846593191765
207,0, , , , ,0,0,0,0,0,7024.783425, , ,0,1.52781067905012,.688793442310685,-1.43810016631788,-.0412017076150405
208,0, , , , ,0,0,1,1,1,4863.146937,2,1356.412391,2,.340633145002516,.441897511295447,.346077348241834,.0390845993586104
209,0, , , , ,0,0,0,1,2,2049.413512,2,1723.842382, ,-.00407097265784653,.0322115107202495,-.897838638386092,-.680000019135809
210,0, , , , ,0,0,0,0,0,2794.569313, , ,0,.00411129137191578,-.148661775922115,.62583073203155,.669496046235128
