Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,-.712415122076946,-.664471487011039,.811983072373858,.902320883899358,1,0,0,1,1,1,666.0416803,2,194.9769434,2,1.27100014972499,.683597161807087,.402301482750645,.493754533959432
2, , , , ,1,0,0,0,1,2,742.7182833,2,360.0347947, ,-.984507903762642,-.881907489243588,.688403782400374,1.04139306904192
3,1.1259155547039,.712095612324149,-.648963360207508,-.55105025990249,1,1,1,1,1,1,2764.115592,2,674.105581,2,.287223346193214,-.469508259893891,-.21129121722153,.0649420972197184
4,-1.15601418420299,-1.15459938177344,2.79665524579621,2.64970177209508,1,0,0,1,1,1,947.3082182,2,2090.782413,2,-.0873375499835457,.706420518407335,-.162992245346129,-.711619328604999
5, , , , ,1,0,0,0,1,2,1306.541362,2,191.1630631, ,-.386907771709152,.143500524420574,-.0874774063295169,-.221384560979693
6,.0279954271084156,-.0735275354578117,.759972261692837,.716729782546721,1,0,0,1,1,1,1246.654044,3,696.8077086,3,.88784294234432,1.16244836644774,.228194001655335,.327087029473048
7, , , , ,1,0,0,0,1,2,811.2347028,2,465.7592395, ,-.630826560121784,-.685887983336323,.364872728297858,.679209743262448
8,-.45741241316212,-.346397134658783,-.0159468200381874,.132516879694153,1,0,0,1,0,3,1388.458803, , , ,-.768075362560985,-1.50052319175362,-.2807246078308,.241667669122108
9, , , , ,1,0,0,0,1,2,536.713258,1,937.6447416, ,-.770219483085433,-.61420351025545,1.06351973505237,.915930821947096
10, , , , ,1,0,0,0,1,2,1751.359251,2,623.324681, ,-.325408323757043,-.24273380026985,.858977178548764,.732572909688371
11,.75924463110532,.499609491360312,.592203520072161,.693209519603431,1,1,0,1,1,1,930.5789117,2,106.8035326,2,-.459545809155139,-.131217862346416,-.0222290904955118,-.365637536950603
12, , , , ,1,0,0,0,0,0,2050.873463, , ,0,.133122663062994,.439038516370433,.159425188956063,-.00750407760155808
13, , , , ,1,0,0,0,0,0,1510.899084, , ,0,-1.9885035138584,-2.14751306330618,-.0320158828794921,.668009491515896
14, , , , ,1,0,0,0,0,0,1285.7387, , ,0,-.833571813333553,-.14269982893522,-.0493343541045622,.0537362886788229
15, , , , ,1,0,0,0,1,2,2316.176935,3,708.6380825, ,-.514324044804202,-.629629313996351,.314880012321176,.628196100746521
16,1.58224130000333,1.46810173448722,-.509468430533098,-.545144501488079,1,0,0,1,1,1,822.1171933,2,1043.084372,2,.630426476400641,.723740694476659,-.640461035279057,-.754053831333511
17, , , , ,1,0,0,0,1,2,919.7659147,4,267.5926989, ,.0719792549092294,.540404218859866,.432173869176859,.00697852100650753
18,.21592116226984,.323231236364939,-1.16680108009692,-1.27955554364822,1,0,0,1,0,3,1766.889644, , , ,3.09861273019957,2.24201803781491,-.686282340069457,-.121658323903877
19, , , , ,1,0,0,0,0,0,1052.988081, , ,0,.331994472295302,.271721348292378,-.772973314595046,-.885604607480673
20, , , , ,1,0,0,0,1,2,819.3349087,2,486.0544969, ,2.65926183851104,3.2119803658913,-.428357492450084,-1.22704406307833
21,.354933713551668,.740324241308246,.323815124528886,.302817253287775,1,0,0,1,1,1,904.3387992,2,72.19571983,2,.384655810240189,.795216926593492,-.620867564069993,-.955054610199482
22, , , , ,1,0,0,0,1,2,700.4820684,4,393.4568438, ,1.20844262438652,1.03459756665618,-.172167856058759,-.060319944393237
23, , , , ,1,0,0,0,1,2,895.2613086,2,489.1736615, ,1.48344123677837,.787735148575907,-.312388764200452,-.243080807407666
24,1.17154684422941,.915373785388607,1.08988438902579,.648206892605608,1,0,0,1,1,1,1253.227222,3,228.4701961,3,.221592433092636,.0935068719885364,-.539452846223761,-.37838467017861
25,-.0214302485527326,.37399144985323,-.259237411585592,-.788675365618873,1,0,0,1,0,3,1165.07081, , , ,.0343352132691753,.0328560542387637,-.921276375118038,-.834917474715834
26,-.592638396034269,-.62869798973836,-.115701892758632,-.156146524391243,1,0,0,1,1,1,929.1744056,2,439.9033696,2,.0677866782085133,-.0382906792253012,.963986354460254,.304692238765339
27, , , , ,1,0,0,0,0,0,1655.513818, , ,0,.202346925929624,.272838657610631,-.121576354815241,-.0600706302664732
28,-.308590229369413,-.444595046615413,.527672662975751,.642443642335008,1,0,0,1,1,1,1136.367119,2,320.2278397,2,1.69094197107664,1.98423734465295,-.107400098754713,-.945259027348971
29, , , , ,1,0,0,0,0,0,1519.227334, , ,0,2.83108867970534,2.97882804685461,-2.53334172185175,-1.80534791565896
30,-.185861029056179,.0559631157145458,-.761368230615085,-.946159250093792,1,0,0,1,1,1,1404.517129,2,349.8382536,2,1.89450166847978,.808014925429984,-.871282663336316,-.71417347973333
31, , , , ,1,0,0,0,1,2,592.9999864,4,148.4511956, ,-1.32470883240813,-1.74292832176693,.0310817188001054,.407113850084536
32,-1.08913707873488,-1.18478456045526,1.13292091435393,1.00011879138416,1,0,0,1,1,1,780.7720914,2,963.4739904,2,.911168589849928,1.10017059404675,.448557602401269,.454981366958669
33,3.11412315249142,2.22149015694538,.694290926780361,1.08786579004529,1,0,0,1,1,1,1086.709698,4,488.9222039,4,-.898628884933019,-1.13626938858764,.55244133872162,.740541353826561
34, , , , ,1,0,0,0,0,0,1445.924881, , ,0,-.0169010407036352,-.0762527773924053,-.314008223121291,.547531967002361
35,-.681564408319375,-.661733049317203,.288233680342022,.182517084685978,1,0,0,1,1,1,1031.42463,2,409.6899706,2,-.544384266994898,-.443915473361002,.473941314071093,.2733707783084
36, , , , ,1,0,0,0,1,2,1136.923597,2,312.3143026, ,-.867981349002982,-.5136246864439,.225085917150879,-.00472580294971703
37, , , , ,1,0,0,0,1,2,1045.378602,2,665.9980601, ,-.10925443519095,.0104915338783207,.865907655059817,.674233808481073
38, , , , ,1,0,0,0,0,0,1463.179554, , ,0,-1.37577141294165,-1.0249070501986,-.116179207881066,.114419343756577
39, , , , ,1,0,0,0,0,0,1461.118179, , ,0,-.598229691583422,-.913442668913314,.233684918325108,.442876873549138
40,-.0745065823696936,-.402860066767513,-1.12308411963124,-.948359982661344,1,0,0,1,1,1,777.2208945,2,677.3338579,2,.228348358531276,.348145887825359,.980935575115032,.882528929928152
41, , , , ,1,0,0,0,1,2,735.8689507,2,236.0838443, ,.0600148380389311,-.0451147087140511,.366114673753008,.131250258844617
42,.0766589037380159,-.308088741790761,.212999331246334,.148381127843971,1,0,0,1,0,3,948.654671, , , ,-.596495176659331,-.839953587148839,-.415925877382059,-.318852652984179
