Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , ,1,0,0,0,0,0,1688.790527, , ,0,.154268847162584,.385581526371337,-.997043150884745,-1.10144660621512
2, , , , ,1,0,0,0,0,0,1451.30247, , ,0,-.315228910858828,-.258773832072875,.15221933275141,.321496370633896
3, , , , ,1,0,0,0,0,0,1385.829279, , ,0,-.0651105192346799,-.141784328489841,-.675814744971682,-.670726966486771
4,-.0444301769607639,.09333020005832,.0437044121086275,.162718386061541,1,0,0,1,0,3,8541.897533, , , ,.66327649884114,.401600804660096,.237749517486003,.244532436008012
5,-1.12975387239896,-.990353443206292,-.851131748289047,-.910542877956826,1,0,0,1,1,1,3521.230347,1,816.4067205,1,-.620967918279514,-.419381916904338,-.168377662288098,-.396418504155999
6, , , , ,1,0,0,0,1,2,1194.007438,2,1875.517496, ,-.0613931636502979,.482612199919966,.0371181689250858,-.188731276110299
7,1.04106021939878,1.3924479517491,-.103131175072627,-.429809394970534,1,1,0,1,1,1,2896.213228,4,267.6856664,4,1.46724112651,1.65278321989297,-.26047288674754,-.346495328356811
8, , , , ,1,0,0,0,0,0,6206.44425, , ,0,1.20516452046393,1.2745360467905,-.451003172519071,-.535532542631572
9,.899856923245154,.905510367856948,.286065550601041,.558343567747469,1,0,0,1,1,1,1196.658632,4,224.9317222,4,1.19005211035389,1.359977131242,-.614161600387725,-.583953945920029
10, , , , ,1,0,0,0,0,0,2404.990295, , ,0,.487161380825853,.615784291079653,.0970909918047429,-.109662679222652
11, , , , ,1,0,0,0,0,0,1223.068895, , ,0,-1.46511387199455,-1.76343341611836,.635773933412294,.516247968903544
12,-1.21606856315788,-1.21209984986583,.853765961325258,.679886019771608,1,1,1,1,1,1,944.8603523,4,274.3954377,4,-.239329178771869,-.128967496945902,.160817169213566,-.183870581736878
13,1.25641242384373,1.28165719572785,-.171767952391305,-.0763173865600917,1,1,1,1,1,1,1033.488348,4,404.3058468,4,-.866927288309255,-.863482570723257,.285882975722393,.482101547307903
14,.130084532743594,.146314762070763,.310244799973561,.200652180093154,1,0,0,1,1,1,2365.398475,1,249.2831885,1,-.169629565568368,-.040490877740924,.0934931188212705,-.102356091483659
15, , , , ,1,0,0,0,1,2,3948.746695,2,2071.947975, ,1.10395796920543,.890347508003647,-.729363532672646,-.932227903377466
16,-.776986798322426,-.868896509593848,1.12570339729329,.912294824203032,1,1,1,1,1,1,1045.94259,4,282.3798089,4,.778888212477014,.802693897358965,-.708642393037239,-.881543371956069
17, , , , ,1,0,0,0,1,2,5026.434108,4,811.52193, ,.237556836873563,.652357279257311,.2468859395799,-.106368767142654
18, , , , ,1,0,0,0,1,2,3868.101788,1,436.5797825, ,-2.36180442694575,-2.57764801438619,1.14031839955488,.646799239367397
19,-.751539098792091,-.952790780182338,.0633861213952326,.195894096308788,1,1,1,1,1,1,924.4545651,4,973.2668682,4,-.963728614186202,-.787821038167745,.812789811012978,.658676725248465
20,-.139777180584598,-.185126489251327,.684657607897271,.688748042362487,1,0,0,1,1,1,1897.053873,4,1307.590524,4,1.70348062830455,1.81733258511786,-.382730091522016,-.525255861990895
21, , , , ,1,0,0,0,0,0,2078.627918, , ,0,.229239151019707,.254338125237049,-.0390745778287183,-.0445768191304691
22,-.494563282063771,-.369192113533743,.116656797035614,-.0350290028984728,1,0,0,1,1,1,2760.219763,2,1635.7859,2,.44576055241035,.209340786538315,-.224694366585873,-.00380386995359222
23,-.0709381620466307,-.269005168085199,.498755617489967,.72248080347928,1,0,0,1,1,1,4194.64987,1,159.3199736,1,-.933179691157808,-.798620190068103,-.317445300696121,-.433808684579039
24,-.629173006749953,-.634685676310473,.777802805443297,.736073978642002,1,0,0,1,1,1,1570.088836,4,470.1469208,4,-.823736926416236,-.521438468169938,.499913752444848,.487312383839131
25,.072629410118292,.104406488043711,-.0210263172257429,.0826953591538218,1,0,0,1,0,3,1331.5709, , , ,-.862176877356763,-.940670885943629,.00886905369646807,.0439509836457491
26,-.0938896556717599,-.0889366382852949,-.130311194883382,-.289707428841546,1,1,0,1,1,1,3851.204518,4,2286.85438,4,1.79983278413732,1.86711791425359,-.0972349106194255,-.524866942269811
27,-.479543736754022,-.300901645737622,.567416549902922,.67157939437933,1,0,0,1,0,3,1017.654635, , , ,-.688704333215151,-1.12658706563567,-.28743809746643,-.10383343547175
28,.212106463228593,.36864137099307,.2860638582059,.0491957656401849,1,0,0,1,1,1,1229.09935,3,471.9430355,3,-1.60763906462785,-1.55932961969102,1.12536928156467,1.09983839514146
29,1.26263423251197,1.23064144709403,-1.01543087885941,-1.09514830768322,1,1,1,1,1,1,951.3789657,4,204.6272872,4,.656087909611847,.757227763678185,-.0502362926257729,-.302284355434418
30, , , , ,1,0,0,0,1,2,5699.418046,1,1313.569982, ,1.16376726539802,1.12001342684543,-1.09887289431273,-1.2217995393049
31, , , , ,1,0,0,0,0,0,1450.347964, , ,0,.31763131329315,.22425178226695,-.766688241204362,-.440612900580889
32,-.500974074856037,-.523796644987379,.652606182528652,.672294725182123,1,0,0,1,1,1,2168.738671,3,553.547261,3,.763971621924824,.980341603769623,.745430027124726,.296825743887863
