Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1263,996053; ; ;0;-,33870785172478;-,0669332475519351;-,0896071269502685;-,0838915711857764
2; ; ; ; ; ; ;0;0;0;0;0;0;3537,500209; ; ;0;,0942737856989812;,0467147356356352;-1,26489420403018;-1,36736090813061
3; ; ; ; ; ; ;1;0;0;0;0;0;1436,628475; ; ;0;-,571327953287712;-,0665747365639594;-,272047237421045;-,714153888043047
4; ; ; ; ; ; ;0;0;0;0;1;2;2826,481216;4;183,6883701; ;-,282076147492204;-,73485629009822;-,0781374147006378;-,226203361459413
5; ; ; ; ; ; ;1;0;0;0;0;0;3668,545147; ; ;0;,524387995060333;,588783349451435;-,572768755466202;-,473951526100854
6;0;1803,959781;,802916646453883;,89135901777648;-,0490212673506144;-,00325090984971532;0;0;0;1;1;1;1093,288734;4;186,2127218;4;-,849110046833581;-,945643679074767;,708254731415029;,726343261634136
7;3;2139,196688;-1,07537613578053;-,978157964050556;0;0;1;1;1;1;1;1;1149,944053;4;289,1965831;4;-,767388347054918;-1,05534804139463;,732627869945494;,895560447957579
8; ; ; ; ; ; ;0;0;0;0;0;0;3639,888991; ; ;0;-,641221512308929;-,719781756651523;-,48961334165634;-,589392064228288
9; ; ; ; ; ; ;1;0;0;0;0;0;1050,811039; ; ;0;,353059168331398;,243178757045063;-,25950223964802;-,108270318367972
10;0;1912,784293;-1,07537613578053;-,978157964050556;0;0;0;0;0;1;1;1;943,4713958;4;138,4421969;4;-,118632747934887;-,186675917535056;,326169942099025;,125837356778666
11;3;2240,362111;-1,07272850595635;-,978157964050556;1,74823799602271;0;1;1;1;1;1;1;1146,747311;4;177,9951855;4;-,311467285131895;-,258736626117717;,0129034262808417;,10611925244013
12;0;1649,690759;1,10570922089123;1,17459453843323;-,119223573294621;-,0964707497904111;0;1;1;1;1;1;826,8741924;4;172,8630749;4;,793209375911192;,822532513610096;-,382084789316013;-,634205937724961
13; ; ; ; ; ; ;0;0;0;0;0;0;1273,222817; ; ;0;,080653502402539;,0675083729380892;-,840156422285835;-,877634898558918
14; ; ; ; ; ; ;1;0;0;0;0;0;1751,851961; ; ;0;-,648390082464945;-,27451110958854;,244448242320359;,0559277141238494
15; ; ;-1,07537613578053;-,978157964050556;0;0;0;0;0;1;1;1;1125,145161;4;183,78493;4;1,01389105102197;,838665508068908;-,543331665453722;-,253467268497209
16; ; ;1,19292054267537;1,25830546706349;-,274952345680107;-,223174961183199;1;1;1;1;1;1;1248,50284;4;189,5891104;4;-,30716614303828;-,208545087801438;-,526531477959847;-,482555789812221
17; ; ; ; ; ; ;0;0;0;0;0;0;2309,710269; ; ;0;,103234498394008;,121285021134101;-,838722708254636;-,97371584333579
18;2;2958,182963;-1,07537613578053;-,978157964050556;0;0;1;1;1;1;1;1;2517,880263;4;282,4261622;4;,882099645845869;1,01469440316386;-,660942168385288;-,610185701530754
19;0;1746,662971;-1,07537613578053;-,978157964050556;0;0;0;1;1;1;1;1;1084,05395;4;293,9764586;4;,684963966555235;,668372788781542;-,689258020501565;-,70411558037979
20; ; ; ; ; ; ;1;0;0;0;1;2;7939,824896;2;746,5973061; ;,593923125573762;,370091646787651;-1,42726231806409;-1,26554378754614
21; ; ; ; ; ; ;0;0;0;0;0;0;1192,854824; ; ;0;,423311155860419;,616747206513354;-,543736046334311;-,782629486745954
22;3;2692,009159;1,01552934445572;1,11250216030361;-,144416172227658;-,150842217026948;1;0;0;1;1;1;1287,03794;4;287,9701761;4;,769553094396303;,388734218162275;-1,04446067173248;-,649621910207831
23; ; ; ; ; ; ;0;0;0;0;0;0;1464,652981; ; ;0;,492129429358232;,236008537285602;-1,04195167217788;-,761477338455537
24; ; ; ; ; ; ;0;0;0;0;0;0;1385,197977; ; ;0;,380299734924287;,408810833488782;-,874565559034746;-,724192195706294
25; ; ; ; ; ; ;1;0;0;0;0;0;1087,08452; ; ;0;-,0490976174214711;-,147598219845958;-,259860668155814;-,287884323342646
26;0;2343,618881;1,03775338873742;1,15947780763204;-,165356517200672;-,143283851626364;0;0;0;1;1;1;1078,274792;4;389,244831;4;-,241932154618476;-,187034428523031;,264520238757234;,0380021647251806
27; ; ; ; ; ; ;1;0;0;0;0;0;4335,334572; ; ;0;,219723763429377;-,0601215387804458;-,520438193327236;-,855048706316597
28;0;1999,600615;,926606423593321;,917962296713343;-,232242599930569;-,160947128476489;0;0;0;1;1;1;976,9273164;4;182,555315;4;-,333689852615563;-,470258109022026;-,201795249892028;-,21905021365176
29;2;2792,631045;1,0111166280821;1,05959360249944;-,0886554835064297;-,046000374373532;1;1;1;1;1;1;1413,356897;4;189,4264663;4;-,440501547940293;-,392102713643822;,990337967054507;,810951854795859
30; ; ;-1,07537613578053;-,978157964050556;0;0;0;1;1;1;1;1;895,114454;4;179,3627431;4;-,24049844058727;-,218583395464691;-,086022841872273;-,0028680879037904
31; ; ; ; ; ; ;1;0;0;0;0;0;3367,04664; ; ;0;-,431540835245265;,00584448300666732;1,19679278754796;1,07409891996835
32; ; ;-1,07537613578053;-,978157964050556;0;0;0;0;0;1;1;1;2062,754633;4;172,6176651;4;-,698570073557103;-,796503108077832;-,388536502456421;-,704832602355733
33; ; ;-,393181646019363;-,330298072570887;-,682194489761163;-,647859891479669;1;0;0;1;1;1;1029,99003;4;239,1227357;4;,0684669331373051;-,217866373488746;-,448752491767008;-,241636405894087
34; ; ;-1,07537613578053;-,978157964050556;0;0;0;0;0;1;1;1;1327,260753;4;172,5695456;4;,618654692612033;,548630118798415;-,720799729188066;-1,00956694213314
35;2;2188,278475;,942920102307938;1,02667814027103;-,135670970687226;-,166771675290583;1;1;1;1;1;1;973,5028083;4;138,7873745;4;-2,1272661056524;-1,89641481918028;1,2025276436728;,676868745293798
36; ; ; ; ; ; ;0;0;0;0;0;0;1186,588054; ; ;0;,112912068104638;,121285021134101;-,136919689980027;-,268883240980051
37;0;1727,311893;1,12632864103708;1,19239326986045;-,336971068531232;-,294694977877015;1;1;1;1;1;1;1243,500973;4;296,0346923;4;-,775273774226547;-,937756437339343;-,429397352345749;-,319791801272304
