Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,1.87843979140024,1.47612630925158,-2.10566415139989,-1.97439765626573,1, , ,1,1,1,2284.350162,1,172.6115451,1,-.408409560001944,.304796923002119,.539197039901797,.139015565518551
2, , , , ,1, , ,0,1,2,3280.417917,1,285.3088469, ,-.385889584224012,-.440591780417964,-.156502918099094,.188245461066971
3, , , , ,1, , ,0,1,2,1379.171787,3,490.6579828, ,-1.12377249505138,-1.18768471887291,.737596555097664,1.78452922663467
4, , , , ,1, , ,0,1,2,1437.767849,2,1636.888737, ,-.553892288104603,-.171639451593395,.268955614148659,.182007629919941
5,-.259071464326076,-.13036019801776,-.284654435898682,-.413600129342799,1,1, ,1,1,1,1669.029657,2,1169.969308,2,1.13155698655518,.376484289864176,-.530424427706909,.476521051036423
6, , , , ,1, , ,0,1,2,2416.238486,2,308.750286, ,-.499709979318245,.147301176140748,.392805969111086,-.21895381034454
7,.204589181334982,-.508798046419867,-.112282547986043,.212441234330678,1,1,1,1,1,1,1966.694383,4,443.910456,4,.431874179701618,-.595014618490028,-.306830549470945,.724387261529845
8,-.977285974437405,-.786271726706512,-.343727117602949,-.359571919762144,1, , ,1,0,3,3193.407826, , , ,-.227726103265783,.0985119734978527,-.0441969042677155,-.190634407322297
9,1.39589713580953,.249870494526709,-1.27359114943415,-.487630069383215,1, , ,1,1,1,2062.991401,4,1219.502442,4,-.569005562796938,-.76954564061281,.00391986951674383,.591219670064805
10, , , , ,1, , ,0,0,0,2308.783322, , ,0,-.612416991295589,-.289196630471804,.105389429062819,-.133323223270307
11,1.22630731222399,.926830914876809,-.773778113839737,-.627275100267368,1,1, ,1,1,1,2058.280405,4,567.0112074,4,-.412909650306671,-.416728110113945,-.330354387696685,.103299418155544
12,.120868089034596,.109113199162057,-.0337165309916399,.0991232477055955,1, , ,1,0,3,4300.954755, , , ,.288263893052074,.161241156887095,.0483796002846237,.00879525432099404
13, , , , ,1, , ,0,1,2,1437.007538,1,295.6253766, ,-1.2453858063068,-1.79615113069546,.0661722034129242,.0374328266367252
