Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;2;2037,609443;,39327364610103;,358036134556169;,0782342099697114;-,137234877748261;1;0;0;1;1;1;1992,480016;3;743,2507168;3;-,0516701422822403;-,219309875237429;-,142742764063587;-,222999386880282
2; ; ; ; ; ; ;0;0;0;0;0;0;2244,462345; ; ;0;1,01602042604414;,860530439803031;-1,55909833871519;-1,35348199978913
3; ; ; ; ; ; ;1;0;0;0;0;0;1265,020566; ; ;0;,581503106034738;,432122834618242;-,710612712543249;-,695673104040349
4; ; ; ; ; ; ;0;0;0;0;0;0;3911,609235; ; ;0;,57527052053326;-,0927009027264587;-1,04537414503419;-,472030569404139
5;2;2043,471734;1,8059503001797;1,79897711208713;-1,81196311631952;-2,01008834562732;1;0;0;1;1;1;5442,431801;2;1047,907633;2;-,459412385581591;-,400828553130947;,321946106247331;,308525051969327
6;0;2098,415188;-,0722018591032851;-,0413625305795578;-,942934492734759;-,772734294909673;0;0;0;1;1;1;2091,142948;4;1612,910749;4;,623288646641417;,771454121169129;-,732543888597247;-,917854327651384
7; ; ; ; ; ; ;1;0;0;0;0;0;2286,636102; ; ;0;2,08422752406132;1,07598468790049;-1,5528008133213;-,592272621841273
8;0;1588,304663;-,358032764302931;,204473546764021;-,0420196339586038;-1,10498440068202;0;0;0;1;1;1;1112,875462;4;132,6974613;4;-,458564272848285;-,522855978217392;,694422800489026;,239976437736846
9;2;2599,787578;,287327866896135;,269466250556327;,347194037855165;,939387435084129;1;1;1;1;1;1;1777,42587;4;232,7763957;4;,278676328908055;-,181131426184813;,125075720701003;1,01974705442521
10; ; ; ; ; ; ;0;0;0;0;0;0;2324,307236; ; ;0;2,49777452432329;2,42533997000554;-1,36381312426551;-,997804296718292
11; ; ; ; ; ; ;1;0;0;0;0;0;2441,689812; ; ;0;,832552828873799;,562772000112803;-,690708362375175;-,259409933174451
12; ; ; ; ; ; ;0;0;0;0;0;0;1657,024009; ; ;0;,974167821017773;1,05958061586028;-1,0847534509156;-1,13408403778086
13; ; ; ; ; ; ;0;0;0;0;0;0;1324,223509; ; ;0;-,572208694418367;-,389359134443553;-,599760982700151;-,580058353704297
14;2;1904,243368;,103689923782161;,0197834729060003;,576370121453678;,521665678167096;1;1;1;1;1;1;1166,568184;4;222,5176708;4;,706410307738791;,628715566604345;-,946540103003362;-,926654307654867
15; ; ; ; ; ; ;0;0;0;0;0;0;2446,575459; ; ;0;,819199113904038;,898724834028538;-1,48164765736987;-1,49262678578794
16; ; ; ; ; ; ;1;0;0;0;0;0;1626,332005; ; ;0;-,7211481624006;-,586167050790589;,195116776502829;,302023810009841
17; ; ; ; ; ; ;0;0;0;0;0;0;1992,712911; ; ;0;-,273179796336656;-,0538111223748552;-,668296777321576;-,649951088929436
18;2;1879,955466;-,907891533454729;-,825805500146773;-,511809139070157;-,53262431844931;1;1;1;1;1;1;1449,290635;4;394,0786101;4;1,43431949946157;1,33955312947899;,567973085838622;,444329650616743
19; ; ; ; ; ; ;0;0;0;0;1;2;1963,093311;4;337,1263667; ;,0862561706362225;,29619472635283;-,091249332574654;-,0764109592259687
20;2;2417,389656;1,57045687412912;1,57519435248957;-1,48062590399033;-1,45966727415897;1;1;0;1;1;1;1374,593798;4;178,2671124;4;-,76721483510519;-,926832743868789;,649631801553635;,981632678636136
21;0;1144,297362;,862918202695344;1,00271841358811;-,238349614632818;-,453294698403382;0;0;0;1;1;1;1309,383715;4;283,8766571;4;,63460379418371;,70828402733004;,587783758274087;,619500247982112
22;2;2239,50674;,933258341458082;1,18868023606186;-2,29175175953267;-2,40939413773656;1;0;0;1;1;1;1976,827659;4;382,3713772;4;,83985095304555;,961079338692968;-1,76353191474998;-1,81479984950668
23; ; ; ; ; ; ;0;0;0;0;1;2;1766,354729;1;1961,711664; ;-,086516457122561;-,158965149005682;-,332428511657272;-,330986241703931
24;0;1162,787944;-,636933732281129;-,644370928058868;,249717016305656;,314452556860653;0;0;0;1;1;1;1000,1196;4;188,7810389;4;,472930741504146;,527904185867254;,548600377382675;,339151982378703
25;2;2991,822305;-,608195579121237;-,571299652309895;,310021229507991;,158645191743446;1;0;0;1;1;1;1982,820708;4;272,769588;4;,0442340550059491;-,314285322696728;-,504986332182152;-,769291250116015
26;0;1577,039323;,766061010768618;,927615425574403;-,457363031193521;-,178606232704018;0;0;0;1;0;3;3437,930961; ; ; ;-,661314770051307;-,671980899279576;,282894239988921;-,353999075906139
27;1;2416,279109;-,0789641626858609;,0511998185511619;-,243242582888016;,451034416958374;1;0;0;1;0;3;5072,561651; ; ; ;1,27408532447268;1,25484484984588;-1,31764465465655;-,650044773359936
28; ; ; ; ; ; ;0;0;0;0;0;0;3474,715732; ; ;0;,90428857588876;1,01630942309524;-,809069522814032;-,742771704902982
29; ; ; ; ; ; ;1;0;0;0;0;0;1566,609694; ; ;0;,981190773451906;,902128031295661;-,978285018065734;-,710891103546916
30; ; ; ; ; ; ;0;0;0;0;0;0;1817,758287; ; ;0;-,507023463548096;-,293141584586424;-1,14560879448112;-1,79607934180314
31; ; ;-,36808394882688;-,140005433014645;,558639074266965;,261637021974348;1;0;0;1;1;1;1554,358363;4;429,5323618;4;-2,21812796982218;-1,53155408639598;1,69989451603085;1,15191886232588
