Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1571,41322; ; ;0;1,20089205700049;1,40436167379149;1,77228559123444;1,33399566520758
2;1;1571,711546;,264224172818428;,368550425853252;-,719015408315378;-,689939083069492;0;0;0;1;0;3;2133,422104; ; ; ;,612568274470285;,729796514066519;-,748110673727874;-,946523347847552
3;3;1296,670422;1,43941873492623;1,48793511806394;,150912962893635;,373742602137672;1;1;0;1;1;1;1091,472936;4;231,9188604;4;-1,48256514348661;-1,62515217726393;,507275250970917;,609228284822111
4; ; ; ; ; ; ;0;0;0;0;1;2;892,6086293;4;183,042107; ;,228117163962168;,421337557465533;,0877865329953431;-,0195735995123544
5; ; ; ; ; ; ;1;0;0;0;0;0;1408,304762; ; ;0;1,30427225046211;,758807384772336;-1,33893714250576;-,969417468705757
6; ; ; ; ; ; ;0;0;0;0;1;2;1227,22808;1;1563,141562; ;-,163842005288982;-,70484347162044;-,995299069267389;-1,01992434601887
7;2;2964,711849;-,090811186694238;-,029971822782315;,406409985178581;,405689914977932;1;1;1;1;1;1;1138,07439;4;176,6264878;4;,619720038041432;1,03545924216574;,580786990305575;,300245035377046
8; ; ; ; ; ; ;0;0;0;0;0;0;1159,103828; ; ;0;,258341913261;,892758745051233;-,219081303834875;-,380106850574923
9;1;1963,558224;-,743536755440687;-1,10409782180263;-,264678461002027;-,14355811731425;1;1;1;1;1;1;1387,44566;4;122,7349656;4;,061014728348218;-,55209948971151;-,376172994458119;-,21338718754096
10;0;992,6249249;,254132728491192;,100274914181827;-1,48688258121486;-1,31905539746234;0;0;0;1;1;1;2759,161504;4;279,3174551;4;-,636849706099433;-,594392445800712;,145348316691854;-,147501053468109
11; ; ; ; ; ; ;1;0;0;0;1;2;2938,20403;1;229,2265458; ;,0356028372179864;,21686334827395;-,143423173424413;-,155540210410697
12;0;963,0899803;,221564885435122;,373055816125598;-,478655552521272;-,727006157582874;0;0;0;1;1;1;1734,046921;3;392,9114465;3;,695036599189329;,538604390258317;1,22951681204253;1,16585252095476
13; ; ; ; ; ; ;0;0;0;0;0;0;1152,699757; ; ;0;1,67176128785712;1,76579917397057;-,576278629383929;-,977893536351757
14;3;1444,31852;,76352131600904;1,11890269666554;,016971974550354;-,368213259530716;1;1;1;1;1;1;835,1449913;4;84,63484862;4;1,65618843975049;1,87607543550893;,104727793748829;-,201677980689815
15;0;1323,142871;1,06901685791528;,508217524295928;-1,31853894175601;-1,02210922042143;0;0;0;1;0;3;4224,833451; ; ; ;-,279543115662235;-,388694886639602;-,575810351291831;-,649424069534994
16; ; ; ; ; ; ;1;0;0;0;0;0;1974,550522; ; ;0;1,27770527337143;1,17666878150489;,950250716809233;1,15746383544946
17; ; ; ; ; ; ;0;0;0;0;0;0;1789,310453; ; ;0;,729231956477263;,965728293902958;-,606612643570909;-,86490842845227
18;1;1592,19309;-1,82837441903789;-1,42582364534143;2,77331238192969;2,05527712605681;1;0;0;1;1;1;2755,166177;4;431,8183276;4;-,854198380993606;-,696105257552428;1,00338467099066;,753758345507113
