Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , ,1,0,0,0,0,0,1220.417321, , ,0,-1.66081112921801,-1.74593836525701,.476939261761629,.442253018889933
2, , , , ,1,0,0,0,1,2,954.4033742,4,344.9299621, ,-1.63301931911129,-1.83848619055327,-.115937575127141,.287637529181801
3, , , , ,1,0,0,0,1,2,787.1234659,3,277.8648542, ,-.444933141651364,-.376144099065292,-.195594919442826,-.225791832096943
4,-.821592235296115,-.60465084059198,-.774708742390945,-.822954933747425,1,0,0,1,0,3,3072.561827, , , ,-1.33287138962355,-1.01961630179441,-.524032638198972,-.488735597915382
5, , , , ,1,0,0,0,1,2,6322.793277,4,324.6593061, ,.719886512145225,1.03789161269909,-.733883523005353,-.647337172775412
6, , , , ,1,0,0,0,1,2,1287.15779,3,227.3174919, ,-.190330675403068,-.383510529547734,-.368466487812386,-.349052768451256
7, , , , ,1,0,0,0,1,2,2137.154615,2,176.7005185, ,.130892570644352,.127628937073438,.258845703267147,.412294316474642
8, , , , ,1,0,0,0,1,2,5117.558257,2,1192.01306, ,-.040693897331616,-.113330039802642,.0469086528722641,.140201951436692
9, , , , ,1,0,0,0,1,2,3102.852689,3,172.9424755, ,.241907924874027,.00140228483829709,.0697754566934071,.304823327334969
10, , , , ,1,0,0,0,1,2,1007.610398,3,847.4000373, ,.167412607079967,.112452175864417,.383892673132616,.593235526564693
11,-.770915176118457,-.524767359836259,.0180957074120526,-.0620194377318066,1,0,0,1,0,3,2816.626429, , , ,-1.72892903885953,-1.74597559594072,-.538503496727313,-.408678604203992
12,.961881927923965,1.16468041676096,-.198329472003182,-.13180477961727,1,0,0,1,1,1,3127.573408,1,437.0284803,1,.609174689551685,1.00901799645147,.214548433241348,.152796276720952
13, , , , ,1,0,0,0,1,2,1384.38797,3,548.1359914, ,-.40301637799369,-.60443803028195,-.088228141966044,.138967427174599
14,-1.00332690421554,-.877611285975656,1.61726952795165,1.49547769193374,1,0,0,1,1,1,1067.434978,2,121.5129435,2,.598441917938303,.545969080914241,.679682711654749,.69077376828099
15, , , , ,1,0,0,0,1,2,1484.795885,3,2069.68246, ,.775784901512008,.863709629379324,-.198024706482216,-.215061632329937
16, , , , ,1,0,0,0,1,2,994.9145322,3,283.7224611, ,.778972213684105,.636971800979267,-.323504912331297,-.143710120993946
17,-2.224097379586,-2.06445285121418,1.02261831054444,.678332430636098,1,0,0,1,1,1,3104.838332,2,942.9823239,2,.855301815696235,.370309765630707,.0658950423131057,.358505907504909
18, , , , ,1,0,0,0,1,2,969.876868,3,244.9624901, ,.200167650388356,.0227197487614204,-.394871050816678,-.1897609757429
19, , , , ,1,0,0,0,1,2,4516.875425,3,1091.866545, ,-.0561975667065483,-.248163008236875,-.191043614454235,-.0671824120906858
20,-.611123613608918,-.734693417638343,.977966360459029,1.18971919739574,1,0,0,1,1,1,1162.804902,3,182.5212346,3,.535293610231672,.365454986881745,.628150162297612,.66581887744265
21,-1.09455265114571,-1.16556082964841,.776006815809953,.730497239824945,1,0,0,1,0,3,1286.58037, , , ,-1.36832822297427,-1.42992309377295,-.442643299768372,-.408901329150587
22, , , , ,1,0,0,0,1,2,1514.423314,3,493.5665769, ,-.75156913297916,-.833126212281942,.131291754502161,.389212382743092
23, , , , ,1,0,0,0,1,2,1838.344485,2,329.949758, ,-.728242789387856,-.592448761684322,-1.0470759769309,-1.12659523727815
24, , , , ,1,0,0,0,1,2,3578.148047,2,389.469909, ,-.923587631256452,-.708103934516975,1.30324468828044,1.21304556366838
25,.976869994077794,1.29472516847795,.290421971677709,.0380977109231968,1,0,0,1,1,1,1723.200486,4,1099.489887,4,.532795427736245,.611163907146773,.0136948962921887,-.130633832121717
26,.675338522440916,.42187134853607,.540768733493855,.780761444190645,1,0,0,1,0,3,841.4986009, , , ,-1.91377967191281,-1.89852986984491,-.26004196508254,-.262873288157904
27, , , , ,1,0,0,0,0,0,2191.455529, , ,0,-.803324539899281,-.882284105752353,1.11684454482663,1.32780616294557
28, , , , ,1,0,0,0,1,2,1562.434519,4,181.9944991, ,-1.27061665411819,-1.46645537605464,-.114431414812342,-.00535600344221399
29, , , , ,1,0,0,0,0,0,1552.363028, , ,0,.258386351215677,.406202118250535,-.106615575129196,.0647883898048056
30, , , , ,1,0,0,0,0,0,966.9598979, , ,0,.918687625941261,1.10768702121848,.659999506457166,.294047127113071
31,.251514154989507,.184985069481453,-.736583482074248,-.905277038523096,1,0,0,1,1,1,4387.150925,3,121.7018882,3,-2.00589619971393,-1.96116724355251,.44270938051802,.516572799331175
32,-.195983777633219,-.28544687331608,.161662668370745,.485660740986534,1,0,0,1,1,1,2700.992264,2,1108.982926,2,.0925138761054988,.0230525215134758,.199849284649892,.303085429109425
33,-.852846469705392,-.877297454762911,-.378756477331802,-.379070779686409,1,0,0,1,1,1,2275.223157,3,794.9253749,3,-.818436950629292,-.900957447866287,.679464517561873,.822518602388619
34,-.655420146486189,-.824412617760995,.795224851097503,1.00136513106883,1,0,0,1,1,1,2511.632771,4,2232.183861,4,.521510266497172,.877806700933901,.316751546532905,.0978870158959052
35, , , , ,1,0,0,0,0,0,7556.418359, , ,0,.863026592584486,1.01325093874078,.850224893063114,.0792244208082613
36,1.31615391798843,.699279401005185,.05191744630676,.36188867238215,1,0,0,1,1,1,1449.256956,1,134.3675715,1,.0444050158544057,.165731217587295,.449038967363556,.260259423827657
37, , , , ,1,0,0,0,0,0,247.9891397, , ,0,.115422857177448,-.0517587346022089,.770715385222946,1.08091070283635
