Bildnummer,Antwort_Emotionsrating,RT_Emotionsrating,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Bildes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , , , ,1,0,0,0,0,0,1069.943996, , ,0,.343599354059116,1.0104882620294,-.843931011770351,-.625115696734067
2,0,2334.751176,-.292858811015141,-.361848778602931,-.611885285735972,-.708675204002343,0,0,0,1,1,1,1261.948579,3,646.6974241,3,.0364233177386947,-1.6141581004422,-.510913921418264,-.781734105537937
3, , , , , , ,1,0,0,0,0,0,2810.01022, , ,0,-.80479222300435,-.995234072523027,.721959539319901,.215966498178679
4,0,980.3507871,.113669503602341,.249803517900316,-.761013351750365,-1.18531813378181,0,0,0,1,1,1,1339.29748,3,431.4880149,3,.371650376413755,.761676184199138,-.0699717520966781,-.652173753949188
5,3,2548.922697,-.610020179329418,-.128589737947046,-.142182327467746,-.811818888330213,1,0,0,1,1,1,1723.310666,3,586.7162353,3,1.15639989976572,1.54119390178866,.854907723390165,.283432975600317
6, , , , , , ,0,0,0,0,0,0,1036.531363, , ,0,-.697142488529986,.430347839578123,-.732086198611899,-.514733262842997
7,2,2770.083148,-.537715937996554,-.0286776845278486,-.143201641937637,-.554888564687292,1,1,0,1,1,1,1554.232292,4,809.2534743,4,.0362046993085299,.170649594434907,.36602360915589,-.353262886413285
8, , , , , , ,0,0,0,0,0,0,1683.436339, , ,0,-.43237373123979,-.339812674560374,-.0644027352440643,-.461390355934565
9,2,1448.751554,1.85102417724045,1.9271851095048,-.0531724361126484,.0837071172541486,1,0,0,1,0,3,2539.439655, , , ,-.28322758872404,-.150710964372018,.462066841860389,.368886527065439
10,0,1199.470692,-.0652160083454166,-.559663886775842,-.172909940596656,.0950556859097281,0,0,0,1,0,3,1674.457719, , , ,.798554278192576,1.03134420525917,1.84562059051674,.505744776277617
11,3,2252.83172,-.216511223422004,-.409477038852728,.427339482202028,.224341810794642,1,1,1,1,1,1,1595.160739,4,440.3941367,4,.733546770179126,.488328580893154,-.828612223467218,-.601037716162797
12, , , , , , ,0,0,0,0,0,0,717.8889768, , ,0,-.633616105575261,-.117730791175398,-.263471370795397,-.157756435796428
13, , , , , , ,0,0,0,0,0,0,864.0439432, , ,0,-.171737825046152,-.447401221286524,.0505257484030284,.170019626742677
14,1,2191.937189,-1.07630047950381,-.929857283250048,.727014699868966,.621327368395063,1,0,0,1,1,1,1637.508685,4,332.4335145,4,-.827796000957316,-.427816397510753,.252937789584718,.153001607577698
15,1,1409.315508,-.521174685607005,-.417790894588618,-.425195186622405,-.549276075617922,0,0,0,1,1,1,1377.848865,2,1006.720893,2,-.297480524122212,-1.65356438392754,-.122333575102518,.337891111982961
16, , , , , , ,1,0,0,0,0,0,1188.829799, , ,0,.0685149065034743,-.927118949307588,-.396798556096897,-.449455576373144
17,0,1558.52159,.665170482188441,.352650628505554,-1.8006514482656,-1.69034053599094,0,0,0,1,0,3,1654.647909, , , ,-.193554112772112,.234116302811727,-.170852533973916,-.276610948158066
18,2,2147.607446,-.367080287520161,-.415208113893362,.478237382458043,.358350485992094,1,0,0,1,1,1,1112.115829,4,544.9210116,4,-.317783155134058,.0589890704810059,.228253843746673,-.123496892435327
