Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , ,1,0,0,0,1,2,3345.343251,2,808.7982512, ,-1.13457405967385,-.972732561079991,.443721871471808,1.15074153825055
2,-.663272518452409,-.669610432135572,.460970978256912,.574132049035793,1,1,1,1,1,1,1159.884147,4,180.1465656,4,-1.13004283129296,-.807012734716257,.750630218541978,.43210999917397
3,-.482781177512647,.300800113326329,.492037285994732,.0232991146728587,1,0,0,1,1,1,1715.677402,3,420.5173863,3,.126718500280195,.332549964976994,.319628778529524,.535019134538213
4,-.345786160859548,-.441530540215153,-.049982845838454,-.55241267204343,1,0,0,1,1,1,1969.804217,3,592.7391256,3,-.129521784970961,.135699328815005,.93271249333429,.700331754837533
5, , , , ,1,0,0,0,1,2,1885.117088,3,335.8761233, ,-.0182308528939771,-.334857303026935,.466448567536923,1.33593350824846
6, , , , ,1,0,0,0,1,2,4902.355941,2,387.7552923, ,-.279434865198719,.574062099082236,-.142813129976915,-.26187384472023
7, , , , ,1,0,0,0,1,2,1741.917034,4,315.3920768, ,.00383158325444303,-.30926017969575,.407319677460709,.863865897959206
8, , , , ,1,0,0,0,0,0,3248.924608, , ,0,-1.80839631686521,-2.30564439391267,.724554451574832,.716487514703778
9,.0176966522675425,.322670922915404,.265526884820261,.255333279074292,1,0,0,1,1,1,2918.280742,4,1281.963496,4,2.05708907170522,1.3507207397866,.806286079148863,1.1756912441743
10,-.635273000703771,-.250962921837714,-.386521112863241,-.359444533390296,1,0,0,1,1,1,1048.294749,4,243.4663436,4,-.138476158763253,.130570221276453,-.161564524416277,.017378503974877
11,-1.362945023848,-1.43141764734651,.814515686191647,.720101423605159,1,0,0,1,1,1,1126.88503,4,253.8026629,4,-1.68564884021368,-1.4546865528903,1.02794509829519,1.50256617051097
12,.040874433280527,.224201204865084,-.200917770283917,-.103883657395503,1,0,0,1,1,1,1773.193485,4,341.9322371,4,.751571082746514,.898104487727105,-.414672822075279,-1.00601327833369
13,.545095529421598,.548430688844722,.529449216191104,.587690445014856,1,1,0,1,1,1,1057.21342,4,179.9217305,4,.240154996057974,.874638722220632,-.103998333940695,-.0853674674847537
