Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;2;1747,654401;,988482942861522;1,11579994060676;,121458153286659;-,317227881398682;1;0;0;1;1;1;2863,145591;4;777,5994889;4;-,683326152973877;-,723504185537298;-,167786257861309;,27367135661114
2; ; ; ; ; ; ;0;0;0;0;0;0;2495,020238; ; ;0;,362304630213247;,174912226034302;-,719153278843783;-,912054883561216
3;2;1847,306658;-,11220351547914;-,0422046526595209;-,676783528497872;-,760544577523901;1;1;0;1;1;1;1464,76318;4;356,2252795;4;,722111952921129;,573243836598297;,107279365774471;,283899109030166
4; ; ; ; ; ; ;0;0;0;0;0;0;12885,39425; ; ;0;1,30453763002692;,775643513684349;-,397630167032782;-,0637183883570076
5; ; ;1,26074161678481;1,76105900526861;-,143659309517334;-,305325142139937;1;1;1;1;1;1;2256,550536;4;1739,044407;4;-1,03852262185811;-1,23570442258481;,279600434798455;,253218343786011
6;1;2651,827571;1,23628977912054;2,03890377775828;-,988573713792475;-1,40199106373027;0;0;0;1;1;1;2013,177135;2;8895,829962;2;,106638509084732;-,0218086395461732;-,334625763033555;-,24237148721076
7; ; ; ; ; ; ;1;0;0;0;0;0;3184,64556; ; ;0;,52297517223625;,993947583714249;,395368259224695;,133010933207401
8; ; ; ; ; ; ;0;0;0;0;0;0;2674,280248; ; ;0;-,907761466392087;-1,04803917502275;-,049242703222914;-,198254653356469
9;2;2388,785293;,173739236699321;,150090740180938;-,0190316086978577;,0877762865872629;1;0;0;1;1;1;949,5262423;4;461,3518555;4;-1,34288285923378;-,795350237393773;,359788425915324;,0509513663880822
10;0;1628,08696;,0614397461292049;-,389763938211159;-,926320805825493;-,424050776882401;0;0;0;1;1;1;2065,813711;4;307,6241757;4;,308271175580054;,648598972474884;-,466252211224445;-,317573514739214
11; ; ; ; ; ; ;1;0;0;0;0;0;5628,263937; ; ;0;-,301307468020964;-,414582170072759;-,327720611455192;-,178514869288657
12;0;860,1457493;-1,30428844963868;-1,12972388997537;,0786181293977617;-,0536947167352848;0;0;0;1;1;1;1438,715431;2;482,3679335;2;-,853810294643029;-,716642757780449;-,685530251979176;-,715269789195484
13; ; ; ; ; ; ;0;0;0;0;0;0;1218,729934; ; ;0;,492749189247934;1,39025294848728;-1,06535369930382;-1,30517608313397
14;3;1606,508114;,222089160075731;,581788934798945;-,377209397737579;-,108310866715279;1;1;1;1;1;1;941,0996048;4;559,378028;4;-,994097723158908;-1,38143576246059;-,589979056157467;-,372204045029368
15;0;1235,114878;,757094081757572;,676761032948057;-,897312473328057;-,532605275956138;0;0;0;1;1;1;1372,498347;4;643,1992241;4;,790404982485542;,760777300653462;,147160058055304;-,359854398577712
16;0;1656,380108;,28149250211621;,41666226006392;-,351657623301596;-,195258349822544;1;0;0;1;1;1;926,6268157;4;223,6381225;4;1,32701072674136;1,63723798920009;-,00549591484669776;-,281445360416387
17;2;2411,586146;,558250917378297;,52490861161152;-,282651860269601;,189838457381227;0;0;0;1;1;1;1809,103239;4;357,06913;4;-,266920109472628;-,401756402563911;-,585685062949781;-,340866249584023
18;2;1179,809284;1,28310708789441;,939923967118848;-,332395774177299;-,432864277457491;1;1;1;1;1;1;1915,174376;4;484,6124282;4;-1,15687649041384;-1,10093275074872;-,0511132624957902;,0431325206318784
19; ; ; ; ; ; ;0;0;0;0;1;2;1836,087531;4;389,5392512; ;-1,2683213873422;-1,2703574381038;1,53261587160679;1,13692158158288
20;3;876,0536491;1,1157258987522;1,11127604635682;-,711739897459305;-,779424436354374;1;1;1;1;1;1;1886,370883;4;469,9876113;4;-1,15748121966008;-1,16539301092161;,911734041603597;,598688367360849
21;0;2190,290639;,63865386309736;1,04399332226701;-,159297599761742;,135196171544167;0;0;0;1;0;3;1846,296486; ; ; ;-,0965474822614324;-,0967724418262917;-,00497746192375323;-,247258387044975
22; ; ; ; ; ; ;1;0;0;0;1;2;1595,847378;3;374,530516; ;-,714158852666369;-,768938088725983;,15555041559568;-,519491007314172
23;0;1519,23469;,562427163799222;,558361478062681;-,30386307340574;-,357728772270394;0;0;0;1;1;1;4148,181342;3;426,7546281;3;,374351364317348;,326108129883607;-,392025819578485;-,155445682661894
24;0;1216,754626;1,47410043323905;2,04336789757171;-,723541110975292;-1,11339019056907;0;0;0;1;1;1;1842,70523;4;379,4143286;4;1,05814411346073;1,67280565591795;-,255132570986635;-,483486248502211
25; ; ; ; ; ; ;1;0;0;0;0;0;2133,611049; ; ;0;-,098425593874462;,459435218906925;-,586459087476488;-,638033073620667
26; ; ; ; ; ; ;0;0;0;0;0;0;2535,214911; ; ;0;-1,2051755124736;-1,36858254616235;,0376139061669041;,0416231390159545
27; ; ; ; ; ; ;1;0;0;0;1;2;1504,277897;3;881,3847564; ;,559188028965736;,84954037490484;,697565863606693;,687477351217172
28; ; ; ; ; ; ;0;0;0;0;0;0;1368,231305; ; ;0;2,18466670902176;1,79474446576895;-,451025633497999;-,434249254376664
29; ; ; ; ; ; ;1;0;0;0;1;2;5972,578338;2;1084,683439; ;,0396076959870741;,37439659722776;,560231147141529;-,250857821192427
30; ; ; ; ; ; ;0;0;0;0;0;0;3250,84789; ; ;0;,202688376170146;,158983885191184;-,72403164845308;-,610892304351038
31; ; ; ; ; ; ;1;0;0;0;1;2;828,9871273;3;508,5561638; ;1,54042354682946;1,4759747481797;-,0971288760661539;-,318865916617521
32; ; ; ; ; ; ;0;0;0;0;0;0;3819,627475; ; ;0;,415549457286561;,51767389073086;-1,08759118546118;-1,20753714782094
33; ; ; ; ; ; ;1;0;0;0;0;0;1773,544452; ; ;0;-,145446499803977;-,124035772322647;,531011721258322;,189560377580561
34;0;1523,169809;,690161442798244;,636968366089593;-,704132496922022;-,349796704545763;0;0;0;1;1;1;1749,756593;4;564,9616816;4;-,363264481688417;-,636302716524901;-1,30670374582223;-1,18341949073374
35;0;2324,234783;-,0820406547535163;,573860577211752;,192769999972945;-,0681259558820749;1;0;0;1;1;1;3886,028981;3;463,4642079;3;-1,33840096091224;-1,40395710936414;-,371517679936051;-,462070868451369
36; ; ; ; ; ; ;0;0;0;0;0;0;1458,331827; ; ;0;1,08772543736611;,697336222028579;-,04572345725391;,0198629188239817
37;0;1104,967936;-,628486945771609;-,137810978191858;,00859896516022873;-,432317581451479;1;1;1;1;1;1;1370,17848;4;602,6267272;4;,778639592865996;,975639497717659;,0175629850941009;-,366326412668172
38;0;1653,630111;,591199563912948;,795701031186964;,0726712280036516;,249572288496304;0;0;0;1;1;1;3054,484433;4;551,6460998;4;-1,96476133796088;-1,81006400072833;1,14904591430504;,673434755786621
39; ; ; ; ; ; ;1;0;0;0;0;0;3089,792406; ; ;0;1,42478421026816;1,54914706397242;,250206138428106;-,0591449582882499
40;0;865,4388674;3,47198153384328;2,65953041549137;-2,10974115697514;-1,60913123175878;0;0;0;1;1;1;949,9941928;4;358,8212984;4;1,29593210881222;1,71816344277075;-,12241100323762;-,444407517503976
41; ; ; ; ; ; ;1;0;0;0;1;2;2421,399658;3;674,1522748; ;,912996808259654;1,60762093783954;-,652281526149632;-,943415917673781
42; ; ; ; ; ; ;0;0;0;0;0;0;1178,219018; ; ;0;,265245602133986;,780040194071855;-,126839204059321;,0319465428961623
43; ; ; ; ; ; ;1;0;0;0;1;2;1017,575036;3;422,5838066; ;-,887220352022993;-,874814976024409;1,0564272891072;,576688784253436
