Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;5270,946858; ; ;0;-,230232589156053;-,267106864738267;,339023724633934;,388255949729359
2; ; ; ; ; ; ;0;0;0;0;0;0;2319,182011; ; ;0;,20832970304323;,2827001028124;-1,30917520512388;-1,31623052632034
3;3;2007,381081;-,877373733932631;-,768807980599905;,651162804446117;,421837715995362;1;1;1;1;1;1;1100,125972;4;289,4798889;4;-,329984961266394;-,266239399233748;-,333475240994705;-,418056114644354
4; ; ; ; ; ; ;0;0;0;0;0;0;1755,071691; ; ;0;,246421835693421;,275803040202132;-,299520754489507;-,36729548351347
5; ; ; ; ; ; ;1;0;0;0;0;0;3248,280192; ; ;0;,234022680998085;,232864325532088;,0545567531003529;,114408449104364
6; ; ; ; ; ; ;0;0;0;0;0;0;1123,220886; ; ;0;,0169529948153135;,0343083877141838;-1,22350888164333;-1,19479593074257
7; ; ; ; ; ; ;1;0;0;0;0;0;4622,868183; ; ;0;-1,39627309107976;-1,54724327171372;-,455585372419535;-,29866330956481
8;0;824,620007;-,762422928233346;-,630912949379036;,250898309943765;,0620622400476445;0;0;0;1;1;1;3448,064752;1;282,68438;1;-,176337664096271;-,281059403149526;,430169585496733;,569369672999235
9;2;2676,916582;-,807006011610354;-,462434863744543;,697079499112447;,400074846776585;1;1;1;1;1;1;1368,348724;4;288,8007871;4;,692194762384776;,783303074244398;,64750563503696;,554617279777697
10; ; ; ; ; ; ;0;0;0;0;0;0;1214,780296; ; ;0;,884947197033497;,780167652488986;-,998264381139084;-,788995174155996
11; ; ; ; ; ; ;1;0;0;0;0;0;1637,299658; ; ;0;-,0455297161774673;-,0794631637350806;-,644990055218681;-,484186432958469
12;0;976,4276324;-,490899473138428;-,49688643188866;-,191802890063562;-,23633096128399;0;1;1;1;1;1;1592,986421;4;327,7944461;4;-1,66866567443815;-1,86603531609323;-,181128378969698;,227104571054193
13; ; ; ; ; ; ;0;0;0;0;0;0;1368,583859; ; ;0;1,20781303508334;,96476111310598;-1,89945929459018;-1,54638129082433
14; ; ; ; ; ; ;1;0;0;0;0;0;1423,908681; ; ;0;,318408295789449;,4452587050673;,0581863185033112;,142317287823529
15; ; ; ; ; ; ;0;0;0;0;0;0;1662,176853; ; ;0;,152110522944324;,0215602238597279;-,589577092962931;-,360737845317222
16;0;1786,501369;-,648872012433355;-,908064900984345;,540809620946115;,468784270102089;1;0;0;1;1;1;1584,214556;4;444,8498454;4;,243904962962337;,0538685765241287;-,689523757008604;-,632167981164533
17; ; ; ; ; ; ;0;0;0;0;1;2;1164,827981;2;644,2061582; ;1,02346576959682;,672248111068823;,0152465530138586;,0794669813552592
18;2;2234,662499;1,33140995024866;1,86799090925026;,778827764281793;,589005422236792;1;0;0;1;1;1;1066,333521;4;387,9615174;4;,195951989493015;,277987905267035;-,50345755061653;-,561286570500779
19;0;863,4177591;,199537409708632;,379927795374795;-,0656460143411282;-,381959756131771;0;1;1;1;0;3;3264,478229; ; ; ;-,34952817186639;-,397006300813469;-1,55360808521587;-1,36901150544227
20; ; ; ; ; ; ;1;0;0;0;1;2;892,708333;4;336,5214013; ;,725189980616627;,760739771661315;,226002567537268;,204733257900925
21; ; ; ; ; ; ;0;0;0;0;0;0;1518,85558; ; ;0;1,19755033341565;1,15599436185571;-,703286400542632;-,69602505310809
22;3;1327,338069;,476290134793739;,254815679089466;,747306422672228;,419635498352842;1;1;0;1;1;1;805,0660288;4;238,5267244;4;-,117271268711617;-,489421648639764;,128161614533667;,633667874166154
