Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1286,501567; ; ;0;,595502842367498;,135750428715466;-,593991399300662;-,542192828324818
2;0;1116,397737;-,271565544782665;-,0962555276996583;-,175067661519582;-,283662724316318;0;0;0;1;1;1;1462,939283;4;476,603953;4;,236969202157694;-,210977988651888;-,236557178106619;-,0173069683224966
3; ; ; ; ; ; ;1;0;0;0;0;0;1026,420842; ; ;0;,448269276448419;,599426559246941;-,73673230587657;-,878663940893831
4;1;1328,395506;,0438553431332142;,0177282686792478;-,0326375269434053;,0844418266031659;0;0;0;1;1;1;933,6251731;4;444,7395064;4;1,28479966065883;1,40768692343176;-1,71486388953608;-1,39108931135543
5; ; ; ; ; ; ;1;0;0;0;0;0;2809,538322; ; ;0;-,369206159415201;-,386918815416059;1,12177817951572;1,15284195958079
6; ; ; ; ; ; ;0;0;0;0;0;0;1108,303638; ; ;0;2,03312697344066;1,52659845944267;-1,48342709847519;-1,3587814149041
7;1;2382,496886;-,0776576718552047;-,233345089868186;,515679208611187;,659891993558395;1;0;0;1;1;1;1007,612834;4;227,1896195;4;,269194821005616;,16454580866002;,207207723079236;,211327561756885
8;1;1188,56001;,00179074996706721;,13155496823267;-,4919601575324;-,496182356660169;0;0;0;1;1;1;1704,112233;1;1728,913691;1;1,22843216603604;,760806363923708;-2,01999010446897;-1,57106451331573
9; ; ; ; ; ; ;1;0;0;0;0;0;1195,604696; ; ;0;,794413658420848;,836796330684935;-,835638733049389;-,60052254011805
10; ; ; ; ; ; ;0;0;0;0;1;2;4752,816383;1;219,7174035; ;,860551329881623;,823947729501479;-,72199845666673;-1,08315881900602
11;3;1260,026182;,148458134936329;,312566449296205;-,025828157420147;-,0688677886320342;1;1;0;1;1;1;2276,548519;4;741,6194988;4;,645518539965863;,659391558892396;-,795941661871067;-,735438512805594
12;0;1712,852177;,0677590899650592;,0850081790835349;-,0371655518570579;,117328217163963;0;0;0;1;1;1;929,0836497;4;439,2853156;4;-,383722614290332;-,343527086130384;,327894857291067;,164179066283983
13;0;1871,640291;1,44684761373519;1,43034699501016;-,945078960685869;-,889402618401486;0;0;0;1;1;1;1201,857992;4;326,5822671;4;-,226846841927162;-,254615392767379;,463715987896976;,42880715004151
14;3;922,5283195;,0900699036305104;-,10480825544072;-1,52747612490276;-1,50899978222783;1;1;1;1;1;1;941,6123771;4;897,1566477;4;1,59199695013555;1,50052959856533;-2,11576601259531;-2,23180311924387
15; ; ; ; ; ; ;0;0;0;0;0;0;3763,326229; ; ;0;,232685026410431;,0522980310730559;-,832672111351383;-1,00444933655168
16;1;1460,300902;-,0457232971810274;,275056905093563;,682221273342935;,209227706610367;1;0;0;1;1;1;935,0075881;4;394,3580146;4;,0213574145317131;-,0470606600719595;,644244970155427;,707809434490179
17; ; ; ; ; ; ;0;0;0;0;1;2;1501,906176;4;1353,313961; ;,454513490934552;,2426185596911;-,3714749783865;,0908457541489135
18; ; ; ; ; ; ;1;0;0;0;0;0;1227,64526; ; ;0;,270212206491233;,317419391904891;-1,16956165012607;-1,17048974278669
19;1;1186,343393;-,746207009611627;-,799747503452565;-,0669140255840256;,114359863820766;0;0;0;1;1;1;2266,818104;4;421,6719555;4;1,78021060861559;1,85981756004543;-1,9233579633012;-1,79693963725062
20;3;1240,01151;,526494160574827;,726275594387635;-,647477014733025;-,618325755094215;1;0;0;1;1;1;1582,480762;4;445,3002596;4;,310165616310187;,350883528021365;-,15993937360041;-,220044575155513
21;0;1102,423747;-1,19723133042765;-1,3622109171282;2,65803836833743;2,78306659264468;0;0;0;1;1;1;1320,026459;4;291,6603042;4;,860482618729592;1,37451011752662;-,547370214868378;-1,05721496355953
22; ; ; ; ; ; ;1;0;0;0;0;0;1655,34435; ; ;0;1,80412182388654;1,55805895901028;-,608746274329631;-,780878610505402
23; ; ; ; ; ; ;0;0;0;0;0;0;1165,135716; ; ;0;-,283605877050997;-,346901487843439;-1,0796505398796;-1,02251132616408
24;1;1295,186669;,0333412259533314;,205813025484564;,701831945761092;,519481192683178;0;0;0;1;1;1;848,8051594;4;286,1896643;4;-,145015660494708;-,217780375508355;,0277031677010242;,222678515373329
25; ; ; ; ; ; ;1;0;0;0;0;0;1377,787886; ; ;0;-,778461854324849;-,539910266012131;-,34625839706627;-1,00569640762514
26;0;1412,647484;,0563480338788354;-,145739674458781;-,0191390297067969;,307350395575617;0;0;0;1;1;1;1576,565906;4;747,2081036;4;1,61727973208815;1,41845676968388;-1,28939133145477;-,990765415117759
27;3;1017,950749;2,54785257875324;2,31075440216258;-2,79192870692953;-2,54359342843676;1;0;0;1;1;1;767,6377406;4;476,9969293;4;1,03553711759738;,765472961521419;-,1557308155385;-,100527199316678
28; ; ; ; ; ; ;0;0;0;0;0;0;5739,660391; ; ;0;1,37798101007892;1,1384408064469;-,413065852065347;-,357054116333929
29; ; ; ; ; ; ;1;0;0;0;0;0;3218,094491; ; ;0;,528306285346278;,173717140769984;,381877252443701;,564750378509082
30;1;2402,142131;-,770387168171656;-,764363979419711;1,05703889025738;,679516752581432;0;0;0;1;1;1;3834,163342;4;443,2564618;4;,655805732804758;,649846055931466;-,410370714608789;-,36175880942437
31; ; ; ; ; ; ;1;0;0;0;0;0;2472,916071; ; ;0;-,102663558525594;-,0898037871870584;,908204704672935;1,09475400809894
32;0;1006,513518;,197389510381817;,240030114413859;-,804739436370459;-,57635223222498;0;0;0;1;1;1;1828,53945;4;948,8293475;4;-1,18148318126972;-1,23829316720806;-,266304776266042;,137257323622313
33;3;1406,956136;-,115593962881178;-,213798314415374;1,61547850575151;2,3333729522622;1;0;0;1;1;1;1130,313885;4;339,6310064;4;,245954336374658;,272466364483203;,191265814936892;,173381477277347
34; ; ; ; ; ; ;0;0;0;0;0;0;1411,586418; ; ;0;-,0302259775856111;,311597477422348;-,456542218050667;-,665609788392524
35;3;899,0159311;,0406163970825398;-,180214496322293;,492854929919642;,759590946177104;1;0;0;1;1;1;1374,338998;4;590,3014722;4;-,541492395763818;-,413201723426256;,0169436034009732;,424469039823165
36;0;1426,894141;-1,19946717813621;-,921783494728192;1,16971286841475;,988198399600514;0;0;0;1;1;1;1681,408466;4;321,5730217;4;-,137762693689613;-,0862771566131395;-,160725213129117;,121617262658186
37;3;1442,6629;,173931389446827;,277744158085226;,510335083035017;,161793370409343;1;0;0;1;1;1;981,3100452;4;371,6375661;4;-1,82137380564454;-1,86113544511613;,353575938712179;,837210108147528
38;2;1737,522824;-,299107351852771;-,661604295936566;,55650294167642;,707003458246046;0;0;0;1;1;1;898,2938732;4;376,3253729;4;-,601717323330235;-,565279917814467;,229786182338024;,279987495670491
39; ; ; ; ; ; ;1;0;0;0;0;0;2811,540095; ; ;0;,394950396470514;,468571392297504;-,466392882565446;-,557132800106645
40;0;1705,05007;,306218097684491;,314220143444921;,251666649767209;,03916710987612;0;0;0;1;1;1;1270,300035;4;274,1390129;4;,600594197060529;,507401743896899;-,10883279791825;,0312542358098844
41;3;2109,489976;-,0314777756634679;-,133950091448719;,260517421910031;,234933630233568;1;0;0;1;1;1;1104,690768;4;739,4085658;4;1,32190146912319;1,10941897673371;-1,59926711622651;-1,28635385169802
42; ; ; ; ; ; ;0;0;0;0;0;0;1199,722885; ; ;0;-,137705803335;-,0656335122470918;-,352148638698246;-,69158942820257
43;3;1276,667491;-,575909942476348;-,496927897999451;,309888600732299;-,06865540784504;1;0;0;1;1;1;1766,693314;4;532,0925333;4;-,62157413368841;-,56263531035691;-,4170637061854;-,636040519620541
44;0;1582,991458;-1,9104607915306;-1,97318342993278;2,19373220219454;2,1904296211171;0;0;0;1;0;3;784,3669841; ; ; ;,0982860130374455;-,0976101508921675;-,632736458693805;-,861666286925093
45; ; ;-1,45029793071093;-1,47929349833006;-,110162635204888;,0389285848778724;1;0;0;1;0;3;2232,814583; ; ; ;1,15004478372913;,915305593389337;-,655286568941882;-,185068957409764
46; ; ; ; ; ; ;0;0;0;0;1;2;3048,50098;1;189,2287094; ;,354671139951207;,306007249904876;-,298478233883274;-,295096761343832
47; ; ; ; ; ; ;1;0;0;0;0;0;1613,144144; ; ;0;1,41651881281668;,997378241406645;-,993404159887269;-,773502200182582
48;3;1119,841032;,609564352372291;,408683688434283;-,254012989949738;-,244724057936312;1;0;0;1;1;1;992,9928308;4;586,4336226;4;,193226053541144;,403626609920807;-,186957698754409;-,210521050677254
49;1;826,5245337;-1,17234251378761;-,89123774376094;,470496065955639;,24149136109621;0;1;0;1;1;1;1129,539759;4;337,6648415;4;-,890662264349035;-,755297012572312;-,83172857264514;-,688986187706832
50;1;2201,399067;,328144895839921;,585677079868914;-,57845897412752;-,823990442157807;1;0;0;1;1;1;1940,171999;4;634,7629759;4;,133573971051602;-,0248398174840614;-,0996754430947136;,23474302646754
51; ; ; ; ; ; ;0;0;0;0;1;2;4073,727494;1;174,0874971; ;,750063089053095;,874044207547747;-1,49430817513992;-1,52715719517738
52; ; ; ; ; ; ;1;0;0;0;0;0;4843,541843; ; ;0;,478121438556399;,608485855359432;,0838767481189878;-,0529853218939778
53;0;1504,588654;,137889313149236;,357632656761021;-,212670930902587;-,367415443046795;0;0;0;1;1;1;2466,643847;1;373,2355821;1;,565459599504257;,721051183196659;-,847093572746318;-1,25201237508649
54; ; ; ; ; ; ;1;0;0;0;0;0;2114,802023; ; ;0;,161772106974088;,100926390847488;-,434750777237996;-,653323183996392
