Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1153,638311; ; ;0;,283684225933013;,217077806194015;-,412331513619073;-,69654248361784
2; ; ; ; ; ; ;0;0;0;0;0;0;1113,644239; ; ;0;2,22009303893565;1,46339505216752;-1,85047079111639;-2,3313674536625
3;3;1937,240594;,724891718450339;,651883081964271;-,429317008207936;-,545341406333484;1;0;0;1;1;1;1219,787585;4;238,2627211;4;,530668834047825;,774908900261995;-,9781978510085;-,994910815143405
4;1;1596,302273;,0649205295610984;,50876895725217;-1,14975694666474;-1,43221909277628;0;0;0;1;1;1;1239,97931;4;235,5887305;4;,374617734585602;1,59177569458943;-1,33926240950843;-1,22021444521738
5; ; ; ; ; ; ;1;0;0;0;0;0;2759,545916; ; ;0;1,18495712171291;1,35970111522723;-,366079588428177;-,641014281997122
6;0;2018,000176;,523971795075187;,501130175924624;-1,31138077069685;-1,11666061375753;0;0;0;1;1;1;1309,027411;4;147,942009;4;,16701057598858;,226633731036901;,347398422238238;,976913097501759
7; ; ; ; ; ; ;1;0;0;0;0;0;1568,253753; ; ;0;-,933456034874291;-1,0601075275925;,324520493067259;,482400974583386
8; ; ; ; ; ; ;0;0;0;0;0;0;1296,181544; ; ;0;-,131751655307223;,0397332054944312;-,0786478234742231;,0076351195976149
9; ; ; ; ; ; ;1;0;0;0;0;0;2471,828119; ; ;0;-,100505359187183;,460708713388269;-,544150589888245;-,249564927865685
10;0;962,4649338;-,538855640933029;,0711240949910187;-,323801313473809;-,312006959333739;0;0;0;1;1;1;1112,205409;4;217,5113095;4;1,11964125391974;1,45052208192138;-,322535476891351;-,20755486959272
11; ; ; ; ; ; ;1;0;0;0;0;0;1933,290516; ; ;0;,334055864627582;,269484913501875;-,555013817416904;-,784029149866998
12;0;1009,379094;-,778824467537694;-1,0938159737292;-,146556311608545;-,198773615470575;0;0;0;1;1;1;1585,993437;3;201,4981567;3;-,396632708015461;-,243355077462861;-,902191499267116;-,972585332119575
13;0;1225,901076;,649183025382747;,708822742574553;-2,26811055708789;-1,5153790306405;0;1;1;1;1;1;2957,383694;3;766,454607;3;-,037164399037897;-,056856322566833;-1,06014442543066;-1,23987101057
14;3;1058,127226;,0293512315698581;,886396119554263;,322620564735387;-,299318312067753;1;0;0;1;1;1;1522,548624;4;249,0007002;4;,248176322471;,22320878253019;-,678252846588795;,0657168901173919
15; ; ; ; ; ; ;0;0;0;0;0;0;2998,91378; ; ;0;1,78899941599249;1,99416976805305;-3,54432874790252;-3,35531525395362
16; ; ; ; ; ; ;1;0;0;0;0;0;2638,323725; ; ;0;-,771518250511976;-,528104276372433;-,559413799330476;-,457571560451793
