Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left;filter_$
62;2;1861,356415;-,68097020157966;,638655117107515;,809804922545662;-,400211668701625;1;0;0;1;1;1;1771,65376;4;293,3208773;4;1,22923559252681;1,31644627101393;-1,52890704078273;-1,70925618500646;0
63;0;1425,254638;1,03532574743253;,508976316184182;-1,66771310622787;-1,48825524098021;0;0;0;1;1;1;1446,800305;4;971,9878399;4;-,715850734586024;-,901693220298127;,499709000573297;,808493391458681;0
64;3;2390,914529;-,296422086563423;-,109823476655087;,533091657431119;-,304594473955328;1;0;0;1;1;1;1322,238913;4;341,4366714;4;-,333547908814213;-,621557320062971;,137967042681628;,144089038943759;0
65; ; ; ; ; ; ;0;0;0;0;0;0;1325,957547; ; ;0;-,358289878788922;-,110601113991446;-,616465178128549;-,901024878877048;0
66;3;2050,350338;-,00292040911635509;,26752935895596;,276078659462781;,463084888729837;1;0;0;1;1;1;969,5204044;4;294,8661918;4;,0707935784538058;-,464179424846861;-,14670069317642;,71644357861365;0
67; ; ; ; ; ; ;1;0;0;0;0;0;1649,802923; ; ;0;-,711666351794125;-,478086502464279;,976709359609719;1,25031031718097;0
68; ; ; ; ; ; ;0;0;0;0;0;0;1517,310329; ; ;0;-,145048177137454;-,0655600554294315;-,146686020565721;-,278138393101235;0
69;3;1940,160947;,0838243032586229;,915268615802668;,601930715513852;-,0093466212723331;1;0;0;1;1;1;1853,706815;4;576,0244856;4;,842732358599542;,45943160250943;-,0746565141745938;,347420001864196;0
70;0;1569,903131;,582942030201688;1,0724991254009;-,43319739665941;-,408322405130072;0;0;0;1;1;1;1676,325048;4;302,2393112;4;-,743949956543198;-,697897295637231;,220302352100258;,206101617257144;0
71; ; ;-,300141898993905;-,714970035079504;-,573670526886786;-,229483281999636;1;0;0;1;0;3;1314,352934; ; ; ;-1,04383049398517;-1,144120559644;-,677835335180083;,445033592063383;0
72; ; ; ; ; ; ;0;0;0;0;1;2;4111,836554;2;1071,059881; ;-,068106702748237;-,732742055792152;1,17498216384356;1,79610376302081;0
73;3;1298,573387;-,00791477850567099;-,0780715674929821;-,834893610244008;-,446539270527262;1;0;0;1;1;1;1180,153053;4;310,6618844;4;,210982239510817;,248424026795833;-,937456906100989;-,999117296059783;0
74;0;1140,678869;-,176078403237112;,00504717677514278;-,267734855189438;,0947931423754681;0;0;0;1;1;1;1503,334182;4;698,819028;4;2,02634380937086;1,7578543166931;-,0670399120473961;-,481447403126398;0
75;0;1909,895132;,335910898026583;,311281232128379;,49520088893117;,522095484340012;1;0;0;1;1;1;3984,196722;4;382,4221445;4;1,80667027433798;1,49446389378237;-,0250320354819202;-,0376753143093111;0
76;0;1275,05551;-,231664818142141;,0509221373909767;1,12284649747964;,453337282876494;0;0;0;1;1;1;2185,088566;4;364,3639678;4;1,04919309644896;,214186927592287;-,848392941167128;,0286124516557809;0
77; ; ; ; ; ; ;1;0;0;0;0;0;2595,057159; ; ;0;-,519306216688814;-,212288736290768;-,043354192258142;,0113208363180352;0
78;0;753,4727868;-,216578615193222;-,226573398240826;-,39219087477897;-,362508786760931;0;0;0;1;0;3;3976,203938; ; ; ;,00861731562388232;,118131336613125;-,825502292607492;-,742952338452351;0
79; ; ; ; ; ; ;0;0;0;0;0;0;1134,710288; ; ;0;-,208465447098593;-,188853130943884;-1,46013572711312;-1,38124042128377;0
80; ; ; ; ; ; ;0;0;0;0;0;0;1654,133203; ; ;0;-1,10905111629064;-,983325102103095;-,0379336929257788;-,667773089970057;0
81;2;2851,067244;,263137342177806;-,101141902193077;,118064238627391;,349406567148342;1;0;0;1;1;1;2189,208121;4;497,6677077;4;,799552595993384;1,3948579156468;-,277189134385786;-,347836941941788;0
82; ; ; ; ; ; ;0;0;0;0;1;2;1833,561597;4;270,3785062; ;-1,05800313773025;-1,03626041656151;,0487475977968692;,486850248538835;0
83; ; ; ; ; ; ;1;0;0;0;0;0;1167,769048; ; ;0;-,561662899582094;-,41429365632446;-,553139793367744;-,463659696337829;0
84;0;1024,293204;-,491546142016637;-,75089399186612;-,386177012555597;-,282732872083609;0;0;0;1;1;1;2227,418892;1;1081,034184;1;-,206542212573013;-1,10436810495112;-1,07470877878231;,12398802061807;0
85; ; ; ; ; ; ;1;0;0;0;0;0;1363,962404; ; ;0;-,550582750278144;-1,13722352555459;,921200316949437;1,12882015254976;0
86; ; ; ; ; ; ;0;0;0;0;1;2;2996,640385;1;3201,177413; ;2,12386782708791;3,39742785138054;-,699526543573034;-1,65015511547508;0
87;2;1689,824576;-,351561757417573;-,940437659898301;,0121628931595763;,187011847513437;1;0;0;1;1;1;1776,856447;4;319,0132539;4;,312114276335481;-,64616443889797;-,33581160873839;,328039377782157;0
88;0;1111,634733;,722143658130409;,378733166591279;-,276730065745516;-,207054619485336;0;0;0;1;0;3;7679,130541; ; ; ;2,67141886691819;2,79384620768873;-1,88481627500459;-2,16269133550791;0
89;3;981,586087;,0703028499853473;-,120875541527039;-,371746797879678;,229707988334888;1;1;0;1;1;1;916,2625428;4;284,1201943;4;-,564145836194172;,555465715873214;-,174071766532288;-,88253289671647;0
90; ; ; ; ; ; ;0;0;0;0;0;0;2096,94887; ; ;0;,435418341508305;,0124155647199676;-1,55841174734031;-,678458602466162;0
91; ; ; ; ; ; ;1;0;0;0;0;0;1804,992203; ; ;0;-,608136410708618;-,382419689039468;,533611118935143;,584176743717006;0
92; ; ; ; ; ; ;1;0;0;0;1;2;3499,844555;1;1172,938058; ;-,455193104907499;,452185327343844;,00297512712034276;-,56214623159072;0
93; ; ; ; ; ; ;1;0;0;0;0;0;2186,607259; ; ;0;-,106601022837012;,313203015040787;,743087843107776;,758849057303661;0
94; ; ; ; ; ; ;0;0;0;0;0;0;2447,444987; ; ;0;-,444969884017555;-,96066195866614;-,30449810600657;-,190398180339598;0
95; ; ; ; ; ; ;0;0;0;0;1;2;2050,187552;1;1835,442404; ;,331758456009243;,528869278080052;,324363192469265;,221073874531207;0
96;3;1614,128927;-,995182933225484;-,622402260272462;1,19575100279188;1,16109017792298;1;1;1;1;1;1;1117,235533;4;342,710321;4;-,28308695837697;-,665669528575484;,269290569012178;-,128876673036607;0
97; ; ; ; ; ; ;0;0;0;0;1;2;2897,719731;2;884,2705562; ;-,337696119373828;-,308056814931303;-,220663073420289;,121996971305107;0
98; ; ; ; ; ; ;1;0;0;0;0;0;6471,728042; ; ;0;-,277932536327221;-,284690820660092;-,201557863770879;,419059195667672;0
99;0;1359,97934;,981980689432339;3,02289781305119;-,577953924119917;-1,36236739090247;0;0;0;1;0;3;5123,354568; ; ; ;,176498295301057;,601455011334523;1,52894349661271;,924246352245669;0
100;0;2592,519743;2,57280647167625;2,85424021145596;,038229835779592;-,379569679835722;1;0;0;1;1;1;1459,473615;4;362,0963519;4;-,671677341491002;-,245888610736398;1,09116039162793;,707127851076308;0
101; ; ; ; ; ; ;0;0;0;0;0;0;1820,853968; ; ;0;-,604402536146639;-,462189707359411;-,321734981942647;-,670306505461542;0
102; ; ; ; ; ; ;1;0;0;0;0;0;1248,523436; ; ;0;-,628547837490471;-,576415053387633;-,317858338901794;-,558833964195289;0
103; ; ; ; ; ; ;0;0;0;0;0;0;2084,70599; ; ;0;-1,06565718975979;-,807123722566764;,681673691054396;-,196742851056052;0
104; ; ; ; ; ; ;0;0;0;0;0;0;3023,104136; ; ;0;-,35705356417038;-,544750960708399;,0581316383905956;,391371196879451;0
105;3;1909,808212;-,521351988693241;-,219707586566303;,662292327940501;,446268718933956;1;0;0;1;1;1;1412,13112;4;323,7903219;4;,299516052554555;,638708415995327;-,185895440201119;-,253533802532538;0
106; ; ; ; ; ; ;0;0;0;0;0;0;1228,035029; ; ;0;-,43426555271334;-,190289285706304;-,00554245583440344;,137153472178504;0
107;0;2941,276142;,702715255739954;-,500082979253346;,594355158275013;1,05974025965474;1;0;0;1;1;1;1452,511682;4;407,2126065;4;,587562883405819;,225787687026773;,690193355455943;1,5938678110198;0
108; ; ; ; ; ; ;0;0;0;0;0;0;4061,270965; ; ;0;,889359581641111;,253083734648341;-,772313792238165;,109976938795599;0
109;3;2324,809491;-,404312128620588;-,459448642329333;1,04626102946045;1,12787347461057;1;0;0;1;1;1;1129,90724;4;340,2021518;4;-,0435272677811393;-1,27625500023388;-1,13478652604792;,706015210434304;0
110; ; ; ; ; ; ;0;0;0;0;1;2;1170,486659;4;312,565463; ;,204095706886358;-,27446442389827;-,838772974843034;-,548296944426944;0
111; ; ;-,73723971486676;-,149785496685281;-,311707833934221;-,163099671190972;1;0;0;1;1;1;2678,357243;4;368,7442832;4;-,255912466762464;-1,0597249265801;-,510824615825852;,881007384881878;0
112; ; ; ; ; ; ;0;0;0;0;0;0;1265,177744; ; ;0;,872560745951935;,00258489173213988;-,280879308154573;-,374836687522338;0
113; ; ; ; ; ; ;1;0;0;0;0;0;2702,758008; ; ;0;,303214877389508;-,417402917495786;1,06716190837503;1,42973960761658;0
114; ; ; ; ; ; ;0;0;0;0;1;2;3359,301443;4;308,9193162; ;-1,00234817658972;-,815926703747352;,704002949810824;,549223774568067;0
115; ; ; ; ; ; ;1;0;0;0;0;0;1502,252012; ; ;0;,553174680403702;-,0737972896838446;-1,42525633394032;-,374884089417069;0
116; ; ; ; ; ; ;0;0;0;0;0;0;1272,494092; ; ;0;-1,10925794671388;-,503232458104193;,0529166197506941;-,145705258477251;0
117; ; ; ; ; ; ;1;0;0;0;1;2;1959,204516;4;502,5852589; ;,29446313675054;,502355038152833;-,545735904499557;-,529573838700768;0
118; ; ; ; ; ; ;0;0;0;0;0;0;1421,510775; ; ;0;-1,03203136450731;-2,00877990038589;,404681947038229;1,7580386531945;0
119;3;1100,522877;-1,40881019126223;-1,31779966456096;,37752621493447;,198606177846149;1;0;0;1;1;1;1313,318555;4;353,371323;4;1,61665571188903;-,231920647159754;-1,1077379040964;,29438036774603;0
120; ; ; ; ; ; ;0;0;0;0;0;0;3268,394423; ; ;0;1,95814195292315;2,2037985201694;-,912530096746586;-1,03910703638495;0
121; ; ; ; ; ; ;1;0;0;0;0;0;2345,934056; ; ;0;-,55839306786028;-,477517485910083;,5123598640378;,0922351899201172;0
122;0;1980,327524;-1,4421785353702;,168480356075763;-,066186849384094;-,217864414768246;0;0;0;1;1;1;1043,366101;4;299,5627547;4;-,392176501989106;-,57494880371922;,209971377438335;-,0616619698588179;0
123; ; ; ; ; ; ;1;0;0;0;0;0;1972,533736; ; ;0;,614528272533763;,645820761993593;,913113815762798;,427031632819942;0
124; ; ; ; ; ; ;0;0;0;0;0;0;2089,427891; ; ;0;-,793051111103526;-1,26560409431288;,479457797205978;,769482394708032;0
125;3;611,6451567;1,68554682201876;1,74122905335787;-,128411804518682;-,563646785125826;1;1;0;1;1;1;3035,107425;4;351,2948668;4;-,787390502140868;-,504575604836584;1,09717405588237;,74421928437503;0
126;0;798,2165694;-,276231546458818;-,897904237457551;,324416365767904;,563646785125826;0;1;0;1;1;1;975,3254369;4;427,029709;4;-,123353629045686;-,0852514447542372;,487484351610894;1,04526740251398;0
127; ; ; ; ; ; ;1;0;0;0;0;0;2339,568695; ; ;0;-,322211602671238;-,458104588979587;-,372788430855785;-,589834432256845;0
128;0;1705,59735;-,142800935269403;-,0651884042718703;,260336468240862;-,118878045550462;0;0;0;1;1;1;1395,509848;4;306,1170305;4;-1,20439947520974;-,875676499092742;,0709864798696311;,019946376654313;0
129;2;1879,359899;-,729552280698939;-1,24335213114369;,170334724452209;,362248566493384;1;0;0;1;1;1;6581,124953;4;668,6302289;4;,414423228783328;1,17617931615002;,447105343100081;-,238353393225685;0
130; ; ; ; ; ; ;0;0;0;0;0;0;5269,898683; ; ;0;-,51233851809507;-,106254927479498;-,526295178882774;-,731858320125945;0
131; ; ; ; ; ; ;1;0;0;0;0;0;3695,595614; ; ;0;-,543016977498746;-1,00865627945899;,537641593828857;,975030827318909;0
132; ; ; ; ; ; ;0;0;0;0;1;2;3448,947323;4;341,8327825; ;-,345286769615329;-,282870448110104;-,45232239853213;,480412923529207;0
133;2;2340,499515;-,476304151398693;-,053477200816512;,604499684722668;,338851342189204;1;0;0;1;1;1;1682,137458;4;273,3950447;4;2,8098383526574;3,40808578693856;-1,49264616059505;-1,58225399156226;0
134;0;1367,370352;-,882781671825266;-,235183266844991;,175148868891086;1,11260048789918;1;1;1;1;1;1;1042,770491;4;391,9130952;4;,12522868332809;-,255757984226375;-,665244626762961;-,353354309421843;0
135;0;1055,601086;-,803366616544882;-,846350276213725;,260234469895176;,298498781812452;0;0;0;1;1;1;1569,426364;4;319,6444658;4;,367576545247333;,000357420298222804;,524580934395093;,300196041080516;0
136;0;2391,986104;-,362394346070087;-,347333682202953;-,67275453904656;-,741026608492844;1;0;0;1;1;1;1009,238322;4;274,7469543;4;-,315276178319876;-,0158194298997686;,376566327885712;-,072377133742367;0
137;0;2115,643276;-1,68141799309895;-1,75567611843954;,814469388635866;,584133804105348;0;0;0;1;1;1;1167,496742;4;302,518353;4;-,921832334384877;-,424285026640975;,112272008906394;,0622054321642989;0
138;2;1267,303992;-,788945565849494;-,886397077685926;-,544917010641143;-,461315003485798;1;0;0;1;1;1;1093,826809;4;274,4297447;4;-,165368950130087;,336874350757382;-,812557687603896;-1,38253773645545;0
139;0;1396,634513;-1,14659816167272;-1,07830145365397;,389823513141833;,355598421244074;0;0;0;1;1;1;1303,094398;4;373,0832235;4;-,0972719803843247;-,445989915959027;-,0408191623176507;,539068352031108;0
140; ; ; ; ; ; ;1;0;0;0;1;2;1686,553696;2;1232,863095; ;-,759401100177129;-,350589728630817;,0196586586695524;-,202497932279904;0
141; ; ; ; ; ; ;0;0;0;0;0;0;3410,880243; ; ;0;-,142146538494736;-,156560502897624;-,649815921058096;-,331355494368873;0
142; ; ; ; ; ; ;0;0;0;0;0;0;3787,069699; ; ;0;,169820432132587;,20738780235745;,155509103662901;,326624076642038;0
143; ; ; ; ; ; ;1;0;0;0;1;2;2147,980491;4;414,8670129; ;1,36714432578733;,395414922943463;-1,0908202351882;-,167777284862028;0
144;0;957,1444942;-,36312740576909;-,174434972044103;-,196566677465245;-,0215602847823795;0;0;0;1;1;1;1261,19803;4;385,5140564;4;-1,56884707855102;-,723823872519738;,170700310414677;,0164661174919672;0
145; ; ; ; ; ; ;1;0;0;0;0;0;2729,568797; ; ;0;-,964571786245383;-,700899585614952;,128646885458855;,0928002274710524;0
146;0;2499,345973;-,0456451773463305;-,403825371451581;,834300242504636;,392232656676601;0;0;0;1;1;1;871,4814592;4;310,0194467;4;-,138182027165672;-,053028542727907;-,00304544426833375;-,307519534906926;0
147;2;1593,99416;1,67347862332467;3,26512349395848;-,398133716153229;-1,23321161334567;1;0;0;1;0;3;1050,971756; ; ; ;,0174438216783983;,128667279521773;,270570807976163;,0602386040866898;0
148;0;1669,27927;,233842482873929;,670570519499752;-1,11554509599169;-,607126815289218;0;0;0;1;1;1;1406,378368;4;342,4088275;4;,240917023595247;-,0748736595373866;-,279896613485973;,172681686943799;0
149; ; ; ; ; ; ;1;0;0;0;0;0;3588,052567; ; ;0;,139984885479567;,842360290151317;,466576896293632;,596163211918608;0
150; ; ; ; ; ; ;0;0;0;0;0;0;1773,272844; ; ;0;-,425379426532873;-,42835743977907;,182992127408699;,00451287077102819;0
151;0;1851,705827;-,0187068929108401;-,431772899044613;,480322402874284;,747786524078341;1;0;0;1;1;1;1156,399536;3;751,543182;3;,171630386417042;,0458673802575305;,348528603188022;-,0581931165225275;0
152;0;1724,840794;-,428187907956399;-,389938778216155;-,0595803830863933;-,224866470801212;0;0;0;1;1;1;865,247921;4;318,8127928;4;,0663960074771238;-,0215303463473583;-,286803134383085;-,239781255822861;0
153; ; ; ; ; ; ;1;0;0;0;0;0;1963,714089; ; ;0;,944033111556638;,00414707056190291;,00531932784888822;,811873036930566;0
154;0;913,7821162;-,479685660214579;-,767514512180445;-,674294851440787;-,526324225114624;0;0;0;1;1;1;1109,548411;4;1073,00259;4;1,13545309392733;1,1989032990659;,584740463557991;,690973041104181;0
155;0;1669,362661;-,549306711302611;-,927951929864969;,964114899709584;1,27604625850307;1;0;0;1;1;1;1185,773982;4;337,3488688;4;,658415324082489;,0551041245827956;-,369224374008595;,481446781061466;0
156; ; ; ; ; ; ;0;0;0;0;0;0;2263,349538; ; ;0;-,0564805921991585;-,0375704327375826;,306870716606674;,0495189153109611;0
157;0;2868,05913;,346803052552547;,771760043935581;,403700070660679;-,0585043606479974;1;1;1;1;1;1;1385,549017;4;347,0685055;4;-,231121440321154;,3370869728507;,0799111992982016;-,530116527991678;0
158; ; ; ; ; ; ;0;0;0;0;1;2;1422,728616;4;400,1150009; ;-1,05739653960641;-,911857555290733;-,692006727248206;,0847086389273363;0
159;3;1557,018253;,617206153406552;,856633822166968;-,391084324129869;-,477274318951566;1;1;1;1;1;1;1504,90291;4;286,9218385;4;-,664173576693155;-,400832217991885;,205697271024624;,320336719236024;0
160;0;1177,02742;-1,01764491863767;-1,33454674361583;,578722934819464;,148301661311269;0;0;0;1;1;1;1353,759095;4;327,5060687;4;,634444369173351;,302556358778269;-,855009101722708;-,0406955927590649;0
161; ; ; ; ; ; ;1;0;0;0;1;2;3799,616959;4;940,5892181; ;-,0240957674974336;-,900137131787755;-,750071693637688;,13891516889337;0
162; ; ; ; ; ; ;0;0;0;0;1;2;2866,270754;4;404,2037657; ;,629439892045421;,513705064233049;-1,03975005596423;-,613676213687505;0
163;3;1342,296591;-,586433356559296;,639092777894969;1,77411104398232;,484763367852483;1;0;0;1;1;1;2104,425909;4;309,6021669;4;,437919736762782;,915564485694307;-,936227418890292;-,735207180143801;0
164; ; ; ; ; ; ;0;0;0;0;0;0;1434,950986; ; ;0;,0158258367500171;,0256268019789767;,363188101632901;-,491286074992719;0
165;0;1201,657604;1,63521671361322;,409579922475349;-1,34067431469805;-,950592385845407;0;0;0;1;1;1;1876,204643;4;350,9305087;4;,10521681387231;-,575097301508306;-,167752406385224;,376833260153241;0
166; ; ; ; ; ; ;1;0;0;0;0;0;1114,026552; ; ;0;,279679012205349;-,0847668575771036;-,768064745221184;,0587444310896592;0
167; ; ; ; ; ; ;0;0;0;0;1;2;2026,86222;1;1238,687692; ;,90747813357148;,421347552900381;-,725897753147641;-,423537261694597;0
168; ; ;2,38318767752695;2,31840083531757;-,157824363697506;-,432017300757674;1;0;0;1;0;3;1672,210304; ; ; ;,854867846897918;-,293219010803972;-1,83754651499334;-,452511368440845;0
169;0;1176,884372;,0215481825660699;,293292456858884;-,0159506717789962;,334462465865333;0;0;0;1;1;1;1047,28263;4;317,0737528;4;-,0503916612798063;-,105483879126645;,385236975463787;,222460285432231;0
170;2;2835,284528;,467775232210266;,0671584615286502;-,107634769660105;,218913044332755;1;0;0;1;1;1;1366,902928;4;267,7648143;4;,330274034059082;,0290958519877657;-,68766598621734;,480808013555618;0
171;0;2171,220837;,244133633010077;,107240776933147;-,110435129377325;,057828304518662;0;0;0;1;1;1;1100,982789;4;318,2871037;4;-,888376618437396;-,676214625203131;,479664881962929;,216969464354157;0
172; ; ; ; ; ; ;1;0;0;0;0;0;1845,252488; ; ;0;,364859655132429;-,596875577928399;-,67537284887876;,532057994698901;0
173; ; ; ; ; ; ;0;0;0;0;0;0;1588,259764; ; ;0;-,38768731495041;-,548226742772449;-,369450931678459;-,0703412115055595;0
174;3;1391,705461;-1,23615316141049;-,77340595069435;2,46291293480248;1,4948091757584;1;0;0;1;1;1;2720,097091;4;303,8564709;4;-,756818166496591;-1,16236127114256;,346822656363178;1,10845194467818;0
175;0;849,9767457;-,102531350156652;,427420830644922;-,748203881752215;-,776247389420009;0;0;0;1;1;1;1754,094971;2;278,2968797;2;,298141643494286;,3278502242512;-,579836124878283;-,383424832952465;0
176; ; ; ; ; ; ;1;0;0;0;0;0;5834,73229; ; ;0;,0612553986457617;-,0793189356365556;,932516298633711;1,01725674989837;0
177;0;860,5869725;-,938895015610818;-,991519608696525;,131484792656697;-,0936134341153947;0;0;0;1;1;1;2919,268176;4;4035,094596;4;1,15258427388084;1,01556673257624;-,0360312576295789;,650615094497061;0
178; ; ; ; ; ; ;1;0;0;0;1;2;1208,005599;4;310,0412569; ;-,125724559459746;1,01033375701271;,0119661107572386;-,862805968938767;0
179; ; ; ; ; ; ;0;0;0;0;0;0;1984,608229; ; ;0;,591519688060289;1,49481930908322;-1,06568826907471;-1,47702766972195;0
180;0;2426,357004;-,324692966501108;,421631543114457;,675431185026613;-,0944484635198428;1;0;0;1;1;1;3270,976361;4;268,9496195;4;-,918264645881946;-,579372487503247;-,42601945980897;-,310529846797394;0
181; ; ; ; ; ; ;0;0;0;0;1;2;1283,333425;2;1019,398332; ;1,46100434663987;1,8142872992115;1,04549069734888;1,31184849278138;0
182; ; ; ; ; ; ;1;0;0;0;0;0;1745,80358; ; ;0;-1,04039294286763;-,956108956401016;,510309471250563;1,14779756377778;0
183; ; ; ; ; ; ;0;0;0;0;0;0;1451,35895; ; ;0;-,756839211802454;-,277477906226919;,35146818983546;,11854331958897;0
184;2;2083,134562;1,06809461448078;2,86315485417001;-,172122464320769;-1,41896433053226;1;0;0;1;1;1;1218,520344;4;253,9916939;4;-1,21153243183234;-1,29107638581993;,292324360564498;,437321726244589;0
185;0;1890,202017;-,432166602836878;-,0267797636402845;,131634471005367;-,352699838660895;0;0;0;1;1;1;3787,837545;4;302,4554884;4;-,0554431508679576;-,0181415587631055;,0407115558442322;-,0550411855550884;0
186;3;1551,043606;-,716236635155087;,0443320429726396;1,00907682468665;,453157130383576;1;0;0;1;1;1;1301,584685;4;262,6997238;4;,0430938908489302;,169280312273872;,578152472866868;-,0511362953406153;0
187;0;702,5192583;2,15590415973079;1,40458926058889;-,2940736625652;-,381482912224664;0;0;0;1;0;3;4582,724793; ; ; ;,0817837148860464;-,498012376649172;-,603131671117731;,2554665532385;0
188; ; ; ; ; ; ;1;0;0;0;0;0;2868,44311; ; ;0;,442974315696073;-,117576123712471;1,97352532282376;1,9321541782446;0
189; ; ; ; ; ; ;0;0;0;0;1;2;1341,228513;4;258,0066891; ;1,33156989148402;,380264224587524;-1,11149342166667;-,567496619152306;0
190; ; ; ; ; ; ;1;0;0;0;1;2;1557,420829;2;418,9256284; ;-,143086939009907;-,389482668066139;-,344322248020773;-,0750411057415231;0
191; ; ; ; ; ; ;0;0;0;0;1;2;1976,25269;2;988,4391205; ;,347182809842972;,33222678057116;,193756598131643;,356019506860835;0
192; ; ; ; ; ; ;1;0;0;0;0;0;6719,303586; ; ;0;,803986602783236;,759536350089216;-,680037385148792;-,33349737775404;0
193; ; ; ; ; ; ;0;0;0;0;0;0;1881,565775; ; ;0;-,858825757115525;-,463102193380469;,176167307108347;-,519014348565303;0
194; ; ; ; ; ; ;0;0;0;0;0;0;1740,958516; ; ;0;-,716000739279762;-,116339639582666;,430589771698072;-,114716291296566;0
195;2;1184,990943;-1,03124273841537;-1,52347892630467;,76181544750071;,630708066333475;1;0;0;1;1;1;1227,440702;4;417,6487714;4;-,252201673381924;,126076988385511;1,03533055016167;,376601073810072;0
196; ; ; ; ; ; ;0;0;0;0;1;2;1801,040073;1;1315,094159; ;-,428247325191372;-,737878932144236;1,00390100681553;,911983383996416;0
197;0;2012,512616;-,335043682510708;-,0843220195770019;,0327360294513439;-,0302733673044614;0;0;0;1;1;1;1173,23057;4;306,4810679;4;-,429799084260337;-,52695888784212;-,215743092831779;,557205241125884;0
198;0;1884,539124;,656551703815775;,691788479776704;-,677135685405352;-,899299936284849;1;0;0;1;0;3;1512,762753; ; ; ;-1,04853281042707;-,435877910052382;-,0365732468351436;-,317665143714743;0
199;0;1260,652274;,0323714545050443;,255036199398282;,42102167392709;,443251228034638;0;0;0;1;1;1;1519,652677;4;374,5707441;4;,742452411466853;,0751800956426742;-,917846207016013;,0111579497684311;0
200;3;1533,03916;-,436666410994852;-,369501876100528;,267976467060742;,640969407294136;1;1;1;1;1;1;1833,299875;4;334,5610163;4;-,0586330010050732;-,570284462552801;-,843899936040329;-,0132989943481457;0
201;0;819,9293508;1,3292382766734;1,00731685406562;-2,23128034457939;-2,2126329180129;0;0;0;1;1;1;2562,618064;4;405,1002277;4;-,766002726145305;-,845063185180156;-,795582041945082;-,400150087113353;0
202;0;2129,941632;-,352834977962578;-,110343400623894;,999101730805505;,712352355694882;0;0;0;1;0;3;1866,522533; ; ; ;,0798083691978536;-,105066218717707;-1,13600375087368;-,746468710751422;0
203; ; ; ; ; ; ;1;0;0;0;0;0;2360,413441; ; ;0;-,269785025157061;,0413368044861582;-,0986212156662786;,231100947178808;0
204;0;1597,883069;-,155157035685172;-,741673283626471;-,0155192010290016;-,0742596324300305;0;0;0;1;1;1;2377,272379;4;389,0732832;4;,158220827745733;,0971285679818876;-,453346855655922;,0656507558673024;0
205;1;1913,324748;,577812492099542;-,224656937312585;1,5492258926241;,97419300812546;1;1;1;1;1;1;1558,922844;4;333,8284512;4;,0779301537672563;-,190689289472169;1,30064606351443;1,08308483329278;0
206;0;1831,984808;-,989892567265022;-1,01397668235666;1,19263937320263;,63337935974996;0;0;0;1;1;1;1580,264413;4;277,7994155;4;3,64256629993229;1,00197466956071;-1,53866295327188;,245479764296297;0
207;2;2451,426274;,048685783578106;,139897451948571;,997348838769772;,978929920985829;1;0;0;1;1;1;1413,729035;4;290,5522691;4;-,294711544208939;,742454229117544;,226991746255842;-,513677210850159;0
208;0;2075,329482;-,377708884867233;-,0895038251528552;-,163531232573094;,00709762079623411;0;0;0;1;1;1;2610,769781;4;328,8140373;4;-,108966360007746;-,320720109779724;-1,26357024370362;-,700584430922039;0
209; ; ;,48199391166893;-,434244023024525;,363958941758541;1,05727623846129;1;0;0;1;1;1;1369,965011;2;653,260476;2;2,65729814014509;3,278249139703;-1,59986736303335;-2,28573091192145;0
210;0;1656,864268;,789653939036168;1,53273837959208;-,242499543802598;-,838102328153127;0;0;0;1;1;1;1005,870576;4;298,9831815;4;-,7084762173313;-,240460032679023;,0911638677451356;-,332905013250786;0
211; ; ; ; ; ; ;1;0;0;0;1;2;2069,265354;4;407,7415031; ;,01041125458095;-,640101498625149;,0107210004912254;,32842169793433;0
212; ; ; ; ; ; ;0;0;0;0;0;0;1999,683224; ; ;0;-,454003528354007;-,652870922320238;,187768783558723;,757107188121807;0
213;3;1310,437268;-,713332798824372;-,0715641236807144;1,3338356942269;,370521375594672;1;1;1;1;1;1;1317,186011;4;365,2918621;4;-,284644926961955;-,372132260141527;,374928593613328;,42195456947274;0
