Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;2;1530,98436;1,10735503204566;1,39698969698077;,046597842627438;-,138714600890777;1;0;0;1;0;3;1544,473653; ; ; ;-1,3334086654407;-1,04382654446638;,42459972578308;,246488428590847
2;0;1396,149292;,0116929050752559;-,336803635624629;,739414104302574;,993479538720923;0;0;0;1;1;1;1410,845222;4;216,6397611;4;-,776872751000856;-,351521034572201;,106499338725055;,139592936599917
3;3;1416,830137;,109259306090223;-,0655446819763428;,219460807213094;,506609846731537;1;0;0;1;1;1;1262,458137;4;543,8074854;4;,16345211900198;,0609698051104369;,571350783081388;,508382383968617
4; ; ; ; ; ; ;0;0;0;0;0;0;2027,160341; ; ;0;1,49986508079852;,560549030915095;,234801691677283;1,10259556003584
5; ; ; ; ; ; ;1;0;0;0;0;0;1943,782532; ; ;0;-,54877967908578;-,332971522726717;-,172187907230008;,253090797213814
6;0;1022,814175;-,885830107437638;-1,08781097984533;-,015031562137883;-,0271398132177609;0;0;0;1;1;1;2459,241351;2;198,4469913;2;-,130049995594624;-,0534712510210276;-,358072579807857;-,0528189489837503
7; ; ; ; ; ; ;1;0;0;0;0;0;2074,921734; ; ;0;-1,53494678413037;-1,36514181745087;,459819979534676;,488575278099708
8; ; ; ; ; ; ;0;0;0;0;0;0;1408,292166; ; ;0;1,0948321626552;,426300868914724;,745495371075368;,367531853345276
9; ; ; ; ; ; ;1;0;0;0;0;0;1393,949507; ; ;0;,533264783393699;,79917749685955;-1,12900480081494;-,795428219814844
10;0;1098,440061;-,561148365259361;-,563107924301959;,490028925694987;,385988454652598;0;1;1;1;1;1;867,8034543;4;171,824646;4;-,255277564489174;-,348377049513644;-,0743538690311403;,195870269148081
11; ; ; ; ; ; ;1;0;0;0;1;2;2649,807745;2;279,3185713; ;-,39224521796759;,281048759209404;,0665271459752279;-,367531853345276
12; ; ; ; ; ; ;0;0;0;0;0;0;1115,083936; ; ;0;-,153530164762351;,0257571724546027;-,207408160981601;-,587610807444245
13;0;862,6797111;-1,31462519579199;-1,41348873845847;-,181169880503957;-,150776740098674;0;1;1;1;1;1;798,0033497;4;221,7125168;4;1,56443554600977;1,25379773632684;-,847242770802196;-1,01456397839624
14;3;1419,940923;1,34485371382421;1,58093731990115;-,0781641231169881;-,337739897821022;1;1;1;1;1;1;932,2684416;4;228,8334906;4;1,16135930863044;1,5340316045462;,135010972714438;,472436154799124
15; ; ; ; ; ; ;0;0;0;0;0;0;1054,544433; ; ;0;-,789451413054995;-,154707569906551;-1,22488215824983;-1,0453750319701
16;0;1623,914417;1,05245976711811;,80793512876328;,410181267618552;,198904675538168;1;0;0;1;1;1;2087,066712;3;337,2694166;3;-,439205556303046;-,586062319940531;,064570465211251;,211275795935012
17; ; ; ; ; ; ;0;0;0;0;0;0;1406,667319; ; ;0;-,660030956809063;-,508720287500035;-,581413712724703;,0899179726747212
18;0;1219,949968;-1,18946766262288;-1,46776836489399;,65236979678413;,494547707523644;1;1;1;1;1;1;933,3358499;4;244,380191;4;-,603566740477145;-,343975470431666;,176101268757961;,382937380132206
19; ; ; ; ; ; ;0;0;0;0;0;0;985,9628035; ; ;0;,531308102629723;-,308029241262167;-,410902960435245;-,484907295531395
20; ; ; ; ; ; ;1;0;0;0;0;0;2903,667157; ; ;0;,942211063064968;,538541135505198;,160447822646144;,358728695181318
21; ; ; ; ; ; ;0;0;0;0;0;0;1138,769305; ; ;0;-,466599086998729;-,999610681870136;,757235455659237;,420150730552577
22; ; ; ; ; ; ;1;0;0;0;0;0;2934,802574; ; ;0;,0577913577472026;,212824283438725;,247520116643135;-,143051320164328
23; ; ; ; ; ; ;0;0;0;0;0;0;1023,664643; ; ;0;-,415725387135318;-,456215737022138;-,81202251705061;-,735063706690554
24;0;865,8767748;-1,27965703545018;-1,22351004593414;,781641231169925;,841334209750587;0;0;0;1;1;1;1947,058206;2;185,2711691;2;,0577913577472019;,584757715865981;,4148163219632;,105637897967504
25;2;2163,062249;,346757987868776;,407894281933484;,998095725955432;,606122495196661;1;1;1;1;1;1;970,6624281;4;723,4884303;4;-1,12404382369513;-,995409174564609;,168274545702048;-,202472637771052
26; ; ; ; ; ; ;0;0;0;0;0;0;1087,794461; ; ;0;-,407898664079408;,140198228586065;,262195222372966;-,0528189489837529
27;3;1587,855721;-,389788556887495;-,41534671900526;,369776428591924;,545811799157189;1;0;0;1;1;1;1672,455212;2;618,1848091;2;-1,25318475411763;-,968999700072735;,408946279671269;,521587121214555
28; ; ; ; ; ; ;0;0;0;0;0;0;1316,609227; ; ;0;,359120195399714;,674990087046558;,348289175987972;,757071602100454
29;0;1964,945335;-,0200121282955709;,058092244904567;,565186736384404;,392019524256546;1;1;0;1;0;3;1185,837588; ; ; ;-,343328198868156;-1,4443702409265;1,72383575306405;1,58016689043059
30; ; ; ; ; ; ;0;0;0;0;0;0;2520,307181; ; ;0;-,572259848253507;-,524440212792818;-,127184249658529;-,13204737245938
