Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,-.327392059390443,-.17529573547028,-.99528289716458,-.562831445817289,1, , ,1,1,1,1682.889766,2,987.616963,2,-.558744559592442,-.434450460184226,1.79166898555212,1.84249224642586
2,-.477351573654917,.0620560651867524,.0856530321688571,-.251856632919406,1, , ,1,0,3,1937.862771, , , ,-.542454513472643,-.565423124614158,.636492236796479,.680681342242575
3,-.217990990265114,.442917797166969,-.113937211015893,-.190101210711423,1, , ,1,1,1,1363.91061,3,797.2940721,3,-.468559086871273,-.44198071604468,.806239239117206,.677723027440253
4,.858675629053672,1.66000508609165,.762872333242222,-.155157751170249,1, , ,1,1,1,3497.741638,1,333.1850214,1,1.29643199706438,.883882190812641,-.00495784012342404,-.208695662418107
5,-.803153294147671,-.524510560696236,.12140850354153,.00549425464483633,1, ,1,1,1,1,1529.374421,3,1307.144892,3,-1.49129067804425,-1.60325374480936,.747217332886078,.840161403858467
6, , , , ,1, , ,0,1,2,1328.701981,4,3104.698483, ,.086719006951176,-.167395314847658,.541585011576828,.783953422614422
7, , , , ,1, , ,0,0,0,2608.733059, , ,0,-.221139255950386,-.354844898230935,.292276479656546,.300403421289985
8, , , , ,1, , ,0,0,0,1659.568653, , ,0,-.182893060712613,-.219300292742885,.543473712576223,.417660262545523
9, , , , ,1, , ,0,1,2,1524.251792,1,1304.022643, ,.413464279846701,.155598874023668,-.250961145294756,.0134468854650851
10,.171850380447337,.0446942205090636,-.928308096309796,-.714253103829045,1, , ,1,1,1,1699.794438,1,1879.714972,1,-.185962199836634,-.210694286045229,-.124418178335218,.349619022092193
11,.372774783011659,.307759132903935,-.805832265264613,-.679309644287859,1, , ,1,1,1,2191.642522,3,1307.947188,3,.0616937187091771,-.371519036207639,.195716641062423,.53679966776617
12,-1.03556385807,-.601430125723983,.531262264947625,.315809756985333,1,1,1,1,1,1,1189.415918,4,589.489286,4,-1.01061627369795,-.770622596811353,.200438393560911,.221604672464605
13,-.57741352712321,-.710216367691788,-.855729826060798,-1.08258793521903,1, , ,1,1,1,1602.72787,1,1146.718767,1,-1.50038005160383,-1.24960065707767,.689848040029402,.577947137289354
14, , , , ,1, , ,0,1,2,4640.012973,1,634.5964333, ,-.111358510360488,-.0305060208130971,.377976287504141,.151680868046151
15, , , , ,1, , ,0,1,2,2296.963017,1,696.5951989, ,-1.15368537440221,-1.15681714736858,.785227440498924,.844733344916623
16,.635604180788365,.432368828248878,-.443207745895536,.137356366120966,1, , ,1,1,1,3487.813829,2,1048.368398,2,.154240067679586,-.0977404481385217,.311163489650506,.550246553231252
