Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1;3;1477,730373;,911813304801447;,980746917536492;-1,60852564267288;-1,80771809901736;1;0;0;1;1;1;1179,605539;4;347,0694455;4;-,188547477911402;,304482318621633;-,759329389522392;-,906937461330277
2;0;2014,120779;1,05229993590022;,974516467662693;-1,34661540367906;-1,61525958484267;0;1;1;1;1;1;954,2777802;4;289,6685069;4;,519592500261892;,669881759128602;-1,65399575996297;-1,05329080527552
3;3;1427,47765;1,21526687617969;1,30415177655964;-2,03308517210769;-1,6347867956283;1;0;0;1;1;1;1419,608424;2;967,9436338;2;-,284692654810732;-,169399474706385;-,655769944893981;-,788770269128126
4; ; ; ; ; ; ;0;0;0;0;0;0;2707,536833; ; ;0;,656118990679125;,289314212059765;-1,20782121520494;-1,25150371267937
5; ; ; ; ; ; ;1;0;0;0;0;0;1273,538756; ; ;0;,544165678272768;1,1369015759864;-1,08940820066875;-1,80399544016064
6; ; ; ; ; ; ;0;0;0;0;0;0;1557,219033; ; ;0;-,0597362113709579;,480085361517164;-,83935095614309;-1,02799472746499
7; ; ; ; ; ; ;1;0;0;0;0;0;1255,978848; ; ;0;-,069191080734715;,18219249196386;-,684484758250084;-,727832007287254
8; ; ; ; ; ; ;0;0;0;0;0;0;1446,243201; ; ;0;1,30006812980304;1,33952936417027;-1,15029001466215;-1,34359564009499
9;2;2300,782607;-,552726481845587;-,116137331681953;,897868606402082;,538605751642016;1;0;1;1;1;1;2539,834567;4;299,6058321;4;,803728211588943;1,01527758651681;-,984117240530458;-,896933772862288
10;0;1423,016871;,540840520260025;,11189589729432;-,224023556803693;-,208028456835173;0;1;0;1;1;1;1040,903095;4;349,6548885;4;-,553577162329707;,207345723949629;-,291307775844383;-,478871001889934
11;3;1362,334816;-,63341817595778;,0412910009734976;-,0673412912969743;-,737102815361586;1;1;0;1;1;1;2016,905079;3;779,2983501;3;,377466705790849;,309981793260202;-1,01297361612323;-,97426731210425
12; ; ; ; ; ; ;0;0;0;0;0;0;1225,135389; ; ;0;,251564727240947;,81735456985108;-,872239302849103;-,925461894283734
13;0;1858,458896;,261735674886798;-,154968170051199;-,0989364190688676;-,172164732410705;0;0;0;1;1;1;1606,860756;1;887,4802619;1;-,268060892695684;,323386359425583;-,972732045665037;-,912282081774876
14;3;2724,323127;1,29686184402224;1,40212912973053;-,732807502034447;-1,16122211869002;1;0;0;1;1;1;1054,962824;4;285,2632149;4;-,232120785521629;,10549951856593;-,425811767677454;-,598846977107742
15; ; ;,749393414953283;1,32046922895775;-1,3102684931793;-1,29496325356373;0;0;0;1;1;1;1152,027428;4;264,1736211;4;,577953026311804;,481828008887481;-1,20800229093944;-1,06550224138391
16;0;2344,135363;-,887563193022862;-1,1120753106944;,225718796344914;,118548038094051;1;0;0;1;0;3;1406,832275; ; ; ;,747877100776057;1,08273433169973;-2,05132343013184;-2,47479997699786
17; ; ; ; ; ; ;0;0;0;0;0;0;1516,110779; ; ;0;2,45716262999056;1,75869977278004;-2,62424829134555;-1,99512960594775
18; ; ; ; ; ; ;1;0;0;0;0;0;1619,555438; ; ;0;1,22362238491345;,35051192124645;-1,88853893895956;-1,51331341708747
19; ; ; ; ; ; ;0;0;0;0;0;0;1413,024701; ; ;0;,597365376279387;1,2443440398799;-1,16214657423966;-1,85581621325815
