Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , ,1,0,0,0,0,0,4734.204465, , ,0,-.428652811583587,-.284808568284519,.619416763981827,.669963172840098
2,-1.31749996765008,-1.1474761916465,.401620661782921,.235340383933923,1,0,0,1,0,3,1701.632763, , , ,-1.67468044507445,-1.58772815864614,-.287177200726978,-.326672293262518
3, , , , ,1,0,0,0,1,2,1517.205534,1,893.0942373, ,-.805735453303667,-.919000514997175,.228825096841667,.16080353052247
4,.763458530180137,.802616134073002,-.146477714223547,-.213774439924443,1,1,0,1,1,1,2786.410458,3,480.5743847,3,-1.23086616105591,-1.1526074808742,.109820636625,.0287733349539812
5,-.192758001501214,-.332178276820132,1.8014279988349,1.68343456150759,1,1,0,1,1,1,1945.389566,2,1821.971397,2,-.394571157396192,-.260435764797341,.26206689610404,.305416370688902
6,-1.69196023188024,-1.60727552875679,.425731445473132,.295726233534523,1,0,0,1,1,1,1805.659096,2,1204.750728,2,-.0447601958702266,.220418390575272,-.141819918462428,-.302292160648993
7, , , , ,1,0,0,0,0,0,2893.934052, , ,0,.709637436618914,.676658499944462,-.255014428122646,-.273047201609501
8,1.05632678988359,1.20289332753575,-.723200370886618,-.841061841627584,1,0,0,1,0,3,2142.331651, , , ,-1.52346243726383,-1.53869646079931,-.080227098085617,.0905116062956386
9, , , , ,1,0,0,0,0,0,2412.100587, , ,0,.281895437227588,.114503717124376,.193406045567579,.279688811587186
10, , , , ,1,0,0,0,1,2,1601.326189,1,377.6113902, ,.181830688575107,.0474725400435621,.985098043395636,.968929364566708
11,-.550264119710153,-.5124288475557,.855437310698381,.630923778481794,1,1,0,1,1,1,1819.156509,1,345.3644807,1,-.266153553622394,-.390823628486077,.63121119074374,.701201031624746
12,.329205641548638,.631411306951431,-.677420576029376,-.867305234294751,1,1,1,1,1,1,1228.805336,4,439.7599502,4,.406447760118807,.328955337516473,.3808300680173,.464299121017758
13,-.0949874438811765,.0265260167290686,.571174674105783,.481273927548875,1,0,0,1,0,3,2434.985612, , , ,-.514750742073688,-.342785011906763,.139478658896188,-.00357581863034301
