Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,-.44665098626589,-.845839171225367,-.121631278986985,-.0554372937057754,1, , ,1,1,1,1648.048996,4,472.137009,4,.326976917843029,.303158981263826,-.633763136555091,-.354985721846969
2, , , , ,1, , ,0,1,2,1986.691872,1,171.3757517, ,.0368006279498632,.0191471374669393,.700173962791646,.388912483000956
3,-.351522036690404,-.395817445543055,.251604160630656,.750176952704751,1, , ,1,0,3,1012.719486, , , ,-.709142563522518,-.575123975389288,.964845667901246,-.108376081914226
4,2.3173836531062,2.19687574069787,-1.76005988231258,-1.44826576595594,1, , ,1,0,3,1053.835911, , , ,.684146048089639,.168289096899422,.390642083940627,.56594836461377
5,-.858410173739934,-1.04321631732414,1.13451128882885,.370776106600108,1, , ,1,1,1,1837.733608,3,942.481145,3,1.84324023119552,2.47647079993667,-.678587843355781,-1.33539331509201
6,-1.03678055134389,-1.02366682951089,.369333900149882,.472542973941681,1, , ,1,1,1,1281.691171,4,786.8794034,4,.364824419069614,-.502797923844044,1.64172154308139,1.59121548914026
7,.789240823859765,.196427996096582,-.297223808087529,.231951527611201,1, , ,1,0,3,1318.637057, , , ,-.0346627312104709,-.114425613992195,-.761470618124323,-.632526221692647
8, , , , ,1, , ,0,0,0,2868.020298, , ,0,.840318680881301,1.09263915480524,-.858123246389671,-.161784469091411
9, , , , ,1, , ,0,0,0,2251.883415, , ,0,-.0871579520984317,-.676625517515356,.138478657197483,.183166268515817
10, , , , ,1, , ,0,1,2,1684.705854,3,600.1752133, ,-.321914601793407,.188478074940597,.745584408547746,.662195710578558
11, , , , ,1, , ,0,0,0,1803.87208, , ,0,-.563916356626287,-.705819768137519,.13941406603271,.268558598197166
12, , , , ,1, , ,0,0,0,4741.58057, , ,0,-.0721937183321964,.13911320632709,.170673380581674,-.306537475534525
13, , , , ,1, , ,0,1,2,1647.709925,2,526.8035538, ,-.0505589168763122,-.339854490343027,-.286617676336809,.0702541306908246
14, , , , ,1, , ,0,0,0,2222.783633, , ,0,1.02497110513029,.842134872269508,-.474318152145135,-.234573816296765
15, , , , ,1, , ,0,1,2,2150.436766,2,289.9369752, ,-.292117092025805,.511675970450106,-.575857515068107,-.365136539724418
16,-.409192417212774,-.183515869916265,.631188501276635,.203661513335992,1,1, ,1,1,1,1051.228562,4,482.857998,4,1.2562809862935,.111538213640567,-.758731825332201,.351493453120352
17,-.0168583728128227,-.200861391325245,-.135699530234291,-.0935658467590855,1, , ,1,0,3,1215.248049, , , ,-.224096908817477,-.143748138814554,-.481995465412293,-.314998693730112
18,-.854083343980376,-.634773145652735,1.22567604985754,.778685192216931,1, , ,1,1,1,1944.821279,4,434.3756847,4,-.954335598053464,-1.10813040190024,-.180101902388578,.400922487404779
19,.441975204438096,.711744471377107,-.206927419553802,-.234946629994293,1, , ,1,1,1,1371.478852,4,637.3382717,4,.323973402396485,-.87783793648131,-1.02089735415766,-.338416663746293
