Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1,.15543763420636,.244649512714446,.60764339546994,.579320584728672,1,0,0,1,1,1,3275.099245,2,744.4078562,2,-.0813687029727772,-.138801850989014,.730775603997268,.648088985952943
2, , , , ,1,0,0,0,0,0,1326.10437, , ,0,.440187603529083,-.172814004040917,-.854848405957292,-.596270850223374
3,.767679816839214,.765042108289369,.583455388602495,.559928785828781,1,0,0,1,1,1,1777.416494,2,1108.098259,2,.0260354776564693,-.17441381634435,.556854061501043,.844930465691007
4, , , , ,1,0,0,0,0,0,1153.289652, , ,0,-.613507597908567,.18560851834385,.867750426748861,.245137158781596
5,-.587674735816467,-.655325630278722,2.0554545470242,2.41333822246929,1,0,0,1,0,3,5665.60381, , , ,.728209579605182,.656921454209194,.74290032833565,.816571838629026
6,-.0687282290382453,-.00621463864253691,-.509187396335642,-.47435902380091,1,0,0,1,1,1,2312.351653,2,488.1452551,2,-.86668735296725,-.539802337592942,.0689955764006176,.0113502976338076
7, , , , ,1,0,0,0,1,2,1811.733004,2,1312.790498, ,-1.04312432042555,-.78957393022215,.328925303177059,.310994902931876
8, , , , ,1,0,0,0,1,2,2023.065979,1,2943.196542, ,-.191138856843336,.123944444711263,.519248592519551,.831288198741613
9,.515569463739366,.294747083740435,-.0476337533506648,.0817315405121051,1,0,0,1,1,1,1168.986054,4,1063.443802,4,-1.89478166453993,-1.96674092668839,1.42142838567218,1.37628504019962
10, , , , ,1,0,0,0,0,0,1438.164422, , ,0,-.530585860995555,-.982512728825383,.743968403726895,.661260534783004
11,-.955964975137438,-.765956721027173,.491440918715368,.416334145592064,1,0,0,1,0,3,849.237876, , , ,.54017196731634,.472943416895814,.0957120306465719,.0957817593410275
12, , , , ,1,0,0,0,0,0,957.7044053, , ,0,-.747139011534906,-.755902464653303,.540265295072077,.545876682953615
