Wortnummer,pupil_d1_bl_right,pupil_d1_bl_left,pupil_d1_dilation_right,pupil_d1_dilation_left,Emotionalität_des_Wortes,d1_free_recall_remembered,d2_free_recall_remembered,recognition_correct,recognition_response,recognition_signal_detection,RT_recognition,recognition_certainty_old,RT_certainty_rating,memory_score,pupil_d2_bl_right,pupil_d2_bl_left,pupil_d2_dilation_right,pupil_d2_dilation_left
1, , , , ,1,0,0,0,0,0,4115.771981, , ,0,-1.53005606615509,-.359128430169775,1.69755214776797,-.0375285487149416
2,.0929405398121302,.397480633869544,.0827439834854048,.223027478258646,1,1,1,1,1,1,1128.987017,4,458.1957702,4,-.807812350533296,-.212340791117811,.180454776741255,.117812592673131
3, , , , ,1,0,0,0,0,0,1826.97875, , ,0,-1.57995614125491,.227734286196792,.743528147183588,-.11888356444334
4,.555042952143373,.851173924927857,-.0284502390339698,-.391403864326941,1,0,0,1,0,3,3838.403749, , , ,.254582867044858,.218398332424524,-.936367461331871,-.104961168259824
5,-.712160158783829,-.93936872593677,.497874557989297,1.00690453185819,1,0,0,1,1,1,2131.103284,1,568.3117746,1,.447755582795401,.460441296199072,-.138304419968371,-.0292538077219048
6, , , , ,1,0,0,0,0,0,5725.128157, , ,0,-.976890997296415,-.53706729296925,1.07635142320636,.200398113564577
7,-.991976587306492,-.952108241538433,-.543656039801827,-.412744993057104,1,0,0,1,1,1,1761.160157,2,1348.381259,2,1.65616494373834,.11562216111375,-.155308477009863,-.120646457489157
8,-.346276365284487,.591949064182183,-.340708372352362,-.750355319654409,1,1,0,1,1,1,1625.587197,4,645.888293,4,.159292719367841,-.117221447826092,.895323969348605,.178538376541893
9,-.518350725444049,-.620439701090137,-.1043146220055,.034026670570068,1,1,0,1,1,1,1239.500416,4,515.9439602,4,-1.49491638346432,-.308288589059813,.784194888939201,.280414274411478
10,1.82130400217541,1.46939108383266,-.036609411407128,.12250191088711,1,0,0,1,1,1,1728.350783,3,618.6724121,3,-.847399179324577,-.0331312004685353,.168371146033078,.142573958051554
11,-1.20659704649883,-1.23919555036044,.344561328385608,.483810166772828,1,1,0,1,1,1,1284.455981,4,663.5766591,4,-.461307791005309,.042280316546572,.0610928170151761,-.21689293398276
12, , , , ,1,0,0,0,0,0,3688.950864, , ,0,.391022262143181,.269302949655746,.342476119693893,-.0712829614855664
13, , , , ,1,0,0,0,0,0,1352.117854, , ,0,-.646581527438042,-.0176293943312358,-.702764263791687,.00767918496360554
