Bildnummer;Antwort_Emotionsrating;RT_Emotionsrating;pupil_d1_bl_right;pupil_d1_bl_left;pupil_d1_dilation_right;pupil_d1_dilation_left;Emotionalität_des_Bildes;d1_free_recall_remembered;d2_free_recall_remembered;recognition_correct;recognition_response;recognition_signal_detection;RT_recognition;recognition_certainty_old;RT_certainty_rating;memory_score;pupil_d2_bl_right;pupil_d2_bl_left;pupil_d2_dilation_right;pupil_d2_dilation_left
1; ; ; ; ; ; ;1;0;0;0;0;0;1224,587344; ; ;0;,050739010582602;-,494088357035888;-,314914491760317;,132585877938277
2; ; ; ; ; ; ;0;0;0;0;0;0;1183,234817; ; ;0;,275894154756129;-,412290565214287;-1,41026880828991;-,935617554956781
3; ; ; ; ; ; ;1;0;0;0;1;2;3042,35633;4;484,0371918; ;1,42656756496159;1,22791925870384;-1,93869138528263;-1,57930700977937
4; ; ; ; ; ; ;0;0;0;0;0;0;1357,763552; ; ;0;,473462031482049;-,244832361266298;-1,12622077298665;-,732165282797613
5;3;893,2213954;,232874286454661;-,0538750830037706;,215846970024363;,12288676056312;1;0;0;1;1;1;1105,265674;4;176,7855665;4;,885628279857183;,257762919474881;-1,20692845058812;-,693091073663862
6; ; ; ; ; ; ;0;0;0;0;0;0;3886,527403; ; ;0;,810586052145441;,194653277787702;1,09305800411857;1,59104328590907
7;3;1747,058244;,467676261680909;,419896647199062;-,654580982911453;-,167956555800633;1;0;0;1;1;1;2199,114539;4;338,4625403;4;-,573063778374094;-,733416746804286;,22113572829456;,156233105295466
8;0;1353,381507;,202873331793603;1,09912749674051;,630272224505584;-,30677116404411;0;0;0;1;1;1;2031,628559;1;1093,083767;1;1,2322399735595;,966920978618259;,374064313166482;,846542407146366
9;3;1619,110674;-,119475189425167;-,633653776903035;-,590180026188193;-,156487847258132;1;0;0;1;1;1;7974,82361;3;499,8983077;3;1,43957797069108;1,09997736108214;-,890927370412642;-,771774086031406
10;0;1024,609117;,343511550912358;-,107005894611045;-1,34260377151968;-1,01767235366113;0;0;0;1;1;1;1464,700572;4;289,3300689;4;-,0853206163787376;-,398169474138788;-,534468389828573;-,156849938885425
11;3;1029,733361;,236127691402363;-,132537493330517;-,549784008183456;-,543650306966622;1;1;0;1;1;1;1256,87546;4;483,3298367;4;-,640094468553547;-,695426042260925;,213331630673306;-,103576760109432
12;0;1058,245529;,222929562448229;,0776390010515984;-,523225395959098;-,337490859391964;0;0;0;1;1;1;882,5049419;4;117,8575576;4;,562390433748884;-,290530528538873;-,212694808697555;,218801443018244
13; ; ; ; ; ; ;0;0;0;0;0;0;1888,694091; ; ;0;,669210030099377;,0588929040372558;-,0943876343096631;,30084152025381
14;2;1291,326123;-1,28363883388906;-,536293155546488;,379509902617145;,421980296148432;1;1;1;1;1;1;1043,046009;4;131,603024;4;,911273273744696;,653489267674579;-,511525865932183;-,24617394803716
15;0;856,4566258;,113124534733996;-,0661533244124057;-1,4766362195224;-1,10906301714088;0;0;1;1;1;1;975,1912425;4;124,2689861;4;-,158197959968259;-,232709789847807;-,218585411562275;-,584992581343943
16; ; ; ; ; ; ;1;0;0;0;0;0;3041,475071; ; ;0;,286721696747896;-,370682227944983;-1,11251880598362;-,537750978977563
17;0;743,0681126;2,14617514244979;1,83196671681904;-1,93445593270363;-1,00395769606548;0;0;0;1;1;1;3028,256673;2;642,653804;2;,708129925567802;1,17460527066673;-1,52769301848183;-1,71149832186932
18;3;1758,271629;-,107732061323632;-,53915401330066;-1,08453899285941;-,461074354027562;1;1;1;1;1;1;1072,997126;4;381,9361706;4;-,595164413968363;,289554705788349;,000150042318301513;-,151746700413606
19; ; ; ; ; ; ;0;0;0;0;0;0;2701,697385; ; ;0;,558495597099228;-,517446035087157;-,671615930363957;-,62156697106204
20; ; ; ; ; ; ;1;0;0;0;0;0;2161,863709; ; ;0;,112724424788987;,115040363028892;-1,33203014823864;-,653295342089936
21; ; ; ; ; ; ;0;0;0;0;0;0;2848,206077; ; ;0;-,216693912108107;-,662962921612255;-,349496675362525;-,289800538228331
22;3;1265,47717;-,359127382624244;-,14346296615658;-,580441453578539;-,467542631250976;1;0;0;1;1;1;1869,103722;4;448,3576208;4;1,13562810730702;1,30305277776995;-,831624560621892;-,748477153431741
23;0;1308,692931;,725770066674623;,319367127128587;-1,00330954091438;-1,00472163906775;0;0;0;1;0;3;992,9607737; ; ; ;1,24945539296363;,776129862963318;-,187831817866242;-,342042900665662
24; ; ; ; ; ; ;0;0;0;0;0;0;1117,640379; ; ;0;,0646266086891043;,390281493350601;-,572058522502155;-,923022934780409
25; ; ; ; ; ; ;1;0;0;0;0;0;2131,87955; ; ;0;,146531208313613;-,168119155546781;-1,08921356118872;-,976959742587812
26; ; ; ; ; ; ;0;0;0;0;0;0;1382,211093; ; ;0;,202048289636698;,063877273146264;-,557750003670121;-,535054311930355
27;3;1155,114318;-,0125849165798133;,0928568287864221;-,240851022406435;-,500005842867847;1;1;0;1;1;1;1387,031245;4;276,4600548;4;1,6300596832332;1,39352993572931;-,00403576823895313;,200775853880649
28; ; ; ; ; ; ;0;0;0;0;0;0;1610,168399; ; ;0;,0296476729359232;,494530834981917;,261520344276716;-,387570994475855
29; ; ; ; ; ; ;1;0;0;0;0;0;1570,132718; ; ;0;-,25657385064544;-,410056909294538;-,178576552125071;-,064417441643568
30;0;807,6419089;-,277545306170415;-,445802063005741;-,0582392350184114;,182979650981684;0;0;0;1;0;3;6138,875148; ; ; ;1,08491509000138;1,27642887874089;-1,88409523427566;-1,39413957074319
31; ; ; ; ; ; ;1;0;0;0;0;0;5004,151742; ; ;0;,646438617082111;,378915631665918;-,0666871197935512;,629483555052603
32;0;1929,133222;-,481238068322297;-,778099333666205;,224580581895413;,120196908022832;0;1;1;1;1;1;2820,29041;4;493,6578634;4;-1,02831684087011;-1,33298645683425;-,0523439028903023;,0950340562464871
33; ; ; ; ; ; ;1;0;0;0;0;0;1327,869857; ; ;0;,0670637286979538;,362027227346402;-,478679410186744;-,0382958648682695
34; ; ; ; ; ; ;0;0;0;0;0;0;9255,368223; ; ;0;,384985741698683;,721484684550376;,903839273828164;,638559037037172
35;2;1298,628384;-,471935661151861;-,924655556216258;,0228022684503817;-,0739482666319332;1;0;1;1;1;1;2650,177432;4;3979,228139;4;,158324541417586;,0903291844245336;-,663413007993451;-,185919268555119
36; ; ; ; ; ; ;0;0;0;0;0;0;998,7322143; ; ;0;,478181673816944;,063448240927117;-,362660824643971;-,454905855209622
37; ; ; ; ; ; ;1;0;0;0;0;0;2464,519643; ; ;0;-,0584581829595205;,277509923951327;-1,47328961836094;-1,44655219110826
38; ; ; ; ; ; ;0;0;0;0;0;0;2027,257714; ; ;0;,128908780735605;,48255435069696;-1,275615090688;-1,49370909556346
39; ; ; ; ; ; ;1;0;0;0;0;0;1234,490637; ; ;0;1,18779414861794;1,43577115095237;-,684886525701865;-,0356523279737788
40; ; ; ; ; ; ;0;0;0;0;0;0;1531,493183; ; ;0;-,128833458106832;,798611411299752;-,328609882514097;-,249330836752461
41; ; ; ; ; ; ;1;0;0;0;1;2;2925,253252;1;894,7872577; ;1,13553376467286;,635655972047473;-1,17574630761678;-1,01294429841797
42; ; ; ; ; ; ;0;0;0;0;0;0;1299,151238; ; ;0;2,08266302393572;1,94957117808743;-1,53975327331027;-1,33923511099636
43;2;1588,395739;-,558602158480139;-,365995211145524;,590335190987314;,789959371323477;1;0;0;1;1;1;4283,190996;2;2079,489075;2;,794778196000579;-,0389545705232027;-1,37107869515102;-,768941539128828
44;0;1182,806347;-,180532770375425;,321362807344976;-,817781730493015;-,85469618741205;0;0;0;1;1;1;1917,494919;4;68,04981063;4;-,954908951199875;-1,1317569488554;,567582188528253;,566905214892623
45; ; ; ; ; ; ;1;0;0;0;1;2;4566,956859;2;317,1905586; ;-,388862489929535;-,801312342670985;-,72421070976989;-,045189065668344
46;0;947,4348038;-,343245542905814;-,63042918586255;-1,20478851087452;-,346608011440488;0;0;0;1;1;1;1707,588044;4;638,6388402;4;-,567686739999429;-1,12982480724522;-,586561093120533;,149600849696998
47;3;2059,111624;-,434550387511776;-,0061487443871139;-,340905755469179;-,385208286540459;1;0;0;1;1;1;2998,501562;2;1719,28619;2;-,223741915124354;,49865627909382;-,737598071911958;-,81152965819412
48;2;1285,562421;1,61480095403736;1,75564812664118;-,756176715346692;-,362474798066157;1;1;1;1;1;1;4697,626366;4;337,0548876;4;-,514229537562328;-,636551498651696;-,373245498775862;,0192258816018575
49;0;944,0839458;,0565473999536045;,147690579888865;-1,33503042018673;-1,1294450043539;0;0;0;1;1;1;6751,833189;2;284,4623106;2;,228459011826057;,10927691381426;-,834091368710935;-,641349339047526
50; ; ; ; ; ; ;1;0;0;0;0;0;1148,707139; ; ;0;,441677545086262;,179070677925881;-1,19563313959383;-,991327582619839
51; ; ; ; ; ; ;0;0;0;0;0;0;1251,368355; ; ;0;,826748485400391;1,14937643011953;,0419057684643578;-,162137060276947
52; ; ; ; ; ; ;1;0;0;0;0;0;1568,120974; ; ;0;,538405283370737;1,17222176965049;-,411144376691849;-,403550774936093
53;0;767,9994585;1,63473107560778;1,91191268718341;-2,16354395339393;-2,13348338585514;0;1;0;1;1;1;6687,066404;4;271,5622594;4;-,00024747603244316;-,24975326104498;-,606820390091293;-,489535739540213
54; ; ; ; ; ; ;1;0;0;0;0;0;6282,047038; ; ;0;,759179048444758;1,45047922351168;-1,85559100247621;-1,35507855862625
55; ; ; ; ; ; ;0;0;0;0;0;0;1837,432785; ; ;0;,806282940952246;,0936575967764745;-1,35311294457688;-1,00425791528039
56;3;2811,239399;,581628771469165;,6960752756547;-1,18267016575489;-,981968585031907;1;1;0;1;1;1;5768,355786;4;390,0625745;4;,884354947485172;,398056068078019;-1,09588592335023;-,293600578432559
57;0;1504,410829;-,667371341334967;-,445344955424653;,0508761876249226;,291365987473688;0;0;0;1;1;1;2287,798589;3;432,3046689;3;,675987558348285;,450412853237421;-1,46094468597777;-,609403101135166
58;1;1747,073;-,448850652754877;-,5119238589727;-,197336334547499;-,0355098220824736;1;0;0;1;1;1;1480,133746;4;338,8738008;4;-,0968869715609234;-,249231438136575;-1,02868472478201;-,90934675922361
59;0;1202,211365;-,497705760419698;-1,1944682038285;,440242730224295;,473561633982389;0;0;0;1;1;1;1659,781743;4;433,771669;4;,561537441745788;-,262721923909603;-,418268728546825;-,191387725408251
60;2;1614,688399;,174039186546051;,222598199541053;-,831430531828461;-,627778545529141;1;1;0;1;1;1;1122,05004;4;126,1578329;4;1,9250445892763;2,53593472895101;-1,01757958350805;-1,51622768206499
61; ; ; ; ; ; ;0;0;0;0;0;0;1567,355929; ; ;0;,312272999507117;,34958125469784;-,851522307178987;-,656615804620353
